Procedure Number,Description,Standard Amount,UB Code,Modifier 1,hospital
PH001332,Fluocinonide 0.05% 15Gm crm,182.2,250,,Advanced_Care_Hospital_Of_Montana
PH001333,Clobetasol 0.05 % Oint 15Gm,621.8,250,,Advanced_Care_Hospital_Of_Montana
PH001334,Nystatin/Triamcin 15g Cream,447.76,250,,Advanced_Care_Hospital_Of_Montana
PH001335,Triamcinolon 0.1% Dental Paste,322.36,250,,Advanced_Care_Hospital_Of_Montana
PH001336,Clotrimazole/Betame 1 %-0.05 %,670.24,250,,Advanced_Care_Hospital_Of_Montana
PH001337,Betamethasone DIP 0.05% 15G cm,151.8,250,,Advanced_Care_Hospital_Of_Montana
PH001338,Ciclopirox Olamine 0.77% 30G,204.4,250,,Advanced_Care_Hospital_Of_Montana
PH001339,CLOTRIMAZOLE CREAM VAGINAL 1%,32.0,257,,Advanced_Care_Hospital_Of_Montana
PH001341,Nortriptyline 75 mg Cap,16.87,250,,Advanced_Care_Hospital_Of_Montana
PH001342,Acetazolamide 250 Mg,11.53,250,,Advanced_Care_Hospital_Of_Montana
PH001343,Warfarin 7.5 mg Tab,3.82,250,,Advanced_Care_Hospital_Of_Montana
PH001344,Warfarin Sodium 10 Mg,3.99,636,,Advanced_Care_Hospital_Of_Montana
PH001345,Clotrimazole/Betame 15Gm,122.88,250,,Advanced_Care_Hospital_Of_Montana
PH001346,Clotrimazole/Betame 45 Gm,351.08,250,,Advanced_Care_Hospital_Of_Montana
PH001347,Hydrocortisone Butyr Sol 0.1%,318.72,250,,Advanced_Care_Hospital_Of_Montana
PH001348,Hydrocortis Buty 0.1% Crm 15G,250.84,250,,Advanced_Care_Hospital_Of_Montana
PH001349,DISOPYRAMIDE PHOSPHATE 150 mg,13.5,250,,Advanced_Care_Hospital_Of_Montana
PH001351,Oxcarbazepine 300 mg Tab,10.5,250,,Advanced_Care_Hospital_Of_Montana
PH001352,Folbic Tab 2-2.5-25MG,3.66,250,,Advanced_Care_Hospital_Of_Montana
PH001353,Letrozole 2.5 Mg,72.46,250,,Advanced_Care_Hospital_Of_Montana
PH001354,Cyproheptadine 4 mg Tab,4.27,250,,Advanced_Care_Hospital_Of_Montana
PH001355,Dificid 200 mg Tab,1022.93,250,,Advanced_Care_Hospital_Of_Montana
PH001356,THEO-24 CAP ER 24H 100 MG,12.73,250,,Advanced_Care_Hospital_Of_Montana
PH001357,POLYETHYL-GLYCOL 3350 4000 ML,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001358,Chlorhexidine 4% 118 mL Topica,26.45,250,,Advanced_Care_Hospital_Of_Montana
PH001359,Povidone-Iodine 10% 118mL,6.05,250,,Advanced_Care_Hospital_Of_Montana
PH001360,Androderm 4 Mg/24Hr Patch,98.54,250,,Advanced_Care_Hospital_Of_Montana
PH001361,Xatmep 2.5 Mg/mL Oral Sol 5mL,82.08,250,,Advanced_Care_Hospital_Of_Montana
PH001363,Skintegrity Hydrogel 1 tube(s),57.76,250,,Advanced_Care_Hospital_Of_Montana
PH001364,Remedy Dimethicone 5% Cream,29.0,257,,Advanced_Care_Hospital_Of_Montana
PH001367,Veltassa 8.4 Gm Powder Packet,150.78,250,,Advanced_Care_Hospital_Of_Montana
PH001368,Felodipine ER 2.5 mg Tab,6.04,250,,Advanced_Care_Hospital_Of_Montana
PH001369,Thioridizine 100 Mg,4.34,250,,Advanced_Care_Hospital_Of_Montana
PH001370,Ranitidine 300 mg Tab,12.89,250,,Advanced_Care_Hospital_Of_Montana
PH001371,Pentasa 250 Mg Capsule,14.57,250,,Advanced_Care_Hospital_Of_Montana
PH001372,Pentasa 500 Mg Capsule,29.15,250,,Advanced_Care_Hospital_Of_Montana
PH001373,Fosrenol 500 Mg Tablet Chew,57.63,250,,Advanced_Care_Hospital_Of_Montana
PH001374,"Fosrenol 1,000 Mg Tablet Chew",57.63,250,,Advanced_Care_Hospital_Of_Montana
PH001376,Aquaphor Oint 454 Gm,48.16,257,,Advanced_Care_Hospital_Of_Montana
PH001377,"Miner Oil/Petro,white Crm 113G",13.1,250,,Advanced_Care_Hospital_Of_Montana
PH001378,EPINEPHrine 1 mg/mL Amp,70.0,250,,Advanced_Care_Hospital_Of_Montana
PH001379,Cholecalciferol 400 U = 10 mCg,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001381,Selenium 200 mcg Tab,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001382,Infuvite Pediatric V 400-200/5,82.7,250,,Advanced_Care_Hospital_Of_Montana
PH001383,MVI* ADULT 10 ML,52.94,250,,Advanced_Care_Hospital_Of_Montana
PH001384,Oxybutynin 5Mg/5mL Syrup 120mL,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001385,Lamivudine 10 Mg/ml Oral 120mL,2.0,250,,Advanced_Care_Hospital_Of_Montana
PH001386,Imatinib 100 mg Tab,213.71,250,,Advanced_Care_Hospital_Of_Montana
PH001387,Olanzapine 20 Mg Tab,159.32,250,,Advanced_Care_Hospital_Of_Montana
PH001388,Olanzapine ODT 5 mg Tab,56.46,250,,Advanced_Care_Hospital_Of_Montana
PH001389,Rivastigmine 3 mg Cap,16.97,250,,Advanced_Care_Hospital_Of_Montana
PH001390,Divalproex 24h ER 500 mg,16.3,250,,Advanced_Care_Hospital_Of_Montana
PH001391,Eszopiclone 1 Mg Tab,46.7,250,,Advanced_Care_Hospital_Of_Montana
PH001392,Sirolimus 1Mg Tab,68.19,250,,Advanced_Care_Hospital_Of_Montana
PH001393,FONDAPARINUX INJECTION 5 MG /,514.44,250,,Advanced_Care_Hospital_Of_Montana
PH001394,Fexofenadine 180 mg Tab,1.5,257,,Advanced_Care_Hospital_Of_Montana
PH001395,AMPICILLIN  IV 1 G,32.82,250,,Advanced_Care_Hospital_Of_Montana
PH001396,AMPICILLIN  IV 2 G,63.66,250,,Advanced_Care_Hospital_Of_Montana
PH001397,Ampicillin Sodium/Sulbactam 3G,58.4,250,,Advanced_Care_Hospital_Of_Montana
PH001398,SUMATRIPTAN INJECTION 6 MG / 0,340.0,250,,Advanced_Care_Hospital_Of_Montana
PH001399,LevETIRAcetam 500 mg/5mL Vial,60.0,250,,Advanced_Care_Hospital_Of_Montana
PH001400,MEROPENEM  IV 1 G,208.0,250,,Advanced_Care_Hospital_Of_Montana
PH001401,Fondaparinux 7.5 mg/0.6 mL Syr,348.0,250,,Advanced_Care_Hospital_Of_Montana
PH001402,ARGATROBAN-SODIUM CHLORI 50 mg,1170.0,250,,Advanced_Care_Hospital_Of_Montana
PH001403,Lidocaine 2% 20 mL MDV,20.16,250,,Advanced_Care_Hospital_Of_Montana
PH001404,Valproate Sod 500 Mg/5mL Vial,17.28,250,,Advanced_Care_Hospital_Of_Montana
PH001405,Dicyclomine 10 Mg/mL Inj,93.6,250,,Advanced_Care_Hospital_Of_Montana
PH001407,Doxycycline Hyc 100 Mg Vial,126.38,250,,Advanced_Care_Hospital_Of_Montana
PH001408,Rifampin 600 Mg IV,312.0,250,,Advanced_Care_Hospital_Of_Montana
PH001409,MIDAZOLAM  INJECTION 50 MG / 1,61.44,250,,Advanced_Care_Hospital_Of_Montana
PH001410,Pamidronate Disod 30 Mg,12.96,250,,Advanced_Care_Hospital_Of_Montana
PH001412,Midazolam 1Mg/mL 5mL Vial,7.2,250,,Advanced_Care_Hospital_Of_Montana
PH001413,"Polymyxin B 500,000 U Vial",70.0,250,,Advanced_Care_Hospital_Of_Montana
PH001414,Octreotide 200 mCg/mL 5mL,326.4,250,,Advanced_Care_Hospital_Of_Montana
PH001415,Butorphanol Tartrate 2 mg,14.4,250,,Advanced_Care_Hospital_Of_Montana
PH001418,Acyclovir 500 Mg IV,21.6,250,,Advanced_Care_Hospital_Of_Montana
PH001419,Aranesp 25 Mcg/mL Vial,928.8,250,,Advanced_Care_Hospital_Of_Montana
PH001420,Aranesp 40 mCg/mL Vial,1486.08,250,,Advanced_Care_Hospital_Of_Montana
PH001421,Aranesp 60 mCg/mL Vial,2229.12,250,,Advanced_Care_Hospital_Of_Montana
PH001422,Aranesp 100 mCg/mL Vial,3715.2,250,,Advanced_Care_Hospital_Of_Montana
PH001424,Aranesp 60 mcg/0.3 mL Syringe,2229.12,250,,Advanced_Care_Hospital_Of_Montana
PH001425,Aranesp 200 mCg/0.4 mL Syringe,7430.4,250,,Advanced_Care_Hospital_Of_Montana
PH001426,Aranesp 25mcg/0.42mL Syringe,928.8,250,,Advanced_Care_Hospital_Of_Montana
PH001427,Sensipar 30 mg Tab,129.07,250,,Advanced_Care_Hospital_Of_Montana
PH001428,Aranesp 300 mCg/0.6 mL Syringe,11145.6,250,,Advanced_Care_Hospital_Of_Montana
PH001429,PROCRIT INJECTION 2000 UNIT /,159.17,250,,Advanced_Care_Hospital_Of_Montana
PH001430,PROCRIT INJECTION 4000 UNIT /,318.34,250,,Advanced_Care_Hospital_Of_Montana
PH001431,Neupogen 480 mcg,2550.86,250,,Advanced_Care_Hospital_Of_Montana
PH001432,Nplate 250 mCg Vial,9910.46,250,,Advanced_Care_Hospital_Of_Montana
PH001433,Neupogen 300 mcg,1511.2,250,,Advanced_Care_Hospital_Of_Montana
PH001434,Corlanor 5 Mg Tablet,39.32,250,,Advanced_Care_Hospital_Of_Montana
PH001435,Neupogen 300 mcg,1601.81,250,,Advanced_Care_Hospital_Of_Montana
PH001436,Nupercainal 1% Ointment 57 Gm,47.96,250,,Advanced_Care_Hospital_Of_Montana
PH001437,DULOXETINE CAPSULE DR 20 MG,27.99,250,,Advanced_Care_Hospital_Of_Montana
PH001438,DULOXETINE CAPSULE DR 60 MG,31.41,250,,Advanced_Care_Hospital_Of_Montana
PH001439,VENLAFAXINE  TABLET 25 MG,7.77,250,,Advanced_Care_Hospital_Of_Montana
PH001440,VERAPAMIL XL TABLET 240 MG,1.78,250,,Advanced_Care_Hospital_Of_Montana
PH001441,NITROFURANTOIN MACROCRYS 50 mg,4.82,250,,Advanced_Care_Hospital_Of_Montana
PH001442,Abelcet 5 mg,480.0,250,,Advanced_Care_Hospital_Of_Montana
PH001443,REMICADE VIAL 100 MG,5605.54,250,,Advanced_Care_Hospital_Of_Montana
PH001444,Artificial Tears 1-0.2-0.2%,8.16,250,,Advanced_Care_Hospital_Of_Montana
PH001445,Cefadroxil 500 Mg,14.88,250,,Advanced_Care_Hospital_Of_Montana
PH001447,Lamivudine 150 mg,28.64,250,,Advanced_Care_Hospital_Of_Montana
PH001449,Engerix-B ADULT 20 mcg,293.33,250,,Advanced_Care_Hospital_Of_Montana
PH001451,MENINGOCOCCAL VACCI 10-5/0.5ML,668.43,250,,Advanced_Care_Hospital_Of_Montana
PH001452,"MENINGOCOCCAL B VACCINE,4-COMP",916.8,250,,Advanced_Care_Hospital_Of_Montana
PH001453,Ketorolac 10 Mg Tab,8.63,250,,Advanced_Care_Hospital_Of_Montana
PH001454,Propafenone 150 Mg,6.41,250,,Advanced_Care_Hospital_Of_Montana
PH001455,EnbreL 50 mg,7307.95,250,,Advanced_Care_Hospital_Of_Montana
PH001456,EnbreL 25 mg,7021.36,250,,Advanced_Care_Hospital_Of_Montana
PH001457,Doxercalciferol 0.5mCg,28.8,250,,Advanced_Care_Hospital_Of_Montana
PH001458,Renvela 800 mg,28.56,250,,Advanced_Care_Hospital_Of_Montana
PH001459,Renvela 2.4 gram,85.67,250,,Advanced_Care_Hospital_Of_Montana
PH001460,Sodium Citrate-Citri 334-500MG,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001461,"Canasa 1,000 mg Suppository",185.88,250,,Advanced_Care_Hospital_Of_Montana
PH001462,Urea 20% Cream,48.0,250,,Advanced_Care_Hospital_Of_Montana
PH001463,Urea 40% Cream 199 Gm,687.96,250,,Advanced_Care_Hospital_Of_Montana
PH001464,Venelex Ointment 60Gm,150.0,250,,Advanced_Care_Hospital_Of_Montana
PH001467,OxyCONTIN 10 mg,21.87,250,,Advanced_Care_Hospital_Of_Montana
PH001468,OxyCONTIN 15 mg,32.16,250,,Advanced_Care_Hospital_Of_Montana
PH001469,OxyCONTIN 20 mg,40.74,250,,Advanced_Care_Hospital_Of_Montana
PH001470,OxyCONTIN 30 mg,56.67,250,,Advanced_Care_Hospital_Of_Montana
PH001471,OxyCONTIN 40 mg,69.74,250,,Advanced_Care_Hospital_Of_Montana
PH001472,OxyCONTIN 80 mg,121.75,250,,Advanced_Care_Hospital_Of_Montana
PH001473,Butrans 10 mCg/Hr Patch,583.36,250,,Advanced_Care_Hospital_Of_Montana
PH001474,Lidoc 3%-Hydroco 0.5% Cr 28.3G,197.76,250,,Advanced_Care_Hospital_Of_Montana
PH001475,Abilify 2 Mg Tablet,109.89,250,,Advanced_Care_Hospital_Of_Montana
PH001476,Abilify 10 Mg Tablet,109.89,250,,Advanced_Care_Hospital_Of_Montana
PH001477,Samsca 15 mg Tab,2496.95,250,,Advanced_Care_Hospital_Of_Montana
PH001478,Samsca 30 Mg Tablet,2590.29,250,,Advanced_Care_Hospital_Of_Montana
PH001480,Biofreeze 4% Gel 118 ML,61.96,250,,Advanced_Care_Hospital_Of_Montana
PH001481,Belbuca 300 mcg Film,46.02,250,,Advanced_Care_Hospital_Of_Montana
PH001482,VYVANSE CAPSULE 30 MG,53.6,250,,Advanced_Care_Hospital_Of_Montana
PH001483,Nisoldipine ER 8.5 mg Tab,24.57,250,,Advanced_Care_Hospital_Of_Montana
PH001484,PROCRIT INJECTION 10000 UNIT /,1282.8,250,,Advanced_Care_Hospital_Of_Montana
PH001485,PROCRIT INJECTION 20000 UNIT /,2565.6,250,,Advanced_Care_Hospital_Of_Montana
PH001486,PROCRIT INJECTION 40000 UNIT /,5131.2,250,,Advanced_Care_Hospital_Of_Montana
PH001487,Prezista 600 mg Tab,147.62,250,,Advanced_Care_Hospital_Of_Montana
PH001488,Prezista 800 Mg Tablet,295.23,250,,Advanced_Care_Hospital_Of_Montana
PH001489,Terazosin 5 mg Cap,6.42,250,,Advanced_Care_Hospital_Of_Montana
PH001490,MEDROXYPROGESTERONE TABLET 5 M,1.89,250,,Advanced_Care_Hospital_Of_Montana
PH001491,Hydrocortisone 5 mg Tab,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001492,Hydrocortisone 20 Mg tablet,4.35,250,,Advanced_Care_Hospital_Of_Montana
PH001493,Rifabutin 150 Mg Capsule,69.98,250,,Advanced_Care_Hospital_Of_Montana
PH001494,Amlodipine 5 Mg,1.58,250,,Advanced_Care_Hospital_Of_Montana
PH001495,AZITHROMYCIN SUSP RECON 1200 M,4.65,250,,Advanced_Care_Hospital_Of_Montana
PH001497,Medroxyprogesterone Acet 2.5mg,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001498,Medroxyprogesterone Acet 10mg,1.97,250,,Advanced_Care_Hospital_Of_Montana
PH001499,Clindamycin Phosphate 1 %,480.72,250,,Advanced_Care_Hospital_Of_Montana
PH001500,Prazosin 5 Mg,8.73,250,,Advanced_Care_Hospital_Of_Montana
PH001502,Juven Powder Packet 7G-7G-1.5G,11.34,250,,Advanced_Care_Hospital_Of_Montana
PH001503,Pamidronate 90 mg Vial,270.58,250,,Advanced_Care_Hospital_Of_Montana
PH001504,Neutra Phos Pkt 280-250MG,2.61,250,,Advanced_Care_Hospital_Of_Montana
PH001505,Nephro-Vite Tab .8 mg,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001506,Niferex 150,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001507,Sodium Thiosulfate 12.5 G/50mL,428.0,250,,Advanced_Care_Hospital_Of_Montana
PH001508,Ketoconazole 200Mg Tab,32.42,250,,Advanced_Care_Hospital_Of_Montana
PH001509,"Nystatin 100,000Unit/ml 60mL",1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001510,Doxepin Hcl 10 Mg/1 mL 60 mL,1.53,250,,Advanced_Care_Hospital_Of_Montana
PH001511,acetic acid 2 %,160.0,250,,Advanced_Care_Hospital_Of_Montana
PH001513,Lindane Shampoo 1% 60mL,547.44,250,,Advanced_Care_Hospital_Of_Montana
PH001514,SELEGILINE CAPSULE 5 MG,9.21,250,,Advanced_Care_Hospital_Of_Montana
PH001515,Doxazosin 1 mg Tab,5.39,250,,Advanced_Care_Hospital_Of_Montana
PH001516,cycloSPORINE 25 mg Cap non-mod,14.0,250,,Advanced_Care_Hospital_Of_Montana
PH001517,Tizanidine 2 mg Tab,4.89,250,,Advanced_Care_Hospital_Of_Montana
PH001518,Cefoxitin Sodium 1Gm,44.9,250,,Advanced_Care_Hospital_Of_Montana
PH001519,cefOXitin 2 GM VIAL,61.2,250,,Advanced_Care_Hospital_Of_Montana
PH001521,Azelastin 137 mcg/30mL Nasal,420.96,250,,Advanced_Care_Hospital_Of_Montana
PH001522,CILOSTAZOL TABLET 50 MG,7.3,250,,Advanced_Care_Hospital_Of_Montana
PH001523,Meloxicam 7.5 Mg,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001524,Balsalazide Disodium 750 Mg,6.4,250,,Advanced_Care_Hospital_Of_Montana
PH001525,Alfuzosin ER 10 mg,16.87,250,,Advanced_Care_Hospital_Of_Montana
PH001526,OLANZapine 2.5 mg Tab,44.79,250,,Advanced_Care_Hospital_Of_Montana
PH001527,Cevimeline Hcl 30 Mg,12.4,250,,Advanced_Care_Hospital_Of_Montana
PH001528,lamiVUDine 100 mg,64.44,250,,Advanced_Care_Hospital_Of_Montana
PH001529,Zoledronic Acid 4Mg/5mL Vial,3353.16,250,,Advanced_Care_Hospital_Of_Montana
PH001530,Fentanyl 25 mcg Patch,85.06,250,,Advanced_Care_Hospital_Of_Montana
PH001531,Pyrazinamide 500 Mg Tablet,20.4,250,,Advanced_Care_Hospital_Of_Montana
PH001532,DILTIAZEM CAPSULE  ER-24 HOUR,1.73,250,,Advanced_Care_Hospital_Of_Montana
PH001533,DILTIAZEM CAPSULE CD - 24 HOUR,2.04,250,,Advanced_Care_Hospital_Of_Montana
PH001534,Gemfibrozil 600 mg Tab,9.26,250,,Advanced_Care_Hospital_Of_Montana
PH001535,DONEPEZIL 5 MG,3.1,250,,Advanced_Care_Hospital_Of_Montana
PH001536,CLOBAZAM TABLET 10 MG,10.4,250,,Advanced_Care_Hospital_Of_Montana
PH001537,"Thrombin-jmi 5,000 Units Epist",370.8,250,,Advanced_Care_Hospital_Of_Montana
PH001538,"Thrombin-jmi 20,000 Units",1433.71,250,,Advanced_Care_Hospital_Of_Montana
PH001539,Flector 1.3% Patch,59.68,250,,Advanced_Care_Hospital_Of_Montana
PH001540,Bicillin L-A 600000 unit,477.12,250,,Advanced_Care_Hospital_Of_Montana
PH001541,Bicillin L-A 2400000 unit,1693.34,250,,Advanced_Care_Hospital_Of_Montana
PH001542,Morphine Sulf ER 15Mg,7.49,250,,Advanced_Care_Hospital_Of_Montana
PH001543,morphine SULF ER 60 MG TAB,21.3,250,,Advanced_Care_Hospital_Of_Montana
PH001544,Morphine Sulfate ER 200 Mg,73.53,250,,Advanced_Care_Hospital_Of_Montana
PH001546,Trifluridine 1% OPth Qtts 7mL,891.76,250,,Advanced_Care_Hospital_Of_Montana
PH001547,BRIMONidine OPTH DROPS 0.2% 5,130.6,250,,Advanced_Care_Hospital_Of_Montana
PH001548,BRIMONidine OPTH DROPS 0.15% 5,766.72,250,,Advanced_Care_Hospital_Of_Montana
PH001549,Pilocarpine 1% 15mL,394.24,250,,Advanced_Care_Hospital_Of_Montana
PH001550,Pilocarpine 2% 15mL,403.24,250,,Advanced_Care_Hospital_Of_Montana
PH001551,Timolol 0.25 % 5mL Opth Qtts,60.0,250,,Advanced_Care_Hospital_Of_Montana
PH001552,Timolol 0.5% 5mL Opth Qtts,68.0,250,,Advanced_Care_Hospital_Of_Montana
PH001553,Neo/PolyBSulf/Dex 3.5 GM,176.0,250,,Advanced_Care_Hospital_Of_Montana
PH001554,Gentamicin 0.3% 3mg / mL,86.8,250,,Advanced_Care_Hospital_Of_Montana
PH001555,PrednisoLONE 1% Eye Drops 5 mL,221.28,250,,Advanced_Care_Hospital_Of_Montana
PH001556,Neomycin-Poly-HC Opth qtts 7mL,681.0,250,,Advanced_Care_Hospital_Of_Montana
PH001558,Tobramycin/dexameth 0.3 %-0.1%,290.24,250,,Advanced_Care_Hospital_Of_Montana
PH001559,Ciprofloxacin 0.3% Ophth Drop,189.24,250,,Advanced_Care_Hospital_Of_Montana
PH001561,metHOTREXate 50 MG/2 ML VIAL,34.56,250,,Advanced_Care_Hospital_Of_Montana
PH001562,Dermacerin/ Eucerin 1 tube(s),20.2,257,,Advanced_Care_Hospital_Of_Montana
PH001564,Flebogamma Dif 10% Vial,2397.12,250,,Advanced_Care_Hospital_Of_Montana
PH001565,Emtriva 200 mg Capsule,85.84,250,,Advanced_Care_Hospital_Of_Montana
PH001566,Truvada 200-300 mg Tab,294.76,250,,Advanced_Care_Hospital_Of_Montana
PH001567,Vemlidy 25 mg Tab,196.62,250,,Advanced_Care_Hospital_Of_Montana
PH001570,Isosorbide Mono 20 mg Tab,2.54,250,,Advanced_Care_Hospital_Of_Montana
PH001571,Omeprazole,13.48,250,,Advanced_Care_Hospital_Of_Montana
PH001572,Isosorbide Mono 30 mg Tab,2.07,250,,Advanced_Care_Hospital_Of_Montana
PH001573,Oxybutynin ER 5 mg Tab,12.29,250,,Advanced_Care_Hospital_Of_Montana
PH001574,Steritalc,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001575,rOPINIRole 1 mg Tab,10.0,250,,Advanced_Care_Hospital_Of_Montana
PH001576,Leflunomide 20 mg Tab,65.62,250,,Advanced_Care_Hospital_Of_Montana
PH001577,Pregabalin 100 mg Cap,23.41,250,,Advanced_Care_Hospital_Of_Montana
PH001578,Ure-na 15 Gram Powder Packet,16.8,250,,Advanced_Care_Hospital_Of_Montana
PH001579,"OPIUM, TINCTURE OF 6 MG / 0.6",25.08,250,,Advanced_Care_Hospital_Of_Montana
PH001580,fluvoxaMINE MALEATE 50 MG TAB,10.57,250,,Advanced_Care_Hospital_Of_Montana
PH001581,Etodolac 200 Mg,5.17,250,,Advanced_Care_Hospital_Of_Montana
PH001582,METOPROLOL TABLET 50 MG,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001583,Rivastigmine 6 mg Cap,2.8,250,,Advanced_Care_Hospital_Of_Montana
PH001584,Zonisamide 25 mg Cap,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001585,Octreotide Acet 50 mCg/mL Syr,27.12,250,,Advanced_Care_Hospital_Of_Montana
PH001586,Octreotide Acet 100 mCg/mL Amp,59.4,250,,Advanced_Care_Hospital_Of_Montana
PH001587,CARBIDOPA-LEVODOPA ER TABLET 5,3.36,250,,Advanced_Care_Hospital_Of_Montana
PH001588,Carbidopa/Levodopa CR 25-100mg,1.8,250,,Advanced_Care_Hospital_Of_Montana
PH001589,SUMAtriptan 50 mg Tab,8.51,250,,Advanced_Care_Hospital_Of_Montana
PH001590,"Fragmin 2,500 Units Syringe",122.02,250,,Advanced_Care_Hospital_Of_Montana
PH001592,Felodipine ER 10Mg,10.86,250,,Advanced_Care_Hospital_Of_Montana
PH001594,Clarithromycin 500 Mg,24.06,250,,Advanced_Care_Hospital_Of_Montana
PH001595,Cefuroxime Axetil 250 Mg,17.59,250,,Advanced_Care_Hospital_Of_Montana
PH001596,Fenofibrate 54 mg Tab,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001597,Gentamicin 80 mg / 2 mL vial,15.5,250,,Advanced_Care_Hospital_Of_Montana
PH001598,Thiamine 100 Mg/mL 2mL Vial,47.76,250,,Advanced_Care_Hospital_Of_Montana
PH001599,Magnesium Sulf 40 mEq/ 10 mL,8.3,250,,Advanced_Care_Hospital_Of_Montana
PH001600,dexAMETHasone 4 mg,12.62,250,,Advanced_Care_Hospital_Of_Montana
PH001601,Sodium Phosphate 3mm/ml Vial,77.47,250,,Advanced_Care_Hospital_Of_Montana
PH001602,Pyridoxine Hcl Inj 100 Mg/mL,79.54,250,,Advanced_Care_Hospital_Of_Montana
PH001603,Folic Acid 5Mg/mL 10mL Vial,23.61,250,,Advanced_Care_Hospital_Of_Montana
PH001604,Sodium Chloride 120 mEq/30 mL,28.03,250,,Advanced_Care_Hospital_Of_Montana
PH001605,Lidocaine 1% 10 mL Vial,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001606,PROTAMINE INJECTION 10MG PER 1,58.99,250,,Advanced_Care_Hospital_Of_Montana
PH001609,Fluphenazine Decan 25Mg/mL 5mL,148.77,250,,Advanced_Care_Hospital_Of_Montana
PH001611,VANCOMYCIN 1 G,76.32,250,,Advanced_Care_Hospital_Of_Montana
PH001612,Tobramycin 80 mg/ 2mL VIAL,16.27,250,,Advanced_Care_Hospital_Of_Montana
PH001613,Calcium Gluc 10%,25.92,250,,Advanced_Care_Hospital_Of_Montana
PH001614,Ganciclovir 500 mg,466.9,250,,Advanced_Care_Hospital_Of_Montana
PH001615,Acyclovir 500 mg/10 mL,90.24,250,,Advanced_Care_Hospital_Of_Montana
PH001616,Acyclovir Sodium 1Gm/20 mL IV,168.0,250,,Advanced_Care_Hospital_Of_Montana
PH001617,Ampicillin Sodium/Sulbac 1.5 G,18.67,250,,Advanced_Care_Hospital_Of_Montana
PH001618,Colistimethate 150 mg Vial,134.35,250,,Advanced_Care_Hospital_Of_Montana
PH001619,Aztreonam 2 Gm,351.89,250,,Advanced_Care_Hospital_Of_Montana
PH001620,Flumazenil 0.1 mg/mL 5 mL vial,32.54,250,,Advanced_Care_Hospital_Of_Montana
PH001621,Rocuronium 50 mg/5 mL Vial,31.2,250,,Advanced_Care_Hospital_Of_Montana
PH001622,HALOPERIDOL DECANOATE VIAL 100,247.1,250,,Advanced_Care_Hospital_Of_Montana
PH001623,Haloperidol 5 mg/mL Vial,28.75,250,,Advanced_Care_Hospital_Of_Montana
PH001624,XYLOCAINE WITH EPINE 2%-1:200K,3.77,250,,Advanced_Care_Hospital_Of_Montana
PH001626,Xylocaine 2% 5mL,14.98,250,,Advanced_Care_Hospital_Of_Montana
PH001628,amiodarone 150 MG/3 ML VIAL,7.39,250,,Advanced_Care_Hospital_Of_Montana
PH001629,AMIODARONE HCL VIAL 450 MG / 9,21.02,250,,Advanced_Care_Hospital_Of_Montana
PH001630,levothyroxine 100 MCG VIAL,506.78,250,,Advanced_Care_Hospital_Of_Montana
PH001631,Famotidine 20 mg/2 mL Vial,4.32,250,,Advanced_Care_Hospital_Of_Montana
PH001632,Lunesta 2 mg,75.26,250,,Advanced_Care_Hospital_Of_Montana
PH001633,Latuda 40 mg,215.42,250,,Advanced_Care_Hospital_Of_Montana
PH001634,Xopenex HFA 45 Mcg Inhaler,327.55,250,,Advanced_Care_Hospital_Of_Montana
PH001635,Brovana 15 mcg/2 mL Solution,90.05,250,,Advanced_Care_Hospital_Of_Montana
PH001636,Granix 300 mCg/0.5mL Syringe,1199.33,250,,Advanced_Care_Hospital_Of_Montana
PH001637,Granix 480 Mcg/0.8 mL Safe Syr,1919.47,250,,Advanced_Care_Hospital_Of_Montana
PH001639,Diclofenac Gel 1% 100Gm,219.28,250,,Advanced_Care_Hospital_Of_Montana
PH001640,Lidoderm 5% Patch,105.34,250,,Advanced_Care_Hospital_Of_Montana
PH001641,Vitron-C Tab 65MG-125MG,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001643,Acetamin/Codeine 300-30 mg Tab,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001644,benzonatate 100 mg,2.2,250,,Advanced_Care_Hospital_Of_Montana
PH001645,CARBIDOPA-LEVODOPA TABLET 10 M,1.5,250,,Advanced_Care_Hospital_Of_Montana
PH001646,Clindamycin 150 mg Cap,2.74,250,,Advanced_Care_Hospital_Of_Montana
