Charge Master Code,Description,Invoice Label,Dynamic Pricing,Price,Soft Code,HCPCS Code,HCPCS Multiplier,Revenue Code,Effective Date,Expiration Date,Department,Fractional Billing,Minimum Price,Default Cost,Cost Multiplier,Charge Code Type,hospital
8008,ANKLE/BRACHIAL INDICES ULTRASOUND RIGHT,ANKLE/BRACHIAL INDICES ULTRASOUND RIGHT,,330.0,,93922,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8010,BILAT VENOUS DOPPLER,BILAT VENOUS DOPPLER,,375.0,,93970,1.0,400,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8011,BLADDER ULTRASOUND,BLADDER ULTRASOUND,,102.0,,51798,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8017,CLAVICLE,CLAVICLE,,180.0,,73000,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8018,C-SPINE W/FLEX AND EXTENSION,C-SPINE W/FLEX AND EXTENSION,,282.0,,72050,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8120,ELBOW 3+ VIEWS LEFT,ELBOW 3+ VIEWS LEFT,,180.0,,73080,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8121,ELBOW 3+ VIEWS RIGHT,ELBOW 3+ VIEWS RIGHT,,180.0,,73080,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8122,ELBOW LIMITED LEFT,ELBOW LIMITED LEFT,,163.0,,73070,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8123,ELBOW LIMITED RIGHT,ELBOW LIMITED RIGHT,,163.0,,73070,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8124,FACIAL BONES COMPLETE,FACIAL BONES COMPLETE,,289.0,,70150,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8125,FACIAL BONES LIMITED,FACIAL BONES LIMITED,,153.5,,70140,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8128,FINGER LEFT,FINGER LEFT,,166.0,,73140,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8129,FINGER RIGHT,FINGER RIGHT,,166.0,,73140,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8130,FOOT COMPLETE 3 VIEWS LEFT,FOOT COMPLETE 3 VIEWS LEFT,,120.0,,73630,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8131,FOOT COMPLETE 3 VIEWS RIGHT,FOOT COMPLETE 3 VIEWS RIGHT,,120.0,,73630,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8132,FOOT LIMITED 2 VIEWS LEFT,FOOT LIMITED 2 VIEWS LEFT,,180.0,,73620,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8133,FOOT LIMITED 2 VIEWS RIGHT,FOOT LIMITED 2 VIEWS RIGHT,,180.0,,73620,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8134,FOREARM UNCL JOINT LEFT,FOREARM UNCL JOINT LEFT,,140.0,,73090,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8135,FOREARM UNCL JOINT RIGHT,FOREARM UNCL JOINT RIGHT,,140.0,,73090,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8136,FULL LENGHT LOWER EXTREMITY LEFT,FULL LENGHT LOWER EXTREMITY LEFT,,180.0,,73592,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8137,FULL LENGHT LOWER EXTREMITY RIGHT,FULL LENGHT LOWER EXTREMITY RIGHT,,180.0,,73592,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8138,HAND COMPLETE 3 VIEWS LEFT,HAND COMPLETE 3 VIEWS LEFT,,180.0,,73130,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8139,HAND COMPLETE 3 VIEWS RIGHT,HAND COMPLETE 3 VIEWS RIGHT,,180.0,,73130,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8140,HAND LIMITED 2 VIEWS LEFT,HAND LIMITED 2 VIEWS LEFT,,140.0,,73120,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8141,HAND LIMITED 2 VIEWS RIGHT,HAND LIMITED 2 VIEWS RIGHT,,140.0,,73120,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8146,HUMERUS W/JOINT LEFT,HUMERUS W/JOINT LEFT,,180.0,,73060,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8147,HUMERUS W/JOINT RIGHT,HUMERUS W/JOINT RIGHT,,180.0,,73060,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8148,KNEE 3 VIEWS LEFT,KNEE 3 VIEWS LEFT,,190.0,,73562,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8149,KNEE 3 VIEWS RIGHT,KNEE 3 VIEWS RIGHT,,190.0,,73562,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8150,KNEE AP AND LAT LEFT,KNEE AP AND LAT LEFT,,180.0,,73560,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8151,KNEE AP AND LAT RIGHT,KNEE AP AND LAT RIGHT,,180.0,,73560,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8152,KNEE COMPLETE 4+ VIEWS LEFT,KNEE COMPLETE 4+ VIEWS LEFT,,180.0,,73564,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8153,KNEE COMPLETE 4+ VIEWS RIGHT,KNEE COMPLETE 4+ VIEWS RIGHT,,180.0,,73564,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8154,KNEE RANGER LEFT,KNEE RANGER LEFT,,180.0,,73565,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8155,KNEE RANGER RIGHT,KNEE RANGER RIGHT,,180.0,,73565,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8157,MANDIBLE COMPLETE 4 VIEWS,MANDIBLE COMPLETE 4 VIEWS,,225.0,,70110,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8158,MANDIBLE UNIL < 4 VIEWS,MANDIBLE UNIL < 4 VIEWS,,180.0,,70100,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8159,MASTOIDS COMPLETE 3 VIEWS,MASTOIDS COMPLETE 3 VIEWS,,200.0,,70130,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8160,NASAL BONES,NASAL BONES,,220.0,,70160,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8161,NECK LAT SOFT TISSUE,NECK LAT SOFT TISSUE,,152.0,,70360,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8162,ORBITS,ORBITS,,255.0,,70200,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8163,OS CALCIS HEEL,OS CALCIS HEEL,,180.0,,73650,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8164,PAD - EXTREMITY STUDY,PAD - EXTREMITY STUDY,,520.0,,"93923,TC",1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8165,PELVIS COMPLETE,PELVIS COMPLETE,,252.0,,72190,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8166,PELVIS LIMITED,PELVIS LIMITED,,200.0,,72170,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8167,RADIO EXAM SALIVARY GLAND FOR CALC,RADIO EXAM SALIVARY GLAND FOR CALC,,175.0,,70380,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8225,RIBS BILATERAL 3 VIEWS,RIBS BILATERAL 3 VIEWS,,325.0,,71110,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8226,RIBS BILATERAL W/PA CHEST,RIBS BILATERAL W/PA CHEST,,296.0,,71111,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8168,RIBS UNILATERAL 2 VIEWS LEFT,RIBS UNILATERAL 2 VIEWS LEFT,,230.0,,71100,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8169,RIBS UNILATERAL 2 VIEWS RIGHT,RIBS UNILATERAL 2 VIEWS RIGHT,,230.0,,71100,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8170,RIBS UNILATERAL W/PA CHEST LEFT,RIBS UNILATERAL W/PA CHEST LEFT,,266.0,,71101,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8171,RIBS UNILATERAL W/PA CHEST RIGHT,RIBS UNILATERAL W/PA CHEST RIGHT,,266.0,,71101,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8172,SACRO ILIAC,SACRO ILIAC,,200.0,,72202,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8173,SACROILIAC JOINTS 2 VIEWS,SACROILIAC JOINTS 2 VIEWS,,225.0,,72200,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8174,SACRUM/COCCYX,SACRUM/COCCYX,,220.0,,72220,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8175,SCAPULA LEFT,SCAPULA LEFT,,180.0,,73010,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8176,SCAPULA RIGHT,SCAPULA RIGHT,,180.0,,73010,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8178,SELLA TURCICA,SELLA TURCICA,,160.0,,70240,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8179,SHOULDER COMPLETE 2+ VIEWS LEFT,SHOULDER COMPLETE 2+ VIEWS LEFT,,180.0,,73030,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8180,SHOULDER COMPLETE 2+ VIEWS RIGHT,SHOULDER COMPLETE 2+ VIEWS RIGHT,,180.0,,73030,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8181,SHOULDER LIMITED 1 VIEW LEFT,SHOULDER LIMITED 1 VIEW LEFT,,152.0,,73020,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8182,SHOULDER LIMITED 1 VIEW RIGHT,SHOULDER LIMITED 1 VIEW RIGHT,,152.0,,73020,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8183,SINUSES,SINUSES,,220.0,,70220,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8184,SINUSES PARANASAL LIMITED,SINUSES PARANASAL LIMITED,,266.0,,70210,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8185,SKULL COMPLETE  4 VIEWS,SKULL COMPLETE  4 VIEWS,,260.0,,70260,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8186,SKULL LIMITED,SKULL LIMITED,,180.0,,70250,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8189,SPINE CERVICAL LIMIT,SPINE CERVICAL LIMIT,,20.0,,72040,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8190,SPINE LUMBAR BENDING ONLY,SPINE LUMBAR BENDING ONLY,,200.0,,72120,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8191,SPINE LUMBAR COMPLETE,SPINE LUMBAR COMPLETE,,266.0,,72110,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8192,SPINE LUMBAR INCL VI/BENDING,SPINE LUMBAR INCL VI/BENDING,,275.0,,72114,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8193,SPINE LUMBAR LIMITED,SPINE LUMBAR LIMITED,,180.0,,72100,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8194,SPINE- T 2 VIEWS,SPINE- T 2 VIEWS,,200.0,,72070,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8195,SPINE T COMPLETE,SPINE T COMPLETE,,266.0,,72072,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8196,STERNOCLAVICALAR,STERNOCLAVICALAR,,188.0,,71130,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8197,STERNUM,STERNUM,,167.0,,71120,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8198,THORACIC  5 VIEWS,THORACIC  5 VIEWS,,220.0,,72074,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8199,THORACOLUMBAR,THORACOLUMBAR,,180.0,,72080,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8200,TIBIA AND FIBULA LEFT,TIBIA AND FIBULA LEFT,,166.0,,73590,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8201,TIBIA AND FIBULA RIGHT,TIBIA AND FIBULA RIGHT,,166.0,,73590,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8202,TJMJ EXAM  BILATERAL,TJMJ EXAM  BILATERAL,,260.0,,70330,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8203,TOE(S) 2 VIEWS LEFT,TOE(S) 2 VIEWS LEFT,,180.0,,73660,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8204,TOE(S) 2 VIEWS RIGHT,TOE(S) 2 VIEWS RIGHT,,180.0,,73660,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8205,TRANSVAGINAL US NON-OB,TRANSVAGINAL US NON-OB,,384.0,,76830,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8206,ULTRA SOUND EXAM-PELVIC COMPLETE,ULTRA SOUND EXAM-PELVIC COMPLETE,,391.0,,76856,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8209,"ULTRASOUND ABD AORTA, SCREENING FOR AAA","ULTRASOUND ABD AORTA, SCREENING FOR AAA",,550.0,,"76706,26",1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8210,ULTRASOUND EXAM-ABD COMPLETE,ULTRASOUND EXAM-ABD COMPLETE,,427.0,,76700,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8211,ULTRASOUND EXTREMITY ANATOMIC SP,ULTRASOUND EXTREMITY ANATOMIC SP,,245.0,,76882,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8212,ULTRASOUND SCROTUM AND CONTENTS,ULTRASOUND SCROTUM AND CONTENTS,,370.0,,76870,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8213,US BREAST UNILATERAL LEFT OR BILATERAL,US BREAST UNILATERAL LEFT OR BILATERAL,,360.0,,76642,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8214,US BREAST UNILATERAL RIGHT OR BILATERAL,US BREAST UNILATERAL RIGHT OR BILATERAL,,360.0,,76642,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8215,US EXAM OF HEAD AND NECK,US EXAM OF HEAD AND NECK,,339.0,,76536,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8216,US EXAM PELVIS LIMITED,US EXAM PELVIS LIMITED,,280.0,,76857,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8217,US EXTRACRANIAL STUDY,US EXTRACRANIAL STUDY,,491.0,,93880,1.0,402,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8218,VENOUS DOPPLER,VENOUS DOPPLER,,540.0,,93971,1.0,400,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8219,WRIST COMPLETE 3 VIEWS LEFT,WRIST COMPLETE 3 VIEWS LEFT,,180.0,,73110,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8220,WRIST COMPLETE 3 VIEWS RIGHT,WRIST COMPLETE 3 VIEWS RIGHT,,180.0,,73110,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8221,WRIST LIMITED 2 VIEWS LEFT,WRIST LIMITED 2 VIEWS LEFT,,180.0,,73100,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8222,WRIST LIMITED 2 VIEWS RIGHT,WRIST LIMITED 2 VIEWS RIGHT,,180.0,,73100,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
9001,ACETAMIN/CODEINE 120MG/12MG -5ML,ACETAMIN/CODEINE 120MG/12MG -5ML,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,12.0,1.0,Pharmacy,Granite_County_Medical_Center
9003,ACETAMINOPHEN 120 MG RECTAL,ACETAMINOPHEN 120 MG RECTAL,,12.0,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,,,Standard,Granite_County_Medical_Center
9007,ACETAMINOPHEN 650 MG,ACETAMINOPHEN 650 MG,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9009,ACETIC ACID 2% EAR SOLUTION,ACETIC ACID 2% EAR SOLUTION,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,12.0,1.0,Pharmacy,Granite_County_Medical_Center
9010,ACETYLCYSTEINE 200 MG/ML,ACETYLCYSTEINE 200 MG/ML,,,,J0132,1.0,258,2017-06-06,,CC_PHARMACY,1.0,,350.0,1.0,Pharmacy,Granite_County_Medical_Center
9012,ACYCLOVIR 800 MG TABLET,ACYCLOVIR 800 MG TABLET,,,,J0133,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9013,ADDERALL XR 10 MG CAPSULE,ADDERALL XR 10 MG CAPSULE,,,,S0160,1.0,250,2017-06-06,,CC_PHARMACY,,,40.0,1.0,Pharmacy,Granite_County_Medical_Center
9014,ADDERALL XR 15 MG CAPSULE,ADDERALL XR 15 MG CAPSULE,,,,S0160,1.0,250,2017-06-06,,CC_PHARMACY,,,40.0,1.0,Pharmacy,Granite_County_Medical_Center
9015,ADDERALL XR 20 MG CAPSULE,ADDERALL XR 20 MG CAPSULE,,,,S0160,1.0,250,2017-06-06,,CC_PHARMACY,,,40.0,1.0,Pharmacy,Granite_County_Medical_Center
9016,ADDERALL XR 30 MG CAPSULE,ADDERALL XR 30 MG CAPSULE,,,,S0160,1.0,250,2017-06-06,,CC_PHARMACY,,,40.0,1.0,Pharmacy,Granite_County_Medical_Center
9017,ADENOSINE  6MG/2ML VIAL,ADENOSINE  6MG/2ML VIAL,,,,J0153,1.0,258,2017-06-06,,CC_PHARMACY,1.0,,65.0,1.0,Pharmacy,Granite_County_Medical_Center
9018,ADVAIR 100-50 DISKUS,ADVAIR 100-50 DISKUS,,,,J3535,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,250.0,1.0,Pharmacy,Granite_County_Medical_Center
9019,ADVAIR 250-50 DISKUS,ADVAIR 250-50 DISKUS,,,,J3535,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,250.0,1.0,Pharmacy,Granite_County_Medical_Center
9020,ALBUTEROL 0.083% INHAL SOLN,ALBUTEROL 0.083% INHAL SOLN,,,,J7613,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,25.0,1.0,Pharmacy,Granite_County_Medical_Center
9021,ALBUTEROL INHALER 90 MCG/SPRAY,ALBUTEROL INHALER 90 MCG/SPRAY,,,,J7620,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,70.0,1.0,Pharmacy,Granite_County_Medical_Center
9022,ALLOPURINOL 100 MG TABLET,ALLOPURINOL 100 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9023,ALLOPURINOL 300 MG TABLET,ALLOPURINOL 300 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9024,ALPRAZOLAM 0.25 MG TABLET,ALPRAZOLAM 0.25 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,8.0,1.0,Pharmacy,Granite_County_Medical_Center
9025,ALPRAZOLAM 0.5 MG TABLET,ALPRAZOLAM 0.5 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,8.0,1.0,Pharmacy,Granite_County_Medical_Center
9026,ALPRAZOLAM 1 MG TABLET,ALPRAZOLAM 1 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,8.0,1.0,Pharmacy,Granite_County_Medical_Center
9027,ALPRAZOLAM 2 MG TABLET,ALPRAZOLAM 2 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,8.0,1.0,Pharmacy,Granite_County_Medical_Center
9028,AMANTADINE 100 MG TABLET,AMANTADINE 100 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,23.0,1.0,Pharmacy,Granite_County_Medical_Center
9030,AMIODARONE HCL 200 MG TABLET,AMIODARONE HCL 200 MG TABLET,,,,J1320,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,21.0,1.0,Pharmacy,Granite_County_Medical_Center
9031,AMITRIPTYLINE HCL 10 MG TAB,AMITRIPTYLINE HCL 10 MG TAB,,,,J1320,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9032,AMITRIPTYLINE HCL 25 MG TAB,AMITRIPTYLINE HCL 25 MG TAB,,,,J1320,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9033,AMITRIPTYLINE HCL 75 MG TAB,AMITRIPTYLINE HCL 75 MG TAB,,,,J1320,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9034,AMLODIPINE BESYLATE 10 MG TAB,AMLODIPINE BESYLATE 10 MG TAB,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,15.0,1.0,Pharmacy,Granite_County_Medical_Center
9035,AMLODIPINE BESYLATE 2.5 MG TAB,AMLODIPINE BESYLATE 2.5 MG TAB,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,15.0,1.0,Pharmacy,Granite_County_Medical_Center
9036,AMLODIPINE BESYLATE 5 MG TAB,AMLODIPINE BESYLATE 5 MG TAB,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,15.0,1.0,Pharmacy,Granite_County_Medical_Center
9037,AMLODIPINE-BENAZEPRIL 5-20 MG,AMLODIPINE-BENAZEPRIL 5-20 MG,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,15.0,1.0,Pharmacy,Granite_County_Medical_Center
9038,AMMONIA INHALANT,AMMONIA INHALANT,,6.5,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,,,Standard,Granite_County_Medical_Center
9039,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN 250 MG CAPSULE,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9040,AMOXICILLIN 250 MG STARTER PACK,AMOXICILLIN 250 MG STARTER PACK,,15.0,,J3490,1.0,253,2017-06-06,,CC_PHARMACY,1.0,,,,Standard,Granite_County_Medical_Center
9041,AMOXICILLIN 250 MG/5 ML SUSP,AMOXICILLIN 250 MG/5 ML SUSP,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,20.0,1.0,Pharmacy,Granite_County_Medical_Center
9042,AMOXICILLIN 400 MG/5 ML SUSP,AMOXICILLIN 400 MG/5 ML SUSP,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,20.0,1.0,Pharmacy,Granite_County_Medical_Center
9043,AMOXICILLIN 500 MG CAPSULE,AMOXICILLIN 500 MG CAPSULE,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9045,AMOXICILLIN 875 MG STARTER PACK,AMOXICILLIN 875 MG STARTER PACK,,,,J3490,1.0,253,2017-06-06,,CC_PHARMACY,1.0,,20.0,1.0,Pharmacy,Granite_County_Medical_Center
9046,AMOXICILLIN 875 MG TABLET,AMOXICILLIN 875 MG TABLET,,6.5,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,,,Standard,Granite_County_Medical_Center
9047,AMOXICILLIN/CLAVULANIC  400-57MG/5 ML SUSP,AMOXICILLIN/CLAVULANIC  400-57MG/5 ML SUSP,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,35.0,1.0,Pharmacy,Granite_County_Medical_Center
9048,AMOXICILLIN/CLAVULANIC  500-125 MG TAB,AMOXICILLIN/CLAVULANIC  500-125 MG TAB,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,25.0,1.0,Pharmacy,Granite_County_Medical_Center
9049,AMOXICILLIN/CLAVULANIC  600-42.9 MG/5 ML SUSP,AMOXICILLIN/CLAVULANIC  600-42.9 MG/5 ML SUSP,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,35.0,1.0,Pharmacy,Granite_County_Medical_Center
9050,AMOXICILLIN/CLAVULANIC  875-125 MG TAB,AMOXICILLIN/CLAVULANIC  875-125 MG TAB,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,25.0,1.0,Pharmacy,Granite_County_Medical_Center
9053,AMPHETAMINE SALTS 10 MG TAB,AMPHETAMINE SALTS 10 MG TAB,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,12.0,1.0,Pharmacy,Granite_County_Medical_Center
9054,AMPHETAMINE SALTS 20 MG TABLET,AMPHETAMINE SALTS 20 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,12.0,1.0,Pharmacy,Granite_County_Medical_Center
9055,AMPHETAMINE SALTS 30 MG TAB,AMPHETAMINE SALTS 30 MG TAB,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,12.0,1.0,Pharmacy,Granite_County_Medical_Center
