Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,ALLEGIANCE_MEDICARE_RBPHP,BCBSMT_HEALTHLINK,BCBSMT_TRADITIONAL,Indian_Health_Svcs_,PACIFIC_SOURCE_,hospital
5968839_1,clopidogrel 75 mg tablet nemh,Inpatient,250,,,,0,7.16,5.37,4.22,12.15,6.8,6.8,6.66,7.16,,6.8,Poplar_Community_Hospital
5968839_1,clopidogrel 75 mg tablet nemh,Outpatient,250,,,,0,7.16,5.37,4.22,12.15,6.8,12.15,6.66,7.16,4.22,6.8,Poplar_Community_Hospital
5968840_1,clotrimazole topical 1% 30gm cream nemh,Inpatient,250,,,,0,25.77,19.33,15.2,43.72,24.48,24.48,23.97,25.77,,24.48,Poplar_Community_Hospital
5968840_1,clotrimazole topical 1% 30gm cream nemh,Outpatient,250,,,,0,25.77,19.33,15.2,43.72,24.48,43.72,23.97,25.77,15.2,24.48,Poplar_Community_Hospital
5968845_1,cyanocobalamin 1000 mcg/mL vial nemh,Inpatient,259,J3420,Vitamin b12 injection,,1,26.22,19.67,15.47,44.48,24.91,24.91,24.38,26.22,,24.91,Poplar_Community_Hospital
5968845_1,cyanocobalamin 1000 mcg/mL vial nemh,Outpatient,259,J3420,Vitamin b12 injection,,1,26.22,19.67,15.47,44.48,24.91,44.48,24.38,26.22,15.47,24.91,Poplar_Community_Hospital
5968846_1,cyclobenzaprine 10 mg tablet nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968846_1,cyclobenzaprine 10 mg tablet nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968847_1,cyclopentolate ophthalmic 1% 2mL solution nemh,Inpatient,250,,,,0,48.99,36.74,28.9,83.11,46.54,46.54,45.56,48.99,,46.54,Poplar_Community_Hospital
5968847_1,cyclopentolate ophthalmic 1% 2mL solution nemh,Outpatient,250,,,,0,48.99,36.74,28.9,83.11,46.54,83.11,45.56,48.99,28.9,46.54,Poplar_Community_Hospital
5968848_1,cosyntropin 0.25 mg vial nemh,Inpatient,259,J0834,"Inj., cosyntropin, 0.25 mg",,1,191.84,143.88,113.19,325.44,182.25,182.25,178.41,191.84,,182.25,Poplar_Community_Hospital
5968848_1,cosyntropin 0.25 mg vial nemh,Outpatient,259,J0834,"Inj., cosyntropin, 0.25 mg",,1,191.84,143.88,113.19,325.44,182.25,325.44,178.41,191.84,113.19,182.25,Poplar_Community_Hospital
5968849_1,antivenin (crotalidae) polyvalent vial nemh,Inpatient,259,,,,0,3672,2754,2166.48,6229.18,3488.4,3488.4,3414.96,3672,,3488.4,Poplar_Community_Hospital
5968849_1,antivenin (crotalidae) polyvalent vial nemh,Outpatient,259,,,,0,3672,2754,2166.48,6229.18,3488.4,6229.18,3414.96,3672,2166.48,3488.4,Poplar_Community_Hospital
5968850_1,dantrolene 20 mg vial nemh,Inpatient,259,J3490,Drugs unclassified injection,,1,159.55,119.66,94.13,270.66,151.57,151.57,148.38,159.55,,151.57,Poplar_Community_Hospital
5968850_1,dantrolene 20 mg vial nemh,Outpatient,259,J3490,Drugs unclassified injection,,1,159.55,119.66,94.13,270.66,151.57,270.66,148.38,159.55,94.13,151.57,Poplar_Community_Hospital
5968852_1,darbepoetin alfa 200 mcg/0.4 mL syringe nemh,Inpatient,259,J0881,"Darbepoetin alfa, non-esrd",,200,2322,1741.5,1369.98,3939.04,2205.9,2205.9,2159.46,2322,,2205.9,Poplar_Community_Hospital
5968852_1,darbepoetin alfa 200 mcg/0.4 mL syringe nemh,Outpatient,259,J0881,"Darbepoetin alfa, non-esrd",,200,2322,1741.5,1369.98,3939.04,2205.9,3939.04,2159.46,2322,1369.98,2205.9,Poplar_Community_Hospital
5968854_1,desoximetasone topical 0.25% ointment 15gm nemh,Inpatient,250,,,,0,177.38,133.04,104.65,300.91,168.51,168.51,164.96,177.38,,168.51,Poplar_Community_Hospital
5968854_1,desoximetasone topical 0.25% ointment 15gm nemh,Outpatient,250,,,,0,177.38,133.04,104.65,300.91,168.51,300.91,164.96,177.38,104.65,168.51,Poplar_Community_Hospital
5968855_1,dexamethasone ophthalmic 0.1% 5mL solution nemh,Inpatient,250,,,,0,129.36,97.02,76.32,219.45,122.89,122.89,120.3,129.36,,122.89,Poplar_Community_Hospital
5968855_1,dexamethasone ophthalmic 0.1% 5mL solution nemh,Outpatient,250,,,,0,129.36,97.02,76.32,219.45,122.89,219.45,120.3,129.36,76.32,122.89,Poplar_Community_Hospital
5968858_1,dexamethasone 4 mg tablet nemh,Inpatient,250,,,,0,3.61,2.71,2.13,6.12,3.43,3.43,3.36,3.61,,3.43,Poplar_Community_Hospital
5968858_1,dexamethasone 4 mg tablet nemh,Outpatient,250,,,,0,3.61,2.71,2.13,6.12,3.43,6.12,3.36,3.61,2.13,3.43,Poplar_Community_Hospital
5968861_1,dicyclomine 10 mg capsule nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5968861_1,dicyclomine 10 mg capsule nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5968862_1,dicyclomine 10 mg/mL 2mL amp nemh,Inpatient,259,J0500,Dicyclomine injection,,1,201.74,151.31,119.03,342.23,191.65,191.65,187.62,201.74,,191.65,Poplar_Community_Hospital
5968862_1,dicyclomine 10 mg/mL 2mL amp nemh,Outpatient,259,J0500,Dicyclomine injection,,1,201.74,151.31,119.03,342.23,191.65,342.23,187.62,201.74,119.03,191.65,Poplar_Community_Hospital
596905_1,"Alcohol, Isopropyl (PAML)",Inpatient,,,,,0,228.25,171.19,134.67,387.2,216.84,216.84,212.27,228.25,,216.84,Poplar_Community_Hospital
596905_1,"Alcohol, Isopropyl (PAML)",Outpatient,,,,,0,228.25,171.19,134.67,387.2,216.84,387.2,212.27,228.25,134.67,216.84,Poplar_Community_Hospital
596990_1,"Q Fever, State",Inpatient,302,86638,Antibody; Coxiella burnetii (Q fever),,0,165,123.75,97.35,279.91,156.75,156.75,153.45,165,,156.75,Poplar_Community_Hospital
596990_1,"Q Fever, State",Outpatient,302,86638,Antibody; Coxiella burnetii (Q fever),,0,165,123.75,97.35,279.91,156.75,279.91,153.45,165,97.35,156.75,Poplar_Community_Hospital
597013_1,"Methylmalonic Acid, Serum (Mayo MMAS)",Inpatient,301,83921,"Organic acid, single, quantitative",,0,199.25,149.44,117.56,338.01,189.29,189.29,185.3,199.25,,189.29,Poplar_Community_Hospital
597013_1,"Methylmalonic Acid, Serum (Mayo MMAS)",Outpatient,301,83921,"Organic acid, single, quantitative",,0,199.25,149.44,117.56,338.01,189.29,338.01,185.3,199.25,117.56,189.29,Poplar_Community_Hospital
597019_1,"CO Tick Fever, State Panel",Inpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.5,100.13,78.77,226.47,126.83,126.83,124.16,133.5,,126.83,Poplar_Community_Hospital
597019_1,"CO Tick Fever, State Panel",Outpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.5,100.13,78.77,226.47,126.83,226.47,124.16,133.5,78.77,126.83,Poplar_Community_Hospital
597021_1,"Tularemia, State",Inpatient,302,86668,Antibody; Francisella tularensis,,0,151,113.25,89.09,256.16,143.45,143.45,140.43,151,,143.45,Poplar_Community_Hospital
597021_1,"Tularemia, State",Outpatient,302,86668,Antibody; Francisella tularensis,,0,151,113.25,89.09,256.16,143.45,256.16,140.43,151,89.09,143.45,Poplar_Community_Hospital
597023_1,"Rocky Mtn Sptd Fever, State",Inpatient,302,86757,Antibody; Rickettsia,,0,133.5,100.13,78.77,226.47,126.83,126.83,124.16,133.5,,126.83,Poplar_Community_Hospital
597023_1,"Rocky Mtn Sptd Fever, State",Outpatient,302,86757,Antibody; Rickettsia,,0,133.5,100.13,78.77,226.47,126.83,226.47,124.16,133.5,78.77,126.83,Poplar_Community_Hospital
597108_1,Cyclosporin (Mayo CYSPR),Inpatient,301,80158,Cyclosporine,,0,177.25,132.94,104.58,300.69,168.39,168.39,164.84,177.25,,168.39,Poplar_Community_Hospital
597108_1,Cyclosporin (Mayo CYSPR),Outpatient,301,80158,Cyclosporine,,0,177.25,132.94,104.58,300.69,168.39,300.69,164.84,177.25,104.58,168.39,Poplar_Community_Hospital
597112_1,"Sporothrix Ab, Serum (Mayo SSP)",Inpatient,302,86671,"Antibody; fungus, not elsewhere specified",,0,169.5,127.13,100.01,287.54,161.03,161.03,157.64,169.5,,161.03,Poplar_Community_Hospital
597112_1,"Sporothrix Ab, Serum (Mayo SSP)",Outpatient,302,86671,"Antibody; fungus, not elsewhere specified",,0,169.5,127.13,100.01,287.54,161.03,287.54,157.64,169.5,100.01,161.03,Poplar_Community_Hospital
597113_1,C 1 Esterase Inh Func (Mayo FC1EQ),Inpatient,302,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,165.25,123.94,97.5,280.33,156.99,156.99,153.68,165.25,,156.99,Poplar_Community_Hospital
597113_1,C 1 Esterase Inh Func (Mayo FC1EQ),Outpatient,302,83520,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, not otherwise specified",,0,165.25,123.94,97.5,280.33,156.99,280.33,153.68,165.25,97.5,156.99,Poplar_Community_Hospital
597124_1,Ativan (Mayo LORAZ),Inpatient,301,80346,Benzodiazepines; 1-12,,0,181,135.75,106.79,307.05,171.95,171.95,168.33,181,,171.95,Poplar_Community_Hospital
597124_1,Ativan (Mayo LORAZ),Outpatient,301,80346,Benzodiazepines; 1-12,,0,181,135.75,106.79,307.05,171.95,307.05,168.33,181,106.79,171.95,Poplar_Community_Hospital
597125_1,"Viscosity, Serum (Mayo SVISC)",Inpatient,305,85810,Viscosity,,0,253.5,190.13,149.57,430.04,240.83,240.83,235.76,253.5,,240.83,Poplar_Community_Hospital
597125_1,"Viscosity, Serum (Mayo SVISC)",Outpatient,305,85810,Viscosity,,0,253.5,190.13,149.57,430.04,240.83,430.04,235.76,253.5,149.57,240.83,Poplar_Community_Hospital
597126_1,Inactive Cult Virus Resp (State Lab),Inpatient,300,,,,0,209.75,157.31,123.75,355.82,199.26,199.26,195.07,209.75,,199.26,Poplar_Community_Hospital
597126_1,Inactive Cult Virus Resp (State Lab),Outpatient,300,,,,0,209.75,157.31,123.75,355.82,199.26,355.82,195.07,209.75,123.75,199.26,Poplar_Community_Hospital
597130_1,"Inactive Bile Acid, Total (PAML)",Inpatient,,,,,0,175.5,131.63,103.55,297.72,166.73,166.73,163.22,175.5,,166.73,Poplar_Community_Hospital
597130_1,"Inactive Bile Acid, Total (PAML)",Outpatient,,,,,0,175.5,131.63,103.55,297.72,166.73,297.72,163.22,175.5,103.55,166.73,Poplar_Community_Hospital
597131_1,"Zinc, Urine (Mayo ZNU)",Inpatient,301,84630,Zinc,,0,158.5,118.88,93.52,268.88,150.58,150.58,147.41,158.5,,150.58,Poplar_Community_Hospital
597131_1,"Zinc, Urine (Mayo ZNU)",Outpatient,301,84630,Zinc,,0,158.5,118.88,93.52,268.88,150.58,268.88,147.41,158.5,93.52,150.58,Poplar_Community_Hospital
597136_1,Rocky Mtn Spotted Fever (Mayo SFGP),Inpatient,302,86757,Antibody; Rickettsia,,0,133.5,100.13,78.77,226.47,126.83,126.83,124.16,133.5,,126.83,Poplar_Community_Hospital
597136_1,Rocky Mtn Spotted Fever (Mayo SFGP),Outpatient,302,86757,Antibody; Rickettsia,,0,133.5,100.13,78.77,226.47,126.83,226.47,124.16,133.5,78.77,126.83,Poplar_Community_Hospital
597146_1,Ethylene Glycol (Mayo ETGL),Inpatient,301,82693,Ethylene glycol,,0,202.75,152.06,119.62,343.95,192.61,192.61,188.56,202.75,,192.61,Poplar_Community_Hospital
597146_1,Ethylene Glycol (Mayo ETGL),Outpatient,301,82693,Ethylene glycol,,0,202.75,152.06,119.62,343.95,192.61,343.95,188.56,202.75,119.62,192.61,Poplar_Community_Hospital
597152_1,FK506 Tacrol (Mayo TAKRO),Inpatient,301,80197,Tacrolimus,,0,102.5,76.88,60.48,173.88,97.38,97.38,95.33,102.5,,97.38,Poplar_Community_Hospital
597152_1,FK506 Tacrol (Mayo TAKRO),Outpatient,301,80197,Tacrolimus,,0,102.5,76.88,60.48,173.88,97.38,173.88,95.33,102.5,60.48,97.38,Poplar_Community_Hospital
597160_1,"Calculus, Qual (Urolithiasis Lab)",Inpatient,300,82370,Calculus; X-ray diffraction,,0,145.5,109.13,85.85,246.83,138.23,138.23,135.32,145.5,,138.23,Poplar_Community_Hospital
597160_1,"Calculus, Qual (Urolithiasis Lab)",Outpatient,300,82370,Calculus; X-ray diffraction,,0,145.5,109.13,85.85,246.83,138.23,246.83,135.32,145.5,85.85,138.23,Poplar_Community_Hospital
597165_1,CSF Electrophoresis Screen,Inpatient,300,84166,"Protein; electrophoretic fractionation and quantitation, other fluids with concentration (eg, urine, CSF)",,0,220.75,165.56,130.24,374.48,209.71,209.71,205.3,220.75,,209.71,Poplar_Community_Hospital
597165_1,CSF Electrophoresis Screen,Outpatient,300,84166,"Protein; electrophoretic fractionation and quantitation, other fluids with concentration (eg, urine, CSF)",,0,220.75,165.56,130.24,374.48,209.71,374.48,205.3,220.75,130.24,209.71,Poplar_Community_Hospital
597167_1,"Copper, Serum (Mayo CUS)",Inpatient,301,82525,Copper,,0,129.25,96.94,76.26,219.26,122.79,122.79,120.2,129.25,,122.79,Poplar_Community_Hospital
597167_1,"Copper, Serum (Mayo CUS)",Outpatient,301,82525,Copper,,0,129.25,96.94,76.26,219.26,122.79,219.26,120.2,129.25,76.26,122.79,Poplar_Community_Hospital
597174_1,Iodine (Mayo IOD),Inpatient,301,83018,"Heavy metal (eg, arsenic, barium, beryllium, bismuth, antimony, mercury); quantitative, each, not elsewhere specified",,0,209,156.75,123.31,354.55,198.55,198.55,194.37,209,,198.55,Poplar_Community_Hospital
597174_1,Iodine (Mayo IOD),Outpatient,301,83018,"Heavy metal (eg, arsenic, barium, beryllium, bismuth, antimony, mercury); quantitative, each, not elsewhere specified",,0,209,156.75,123.31,354.55,198.55,354.55,194.37,209,123.31,198.55,Poplar_Community_Hospital
597211_1,"Hantavirus AB, IgG",Inpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.5,100.13,78.77,226.47,126.83,126.83,124.16,133.5,,126.83,Poplar_Community_Hospital
597211_1,"Hantavirus AB, IgG",Outpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.5,100.13,78.77,226.47,126.83,226.47,124.16,133.5,78.77,126.83,Poplar_Community_Hospital
597212_1,"Hantavirus AB, IgM",Inpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.5,100.13,78.77,226.47,126.83,126.83,124.16,133.5,,126.83,Poplar_Community_Hospital
597212_1,"Hantavirus AB, IgM",Outpatient,302,86790,"Antibody; virus, not elsewhere specified",,0,133.5,100.13,78.77,226.47,126.83,226.47,124.16,133.5,78.77,126.83,Poplar_Community_Hospital
597256_1,Mumps IgG,Inpatient,302,86735,Antibody; mumps,,0,133.75,100.31,78.91,226.89,127.06,127.06,124.39,133.75,,127.06,Poplar_Community_Hospital
597256_1,Mumps IgG,Outpatient,302,86735,Antibody; mumps,,0,133.75,100.31,78.91,226.89,127.06,226.89,124.39,133.75,78.91,127.06,Poplar_Community_Hospital
597257_1,Mumps IgM,Inpatient,302,86735,Antibody; mumps,,0,133.75,100.31,78.91,226.89,127.06,127.06,124.39,133.75,,127.06,Poplar_Community_Hospital
597257_1,Mumps IgM,Outpatient,302,86735,Antibody; mumps,,0,133.75,100.31,78.91,226.89,127.06,226.89,124.39,133.75,78.91,127.06,Poplar_Community_Hospital
5972700_1,digoxin 0.25mg/mL 2mL ampule nemh,Inpatient,259,J1160,Digoxin injection,,1,63.9,47.93,37.7,108.4,60.71,60.71,59.43,63.9,,60.71,Poplar_Community_Hospital
5972700_1,digoxin 0.25mg/mL 2mL ampule nemh,Outpatient,259,J1160,Digoxin injection,,1,63.9,47.93,37.7,108.4,60.71,108.4,59.43,63.9,37.7,60.71,Poplar_Community_Hospital
5972701_1,digoxin 0.125mg tablet nemh,Inpatient,250,,,,0,4.27,3.2,2.52,7.24,4.06,4.06,3.97,4.27,,4.06,Poplar_Community_Hospital
5972701_1,digoxin 0.125mg tablet nemh,Outpatient,250,,,,0,4.27,3.2,2.52,7.24,4.06,7.24,3.97,4.27,2.52,4.06,Poplar_Community_Hospital
5972707_1,diltiaZEM CD 120mg capsule nemh,Inpatient,250,,,,0,3.08,2.31,1.82,5.22,2.93,2.93,2.86,3.08,,2.93,Poplar_Community_Hospital
5972707_1,diltiaZEM CD 120mg capsule nemh,Outpatient,250,,,,0,3.08,2.31,1.82,5.22,2.93,5.22,2.86,3.08,1.82,2.93,Poplar_Community_Hospital
5972708_1,diltiaZEM 5 mg/mL 5mL vial nemh,Inpatient,259,J3490,Drugs unclassified injection,,1,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5972708_1,diltiaZEM 5 mg/mL 5mL vial nemh,Outpatient,259,J3490,Drugs unclassified injection,,1,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5972715_1,diphenhydrAMINE 12.5 mg/5 mL 120mL liquid nemh,Inpatient,250,,,,0,5.76,4.32,3.4,9.77,5.47,5.47,5.36,5.76,,5.47,Poplar_Community_Hospital
5972715_1,diphenhydrAMINE 12.5 mg/5 mL 120mL liquid nemh,Outpatient,250,,,,0,5.76,4.32,3.4,9.77,5.47,9.77,5.36,5.76,3.4,5.47,Poplar_Community_Hospital
5972716_1,diphenhydrAMINE 50 mg/mL vial nemh,Inpatient,259,J1200,Diphenhydramine hcl injectio,,1,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5972716_1,diphenhydrAMINE 50 mg/mL vial nemh,Outpatient,259,J1200,Diphenhydramine hcl injectio,,1,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5972731_1,"tetanus/diphtheria/pertussis, acel/ adult nemh",Inpatient,259,,,,0,157.92,118.44,93.17,267.9,150.02,150.02,146.87,157.92,,150.02,Poplar_Community_Hospital
5972731_1,"tetanus/diphtheria/pertussis, acel/ adult nemh",Outpatient,259,,,,0,157.92,118.44,93.17,267.9,150.02,267.9,146.87,157.92,93.17,150.02,Poplar_Community_Hospital
5972733_1,DOBUTamine 1 mg/mL 250mL D5W premix nemh,Inpatient,259,J1250,Inj dobutamine hcl/250 mg,,1,33.26,24.95,19.62,56.42,31.6,31.6,30.93,33.26,,31.6,Poplar_Community_Hospital
5972733_1,DOBUTamine 1 mg/mL 250mL D5W premix nemh,Outpatient,259,J1250,Inj dobutamine hcl/250 mg,,1,33.26,24.95,19.62,56.42,31.6,56.42,30.93,33.26,19.62,31.6,Poplar_Community_Hospital
5972777_1,CT Exam,Inpatient,350,70481,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)",,0,1699.25,1274.44,1002.56,2882.61,1614.29,1614.29,1580.3,1699.25,,1614.29,Poplar_Community_Hospital
5972777_1,CT Exam,Outpatient,350,70481,"Computed tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)",,0,1699.25,1274.44,1002.56,2882.61,1614.29,2882.61,1580.3,1699.25,1002.56,1614.29,Poplar_Community_Hospital
5972809_1,docusate sodium 100 mg capsule nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
5972809_1,docusate sodium 100 mg capsule nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
5972823_1,doxycycline 100 mg capsule nemh,Inpatient,250,,,,0,16.59,12.44,9.79,28.14,15.76,15.76,15.43,16.59,,15.76,Poplar_Community_Hospital
5972823_1,doxycycline 100 mg capsule nemh,Outpatient,250,,,,0,16.59,12.44,9.79,28.14,15.76,28.14,15.43,16.59,9.79,15.76,Poplar_Community_Hospital
5972843_1,enoxaparin 30 mg/0.3 mL syringe nemh,Inpatient,259,J1650,Inj enoxaparin sodium,,3,80.29,60.22,47.37,136.2,76.28,76.28,74.67,80.29,,76.28,Poplar_Community_Hospital
5972843_1,enoxaparin 30 mg/0.3 mL syringe nemh,Outpatient,259,J1650,Inj enoxaparin sodium,,3,80.29,60.22,47.37,136.2,76.28,136.2,74.67,80.29,47.37,76.28,Poplar_Community_Hospital
5972844_1,enoxaparin 60 mg/0.6 mL syringe nemh,Inpatient,259,J1650,Inj enoxaparin sodium,,6,146.31,109.73,86.32,248.2,138.99,138.99,136.07,146.31,,138.99,Poplar_Community_Hospital
5972844_1,enoxaparin 60 mg/0.6 mL syringe nemh,Outpatient,259,J1650,Inj enoxaparin sodium,,6,146.31,109.73,86.32,248.2,138.99,248.2,136.07,146.31,86.32,138.99,Poplar_Community_Hospital
5972845_1,ePHEDrine 50 mg/mL vial nemh,Inpatient,636,J3490,Drugs unclassified injection,,1,112.5,84.38,66.38,190.85,106.88,106.88,104.63,112.5,,106.88,Poplar_Community_Hospital
5972845_1,ePHEDrine 50 mg/mL vial nemh,Outpatient,636,J3490,Drugs unclassified injection,,1,112.5,84.38,66.38,190.85,106.88,190.85,104.63,112.5,66.38,106.88,Poplar_Community_Hospital
5972846_1,EPINEPHrine 0.3 mg/0.3mL syringe nemh,Inpatient,259,J0171,Adrenalin epinephrine inject,,3,234.38,175.79,138.28,397.6,222.66,222.66,217.97,234.38,,222.66,Poplar_Community_Hospital
5972846_1,EPINEPHrine 0.3 mg/0.3mL syringe nemh,Outpatient,259,J0171,Adrenalin epinephrine inject,,3,234.38,175.79,138.28,397.6,222.66,397.6,217.97,234.38,138.28,222.66,Poplar_Community_Hospital
5972847_1,EPINEPHrine 0.15 mg/0.3mL syringe nemh,Inpatient,259,J0171,Adrenalin epinephrine inject,,1.5,912.91,684.68,538.62,1548.66,867.26,867.26,849.01,912.91,,867.26,Poplar_Community_Hospital
5972847_1,EPINEPHrine 0.15 mg/0.3mL syringe nemh,Outpatient,259,J0171,Adrenalin epinephrine inject,,1.5,912.91,684.68,538.62,1548.66,867.26,1548.66,849.01,912.91,538.62,867.26,Poplar_Community_Hospital
5972848_1,EPINEPHrine 1 mg/mL amp nemh,Inpatient,259,J0171,Adrenalin epinephrine inject,,10,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5972848_1,EPINEPHrine 1 mg/mL amp nemh,Outpatient,259,J0171,Adrenalin epinephrine inject,,10,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5972849_1,EPINEPHrine 1mg/10 mL syringe nemh,Inpatient,259,J0171,Adrenalin epinephrine inject,,10,16.42,12.32,9.69,27.85,15.6,15.6,15.27,16.42,,15.6,Poplar_Community_Hospital
5972849_1,EPINEPHrine 1mg/10 mL syringe nemh,Outpatient,259,J0171,Adrenalin epinephrine inject,,10,16.42,12.32,9.69,27.85,15.6,27.85,15.27,16.42,9.69,15.6,Poplar_Community_Hospital
5972935_1,HYDROmorphone 2 mg/mL syringe nemh,Inpatient,259,,,,0,20,15,11.8,33.93,19,19,18.6,20,,19,Poplar_Community_Hospital
5972935_1,HYDROmorphone 2 mg/mL syringe nemh,Outpatient,259,,,,0,20,15,11.8,33.93,19,33.93,18.6,20,11.8,19,Poplar_Community_Hospital
5972936_1,ketorolac 30 mg/mL vial nemh,Inpatient,259,J1885,Ketorolac tromethamine inj,,2,20.7,15.53,12.21,35.12,19.67,19.67,19.25,20.7,,19.67,Poplar_Community_Hospital
5972936_1,ketorolac 30 mg/mL vial nemh,Outpatient,259,J1885,Ketorolac tromethamine inj,,2,20.7,15.53,12.21,35.12,19.67,35.12,19.25,20.7,12.21,19.67,Poplar_Community_Hospital
5972937_1,ketorolac 30 mg/mL 2mL vial nemh,Inpatient,259,J1885,Ketorolac tromethamine inj,,4,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5972937_1,ketorolac 30 mg/mL 2mL vial nemh,Outpatient,259,J1885,Ketorolac tromethamine inj,,4,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5972938_1,ketorolac 10 mg tablet nemh,Inpatient,250,,,,0,6.47,4.85,3.82,10.98,6.15,6.15,6.02,6.47,,6.15,Poplar_Community_Hospital
5972938_1,ketorolac 10 mg tablet nemh,Outpatient,250,,,,0,6.47,4.85,3.82,10.98,6.15,10.98,6.02,6.47,3.82,6.15,Poplar_Community_Hospital
597446_1,Cryptococcus Ag,Inpatient,,,,,0,100.25,75.19,59.15,170.06,95.24,95.24,93.23,100.25,,95.24,Poplar_Community_Hospital
597446_1,Cryptococcus Ag,Outpatient,,,,,0,100.25,75.19,59.15,170.06,95.24,170.06,93.23,100.25,59.15,95.24,Poplar_Community_Hospital
5974855_1,heparin 5000 units/mL vial nemh,Inpatient,259,J1644,Inj heparin sodium per 1000u,,5,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
5974855_1,heparin 5000 units/mL vial nemh,Outpatient,259,J1644,Inj heparin sodium per 1000u,,5,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
5974856_1,heparin 10000 units/mL vial nemh,Inpatient,259,J1644,Inj heparin sodium per 1000u,,10,26.25,19.69,15.49,44.53,24.94,24.94,24.41,26.25,,24.94,Poplar_Community_Hospital
5974856_1,heparin 10000 units/mL vial nemh,Outpatient,259,J1644,Inj heparin sodium per 1000u,,10,26.25,19.69,15.49,44.53,24.94,44.53,24.41,26.25,15.49,24.94,Poplar_Community_Hospital
5974859_1,ipratropium 0.5 mg/2.5 mL neb soln nemh,Inpatient,250,,,,0,4,3,2.36,6.79,3.8,3.8,3.72,4,,3.8,Poplar_Community_Hospital
5974859_1,ipratropium 0.5 mg/2.5 mL neb soln nemh,Outpatient,250,,,,0,4,3,2.36,6.79,3.8,6.79,3.72,4,2.36,3.8,Poplar_Community_Hospital
5974860_1,insulin N/R 70/30 100 Unit(s)/mL per 1unit nemh,Inpatient,259,J1815,Insulin injection,,0.2,1.4,1.05,0.83,2.38,1.33,1.33,1.3,1.4,,1.33,Poplar_Community_Hospital
5974860_1,insulin N/R 70/30 100 Unit(s)/mL per 1unit nemh,Outpatient,259,J1815,Insulin injection,,0.2,1.4,1.05,0.83,2.38,1.33,2.38,1.3,1.4,0.83,1.33,Poplar_Community_Hospital
5974861_1,insulin detemir 100 unit(s)/mL per 1 unit nemh,Inpatient,259,J1815,Insulin injection,,0.2,1.4,1.05,0.83,2.38,1.33,1.33,1.3,1.4,,1.33,Poplar_Community_Hospital
