CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Default),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Federal),Payer Negotiated Charge: Blue Cross Blue Shield of MT (Plan: Medicare Advantage),Payer Negotiated Charge: Medicare A MT JF (Plan: All),Payer Negotiated Charge: Medicare B MT JF (Plan: All),Payer Negotiated Charge: Medicare Railroad Palmetto GBA (Plan: All),hospital
3201184,271,,,,,,NASAL TRUMPET 24FR,24.65,24.65,10.46,11.68,11.68,11.68,,,10.46,,,Fallon_Medical_Complex_Hospital
3201185,271,,,,,,NASAL TRUMPET 26FR,24.65,24.65,10.46,11.68,11.68,11.68,,,10.46,,,Fallon_Medical_Complex_Hospital
3201186,271,,,,,,NASAL TRUMPET 28FR,24.65,24.65,10.46,11.68,11.68,11.68,,,10.46,,,Fallon_Medical_Complex_Hospital
3201187,271,,,,,,NASAL TRUMPET 30FR,24.65,24.65,10.46,11.68,11.68,11.68,,,10.46,,,Fallon_Medical_Complex_Hospital
3201188,271,,,,,,NASAL TRUMPET 32FR,24.65,24.65,10.46,11.68,11.68,11.68,,,10.46,,,Fallon_Medical_Complex_Hospital
3201189,278,,,,,,NEEDLE EZ-IO 25MM ADULT,488.0,488.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201190,278,,,,,,NEEDLE EZ-IO 45MM ADULT LARGE,488.0,488.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201191,272,,,,,,"NEEDLE PORT-A-CATH 20G 1-1/2""",30.55,30.55,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201192,272,,,,,,"GAUZE NU PLAIN 1/2""",21.1,21.1,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201194,272,,,,,,"GAUZE NU PLAIN 2""",30.55,30.55,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201196,272,,,,,,"DRAIN PENROSE 1/4""",11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201200,272,,,,,,TUBE SALEM SUMP 12FR,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201201,272,,,,,,TUBE SALEM SUMP 14FR,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201202,272,,,,,,TUBE SALEM SUMP 16FR,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201203,272,,,,,,TUBE SALEM SUMP 18FR,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201204,272,,,,,,SCALPEL W/BLADE DISPOSABLE #10,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201205,272,,,,,,SCALPEL W/BLADE DISPOSABLE #11,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201206,272,,,,,,SCALPEL W/BLADE DISPOSABLE #15,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201207,270,,,,,,SHOULDER IMMOB CHILD XSM,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201208,270,,,,,,SHOULDER IMMOB VELPEAU LG,39.5,39.5,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201209,270,,,,,,SHOULDER IMMOB VELPEAU MED,39.5,39.5,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201210,270,,,,,,SHOULDER IMMOB VELPEAU SM,28.85,28.85,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201211,270,,,,,,SHOULDER IMMOB VELPEAU XL,28.85,28.85,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201212,272,,,,,,"STERI-STRIP 1/4""x3""",11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201213,272,,,,,,"STERI-STRIP 1/8"" X 3""",11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201214,272,,,,,,STYLET INTUBATION 14FR,14.05,14.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201215,272,,,,,,STYLET INTUBATION INFANT,24.65,24.65,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201216,272,,,,,,CATH SUCTION ADULT  12FR,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201217,272,,,,,,CATH SUCTION ADULT 14FR,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201218,272,,,,,,CATH SUCTION ADULT 16FR,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201219,272,,,,,,CATH SUCTION ADULT 18FR,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201221,272,,,,,,CATH SUCTION PEDS 6FR,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201222,270,,,,,,"GAUZE-TUBE 2-5/8""",11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201223,270,,,,,,"GAUZE-TUBE 5/8"" SIZE 1",11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201224,270,,,,,,"GAUZE-TUBE 1"" SIZE 5",11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201226,270,,,,,,TED KNEE HIGH LG/LONG,30.55,30.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201227,270,,,,,,ANTI-EMBOLISM KNEE HIGH MED/LONG,30.55,30.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201228,270,,,,,,ANTI-EMBOLISM KNEE HIGH MED/REG,30.55,30.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201229,270,,,,,,ANTI-EMBOLISM KNEE HIGH SMALL/LONG,30.55,30.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201230,270,,,,,,ANTI-EMBOLISM KNEE HIGH SMALL/REG,30.55,30.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201231,270,,,,,,TED STOCKING KNEE XL/LONG,30.55,30.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201232,270,,,,,,TED STOCKING KNEE XL/REG,30.55,30.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201233,270,,,,,,TED THIGH HIGH LG/SHORT,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201234,270,,,,,,TED THIGH HIGH MED/LONG,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201235,270,,,,,,TED THIGH HIGH MED/REG,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201236,270,,,,,,TED THIGH HIGH MED/SHORT,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201237,270,,,,,,TED THIGH HIGH SM/LONG,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201238,270,,,,,,TED THIGH HIGH SM/REG,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201239,270,,,,,,TED THIGH HIGH SM/SHORT,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201240,270,,,,,,TED THIGH HIGH XLG/LONG,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201241,270,,,,,,TED THIGH HIGH XLG/REG,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201242,272,,,,,,PAD TELFA 2X3,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201243,270,,,,,,THUMB KEEPER LG RT,75.15,75.15,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201244,270,,,,,,THUMB KEEPER MED LT,75.15,75.15,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201245,270,,,,,,THUMB KEEPER MED RT,75.15,75.15,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201246,270,,,,,,THUMB KEEPER SM LT,75.15,75.15,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201247,270,,,,,,THUMB KEEPER SM RT,75.15,75.15,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201248,272,,,,,,TRAY CRICOTHYROTOMY ADULT,574.25,574.25,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201249,272,,,,,,CATH TROCAR 32FR,89.6,89.6,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201250,272,,,,,,TUBING NITRO SET VENTED,34.3,34.3,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201251,272,,,,,,"GAUZE-VASELINE 3""X9""",11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201252,272,,,,,,BAG COLLECTION URINE (WEE) PEDIATRIC,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201254,270,,,,,,BRACE WRIST FRAZER XX-LARGE RIGHT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201255,270,,,,,,COLLAR CERVI 2..0 PEDS,21.1,21.1,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201256,270,,,,,,BRACE WRIST FRAZER LARGE LEFT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201257,270,,,,,,COLLAR CERVI 2.5 SM,21.1,21.1,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201258,270,,,,,,BRACE WRIST FRAZER LARGE RIGHT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201259,270,,,,,,COLLAR CERVI 3.0 MEDE,21.1,21.1,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201260,270,,,,,,BRACE WRIST FRAZER MEDIUM LEFT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201261,270,,,,,,COLLAR CERIVAL SPIRIT-ELECT PEDS,51.3,51.3,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201262,270,,,,,,BRACE WRIST FRAZER MEDIUM RIGHT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201263,270,,,,,,SPLINT COLLES ADULT RIGHT,44.45,44.45,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201264,270,,,,,,BRACE WRIST FRAZER SMALL LEFT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201265,270,,,,,,SPLINT COLLES CHILD LEFT,42.75,42.75,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201266,270,,,,,,BRACE WRIST FRAZER SMALL RIGHT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201267,270,,,,,,SPLINT COLLES CHILD RIGHT,42.75,42.75,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201268,270,,,,,,BRACE WRIST FRAZER X-LARGE LEFT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201269,270,,,,,,SPLINT COLLES YOUTH LEFT,44.45,44.45,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201270,270,,,,,,BRACE WRIST FRAZER X-LARGE RIGHT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201271,270,,,,,,SPLINT COLLES YOUTH RIGHT,44.45,44.45,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201272,270,,,,,,BRACE WRIST FRAZER X-SMALL LEFT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201273,270,,,,,,COMBITUBE ROLL UP 37FR,265.8,265.8,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201274,270,,,,,,BRACE WRIST FRAZER X-SMALL RIGHT,32.65,32.65,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201275,270,,,,,,COMBITUBE ROLL UP 41FR,265.8,265.8,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201276,270,,,,,,WRIST CINCH LOCK LG RT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201278,270,,,,,,WRIST CINCH LOCK MED LT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201280,270,,,,,,WRIST CINCH LOCK MED RT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201281,270,,,,,,WRIST CINCH LOCK SM LT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201282,272,,,,,,ELECTRODE QUIK COMBO PEDIATRIC,213.0,213.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201283,270,,,,,,WRIST CINCH LOCK SM RT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201284,272,,,,,,ENDO BOUGIE PEDS,45.25,45.25,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201285,270,,,,,,WRIST CINCH LOCK XL LT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201286,272,,,,,,TUBE ENDO TRACH 2.0,12.05,12.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201287,270,,,,,,WRIST CINCH LOCK XL RT,57.8,57.8,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
32012888,272,,,,,,TUBE ENDO TRACH 2.5,16.95,16.95,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201289,270,,,,,,WRIST CINCH LOCK XS LT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201290,272,,,,,,TUBE ENDO TRACH 3.0,16.95,16.95,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201291,270,,,,,,WRIST CINCH LOCK XS RT,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201292,272,,,,,,TUBE ENDO TRACH 4.0,15.1,15.1,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201294,272,,,,,,TUBE ENDO TRACH 4.5,27.15,27.15,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201300,272,,,,,,TUBE ENDO TRACH 5.0,15.1,15.1,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201301,270,,,,,,HOLDER TUBE ENDO TRACH (THOMAS) ADULT,28.85,28.85,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201302,270,,,,,,HOLDER TUBE ENDO TRACH (THOMAS) PEDS,28.85,28.85,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201303,272,,,,,,TUBE ENDO TRACH 5.5,16.95,16.95,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201304,272,,,,,,TUBE ENDO TRACH 6.0,16.95,16.95,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201305,272,,,,,,TUBE ENDO TRACH 6.5,16.95,16.95,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201306,272,,,,,,TUBE ENDO TRACH 7.0,20.05,20.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201307,272,,,,,,TUBE ENDO TRACH 7.5,20.05,20.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201308,272,,,,,,TUBE ENDO TRACH 8.0,20.05,20.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201309,272,,,,,,TUBE ENDO TRACH 8.5,26.4,26.4,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201310,272,,,,,,TUBE ENDO TRACH 9.0,26.4,26.4,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201311,272,,,,,,TUBE ENDO TRACH 9.5,15.1,15.1,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201312,270,,,,,,"BANDAGE ELASTIC 2""",11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201313,270,,,,,,BAG-AMBU NEONATAL,66.5,66.5,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201314,272,,,,,,"GAUZE NU PLAIN 1""",22.85,22.85,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201315,270,,,,,,SHOULDER IMMOB CHILD UNIV,45.25,45.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201316,270,,,,,,SLING ARM PED XSM,18.2,18.2,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201318,270,,,,,,"TAPE CAST PINK 3""",22.85,22.85,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201319,270,,,,,,"TAPE CAST BLUE 3""",22.85,22.85,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201324,272,,,,,,FORCEP-BIOPSY RADIAL JAW4,351.05,351.05,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201325,270,,,,,,BRACE-CLAVICAL X-LARGE,37.55,37.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201326,270,,,,,,BRACE-CAVICLE LARGE,37.55,37.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201327,270,,,,,,BRACE-CLAVICAL MEDIUM,37.55,37.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201328,270,,,,,,BRACE-CAVICAL SMALL,37.55,37.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201329,270,,,,,,BRACE-CLAVICAL X-SMALL,37.55,37.55,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201330,270,,,,,,BRACE-CAVICAL XXL,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201335,272,,,,,,CATH UREHRAL 14FR,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201336,270,,,,,,ENEMA-MINERAL OIL,16.95,16.95,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201338,272,,,,,,BROSELOW GREEN INTUBATION,147.9,147.9,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201340,270,,,,,,DETECTOR CO2 PEDIATRIC,75.15,75.15,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201341,272,,,,,,BROSELOW ORANGE INTUBATION,147.9,147.9,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201342,272,,,,,,CATH RED STRAIGHT 14FR,16.95,16.95,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201343,270,,,,,,CAST ADULT UPPER EXTREM SHORT,150.0,150.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201344,270,,,,,,CAST ADULT UPPER EXTREM LONG,200.0,200.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201345,270,,,,,,CAST ADULT LOWER EXTREM SHORT,200.0,200.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201346,270,,,,,,CAST ADULT LOWER EXTREM LONG,250.0,250.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201347,270,,,,,,CAST PEDS UPPER EXTREM SHORT,100.0,100.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201348,270,,,,,,CAST PEDS LOWER EXTREM SHORT,150.0,150.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201349,272,,,,,,"GAUZE NU PLAIN 1/4""",21.1,21.1,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201351,272,,,,,,DRESSING THERA HONEY 4X5,46.1,46.1,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201352,272,,,,,,DRESSING THERAHONEY GEL. 5OZ,30.55,30.55,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201355,272,,,,,,TOURNIQUET TRAUMA,118.0,118.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201356,272,,,,,,SPONGE CLOTTING QUICK CLOT,48.25,48.25,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201357,272,A6023,,,,,DRESSING PURACOL-COLLAGEN + AG 4X4,133.3,133.3,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201358,272,A6196,,,,,DRESSING ENLUXTRA 4X4,54.95,54.95,35.94,35.94,,,,,35.94,,,Fallon_Medical_Complex_Hospital
3201359,272,A4550,,,,,TRAY SUTURE CENTURION 17745,80.95,80.95,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201360,270,L3332,,,,,ADJUST A HEEL LIFT SM,39.5,39.5,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201361,270,L3332,,,,,ADJUST A HEEL LIFT MED,39.5,39.5,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201362,270,L3332,,,,,ADJUST A HEEL LIFT LG,39.5,39.5,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201363,272,A6212,,,,,DRESSING OPTIFOAM 4X4,27.15,27.15,17.94,17.94,,,,,17.94,,,Fallon_Medical_Complex_Hospital
3201364,272,,,,,,MISC PT DRESSING,0.0,0.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201365,272,A4550,,,,,TRAY SUTURE CENTURION #20035,95.75,95.75,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201366,272,E0485,,,,,AIRWAY KING LT-D #4,191.9,191.9,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201367,272,E0485,,,,,AIRWAY KING LT-D #3,191.9,191.9,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201368,272,E0485,,,,,AIRWAY KING LT-D #5,191.9,191.9,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201369,272,,,,,,"PENROSE DRAIN 1/4"" EACH",11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201370,272,,,,,,"PENROSE DRAIN 1/2"" EACH",11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201371,272,,,,,,CAUTERY PEN MEDLINE,51.3,51.3,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201373,272,A6213,,,,,DRESSING OPTIFOAM 7X7,52.05,52.05,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201374,272,A6196,,,,,DRESSING MAXORB 4X4AG,22.85,22.85,35.94,35.94,,,,,35.94,,,Fallon_Medical_Complex_Hospital
3201375,270,,,,,,TED STOCKING THIGH LG/REG,48.25,48.25,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201376,270,L3332,,,,,HEEL LIFT CORRECT LEG LENGTH,66.5,66.5,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201377,272,,,,,,TOURNIQUET RACHET 120>,170.0,170.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201378,270,,,,,,FRACTURE PAN BARIATRIC,34.3,34.3,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201379,272,,,,,,BLADE GLIDE SCOPE S3,187.2,187.2,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201380,272,,,,,,BLADE GLIDE SCOPE S4,187.2,187.2,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201381,272,B4087,,,,,TUBE FEEDING 16FR GASTROSTOMY,187.2,187.2,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201382,270,,,,,,CANNULA O2 NASAL 7',11.0,11.0,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
3201383,272,,,,,,DRESSING TELFA 2X3,11.0,11.0,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201384,272,,,,,,TRAY-NASAL LEVEL #2,63.6,63.6,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201385,272,,,,,,DRESSING OPTILOCK 4 X 4,24.65,24.65,19.8,26.88,26.88,26.88,,,19.8,,,Fallon_Medical_Complex_Hospital
3201386,272,A6021,,,,,DRESSING PURACOL COLLAGON + AG 2 X 2,63.6,63.6,42.01,42.01,,,,,42.01,,,Fallon_Medical_Complex_Hospital
3201387,270,A4426,,,,,"OSTOMY POUCH 1 3/4""",11.0,11.0,,,,,,,,,,Fallon_Medical_Complex_Hospital
3201388,270,,,,,,PT MISC COMPRESSION,109.3,109.3,28.65,38.2,38.2,38.2,,,28.65,,,Fallon_Medical_Complex_Hospital
