Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADIIONAL_NETWORK,ROCKY_MOUNTAIN_HEALTH_NETWORK
5406478_2,99239 Inpatient Hospital Services - Discharges Discharge 30 Minutes >,ProFee,987,99239,Hospital discharge day management; more than 30 minutes,,0,380,380,380,380,N/A,N/A,N/A
5406919_1,Ambulatory BP Recording,Inpatient,480,93786,"Ambulatory blood pressure monitoring, utilizing report-generating software, automated, worn continuously for 24 hours or longer; recording only",,0,48,48,45.6,48,47.04,48,45.6
5406919_1,Ambulatory BP Recording,Outpatient,480,93786,"Ambulatory blood pressure monitoring, utilizing report-generating software, automated, worn continuously for 24 hours or longer; recording only",,0,48,48,45.6,48,47.04,48,45.6
5406921_1,EKG ABPM Recording,Inpatient,480,93786,"Ambulatory blood pressure monitoring, utilizing report-generating software, automated, worn continuously for 24 hours or longer; recording only",,0,168,168,159.6,168,164.64,168,159.6
5406921_1,EKG ABPM Recording,Outpatient,480,93786,"Ambulatory blood pressure monitoring, utilizing report-generating software, automated, worn continuously for 24 hours or longer; recording only",,0,168,168,159.6,168,164.64,168,159.6
5427097_1,Metered Dose Inhaler - Initial - Regional,Inpatient,412,94640,"Pressurized or nonpressurized inhalation treatment for acute airway obstruction for therapeutic purposes and/or for diagnostic purposes such as sputum induction with an aerosol generator, nebulizer, metered dose inhaler or intermittent positive pressure breathing (IPPB) device",,0,62,62,58.9,62,60.76,62,58.9
5427097_1,Metered Dose Inhaler - Initial - Regional,Outpatient,412,94640,"Pressurized or nonpressurized inhalation treatment for acute airway obstruction for therapeutic purposes and/or for diagnostic purposes such as sputum induction with an aerosol generator, nebulizer, metered dose inhaler or intermittent positive pressure breathing (IPPB) device",,0,62,62,58.9,62,60.76,62,58.9
5431490_1,US Exam,Inpatient,402,76870,"Ultrasound, scrotum and contents",,0,631,631,599.45,631,618.38,631,599.45
5431490_1,US Exam,Outpatient,402,76870,"Ultrasound, scrotum and contents",,0,631,631,599.45,631,618.38,631,599.45
5445886_1,OT E-Stim Ea 15 min,Inpatient,430,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
5445886_1,OT E-Stim Ea 15 min,Outpatient,430,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
5456785_2,93010 Ecg Routine Ecg W/Least 12 Lds I&R Only,ProFee,985,93010,"Electrocardiogram, routine ECG with at least 12 leads; interpretation and report only",,0,28,28,28,28,N/A,N/A,N/A
5457955_2,93308-26 Tthrc R-T Img 2D +-M-Mode Rec F-Up/Lmtd,ProFee,982,93308,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study",,0,94,94,94,94,N/A,N/A,N/A
5457967_2,93350-26 Echo Tthrc R-T 2D -+M-Mode Complete Rest&Strs,ProFee,982,93350,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report",,0,255,255,255,255,N/A,N/A,N/A
5457969_2,93351-26 Echo Tthrc R-T 2D -+M-Mode Rest&Strs Cont Ecg,ProFee,982,93351,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, during rest and cardiovascular stress test using treadmill, bicycle exercise and/or pharmacologically induced stress, with interpretation and report; including performance of continuous electrocardiographic monitoring, with supervision by a physician or other qualified health care professional",,0,271,271,271,271,N/A,N/A,N/A
5467784_1,Lipid Panel reflex Measured LDL,Inpatient,300,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,81,81,76.95,81,79.38,81,76.95
5467784_1,Lipid Panel reflex Measured LDL,Outpatient,300,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,81,81,76.95,81,79.38,81,76.95
5489458_1,CT Exam,Inpatient,350,74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",,0,4635,4635,4403.25,4635,4542.3,4635,4403.25
5489458_1,CT Exam,Outpatient,350,74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",,0,4635,4635,4403.25,4635,4542.3,4635,4403.25
5489462_1,CT Pelvis w/wo Contrast,Inpatient,350,72194,"Computed tomography, pelvis; without contrast material, followed by contrast material(s) and further sections",,0,2373,2373,2254.35,2373,2325.54,2373,2254.35
5489462_1,CT Pelvis w/wo Contrast,Outpatient,350,72194,"Computed tomography, pelvis; without contrast material, followed by contrast material(s) and further sections",,0,2373,2373,2254.35,2373,2325.54,2373,2254.35
5498209_1,Charge LDL Measured,Inpatient,300,83721,"Lipoprotein, direct measurement; LDL cholesterol",,0,81,81,76.95,81,79.38,81,76.95
5498209_1,Charge LDL Measured,Outpatient,300,83721,"Lipoprotein, direct measurement; LDL cholesterol",,0,81,81,76.95,81,79.38,81,76.95
5513066_1,"TSH, Sensitive (Mayo STSH)",Inpatient,300,84443,Thyroid stimulating hormone (TSH),,0,76,76,72.2,76,74.48,76,72.2
5513066_1,"TSH, Sensitive (Mayo STSH)",Outpatient,300,84443,Thyroid stimulating hormone (TSH),,0,76,76,72.2,76,74.48,76,72.2
5530576_1,"CPK MB, Regional",Inpatient,301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,186,186,176.7,186,182.28,186,176.7
5530576_1,"CPK MB, Regional",Outpatient,301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,186,186,176.7,186,182.28,186,176.7
5539334_1,Alk Phos Isos,Inpatient,301,84080,"Phosphatase, alkaline; isoenzymes",,0,143,143,135.85,143,140.14,143,135.85
5539334_1,Alk Phos Isos,Outpatient,301,84080,"Phosphatase, alkaline; isoenzymes",,0,143,143,135.85,143,140.14,143,135.85
5548767_2,99354 PROLNG PHYS SVC OFFICE O/P DIR CONTACT 1ST HR,ProFee,983,99354,"Prolonged service(s) in the outpatient setting requiring direct patient contact beyond the time of the usual service; first hour (List separately in addition to code for outpatient Evaluation and Management or psychotherapy service, except with office or other outpatient services [99202, 99203, 99204, 99205, 99212, 99213, 99214, 99215])",,0,461,461,461,461,N/A,N/A,N/A
5551625_1,"West Nile Virus Ab, IgG, S",Inpatient,302,86789,Antibody; West Nile virus,,0,90,90,85.5,90,88.2,90,85.5
5551625_1,"West Nile Virus Ab, IgG, S",Outpatient,302,86789,Antibody; West Nile virus,,0,90,90,85.5,90,88.2,90,85.5
5551627_1,"West Nile Virus Ab, IgM, S",Inpatient,302,86788,"Antibody; West Nile virus, IgM",,0,105,105,99.75,105,102.9,105,99.75
5551627_1,"West Nile Virus Ab, IgM, S",Outpatient,302,86788,"Antibody; West Nile virus, IgM",,0,105,105,99.75,105,102.9,105,99.75
5551631_1,"Testosterone, Total Pre",Inpatient,301,84403,Testosterone; total,,0,196,196,186.2,196,192.08,196,186.2
5551631_1,"Testosterone, Total Pre",Outpatient,301,84403,Testosterone; total,,0,196,196,186.2,196,192.08,196,186.2
5551632_1,"Testosterone, Total Post",Inpatient,301,84403,Testosterone; total,,0,196,196,186.2,196,192.08,196,186.2
5551632_1,"Testosterone, Total Post",Outpatient,301,84403,Testosterone; total,,0,196,196,186.2,196,192.08,196,186.2
5559797_1,"xGlucose, fasting",Inpatient,301,82947,"Glucose; quantitative, blood (except reagent strip)",,0,44,44,41.8,44,43.12,44,41.8
5559797_1,"xGlucose, fasting",Outpatient,301,82947,"Glucose; quantitative, blood (except reagent strip)",,0,44,44,41.8,44,43.12,44,41.8
5560393_1,Charge Mold Fungal ID (Mayo FUNID),Inpatient,300,87107,"Culture, fungi, definitive identification, each organism; mold",,0,98,98,93.1,98,96.04,98,93.1
5560393_1,Charge Mold Fungal ID (Mayo FUNID),Outpatient,300,87107,"Culture, fungi, definitive identification, each organism; mold",,0,98,98,93.1,98,96.04,98,93.1
5563726_1,MRSA (PCR),Inpatient,306,87641,"Infectious agent detection by nucleic acid (DNA or RNA); Staphylococcus aureus, methicillin resistant, amplified probe technique",,0,211,211,200.45,211,206.78,211,200.45
5563726_1,MRSA (PCR),Outpatient,306,87641,"Infectious agent detection by nucleic acid (DNA or RNA); Staphylococcus aureus, methicillin resistant, amplified probe technique",,0,211,211,200.45,211,206.78,211,200.45
5563728_1,Staph. aureus (PCR),Inpatient,306,87640,"Infectious agent detection by nucleic acid (DNA or RNA); Staphylococcus aureus, amplified probe technique",,0,211,211,200.45,211,206.78,211,200.45
5563728_1,Staph. aureus (PCR),Outpatient,306,87640,"Infectious agent detection by nucleic acid (DNA or RNA); Staphylococcus aureus, amplified probe technique",,0,211,211,200.45,211,206.78,211,200.45
5570209_1,"QuantiFERON-TB Gold, Blood (State Lab)",Inpatient,302,86480,"Tuberculosis test, cell mediated immunity antigen response measurement; gamma interferon",,0,172,172,163.4,172,168.56,172,163.4
5570209_1,"QuantiFERON-TB Gold, Blood (State Lab)",Outpatient,302,86480,"Tuberculosis test, cell mediated immunity antigen response measurement; gamma interferon",,0,172,172,163.4,172,168.56,172,163.4
5572199_1,Celiac Disease Serology Cascade (Mayo CDSP),Inpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,80,80,76,80,78.4,80,76
5572199_1,Celiac Disease Serology Cascade (Mayo CDSP),Outpatient,301,82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,0,80,80,76,80,78.4,80,76
5575980_1,Liver/Kidney Microsome Type 1 Ab (Mayo LKM),Inpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,153,153,145.35,153,149.94,153,145.35
5575980_1,Liver/Kidney Microsome Type 1 Ab (Mayo LKM),Outpatient,302,86376,"Microsomal antibodies (eg, thyroid or liver-kidney), each",,0,153,153,145.35,153,149.94,153,145.35
5582283_1,Retic Count,Inpatient,305,85046,"Blood count; reticulocytes, automated, including 1 or more cellular parameters (eg, reticulocyte hemoglobin content [CHr], immature reticulocyte fraction [IRF], reticulocyte volume [MRV], RNA content), direct measurement",,0,59,59,56.05,59,57.82,59,56.05
5582283_1,Retic Count,Outpatient,305,85046,"Blood count; reticulocytes, automated, including 1 or more cellular parameters (eg, reticulocyte hemoglobin content [CHr], immature reticulocyte fraction [IRF], reticulocyte volume [MRV], RNA content), direct measurement",,0,59,59,56.05,59,57.82,59,56.05
5582518_1,97602 Rmvl Devital Tiss N-Slctv Dbrdmt W/O Anes 1 Sess,Inpatient,521,97602,"Removal of devitalized tissue from wound(s), non-selective debridement, without anesthesia (eg, wet-to-moist dressings, enzymatic, abrasion, larval therapy), including topical application(s), wound assessment, and instruction(s) for ongoing care, per session",,0,333,333,316.35,333,326.34,333,316.35
5582518_1,97602 Rmvl Devital Tiss N-Slctv Dbrdmt W/O Anes 1 Sess,Outpatient,521,97602,"Removal of devitalized tissue from wound(s), non-selective debridement, without anesthesia (eg, wet-to-moist dressings, enzymatic, abrasion, larval therapy), including topical application(s), wound assessment, and instruction(s) for ongoing care, per session",,0,333,333,316.35,333,326.34,333,316.35
5588397_1,XR Exam,Inpatient,320,73100,"Radiologic examination, wrist; 2 views",,0,271,271,257.45,271,265.58,271,257.45
5588397_1,XR Exam,Outpatient,320,73100,"Radiologic examination, wrist; 2 views",,0,271,271,257.45,271,265.58,271,257.45
5588399_1,XR Exam,Inpatient,320,73100,"Radiologic examination, wrist; 2 views",,0,271,271,257.45,271,265.58,271,257.45
5588399_1,XR Exam,Outpatient,320,73100,"Radiologic examination, wrist; 2 views",,0,271,271,257.45,271,265.58,271,257.45
5588503_1,"Tissue Transglutaminase Ab, IgG, S (Mayo TTGG)",Inpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,45,45,42.75,45,44.1,45,42.75
5588503_1,"Tissue Transglutaminase Ab, IgG, S (Mayo TTGG)",Outpatient,301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,45,45,42.75,45,44.1,45,42.75
5600443_2,93018 Cv Strs Tst Xers&/Or Rx Cont Ecg I&R Only,ProFee,982,93018,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; interpretation and report only",,0,55,55,55,55,N/A,N/A,N/A
5600444_2,93016 Cv Strs Tst Xers&/Or Rx Cont Ecg Phys Supvj,ProFee,985,93016,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; supervision only, without interpretation and report",,0,79,79,79,79,N/A,N/A,N/A
5600455_2,93306 Echo Tthrc R-T 2D -+M-Mode Compl Spec&Color Dop,ProFee,982,93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography",,0,227,227,227,227,N/A,N/A,N/A
5602029_1,CT Abd and Pelvis wo Contrast,Inpatient,350,74176,"Computed tomography, abdomen and pelvis; without contrast material",,0,2704,2704,2568.8,2704,2649.92,2704,2568.8
5602029_1,CT Abd and Pelvis wo Contrast,Outpatient,350,74176,"Computed tomography, abdomen and pelvis; without contrast material",,0,2704,2704,2568.8,2704,2649.92,2704,2568.8
5602458_1,CT Exam,Inpatient,350,74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",,0,4635,4635,4403.25,4635,4542.3,4635,4403.25
5602458_1,CT Exam,Outpatient,350,74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",,0,4635,4635,4403.25,4635,4542.3,4635,4403.25
5602613_2,93922P Non-Invas Physiologic Std Extremity Art 2 Level,ProFee,982,93922,"Limited bilateral noninvasive physiologic studies of upper or lower extremity arteries, (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus bidirectional, Doppler waveform recording and analysis at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus volume plethysmography at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries with, transcutaneous oxygen tension measurement at 1-2 levels)",,0,44,44,44,44,N/A,N/A,N/A
