Run Date: 2/11/2022 3:15:49 PM
CDM Date Stamp: 1/1/2022

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_
5687368_1,EK Stress Exam,Outpatient,0482,93017,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",,0,531.50,398.63,308.27,988.59,504.93,988.59,494.30,531.50,308.27,504.93
5687376_1,EK Stress Exam,Inpatient,0482,93017,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",,0,659.50,494.63,382.51,1226.67,626.53,626.53,613.34,659.50,N/A,626.53
5687376_1,EK Stress Exam,Outpatient,0482,93017,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",,0,659.50,494.63,382.51,1226.67,626.53,1226.67,613.34,659.50,382.51,626.53
5689088_1,COLLECTION: Venous Draw,Inpatient,0300,36415,Collection of venous blood by venipuncture,,0,32.75,24.56,19.00,60.92,31.11,31.11,30.46,32.75,N/A,31.11
5689088_1,COLLECTION: Venous Draw,Outpatient,0300,36415,Collection of venous blood by venipuncture,,0,32.75,24.56,19.00,60.92,31.11,60.92,30.46,32.75,19.00,31.11
5692946_1,Allergen Food Panel (Mayo FOOD6),Inpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,100.46,98.35,105.75,N/A,100.46
5692946_1,Allergen Food Panel (Mayo FOOD6),Outpatient,0302,86003,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",,0,105.75,79.31,61.34,196.70,100.46,196.70,98.35,105.75,61.34,100.46
5697929_3,45305 Proctosgmdsc Rgd Dx +-Collj Spec Br/Wa Spx with Biopsy,ProFee,0989,45305,"Proctosigmoidoscopy, rigid; with biopsy, single or multiple",,0,1951.00,1463.25,123.59,1521.78,123.59,123.59,N/A,N/A,1521.78,N/A
5697930_3,45330 Scope Of Sigmoid Colon Only,ProFee,0989,45330,"Sigmoidoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",,0,1485.00,1113.75,94.75,1158.30,94.75,94.75,N/A,N/A,1158.30,N/A
5698561_1,"Lipid Panel, Regional",Inpatient,0301,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,149.25,111.94,86.57,277.61,141.79,141.79,138.80,149.25,N/A,141.79
5698561_1,"Lipid Panel, Regional",Outpatient,0301,80061,"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",,0,149.25,111.94,86.57,277.61,141.79,277.61,138.80,149.25,86.57,141.79
5698708_1,XR Fluoro Exam,Inpatient,0320,77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)",,0,334.00,250.50,193.72,621.24,317.30,317.30,310.62,334.00,N/A,317.30
5698708_1,XR Fluoro Exam,Outpatient,0320,77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)",,0,334.00,250.50,193.72,621.24,317.30,621.24,310.62,334.00,193.72,317.30
5702357_3,12004 Simple Rpr Scalp/Neck/Ax/Genit/Trunk 7.6-12.5Cm,ProFee,0989,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",,0,761.50,571.13,126.53,593.97,126.53,126.53,N/A,N/A,593.97,N/A
5703262_3,41112 Exc Les Tongue W/Clsr Ant 2-3Rd,ProFee,0989,41112,Excision of lesion of tongue with closure; anterior two-thirds,,0,4834.50,3625.88,413.72,3770.91,413.72,413.72,N/A,N/A,3770.91,N/A
5703684_3,99304 1St Nf SKLD Care Pr D E/M Lw Severity,ProFee,0982,99304,"Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A detailed or comprehensive history; A detailed or comprehensive examination; and Medical decision making that is straightforward or of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of low severity. Typically, 25 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,300.25,225.19,150.07,234.20,150.07,150.07,N/A,N/A,234.20,N/A
5703685_3,99305 1St NF Care Pr D E/M Mod Severity,ProFee,0982,99305,"Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of moderate severity. Typically, 35 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,421.50,316.13,214.80,328.77,214.80,214.80,N/A,N/A,328.77,N/A
5703687_3,99306 1St NF Care Pr D E/M Hi Severity,ProFee,0982,99306,"Initial nursing facility care, per day, for the evaluation and management of a patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the problem(s) requiring admission are of high severity. Typically, 45 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,510.00,382.50,277.18,397.80,277.18,277.18,N/A,N/A,397.80,N/A
5703688_3,99315 Nf Dschrg D Mgmt 30 Min/<,ProFee,0982,99315,Nursing facility discharge day management; 30 minutes or less,,0,327.25,245.44,121.82,255.26,121.82,121.82,N/A,N/A,255.26,N/A
5703691_3,99307 Sbsq Nf Care Pr D E/M Stable,ProFee,0982,99307,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A problem focused interval history; A problem focused examination; Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is stable, recovering, or improving. Typically, 10 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,169.25,126.94,72.97,132.02,72.97,72.97,N/A,N/A,132.02,N/A
5703692_3,99308 Sbsq Nf Care Pr D E/M Minor Complctj,ProFee,0982,99308,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: An expanded problem focused interval history; An expanded problem focused examination; Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is responding inadequately to therapy or has developed a minor complication. Typically, 15 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,229.00,171.75,114.76,178.62,114.76,114.76,N/A,N/A,178.62,N/A
5703693_3,99309 Sbsq Nf Care Pr D E/M New Problem,ProFee,0982,99309,"Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient has developed a significant complication or a significant new problem. Typically, 25 minutes are spent at the bedside and on the patient's facility floor or unit.",,0,330.75,248.06,151.24,257.99,151.24,151.24,N/A,N/A,257.99,N/A
5703735_3,12014 Simple Repair Face/Ears/Eyelids/Nose/Lips/Mucus M 5.1Cm- 7.5Cm,ProFee,0989,12014,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,761.50,571.13,129.47,593.97,129.47,129.47,N/A,N/A,593.97,N/A
5703737_3,29240 Strapping Shoulder,ProFee,0989,29240,"Strapping; shoulder (eg, Velpeau)",,0,168.75,126.56,31.78,131.63,31.78,31.78,N/A,N/A,131.63,N/A
5704003_3,11400 Exc B9 Les Mrgn Xcp Sk Tg T/A/L 0.5 Cm/<,ProFee,0989,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,1199.25,899.44,137.12,935.42,137.12,137.12,N/A,N/A,935.42,N/A
5704006_3,16000 Initial Tx 1St Degree Burn Local Tx,ProFee,0989,16000,"Initial treatment, first degree burn, when no more than local treatment is required",,0,340.50,255.38,78.27,265.59,78.27,78.27,N/A,N/A,265.59,N/A
5704007_3,16020 Drs&/Dbrdmt Prtl-Thkns Burns 1St/Sbsq Small,ProFee,0989,16020,"Dressings and/or debridement of partial-thickness burns, initial or subsequent; small (less than 5% total body surface area)",,0,372.25,279.19,91.81,290.36,91.81,91.81,N/A,N/A,290.36,N/A
5704009_3,29130 Application Finger Splint Static,ProFee,0989,29130,Application of finger splint; static,,0,168.75,126.56,50.02,131.63,50.02,50.02,N/A,N/A,131.63,N/A
5704037_3,92551 Scr Tst Pure Tone Air Only,ProFee,0989,92551,"Screening test, pure tone, air only",,0,52.50,39.38,19.42,40.95,19.42,19.42,N/A,N/A,40.95,N/A
5704041_3,97140 Mnl Ther Tqs 1+ Regions Ea 15 Min,ProFee,0989,97140,"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes",,0,78.00,58.50,47.08,60.84,47.08,47.08,N/A,N/A,60.84,N/A
5704282_3,26770 Cltx Iphal Jt Dislc 1 W/Mnpj W/O Anes,ProFee,0989,26770,"Closed treatment of interphalangeal joint dislocation, single, with manipulation; without anesthesia",,0,1033.25,774.94,436.08,805.94,436.08,436.08,N/A,N/A,805.94,N/A
5704575_3,12044 Repair Intermediate N/H/F/Xtrnl Gent 7.6-12.5Cm,ProFee,0989,12044,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 7.6 cm to 12.5 cm",,0,1007.75,755.81,362.52,786.05,362.52,362.52,N/A,N/A,786.05,N/A
5704576_3,12052 Face/Ears/Eyelids/Nose/Lips/MM 2.6-5.0cm,ProFee,0989,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,998.00,748.50,337.80,778.44,337.80,337.80,N/A,N/A,778.44,N/A
5704577_3,12053 Repair Intermediate F/E/E/N/L/M&/Muc 5.1-7.5 Cm,ProFee,0989,12053,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,1061.25,795.94,364.87,827.78,364.87,364.87,N/A,N/A,827.78,N/A
5704578_3,12054 Repair Intermediate F/E/E/N/L/M&/Muc 7.6-12.5 Cm,ProFee,0989,12054,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,1437.00,1077.75,373.70,1120.86,373.70,373.70,N/A,N/A,1120.86,N/A
5707327_1,"Vancomycin, Random",Inpatient,0301,80202,Vancomycin,,0,186.25,139.69,108.03,346.43,176.94,176.94,173.21,186.25,N/A,176.94
5707327_1,"Vancomycin, Random",Outpatient,0301,80202,Vancomycin,,0,186.25,139.69,108.03,346.43,176.94,346.43,173.21,186.25,108.03,176.94
5707333_1,"Tobramycin, Random",Inpatient,0301,80200,Tobramycin,,0,158.00,118.50,91.64,293.88,150.10,150.10,146.94,158.00,N/A,150.10
5707333_1,"Tobramycin, Random",Outpatient,0301,80200,Tobramycin,,0,158.00,118.50,91.64,293.88,150.10,293.88,146.94,158.00,91.64,150.10
5707334_1,"Gentamicin, Random",Inpatient,0301,80170,Gentamicin,,0,160.75,120.56,93.24,299.00,152.71,152.71,149.50,160.75,N/A,152.71
5707334_1,"Gentamicin, Random",Outpatient,0301,80170,Gentamicin,,0,160.75,120.56,93.24,299.00,152.71,299.00,149.50,160.75,93.24,152.71
5708224_3,26740 Cltx Articular Fx Invg Mtcarphlngl/Iphal Jt W/O,ProFee,0989,26740,"Closed treatment of articular fracture, involving metacarpophalangeal or interphalangeal joint; without manipulation, each",,0,1279.00,959.25,367.81,997.62,367.81,367.81,N/A,N/A,997.62,N/A
5708640_1,Charge C. diff PCR,Inpatient,0306,87493,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique",,0,204.25,153.19,118.47,379.91,194.04,194.04,189.95,204.25,N/A,194.04
5708640_1,Charge C. diff PCR,Outpatient,0306,87493,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique",,0,204.25,153.19,118.47,379.91,194.04,379.91,189.95,204.25,118.47,194.04
5714395_3,97813 Acup 1/> Ndls W/Elec Stimj 1St 15 Min,ProFee,0989,97813,"Acupuncture, 1 or more needles; with electrical stimulation, initial 15 minutes of personal one-on-one contact with the patient",,0,94.00,70.50,55.91,73.32,55.91,55.91,N/A,N/A,73.32,N/A
5715434_3,90853 Grp Psyctx,ProFee,0989,90853,Group psychotherapy (other than of a multiple-family group),,0,155.75,116.81,41.20,121.49,41.20,41.20,N/A,N/A,121.49,N/A
5715443_3,EC Echo Congenital Complete - Report,ProFee,0989,93303,Transthoracic echocardiography for congenital cardiac anomalies; complete,,0,515.00,386.25,106.52,401.70,106.52,106.52,N/A,N/A,401.70,N/A
5715444_1,EC Exam,Inpatient,0483,93303,Transthoracic echocardiography for congenital cardiac anomalies; complete,,0,1030.25,772.69,597.55,1916.27,978.74,978.74,958.13,1030.25,N/A,978.74
5715444_1,EC Exam,Outpatient,0483,93303,Transthoracic echocardiography for congenital cardiac anomalies; complete,,0,1030.25,772.69,597.55,1916.27,978.74,1916.27,958.13,1030.25,597.55,978.74
5715446_3,EC Echo Congenital Limited - Report,ProFee,0989,93304,Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study,,0,515.00,386.25,61.20,401.70,61.20,61.20,N/A,N/A,401.70,N/A
5715447_1,EC Exam,Inpatient,0483,93304,Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study,,0,1030.25,772.69,597.55,1916.27,978.74,978.74,958.13,1030.25,N/A,978.74
5715447_1,EC Exam,Outpatient,0483,93304,Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study,,0,1030.25,772.69,597.55,1916.27,978.74,1916.27,958.13,1030.25,597.55,978.74
5716573_3,26115 Exc Tum/Vasc Mal Sft Tiss Hand/Fngr Subq <1.5Cm,ProFee,0989,26115,"Excision, tumor or vascular malformation, soft tissue of hand or finger, subcutaneous; less than 1.5 cm",,0,2749.75,2062.31,559.66,2144.81,559.66,559.66,N/A,N/A,2144.81,N/A
5716594_3,54100 Bx Pns Spx,ProFee,0989,54100,Biopsy of penis; (separate procedure),,0,2749.75,2062.31,205.98,2144.81,205.98,205.98,N/A,N/A,2144.81,N/A
5716645_3,11604 Excision Mal Lesion Trunk/Arm/Leg 3.1-4.0 Cm,ProFee,0989,11604,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 3.1 to 4.0 cm",,0,1199.25,899.44,360.16,935.42,360.16,360.16,N/A,N/A,935.42,N/A
5716681_3,13100 Repair Complex Trunk 1.1 Cm-2.5 Cm,ProFee,0989,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",,0,1007.75,755.81,341.92,786.05,341.92,341.92,N/A,N/A,786.05,N/A
5716683_3,13131 Repair Complex F/C/C/M/N/Ax/G/H/F 1.1 Cm-2.5 Cm,ProFee,0989,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",,0,1329.75,997.31,414.30,1037.21,414.30,414.30,N/A,N/A,1037.21,N/A
5717533_3,43260 Ercp Dx Collj Spec Br/Wa Spx,ProFee,0989,43260,"Endoscopic retrograde cholangiopancreatography (ERCP); diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",,0,5583.00,4187.25,547.89,4354.74,547.89,547.89,N/A,N/A,4354.74,N/A
5718033_1,Vitamin B6 (Pyridoxal 5-Phosphate) (Mayo PLP),Inpatient,0301,84207,Pyridoxal phosphate (Vitamin B-6),,0,318.25,238.69,184.59,591.95,302.34,302.34,295.97,318.25,N/A,302.34
5718033_1,Vitamin B6 (Pyridoxal 5-Phosphate) (Mayo PLP),Outpatient,0301,84207,Pyridoxal phosphate (Vitamin B-6),,0,318.25,238.69,184.59,591.95,302.34,591.95,295.97,318.25,184.59,302.34
5718554_1,US Breast BX Vac Assisted Proc,Inpatient,,,,,0,2578.75,1934.06,1495.68,4796.48,2449.81,2449.81,2398.24,2578.75,N/A,2449.81
5718554_1,US Breast BX Vac Assisted Proc,Outpatient,,,,,0,2578.75,1934.06,1495.68,4796.48,2449.81,4796.48,2398.24,2578.75,1495.68,2449.81
5718861_3,15272 App Skn Sub Grft T/A/L Area/<100Scm Ea Adl 25Scm,ProFee,0975,15272,"Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (List separately in addition to code for primary procedure)",,0,19.00,14.25,14.25,30.01,30.01,30.01,N/A,N/A,14.82,N/A
5718865_3,15273 App Skn Sub Grft T/A/L Area/>100Scm 1St 100Scm,ProFee,0975,15273,"Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of infants and children",,0,217.50,163.13,163.13,342.51,342.51,342.51,N/A,N/A,169.65,N/A
