"Pricing Data as of September 1, 2019",,,,
,,,,
DESCRIPTION,CDM,CPT, Base Price , Professional Fee 
"Coccidioides AB, IgG",7052460,86635,$63.00 ,
"Coccidioides AB, IgM",7052461,86635,$63.00 ,
"COCCIDIOIDES, COMPLEMENT FIXATION",7055710,86635,$81.00 ,
"COCCIDIOIDES, IMMUNODIFFUSION FOR IGG",7055711,86635,$81.00 ,
"COCCIDIOIDES, IMMUNODIFFUSION FOR IGM",7055708,86635,$81.00 ,
Cockroach i6 IGE,7050475,86003,$17.00 ,
COCONUT,7051917,86003,$17.00 ,
Codfish,7051564,86003,$17.00 ,
Codfish F3 IGE,7100421,86003,$17.00 ,
Coenzyme Q10 Reduced/Total-Mayo,7052775,82542,$351.00 ,
Coffee,7051864,86003,$17.00 ,
COGNITIVE SKILLS 15 MIN,44097532,G0515,$106.00 ,
Cognitive Skills Development Charges ST,7450190,,$106.00 ,
Cognitive Skills Minutes OT,7450190,,$106.00 ,
Cognitive Skills Minutes PT,7455011,,$106.00 ,
COGNITIVE SKILLS PER VISIT,44097127,97127,$315.00 ,
COIL CONCERTO 10MMx30MM,4201585,,"$2,250.00 ",
COIL CONCERTO 12MMx30MM,4201586,,"$2,250.00 ",
COIL CONCERTO 6MMx20MM,4201581,,"$2,250.00 ",
COIL CONCERTO 7MMx30MM,4201582,,"$2,250.00 ",
COIL CONCERTO 8MMx30MM,4201583,,"$2,250.00 ",
COIL CONCERTO 9MMx30MM,4201584,,"$2,250.00 ",
COIL EMBOLIZATION 2MMx2CM .018,4201626,,$400.00 ,
COIL EMBOLIZATION 3MMx2CM .018,4201465,,$716.00 ,
COIL NESTER 0.018x14CMx4MM,4201741,,$700.00 ,
COIL NESTER 0.018x7CMx10MM,4201734,,$700.00 ,
COIL NESTER 0.018x7CMx16MM,4201737,,$700.00 ,
COIL NESTER 0.018x7CMx4MM,4201740,,$700.00 ,
COIL NESTER 0.018x7CMx5MM,4201742,,$700.00 ,
COIL NESTER 0.018x7CMx8MM,4201733,,$700.00 ,
COIL NESTER 0.035x14CMx14MM,4201738,,$790.00 ,
COIL NESTER 0.035x7CMx12MM,4201735,,$700.00 ,
COIL NESTER 0.035x7CMx14MM,4201736,,$700.00 ,
COIL NESTER 14CMx16MM,4201739,,$790.00 ,
COIL NESTER 14CMx5MM,4201743,,$700.00 ,
COLLAR CERVICAL MIAMI J REGULA,3201013,,$285.00 ,
COLLAR CERVICAL MIAMI J SHORT,3201012,,$285.00 ,
COLLAR CERVICAL MIAMI J TALL,3201014,,$285.00 ,
COLLAR PHILADELPHIA LARGE,201314,,$88.00 ,
COLLAR PHILADELPHIA Med,201367,,$88.00 ,
COLLAR PHILADELPHIA SMALL,201366,,$88.00 ,
COLLAR STIFNECK ADULT,201375,,$55.00 ,
COLLAR STIFNECK BABY NO NECK,200188,,$100.00 ,
COLLAR STIFNECK PEDIATRIC,200189,,$55.00 ,
COLLECTION SET VACUUM,3200362,,$63.00 ,
COLORADO TICK FEVER IgG,7052039,86790,$145.00 ,
COLORADO TICK FEVER IgM,7052039,86790,$145.00 ,
"COLPORRHAPHY, SUTURE INJURY, VAGINA",57200,57200,"$3,415.00 ",
Common Ragweed Short (W1) IGE,7050475,86003,$17.00 ,
Common Sagebrush,7051565,86003,$17.00 ,
Complement C1q-Mayo,7052346,86160,$158.00 ,
Complement C3-Mayo,7052239,86160,$96.00 ,
Complement C4-Mayo,7052240,86160,$192.00 ,
Complement Total-Mayo,7052342,86162,$300.00 ,
"Complement, C3",7050320,86160,$188.00 ,
"Complement, C4",7050320,86160,$188.00 ,
"Complement, C5",7050320,86160,$56.00 ,
"Complement, Total CH50",7050326,86162,$180.00 ,
Complex Chronic Care Management (60 minutes with patient per month),99487,99487,$236.00 ,
Complex Chronic Care Management each add. 30 min. per month,99489,99489,$105.00 ,
Comprehensive Metabolic Panel,7051621,80053,$155.00 ,
Comprehensive Metabolic Panel,7050841,80053,$155.00 ,
Concentration,7100351,87015,$37.00 ,
CONCENTRATION INFECTIOUS AGENT,7052041,87015,$93.00 ,
"Concurrent Infusion, PEDs",6300122,96368,$87.00 ,
CONNECTION AO,3203862,,"$1,398.00 ",
CONNECTION MODIFIED TRINKLE,3203861,,"$1,398.00 ",
Consult Level 1 WC -> Patient Visit,99241,99241,$198.00 ,$240.00 
Consult Level 2 WC -> Patient Visit,99242,99242,$260.00 ,$308.00 
Consult Level 3 WC -> Patient Visit,99243,99243,$331.00 ,$390.00 
Consult Level 4 WC -> Patient Visit,99244,99244,$424.00 ,$509.00 
Consult Level 5 WC -> Patient Visit,99245,99245,$535.00 ,$644.00 
Consult Level I OP Wound Care,7460411,99211,,$240.00 
Consult Level I WC SMH -> Patient Visit,99241,99241,,$240.00 
Consult Level II OP Wound Care,7460412,99212,,$308.00 
Consult Level II WC SMH -> Patient Visit,99242,99242,,$308.00 
Consult Level III OP Wound Care,7460413,99213,,$390.00 
Consult Level IV OP Wound Care,7460414,99214,,$509.00 
Consult Level V OP Wound Care,7460415,99215,,$644.00 
Consultation Level I WC,7460416,99241,$192.00 ,
"Consultation Level I WC, SMH",7460411,99241,,$240.00 
Consultation Level II WC,7460816,99242,$252.00 ,
"Consultation Level II WC, SMH",7460412,99242,,$308.00 
Consultation Level III WC,7460817,99243,$321.00 ,
"Consultation Level III WC, SMH",7460413,99243,,$390.00 
Consultation Level IV WC,7460818,99244,$412.00 ,
"Consultation Level IV WC, SMH",7460414,99244,,$509.00 
Consultation Level V WC,7460819,99245,$520.00 ,
"Consultation Level V WC, SMH",7460415,99245,,$644.00 
CONSULTATION LVL 1,7590110,99241,,$218.00 
CONSULTATION LVL 2,7590111,99242,,$278.00 
CONSULTATION LVL 3,7590112,99243,,$354.00 
CONSULTATION LVL 4,7590113,99244,,$464.00 
CONSULTATION LVL 5,7590114,99245,,$586.00 
"Container, Evacuate 500ML",7601113,,$40.00 ,
CONTINOUS GLUCOSE MONITORING,6100166,95250,$376.00 ,
Continuous Bland Aerosol W/Oxygen/Air,7500253,94640,$313.00 ,
Continuous Passive Motion Site -> Left knee,7450251,,$236.00 ,
Continuous Passive Motion Site -> Right knee,7450251,,$236.00 ,
Continuous Pulse Oximetry Overnight - CPL,7500501,94762,$328.00 ,
CONTRAST BATH 15 MIN,43097034,97034,$67.00 ,
"CONTROL OF NASAL HEMORRHAGE, SUBSEQUENT POSTERIOR",30906,30906,$497.00 ,
CONTROL OROPHARYNGEAL HEMORRHAGE SIMPLE,42960,42960,$705.00 ,
Copper,7050328,82525,$31.00 ,
Copper Level 24 Hour Urine-Mayo,7052508,82525,$80.00 ,
Copper Level-Mayo,7052290,82525,$188.00 ,
Cord Blood pH Drawn -> Arterial,7050047,82803,$242.00 ,
Cord Blood pH Drawn -> Venous,7050047,82803,$242.00 ,
Cord Gases Arterial,7050047,82803,$270.00 ,
Cord Gases Venous,7050047,82803,$270.00 ,
Cord/Newborn ABO Typing,7100775,86900,$154.00 ,
Cord/Newborn Direct Coombs,7050101,86880,$86.00 ,
Cord/Newborn RH Typing,7050103,86901,$78.00 ,
Corn,7051566,86003,$17.00 ,
Corn (F8) IGE,7050475,86003,$17.00 ,
Corn F8,7050475,86003,$17.00 ,
Corn Smut,7051567,86003,$17.00 ,
"Corn-Food, IgE-Mayo",7052360,86003,$52.00 ,
Cortisol,7051004,82533,$135.00 ,
Cortisol 24 Hour Urine-Mayo,7052578,82530,$152.00 ,
CORTISOL BASELINE,7052079,80400,$113.00 ,
CORTISOL POST 30 MINUTES,7052080,82533,$113.00 ,
CORTISOL POST 60 MINUTES,7052081,82533,$113.00 ,
Cortisol Saliva-Mayo,7052594,82533,$135.00 ,
"Cortisol, Post Stimulation 30 Min.",7052083,82533,$135.00 ,
Cottonwood,7051568,86003,$17.00 ,
Cottonwood T14 IGE,7050475,86003,$17.00 ,
"Cough Initiated By -> Nasotracheal, left",7500036,31720,$278.00 ,
"Cough Initiated By -> Nasotracheal, right",7500036,31720,$278.00 ,
Cough Initiated By -> Tracheostomy,7500036,31720,$278.00 ,
COVER CHEST PAD,3200703,,$116.00 ,
COVER INTRAOPERATIVE Tranducer,4200259,,$66.00 ,
COVER INTRAOPERATIVE TRANDUCER,3200259,,$66.00 ,
COVER INTRAOPERATIVE TRANDUCER,200259,,$66.00 ,
Cow Dander,7051569,86003,$17.00 ,
COXSACKIE A10,7052073,86658,$42.00 ,
COXSACKIE A16,7052074,86658,$42.00 ,
COXSACKIE A2,7052069,86658,$42.00 ,
COXSACKIE A4,7052070,86658,$42.00 ,
COXSACKIE A7,7052071,86658,$42.00 ,
COXSACKIE A9,7052072,86658,$42.00 ,
COXSACKIE B1,7051755,86658,$42.00 ,
COXSACKIE B2,7051756,86658,$42.00 ,
COXSACKIE B3,7051757,86658,$42.00 ,
COXSACKIE B4,7051758,86658,$42.00 ,
COXSACKIE B5,7051759,86658,$42.00 ,
COXSACKIE B6,7051760,86658,$42.00 ,
CPAP/Bipap/Nightly,7500047,94660,"$1,158.00 ",
CPM Application and Instruction,7450251,,$248.00 ,
CPM MACHINE,7450251,,$248.00 ,
CPM SOFTGOODS KIT,7450252,,$131.00 ,
CPR SF,7055688,86140,$54.00 ,
CPT/Flutter Initial,7500104,94667,$189.00 ,
Crab IgE,7051865,86003,$17.00 ,
"Crab, IgE-Mayo",7055788,86003,$46.00 ,
CRAWFISH IgE,7051866,86003,$17.00 ,
C-Reactive Protein,7100441,86140,$23.00 ,
C-Reactive Protein,7052902,86140,$90.00 ,
C-Reactive Protein High Sensitivity,7050119,86141,$81.00 ,
CREAM MIADERM 4 OZ,201729,,$50.00 ,
Creatine Kinase,7050094,82550,$72.00 ,
Creatine Kinase (CK)-Mayo,7052330,82550,$50.00 ,
Creatine Kinase Isoenzyme Reflex-Mayo,7050094,82550,$72.00 ,
"CREATINE KINASE, ISOENZYMES",7052085,82552,$73.00 ,
"CREATINE, OTHER SOURCE",7055780,82570,$63.00 ,
Creatinine,7050077,82565,$48.00 ,
Creatinine,7050077,82565,$55.00 ,
Creatinine Clearance 24 Hour Urine,7050026,82575,$83.00 ,
Creatinine Urine,7050767,82570,$64.00 ,
"Creatinine, Urine",7050767,82570,$47.00 ,
CRICOTHYROTOMY,31605,31605,$612.00 ,
CRITICAL CARE 30-74 MINS,99291,99291,"$2,500.00 ",
CRITICAL CARE ADD 1/2 HR,99292,99292,$433.00 ,
Crossmatch AHG Tube,7053000,86922,$210.00 ,
Crossmatch Gel,7053000,86922,$210.00 ,
Crossmatch Gel Interp -> Compatible,7053000,86922,$210.00 ,
Crossmatch Immediate Spin Interpretation -> Compatible,7050103,86920,$210.00 ,
CRUTCH ADULT MEDIUM 62 IN X 70 IN,200110,,$94.00 ,
CRUTCH ADULT TALL 70 IN X 78 IN,200109,,$94.00 ,
CRUTCH YOUTH 54 IN x 62 IN,200111,,$94.00 ,
Cryoglobulin-Mayo,7052444,82595,$64.00 ,
Cryoprecipitate,7050393,P9012,"$1,044.00 ",
Cryptosporidium Antigen Stool-Mayo,7052419,87328,$32.00 ,
Crystal ID,7051311,89060,$55.00 ,
"Crystal Identification, Synovial Fluid-Mayo",7052526,89060,$205.00 ,
CSF Red Cell Count,7051468,89050,$53.00 ,
CT 3D Reconstruction.,7280075,76377,$563.00 ,
CT Abdomen Multiphase w/ and w/o Contras,7201565,74170,"$2,464.00 ",
CT Abdomen Multiphase w/ and w/o Contrast - Report,7201565,74170,,$341.00 
CT Abdomen w/ + w/o Contrast - Report,7270053,74170,,$356.00 
CT Abdomen w/ and w/o Contrast,7270053,74170,"$2,054.00 ",
CT Abdomen w/ Contrast,7270051,74160,"$2,279.00 ",
CT Abdomen w/ Contrast - Report,7270051,74160,,$366.00 
CT ABDOMEN W/CONTRAST,7270051,74160,"$2,279.00 ",$366.00 
CT Abdomen w/o Contrast,7270030,74150,"$1,844.00 ",
CT Abdomen w/o Contrast - Report,7270030,74150,,$379.00 
CT Abdomen/Pelvis Multiphase,7201660,74178,"$3,820.00 ",
CT Abdomen/Pelvis Multiphase - Report,7201660,74178,,$578.00 
CT Abdomen/Pelvis w/ and w/o Contrast,7280068,74178,"$3,820.00 ",
CT Abdomen/Pelvis w/ and w/o Contrast - Report,7280068,74178,,$578.00 
CT Abdomen/Pelvis w/ Contrast,7280067,74177,"$3,485.00 ",
CT Abdomen/Pelvis w/ Contrast - Report,7280067,74177,,$501.00 
CT Abdomen/Pelvis w/o Contrast,7280065,74176,"$2,959.00 ",
CT Abdomen/Pelvis w/o Contrast - Report,7280065,74176,,$489.00 
CT Ablation Liver Mass,7281556,47383,"$6,645.00 ",
CT Ablation Liver Mass - Report,7201378,78630,,$334.00 
CT Ablation Lung Mass,7281557,32998,"$5,048.00 ",
CT Ablation Lung Mass - Report,7281557,32998,,$334.00 
CT Ablation Ostoid Osteoma,7280032,20982,"$6,167.00 ",
CT Ablation Ostoid Osteoma - Report,7280032,20982,,$403.00 
CT Ablation Renal Mass,7201152,50592,"$6,645.00 ",
CT Abscess Aspiration,7280028,10160,$455.00 ,
CT Abscess Aspiration - Report,7280028,10160,,$299.00 
CT Abscess Or Cystogram,7280078,76080,$720.00 ,
CT Abscess Or Cystogram - Report,7280078,76080,,$203.00 
CT Angiography Abdomen,7270316,74175,"$2,471.00 ",
CT Angiography Abdomen - Report,7270316,74175,,$548.00 
CT Angiography Abdomen/Aorta w/ Run Off,7270342,75635,"$3,481.00 ",
CT Angiography Abdomen/Aorta w/ Run Off - Report,7270342,75635,,"$1,020.00 "
CT Angiography Abdomen/Pelvis,7280080,74174,"$3,788.00 ",
CT Angiography Abdomen/Pelvis - Report,7280080,74174,,$582.00 
CT Angiography Chest/Aorta,7201153,71275,"$2,560.00 ",
CT Angiography Chest/Aorta - Report,7201153,71275,,$478.00 
CT Angiography Chest/Pulmonary Artery,7270312,71275,"$2,560.00 ",
CT Angiography Chest/Pulmonary Artery - Report,7270312,71275,,$478.00 
CT Angiography Head,7270310,70496,"$2,189.00 ",
CT Angiography Head - Report,7270310,70496,,$448.00 
CT Angiography Lower Extremity Bilat,7275084,73706,"$4,767.00 ",
CT Angiography Lower Extremity Bilat - Report,7275084,73706,,$639.00 
CT Angiography Lower Extremity Left,7275086,73706,"$2,669.00 ",
CT Angiography Lower Extremity Left - Report,7275086,73706,,$425.00 
CT Angiography Lower Extremity Right,7275085,73706,"$2,669.00 ",
CT Angiography Lower Extremity Right - Report,7275085,73706,,$425.00 
CT Angiography Neck,7270311,70498,"$2,427.00 ",
CT Angiography Neck - Report,7270311,70498,,$448.00 
CT Angiography Pelvis,7270313,72191,"$2,441.00 ",
CT Angiography Pelvis - Report,7270313,72191,,$408.00 
CT Angiography Upper Extremity Bilat,7275081,73206,"$4,767.00 ",
CT Angiography Upper Extremity Bilat - Report,7275081,73206,,$830.00 
CT Angiography Upper Extremity Left,7275083,73206,"$2,669.00 ",
CT Angiography Upper Extremity Left - Report,7275083,73206,,$415.00 
CT Angiography Upper Extremity Right,7275082,73206,"$2,669.00 ",
CT Angiography Upper Extremity Right - Report,7275082,73206,,$415.00 
CT Ankle w/o Contrast Left,7201154,73700,"$1,758.00 ",
CT Ankle w/o Contrast Left - Report,7201154,73700,,$279.00 
CT Ankle w/o Contrast Right,7201155,73700,"$1,758.00 ",
CT Ankle w/o Contrast Right - Report,7201155,73700,,$279.00 
CT Biopsy Abdomen Mass,7201156,49180,"$2,180.00 ",
CT Biopsy Abdomen Mass - Report,7201156,49180,,"$1,055.00 "
CT Biopsy Bone Superficial,7201158,20220,"$1,989.00 ",
CT Biopsy Bone Superficial - Report,7201158,20220,,$560.00 
CT Biopsy Liver,7201159,47000,"$1,989.00 ",
CT Biopsy Liver - Report,7201159,47000,,$744.00 
CT Biopsy Lung Left,7201160,32405,"$1,670.00 ",
CT Biopsy Lung Left - Report,7201160,32405,,$505.00 
CT Biopsy Lung Right,7201161,32405,"$1,670.00 ",
CT Biopsy Lung Right - Report,7201161,32405,,$505.00 
CT Biopsy Muscle,7297371,20206,"$1,989.00 ",
CT Biopsy Muscle - Report,7297371,20206,,$560.00 
CT Biopsy Renal Left,7201162,50200,"$2,289.00 ",
CT Biopsy Renal Left - Report,7201162,50200,,$622.00 
CT Biopsy Renal Right,7201163,50200,"$2,289.00 ",
CT Biopsy Renal Right - Report,7201163,50200,,$622.00 
CT Biopsy Vertebra/Femur,7201164,20225,"$1,989.00 ",
CT Biopsy Vertebra/Femur - Report,7201164,20225,,"$1,273.00 "
CT Bone Length Studies Scanograms,7201078,77073,$163.00 ,
CT Bone Length Studies Scanograms - Report,7201078,77073,,$59.00 
CT Celiac Plexus Injection,7280076,64530,"$1,626.00 ",
CT Celiac Plexus Injection - Report,7280076,64530,,"$1,367.00 "
CT Celiac Plexus Neurolytic Injection,7275105,64680,"$1,874.00 ",
CT Celiac Plexus Neurolytic Injection - Report,7275105,64680,,"$1,142.00 "
CT Cervical Myelogram,7270027,72126,"$1,992.00 ",
CT Cervical Myelogram - Report,7270027,72126,,$329.00 
CT Colonography Diagnostic,7275107,74261,"$1,622.00 ",
CT Colonography Diagnostic - Report,7275107,74261,,$425.00 
CT Colonography Screening,7280048,74263,"$1,006.00 ",
CT Colonography Screening - Report,7280048,74263,,$442.00 
CT Coronary / Congenital,7280050,75573,"$1,628.00 ",
CT Coronary / Congenital - Report,7280050,75573,,$999.00 
CT Coronary / Functional Analysis,7280049,75572,"$2,118.00 ",
CT Coronary / Functional Analysis - Report,7280049,75572,,$696.00 
CT Coronary Angiogram,7270347,75574,"$1,912.00 ",
CT Coronary Angiogram - Report,7270347,75574,,$953.00 
CT Coronary Calcium Score,7275106,75571,$184.00 ,
CT Coronary Calcium Score - Report,7275106,75571,,$137.00 
CT Drainage Abscess/Cyst,7201165,49406,"$2,931.00 ",
CT Drainage Abscess/Cyst - Report,7201165,49406,,"$1,255.00 "
CT Drainage Liver,7201166,49180,"$2,180.00 ",
CT Drainage Liver - Report,7201166,49180,,"$1,055.00 "
CT Drainage Lung Left,7201167,32557,"$1,889.00 ",
CT Drainage Lung Left - Report,7201167,32557,,"$1,567.00 "
CT Drainage Lung Right,7201168,32557,$188.00 ,
CT Drainage Lung Right - Report,7201168,32557,,"$1,567.00 "
CT Drainage Peritoneal,7201169,49406,"$2,931.00 ",
CT Drainage Peritoneal - Report,7201169,49406,,$299.00 
CT Drainage Renal Bilateral,7201170,49180,"$2,180.00 ",
CT Drainage Renal Bilateral - Report,7201170,49180,,"$2,109.00 "
CT Drainage Renal Left,7201171,49180,"$2,180.00 ",
CT Drainage Renal Left - Report,7201171,49180,,"$1,055.00 "
CT Drainage Renal Right,7201172,49180,"$2,180.00 ",
CT Drainage Renal Right - Report,7201172,49180,,"$1,055.00 "
CT Drainage Retroperitoneal Abscess,7201173,,"$1,773.00 ",
CT Drainage Retroperitoneal Abscess - Report,7201173,,,"$1,567.00 "
CT Elbow w/o Contrast Left,7201174,73200,"$1,664.00 ",
CT Elbow w/o Contrast Left - Report,7201174,73200,,$285.00 
CT Elbow w/o Contrast Right,7201175,73200,"$1,664.00 ",
CT Elbow w/o Contrast Right - Report,7201175,73200,,$285.00 
CT Enterography,7270053,74177,"$3,485.00 ",
CT Enterography - Report,7270053,74177,,$356.00 
CT Epidural C/T Spine,7201176,62321,"$1,768.00 ",
CT Epidural C/T Spine - Report,7201176,62321,,$152.00 
CT Epidural L/S Spine,7201177,62322,"$1,768.00 ",
CT Epidural L/S Spine - Report,7201177,62322,,$147.00 
CT Facet Injection C/T,7280025,64490,"$1,509.00 ",
CT Facet Injection C/T - Report,7280025,64490,,"$1,024.00 "
CT Facet Injection C/T Spine 2Nd Level,7280056,64491,$815.00 ,$386.00 
CT Facet Injection C/T Spine 3rd Level,7201367,64492,$815.00 ,
CT Facet Injection C/T Spine 3rd Level,7201367,64492,$815.00 ,
CT Facet Injection L/S 2nd Level,7280071,64494,$815.00 ,
CT Facet Injection L/S 2nd Level - Report,7280071,64494,,$92.00 
CT Facet Injection L/S 3rd Level,7280058,64495,$815.00 ,
CT Facet Injection L/S 3rd Level - Report,7280058,64495,,$92.00 
CT Facet Injection L/S Spine,7280052,64493,"$1,844.00 ",
CT Facet Injection L/S Spine - Report,7280052,64493,,"$1,024.00 "
CT Facet Injection L/S Spine 2Nd Level,7280071,64494,$815.00 ,$386.00 
CT Facet Injection L/S Spine 3Rd Level,7280058,64495,$815.00 ,
CT Facet Injection L/S Spine 3Rd Level,7280058,64495,$815.00 ,
CT Femur w/o Contrast Left,7201178,73700,"$1,758.00 ",
CT Femur w/o Contrast Left - Report,7201178,73700,,$279.00 
CT Femur w/o Contrast Right,7201179,73700,"$1,758.00 ",
CT Femur w/o Contrast Right - Report,7201179,73700,,$279.00 
CT Fistula or Sinus Tract Abscess Study,7201389,76080,$720.00 ,
CT Fistula or Sinus Tract Abscess Study - Report,7201389,76080,,$203.00 
CT Foot w/o Contrast Left,7201180,73700,"$1,758.00 ",
CT Foot w/o Contrast Left - Report,7201180,73700,,$279.00 
CT Foot w/o Contrast Right,7201181,73700,"$1,758.00 ",
CT Foot w/o Contrast Right - Report,7201181,73700,,$279.00 
CT Forearm w/o Contrast Left,7201182,73200,"$1,664.00 ",
CT Forearm w/o Contrast Left - Report,7201182,73200,,$285.00 
CT Forearm w/o Contrast Right,7201183,73200,"$1,664.00 ",
CT Forearm w/o Contrast Right - Report,7201183,73200,,$285.00 
CT Guidance,7270055,77012,"$1,713.00 ",$118.00 
CT Guidance For Injection,7280031,77012,"$1,713.00 ",$118.00 
CT Guidance Tissue Ablation,7275111,77013,"$1,712.00 ",$114.00 
CT Guidance Vertebro/Kyphoplasty,7280061,,"$1,298.00 ",
CT Guided Ablation,7275111,77013,$256.00 ,
CT Hand w/o Contrast Left,7201184,73200,"$1,664.00 ",
CT Hand w/o Contrast Left - Report,7201184,73200,,$285.00 
CT Hand w/o Contrast Right,7201185,73200,"$1,664.00 ",
CT Hand w/o Contrast Right - Report,7201185,73200,,$285.00 
CT Head w/ and w/o Contrast,7270010,70470,"$2,225.00 ",
CT Head w/ and w/o Contrast - Report,7270010,70470,,$364.00 
CT Head w/ Contrast,7270008,70460,"$1,983.00 ",
CT Head w/ Contrast - Report,7270008,70460,,$323.00 
CT Head w/o Contrast,7270007,70450,"$1,561.00 ",
CT Head w/o Contrast - Report,7270007,70450,,$245.00 
CT Hip w/o Contrast Bilateral,7201186,73700,"$3,520.00 ",
CT Hip w/o Contrast Bilateral - Report,7201186,73700,,$558.00 
CT Hip w/o Contrast Left,7201187,73700,"$1,758.00 ",
CT Hip w/o Contrast Left - Report,7201187,73700,,$279.00 
CT Hip w/o Contrast Right,7201188,73700,"$1,758.00 ",
CT Hip w/o Contrast Right - Report,7201188,73700,,$279.00 
CT Holst Abd/Pelvis,7201395,74178,"$3,820.00 ",
CT Holst Abd/Pelvis - Report,7201395,74178,,$578.00 
CT Humerus w/o Contrast Left,7201189,73200,"$1,664.00 ",
CT Humerus w/o Contrast Left - Report,7201189,73200,,$285.00 
CT Humerus w/o Contrast Right,7201190,73200,"$1,664.00 ",
CT Humerus w/o Contrast Right - Report,7201190,73200,,$285.00 
CT Knee w/o Contrast Bilateral,7201191,73700,"$3,520.00 ",
CT Knee w/o Contrast Bilateral - Report,7201191,73700,,$558.00 
CT Knee w/o Contrast Left,7201192,73700,"$1,758.00 ",
CT Knee w/o Contrast Left - Report,7201192,73700,,$279.00 
CT Knee w/o Contrast Right,7201193,73700,"$1,758.00 ",
CT Knee w/o Contrast Right - Report,7201193,73700,,$279.00 
CT Kyphoplasty Added Level T/L Spine,7201365,22515,"$2,294.00 ",$254.00 
CT Kyphoplasty Lumbar,7201194,22514,"$14,737.00 ",
CT Kyphoplasty Thoracic,7201195,22513,"$9,517.00 ",
CT Limited Or Localized F/U Study,7270187,76380,"$1,111.00 ",$378.00 
CT Low Dose Lung Screening,7201458,,$417.00 ,
CT Low Dose Lung Screening - Report,7201458,G0297,,$174.00 
CT Lower Extremity w/ and w/o Cont Left,7275080,73702,"$2,380.00 ",
CT Lower Extremity w/ and w/o Cont Right,7275079,73702,"$2,380.00 ",
CT Lower Extremity w/ and w/o Contrast Left - Report,7275080,73702,,$318.00 
CT Lower Extremity w/ and w/o Contrast Right - Report,7275079,73702,,$318.00 
CT Lower Extremity w/ Contrast Bilat,7275075,73701,"$3,666.00 ",
CT Lower Extremity w/ Contrast Bilat - Report,7275075,73701,,$558.00 
CT Lower Extremity w/ Contrast Left,7275077,73701,"$2,122.00 ",
CT Lower Extremity w/ Contrast Left - Report,7275077,73701,,$279.00 
CT Lower Extremity w/ Contrast Right,7275076,73701,"$2,122.00 ",
CT Lower Extremity w/ Contrast Right - Report,7275076,73701,,$279.00 
CT Lower Extremity w/o Contrast Bilat,7275072,73700,"$3,520.00 ",
CT Lower Extremity w/o Contrast Bilat - Report,7275072,73700,,$558.00 
CT Lower Extremity w/o Contrast Left,7275074,73700,"$1,758.00 ",
CT Lower Extremity w/o Contrast Left - Report,7275074,73700,,$279.00 
CT Lower Extremity w/o Contrast Right,7275073,73700,"$1,758.00 ",
CT Lower Extremity w/o Contrast Right - Report,7275073,73700,,$279.00 
CT Lumbar Myelogram,7280041,72132,"$2,419.00 ",
CT Lumbar Myelogram - Report,7280041,72132,,$320.00 
CT Lumbar Puncture,7201129,62270,$741.00 ,
CT Lumbar Puncture - Report,7201129,62270,,$557.00 
CT Maxillofacial w/ and w/o Contrast,7270019,70488,"$2,786.00 ",
CT Maxillofacial w/ and w/o Contrast - Report,7270019,70488,,$402.00 
CT Maxillofacial w/ Contrast,7270317,70487,"$2,533.00 ",
CT Maxillofacial w/ Contrast - Report,7270317,70487,,$365.00 
CT Maxillofacial w/o Contrast,7201377,70486,"$1,705.00 ",
CT Maxillofacial w/o Contrast - Report,7201377,70486,,$336.00 
CT Orbit/Sella w/ and w/o Contrast,7270015,70482,"$2,135.00 ",
CT Orbit/Sella w/ and w/o Contrast - Report,7270015,70482,,$410.00 
CT Orbit/Sella w/Contrast,7201566,70481,"$1,680.00 ",
CT Orbit/Sella w/Contrast - Report,7201566,70481,,$410.00 
CT Orbit/Sella w/o Contrast,7270013,70480,"$1,210.00 ",
CT Orbit/Sella w/o Contrast - Report,7270013,70480,,$383.00 
CT Paravertebral Sympathetic L/S,7280062,64520,"$1,328.00 ",
CT Paravertebral Sympathetic L/S - Report,7280062,64520,,"$1,367.00 "
CT Pediatric Sinus,7280082,70486,"$1,210.00 ",
CT Pediatric Sinus - Report,7280082,70486,,$336.00 
CT Pelvis w/ and w/o Contrast,7270043,72194,"$2,235.00 ",
CT Pelvis w/ and w/o Contrast - Report,7270043,72194,,$298.00 
CT Pelvis w/ Contrast,7270042,72193,"$2,035.00 ",
CT Pelvis w/ Contrast - Report,7270042,72193,,$280.00 
