Mineral Community Hospital Chargemaster as of 1/1/2022,,,,,,,,,,,,
"Provided by Mineral Community Hospital, 1208 6th Ave East, Superior MT  59872",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Department,Charge Master Code,Plain Language Description,Revenue Code,HCPCS Code,Standard Price,Discounted Cash Price,Allegiance,PacificSoursce,FirstChoiceHealthNetwork,MountainHealthCoop,De-Identified Min Negotiated Charge,De-Identified Max Negotiated Charge
CC-Lab,685014,HEMATOCRIT,300,85014,33.24,26.59,30.58,31.58,31.58,31.58,30.58,33.24
CC-Lab,685018,HGB HEMOGLOBIN,300,85018,28.41,22.73,26.14,26.99,26.99,26.99,26.14,28.41
CC-Lab,685025,CBC WITH AUTO DIFF,300,85025,88.51,70.81,81.43,84.08,84.08,84.08,81.43,88.51
CC-Lab,685027,CBC WITHOUT DIFF (HEMOGRAM),300,85027,64.21,51.37,59.07,61,61,61,59.07,64.21
CC-Lab,685041,R.B.C.,300,85041,45.74,36.59,42.08,43.45,43.45,43.45,42.08,45.74
CC-Lab,685045,AUTOMATED,300,85045,56.25,45,51.75,53.44,53.44,53.44,51.75,56.25
CC-Lab,685048,WBC  FLUID,300,85048,52.56,42.05,48.36,49.93,49.93,49.93,48.36,52.56
CC-Lab,685049,PLATELET COUNT,300,85049,60.8,48.64,55.94,57.76,57.76,57.76,55.94,60.8
CC-Lab,685220,FACTOR V,300,85220,341.51,273.21,314.19,324.43,324.43,324.43,314.19,341.51
CC-Lab,685240,FACTOR VIII,300,85240,232.4,185.92,213.81,220.78,220.78,220.78,213.81,232.4
CC-Lab,685245,VON WILLEBRAND FACTOR ACTIVITY,300,85245,189.79,151.83,174.61,180.3,180.3,180.3,174.61,189.79
CC-Lab,685246,VON WILLDEBRAND FACTOR ANTIGEN,300,85246,219.33,175.46,201.78,208.36,208.36,208.36,201.78,219.33
CC-Lab,685250,FACTOR IX ACTIVITY,300,85250,42.27,33.82,38.89,40.16,40.16,40.16,38.89,42.27
CC-Lab,685291,"FACTOR XIII, QUALITATIVE",300,85291,123.6,98.88,113.71,117.42,117.42,117.42,113.71,123.6
CC-Lab,685300,ANTI-THROMBIN III,300,85300,206.25,165,189.75,195.94,195.94,195.94,189.75,206.25
CC-Lab,685301,ANTITHROMBIN  III ANTIGEN,300,85301,206.25,165,189.75,195.94,195.94,195.94,189.75,206.25
CC-Lab,685302,PROTEIN C,300,85302,228.13,182.5,209.88,216.72,216.72,216.72,209.88,228.13
CC-Lab,685303,PROTEIN C ACTIVITY,300,85303,203.44,162.75,187.16,193.27,193.27,193.27,187.16,203.44
CC-Lab,685305,PROTEIN S,300,85305,168.2,134.56,154.74,159.79,159.79,159.79,154.74,168.2
CC-Lab,685306,PROTEIN S ACTIVITY,300,85306,259.69,207.75,238.91,246.71,246.71,246.71,238.91,259.69
CC-Lab,685307,ACTIVATED PROTEIN C (APC) RESISTANCE ASSAY,300,85307,0,0,0,0,0,0,0,0
CC-Lab,685362,F.D.P.-SCREEN,300,85362,59.67,47.74,54.9,56.69,56.69,56.69,54.9,59.67
CC-Lab,685378,D-DIMER,300,85378,121.29,97.03,111.59,115.23,115.23,115.23,111.59,121.29
CC-Lab,685379,D-DIMER QUANTITATIVE,300,85379,92.34,73.87,84.95,87.72,87.72,87.72,84.95,92.34
CC-Lab,685384,FIBRINOGEN,300,85384,119.05,95.24,109.53,113.1,113.1,113.1,109.53,119.05
CC-Lab,685420,PLASMINOGEN,300,85420,123.87,99.1,113.96,117.68,117.68,117.68,113.96,123.87
CC-Lab,685549,"LYSOZYME, SERUM",300,85549,50.26,40.21,46.24,47.75,47.75,47.75,46.24,50.26
CC-Lab,685597,PLATELET NEUTRALIZATION,300,85597,382.49,305.99,351.89,363.37,363.37,363.37,351.89,382.49
CC-Lab,685598,HEXAGONAL PHASE PHOSPHOLIPID,300,85598,67.84,54.27,62.41,64.45,64.45,64.45,62.41,67.84
CC-Lab,685610,PROTHROMBIN TIME,300,85610,66.2,52.96,60.9,62.89,62.89,62.89,60.9,66.2
CC-Lab,685611,PROTIME PLASMA,300,85611,44.53,35.62,40.97,42.3,42.3,42.3,40.97,44.53
CC-Lab,685613,DRVVT RUSS VIPER VENOM TIME  DILUT,300,85613,165.07,132.06,151.86,156.82,156.82,156.82,151.86,165.07
CC-Lab,685635,REPTILASE TEST,300,85635,51.71,41.37,47.57,49.12,49.12,49.12,47.57,51.71
CC-Lab,685651,SEDIMENTATION RATE (ESR),300,85651,50.28,40.22,46.26,47.77,47.77,47.77,46.26,50.28
CC-Lab,685670,THROMBIN TIME PLASMA,300,85670,50,40,46,47.5,47.5,47.5,46,50
CC-Lab,685705,LUPUS ANTICOAGULANT,300,85705,111.94,89.55,102.98,106.34,106.34,106.34,102.98,111.94
CC-Lab,685730,PTT,300,85730,100.01,80.01,92.01,95.01,95.01,95.01,92.01,100.01
CC-Lab,685732,THROMBOPLASTIN PLASMA FRACTIONS,300,85732,51.71,41.37,47.57,49.12,49.12,49.12,47.57,51.71
CC-Lab,686000,ROCKY MT SPOTTED FEVER-ID PROFILE,300,86000,179.85,143.88,165.46,170.86,170.86,170.86,165.46,179.85
CC-Lab,686003,ALLERGEN TESTING EACH,300,86003,23.01,18.41,21.17,21.86,21.86,21.86,21.17,23.01
CC-Lab,686021,ANTIBODY ID; LEUKOCYTE ANTIBODIES,300,86021,396.05,316.84,364.37,376.25,376.25,376.25,364.37,396.05
CC-Lab,686038,ANA,300,86038,95.07,76.06,87.46,90.32,90.32,90.32,87.46,95.07
CC-Lab,686060,ASO TITER,300,86060,22.55,18.04,20.75,21.42,21.42,21.42,20.75,22.55
CC-Lab,686063,ASO-STREPTOZYME,300,86063,123.58,98.86,113.69,117.4,117.4,117.4,113.69,123.58
CC-Lab,686140,C-REACTIVE PROTEIN,300,86140,121.6,97.28,111.87,115.52,115.52,115.52,111.87,121.6
CC-Lab,686141,CRP HIGHLY SENSITIVE,300,86141,107.11,85.69,98.54,101.75,101.75,101.75,98.54,107.11
CC-Lab,686146,BETA 2 GLYCOPROTEIN I ANTIBODY EAC,300,86146,109.38,87.5,100.63,103.91,103.91,103.91,100.63,109.38
CC-Lab,686147,ANTICARDIOLIPIN ANTIBODY,300,86147,196.89,157.51,181.14,187.05,187.05,187.05,181.14,196.89
CC-Lab,686148,ANTIPHOSPHOLIPID ANTIBODY,300,86148,174.44,139.55,160.48,165.72,165.72,165.72,160.48,174.44
CC-Lab,686157,COLD AGGLUTINTS  TITER,300,86157,92.62,74.1,85.21,87.99,87.99,87.99,85.21,92.62
CC-Lab,686160,COMPLEMENT EACH COMPONENT,300,86160,97.85,78.28,90.02,92.96,92.96,92.96,90.02,97.85
CC-Lab,686162,COMPLEMENT TOTAL,300,86162,279,223.2,256.68,265.05,265.05,265.05,256.68,279
CC-Lab,686200,CYCLIC CITRULLINATED PEPTIDE CCP,300,86200,129.28,103.42,118.94,122.82,122.82,122.82,118.94,129.28
CC-Lab,686215,ANTI-DNASE B ANTIBODIES,300,86215,40.43,32.34,37.2,38.41,38.41,38.41,37.2,40.43
CC-Lab,686225,ANTI-DNA ANTIBODY D.S. OR NATIVE,300,86225,152,121.6,139.84,144.4,144.4,144.4,139.84,152
CC-Lab,686226,"ANTI-DNA ANTIBODIES, IGG",300,86226,59.14,47.31,54.41,56.18,56.18,56.18,54.41,59.14
CC-Lab,686235,ENA  ANTIBODY TO ANY METHOD EACH,300,86235,136.65,109.32,125.72,129.82,129.82,129.82,125.72,136.65
CC-Lab,686255,ANTIGLOMERULAR BASEMENT MEMBRANE,300,86255,190.35,152.28,175.12,180.83,180.83,180.83,175.12,190.35
CC-Lab,686256,ANTI NUCLEAR CYTOPLASMIC ANTIBODY (ANCA) TITER,300,86256,54.64,43.71,50.27,51.91,51.91,51.91,50.27,54.64
CC-Lab,686300,CA -27-29,300,86300,183.82,147.06,169.11,174.63,174.63,174.63,169.11,183.82
CC-Lab,686301,CA-19-9,300,86301,160.09,128.07,147.28,152.09,152.09,152.09,147.28,160.09
CC-Lab,686304,CA-125,300,86304,92.34,73.87,84.95,87.72,87.72,87.72,84.95,92.34
CC-Lab,686308,MONO SPOT,300,86308,73.29,58.63,67.43,69.63,69.63,69.63,67.43,73.29
CC-Lab,686316,CA 19-9,300,86316,131.25,105,120.75,124.69,124.69,124.69,120.75,131.25
CC-Lab,686317,HEPATITIS B SURFACE ANTIBODY,300,86317,99.25,79.4,91.31,94.29,94.29,94.29,91.31,99.25
CC-Lab,686320,IMMUNOELECTROPHORESIS;SERUM,300,86320,332.12,265.7,305.55,315.51,315.51,315.51,305.55,332.12
CC-Lab,686334,IMMUNOFIXATION SERUM,300,86334,221.6,177.28,203.87,210.52,210.52,210.52,203.87,221.6
CC-Lab,686335,IMMUNOFIXATION URINE,300,86335,221.6,177.28,203.87,210.52,210.52,210.52,203.87,221.6
CC-Lab,686337,INSULIN ANTIBODY,300,86337,356.27,285.02,327.77,338.46,338.46,338.46,327.77,356.27
CC-Lab,686376,THYROID ANTIBODY,300,86376,118.45,94.76,108.97,112.53,112.53,112.53,108.97,118.45
CC-Lab,686430,RHEUMATOID FACTOR,300,86430,64.49,51.59,59.33,61.27,61.27,61.27,59.33,64.49
CC-Lab,686431,RHEUMATOID FACTOR;QUANTITATIVE,300,86431,79.27,63.42,72.93,75.31,75.31,75.31,72.93,79.27
CC-Lab,686480,QUANTIFERON GOLD TESTING,300,86480,243.34,194.67,223.87,231.17,231.17,231.17,223.87,243.34
CC-Lab,686592,RPR,300,86592,39,31.2,35.88,37.05,37.05,37.05,35.88,39
CC-Lab,686593,"QUANT""",300,86593,71.6,57.28,65.87,68.02,68.02,68.02,65.87,71.6
CC-Lab,686603,ADENOVIRUS,300,86603,88.08,70.46,81.03,83.68,83.68,83.68,81.03,88.08
CC-Lab,686606,ASPERGILLUS,300,86606,150.3,120.24,138.28,142.79,142.79,142.79,138.28,150.3
CC-Lab,686611,CATSCRATCH FEVER/BARTONELLA ANTIBD,300,86611,131.83,105.46,121.28,125.24,125.24,125.24,121.28,131.83
CC-Lab,686615,PERTUSSIS  ANTIBODY,300,86615,102.57,82.06,94.36,97.44,97.44,97.44,94.36,102.57
CC-Lab,686618,LYME DISEASE,300,86618,29.32,23.46,26.97,27.85,27.85,27.85,26.97,29.32
CC-Lab,686622,BRUCELLA ANTIBODIES,300,86622,103.7,82.96,95.4,98.52,98.52,98.52,95.4,103.7
CC-Lab,686631,CHLAMYDIA/BLOOD,300,86631,175.01,140.01,161.01,166.26,166.26,166.26,161.01,175.01
CC-Lab,686632,CHLAMYDIA ANTIBODY IGM,300,86632,171.04,136.83,157.36,162.49,162.49,162.49,157.36,171.04
CC-Lab,686635,COCCIDIOMYCOSSIS TITER,300,86635,184.1,147.28,169.37,174.9,174.9,174.9,169.37,184.1
CC-Lab,686644,CYTOMEGALOVIRUS CMV AB IGG,300,86644,114.22,91.38,105.08,108.51,108.51,108.51,105.08,114.22
CC-Lab,686645,CYTOMEMALOVIRUS CMV AB IGM,300,86645,114.22,91.38,105.08,108.51,108.51,108.51,105.08,114.22
CC-Lab,686658,ECHO VIRUS TITER,300,86658,267.06,213.65,245.7,253.71,253.71,253.71,245.7,267.06
CC-Lab,686663,EPSTEIN BARR EARLY ANTIGEN,300,86663,88.64,70.91,81.55,84.21,84.21,84.21,81.55,88.64
CC-Lab,686664,EPSTEIN-BARR VIRUS-EBNA,300,86664,219.62,175.7,202.05,208.64,208.64,208.64,202.05,219.62
CC-Lab,686665,EPSTEIN BARR VIRUS-VCA,300,86665,117.9,94.32,108.47,112.01,112.01,112.01,108.47,117.9
CC-Lab,686668,FRANCISELLA TULARENSIS,300,86668,180.4,144.32,165.97,171.38,171.38,171.38,165.97,180.4
CC-Lab,686677,H PYLORI IGG  IGA  IGM AB,300,86677,136.37,109.1,125.46,129.55,129.55,129.55,125.46,136.37
CC-Lab,686689,WESTERN BLOT,300,86689,136.09,108.87,125.2,129.29,129.29,129.29,125.2,136.09
CC-Lab,686694,HERPES VIRUS,300,86694,143.19,114.55,131.73,136.03,136.03,136.03,131.73,143.19
CC-Lab,686695,ANTIBODY HERPES SIMPLEX TYPE 1,300,86695,135.52,108.42,124.68,128.74,128.74,128.74,124.68,135.52
CC-Lab,686696,ANTIBODY HERPES SIMPLEX TYPE 2,300,86696,140.07,112.06,128.86,133.07,133.07,133.07,128.86,140.07
CC-Lab,686702,HIV-2 ANTIBODIES(EIA),300,86702,177.03,141.62,162.87,168.18,168.18,168.18,162.87,177.03
CC-Lab,686703,HIV 1&2 VIRAL SEROLOGY,300,86703,102.57,82.06,94.36,97.44,97.44,97.44,94.36,102.57
CC-Lab,686704,HEPATITIS B-CORE ANTIBODY,300,86704,191.78,153.42,176.44,182.19,182.19,182.19,176.44,191.78
CC-Lab,686705,HEPATITIS B CORE ANTIBODY,300,86705,45.87,36.7,42.2,43.58,43.58,43.58,42.2,45.87
CC-Lab,686706,HEPATITIS B SURFACE ANTIBODY,300,86706,62.85,50.28,57.82,59.71,59.71,59.71,57.82,62.85
CC-Lab,686707,HEPITITIS BE ANTIBODY,300,86707,22.94,18.35,21.1,21.79,21.79,21.79,21.1,22.94
CC-Lab,686708,HEPATITIS A ANTIBODY,300,86708,157.11,125.69,144.54,149.25,149.25,149.25,144.54,157.11
CC-Lab,686709,"IGM""",300,86709,46.79,37.43,43.05,44.45,44.45,44.45,43.05,46.79
CC-Lab,686713,LEGIONELLA,300,86713,177.01,141.61,162.85,168.16,168.16,168.16,162.85,177.01
CC-Lab,686735,MUMPS,300,86735,196.61,157.29,180.88,186.78,186.78,186.78,180.88,196.61
CC-Lab,686738,MYCOPLASMA PNEUMONIA IGM,300,86738,40.98,32.78,37.7,38.93,38.93,38.93,37.7,40.98
CC-Lab,686747,PARVOVIRUS,300,86747,52.99,42.39,48.75,50.34,50.34,50.34,48.75,52.99
CC-Lab,686756,RSV AB EACH,300,86756,82.68,66.14,76.07,78.55,78.55,78.55,76.07,82.68
CC-Lab,686762,RUBELLA,300,86762,69.38,55.5,63.83,65.91,65.91,65.91,63.83,69.38
CC-Lab,686765,RUBEOLA,300,86765,238.08,190.46,219.03,226.18,226.18,226.18,219.03,238.08
CC-Lab,686769,SARS - COV 2 ANTIBODY,300,86769,69.14,55.31,63.61,65.68,65.68,65.68,63.61,69.14
CC-Lab,686777,TOXOPLASMA,300,86777,128.7,102.96,118.4,122.27,122.27,122.27,118.4,128.7
CC-Lab,686780,TREPONEMA  ANTIBODY,300,86780,67.9,54.32,62.47,64.51,64.51,64.51,62.47,67.9
CC-Lab,686787,VARICELLA ZOSTER ANTIBODY EACH,300,86787,115.35,92.28,106.12,109.58,109.58,109.58,106.12,115.35
CC-Lab,686788,ANTIBODY; WEST NILE VIRUS IGM,300,86788,224.16,179.33,206.23,212.95,212.95,212.95,206.23,224.16
CC-Lab,686789,ANTIBODY; WEST NILE VIRUS IGG,300,86789,224.16,179.33,206.23,212.95,212.95,212.95,206.23,224.16
CC-Lab,686790,WEST NILE VIRUS TEST,300,86790,294.5,235.6,270.94,279.78,279.78,279.78,270.94,294.5
CC-Lab,686800,THYROGLOBULIN ANTIBODY,300,86800,105.69,84.55,97.23,100.41,100.41,100.41,97.23,105.69
CC-Lab,686803,HEPATITIS C,300,86803,136.22,108.98,125.32,129.41,129.41,129.41,125.32,136.22
CC-Lab,686804,HEPATITIS C CONFIRMATION,300,86804,412.8,330.24,379.78,392.16,392.16,392.16,379.78,412.8
CC-Lab,686807,SERUM SCREENING CYTOTOXIC PRA,300,86807,396.05,316.84,364.37,376.25,376.25,376.25,364.37,396.05
CC-Lab,686812,HLA B27,300,86812,"1,002.90",802.32,922.67,952.76,952.76,952.76,922.67,1002.9
CC-Lab,686850,ANTIBODY SCREEN (IAT),300,86850,107.11,85.69,98.54,101.75,101.75,101.75,98.54,107.11
CC-Lab,686870,ANTIBODY IDENTIFICATION,300,86870,282.13,225.7,259.56,268.02,268.02,268.02,259.56,282.13
CC-Lab,686880,DIRECT COOMBS,300,86880,80.97,64.78,74.49,76.92,76.92,76.92,74.49,80.97
CC-Lab,686886,ANTIBODY TITER,300,86886,115.92,92.74,106.65,110.12,110.12,110.12,106.65,115.92
CC-Lab,686900,GROUP/BLOOD TYPING;ABO,300,86900,56.65,45.32,52.12,53.82,53.82,53.82,52.12,56.65
CC-Lab,686901,BLOOD TYPING RHO-(D)ONLY,300,86901,56.65,45.32,52.12,53.82,53.82,53.82,52.12,56.65
CC-Lab,686902,BLOOD TYPE ANTIGEN DONOR EACH,300,86902,166.2,132.96,152.9,157.89,157.89,157.89,152.9,166.2
CC-Lab,686905,BLOOD TYPING RBC ANTIGENS EACH,300,86905,69.32,55.46,63.77,65.85,65.85,65.85,63.77,69.32
CC-Lab,686906,BLOOD TYPING RH PHENOTYPE COMPLETE,300,86906,117.9,94.32,108.47,112.01,112.01,112.01,108.47,117.9
CC-Lab,686922,CROSSMATCH PER UNIT,300,86922,180.25,144.2,165.83,171.24,171.24,171.24,165.83,180.25
CC-Lab,687015,SPECIMENT CONCENTRATION,300,87015,73.01,58.41,67.17,69.36,69.36,69.36,67.17,73.01
CC-Lab,687040,BLOOD CULTURE,300,87040,157.11,125.69,144.54,149.25,149.25,149.25,144.54,157.11
CC-Lab,687045,STOOL CULTURE,300,87045,40.74,32.59,37.48,38.7,38.7,38.7,37.48,40.74
CC-Lab,687046,CULTURE CAMPYLOBACTER,300,87046,64.21,51.37,59.07,61,61,61,59.07,64.21
CC-Lab,687070,ROUTINE CULTURE NOT URINE,300,87070,81.55,65.24,75.03,77.47,77.47,77.47,75.03,81.55
CC-Lab,687075,ANAEROBIC CULTURE,300,87075,124.16,99.33,114.23,117.95,117.95,117.95,114.23,124.16
CC-Lab,687076,ORGANISM ID ANAEROBIC BACTERIA,300,87076,120.75,96.6,111.09,114.71,114.71,114.71,111.09,120.75
CC-Lab,687077,ORGANISM ID,300,87077,66.2,52.96,60.9,62.89,62.89,62.89,60.9,66.2
CC-Lab,687081,CAMPYLOBACTER SCREENING,300,87081,64.49,51.59,59.33,61.27,61.27,61.27,59.33,64.49
CC-Lab,687086,CULTURE URINE,300,87086,116.48,93.18,107.16,110.66,110.66,110.66,107.16,116.48
CC-Lab,687088,URINE PRESUMPTIVE ID BACTERIA,300,87088,100.29,80.23,92.27,95.28,95.28,95.28,92.27,100.29
CC-Lab,687101,CULTURE FUNGI,300,87101,140.64,112.51,129.39,133.61,133.61,133.61,129.39,140.64
CC-Lab,687106,ORGANISM ID YEAST,300,87106,105.12,84.1,96.71,99.86,99.86,99.86,96.71,105.12
CC-Lab,687107,MOLD ID,300,87107,124.72,99.78,114.74,118.48,118.48,118.48,114.74,124.72
CC-Lab,687109,MYCOPLASMA/UREAPLASMA CULTURE,300,87109,292.36,233.89,268.97,277.74,277.74,277.74,268.97,292.36
CC-Lab,687110,CULTURE CHLAMYDIA ANY SOURCE,300,87110,0,0,0,0,0,0,0,0
CC-Lab,687116,"AFB""",300,87116,242.63,194.1,223.22,230.5,230.5,230.5,223.22,242.63
CC-Lab,687118,MYCOBACTERIA ID (87118),300,87118,580.71,464.57,534.25,551.67,551.67,551.67,534.25,580.71
CC-Lab,687140,CHLAMYDIA CULTURE TYPING,300,87140,0,0,0,0,0,0,0,0
CC-Lab,687147,MRSA ID - RAPID,300,87147,44.56,35.65,41,42.33,42.33,42.33,41,44.56
CC-Lab,687149,ORGANIMS ID BY DNA PROBE (87149),300,87149,392.64,314.11,361.23,373.01,373.01,373.01,361.23,392.64
CC-Lab,687177,OVA & PARASITES CONCENTRATION,300,87177,61.37,49.1,56.46,58.3,58.3,58.3,56.46,61.37
CC-Lab,687181,SENSITIVITY AGAR DILUTION (87181),300,87181,109.95,87.96,101.15,104.45,104.45,104.45,101.15,109.95
CC-Lab,687184,"REFLEX TEST""",300,87184,78.98,63.18,72.66,75.03,75.03,75.03,72.66,78.98
CC-Lab,687186,SENSITIVITIES,300,87186,100.01,80.01,92.01,95.01,95.01,95.01,92.01,100.01
CC-Lab,687188,SENSITIVITY BOTH DILUTION (87188),300,87188,78.98,63.18,72.66,75.03,75.03,75.03,72.66,78.98
CC-Lab,687205,SMEAR  STAIN & INTERP,300,87205,44.04,35.23,40.52,41.84,41.84,41.84,40.52,44.04
CC-Lab,687206,AFB SMEAR,300,87206,63.07,50.46,58.02,59.92,59.92,59.92,58.02,63.07
CC-Lab,687207,SMEAR SPECIAL STAIN,300,87207,296.9,237.52,273.15,282.06,282.06,282.06,273.15,296.9
CC-Lab,687209,TRICHROM  OVA & PARASITES,300,87209,61.37,49.1,56.46,58.3,58.3,58.3,56.46,61.37
CC-Lab,687210,WET PREP FOR WBC,300,87210,40.91,32.73,37.64,38.86,38.86,38.86,37.64,40.91
CC-Lab,687220,KOH WET MOUNT SKIN HAIR TISSUE,300,87220,64.21,51.37,59.07,61,61,61,59.07,64.21
CC-Lab,687230,C DIFFICILE TOXIN,300,87230,139.49,111.59,128.33,132.52,132.52,132.52,128.33,139.49
CC-Lab,687252,VIRUS CULTURE,306,87252,407.98,326.38,375.34,387.58,387.58,387.58,375.34,407.98
CC-Lab,687254,VIRAL SHELL VIAL CULTURE,300,87254,98.9,79.12,90.99,93.96,93.96,93.96,90.99,98.9
CC-Lab,687255,HERPES CULTURE,300,87255,316.61,253.29,291.28,300.78,300.78,300.78,291.28,316.61
CC-Lab,687265,DIRECT SLIDE B. PERTUSSIS,300,87265,117.9,94.32,108.47,112.01,112.01,112.01,108.47,117.9
CC-Lab,687328,CRYPTOSPORDIUM,300,87328,61.43,49.14,56.52,58.36,58.36,58.36,56.52,61.43
CC-Lab,687329,GIARDIA LAMBLIA AG,300,87329,33.09,26.47,30.44,31.44,31.44,31.44,30.44,33.09
CC-Lab,687338,FECAL ANTIGEN/HYPYLORI,300,87338,118.45,94.76,108.97,112.53,112.53,112.53,108.97,118.45
CC-Lab,687340,HEPATITIS B-SURFACE ANTIGEN,300,87340,88.6,70.88,81.51,84.17,84.17,84.17,81.51,88.6
CC-Lab,687341,HBSAG NEUTERALIZATION,300,87341,208.83,167.06,192.12,198.39,198.39,198.39,192.12,208.83
CC-Lab,687350,HEPITITIS BE ANTIGEN,300,87350,22.94,18.35,21.1,21.79,21.79,21.79,21.1,22.94
CC-Lab,687389,HIV AG/AB,300,87389,36.05,28.84,33.17,34.25,34.25,34.25,33.17,36.05
CC-Lab,687400,INFLUENZA A&B,300,87400,221.54,177.23,203.82,210.46,210.46,210.46,203.82,221.54
CC-Lab,687420,RSV AG,300,87420,149.7,119.76,137.72,142.22,142.22,142.22,137.72,149.7
CC-Lab,687425,ROTAVIRUS,300,87425,255.41,204.33,234.98,242.64,242.64,242.64,234.98,255.41
CC-Lab,687449,LEGIONELLA SEROGROUP,300,87449,51.29,41.03,47.19,48.73,48.73,48.73,47.19,51.29
CC-Lab,687480,"DIRECT PROBE""",300,87480,98.3,78.64,90.44,93.39,93.39,93.39,90.44,98.3
CC-Lab,687491,CHLAMYDIA AMPLIFIED DETECTION,300,87491,20.37,16.3,18.74,19.35,19.35,19.35,18.74,20.37
CC-Lab,687493,C DIFF BY PCR,300,87493,118.76,95.01,109.26,112.82,112.82,112.82,109.26,118.76
CC-Lab,687496,CYTOMEGALOVIRUS CMV BY PCR,300,87496,619.93,495.94,570.34,588.93,588.93,588.93,570.34,619.93
CC-Lab,687497,"QUANT""",300,87497,544.92,435.94,501.33,517.67,517.67,517.67,501.33,544.92
CC-Lab,687505,GI PROFILE 3-5 TARGETS NOROVIRUS,300,87505,198.21,158.57,182.35,188.3,188.3,188.3,182.35,198.21
CC-Lab,687506,GI PROFILE 6-11 TARGETS NOROVIRUS,300,87506,406.32,325.06,373.81,386,386,386,373.81,406.32
CC-Lab,687507,GI PROFILE BY PCR,300,87507,819.55,655.64,753.99,778.57,778.57,778.57,753.99,819.55
CC-Lab,687510,"DIRECT PROBE""",300,87510,98.3,78.64,90.44,93.39,93.39,93.39,90.44,98.3
CC-Lab,687516,HEP B VIRUS DNA  QUAL  PCR,300,87516,466.8,373.44,429.46,443.46,443.46,443.46,429.46,466.8
CC-Lab,687517,HEPATITIS B DNA,300,87517,200.32,160.26,184.29,190.3,190.3,190.3,184.29,200.32
CC-Lab,687521,HCV QUALITATIVE RNA,300,87521,379.45,303.56,349.09,360.48,360.48,360.48,349.09,379.45
CC-Lab,687522,HEPATITIS C RNA QUANT PCR,300,87522,833.98,667.18,767.26,792.28,792.28,792.28,767.26,833.98
CC-Lab,687529,"HSV 1 AND 2, NAA",300,87529,422.89,338.31,389.06,401.75,401.75,401.75,389.06,422.89
CC-Lab,687535,INFECTIOUS AGENT DETECTION BY NUCLEIC ACID,300,87535,300.5,240.4,276.46,285.48,285.48,285.48,276.46,300.5
CC-Lab,687536,HIV-1 QUANTITATIVE,300,87536,559.52,447.62,514.76,531.54,531.54,531.54,514.76,559.52
CC-Lab,687581,MYCOPLASMA PNEUMONIAE BY PCR,300,87581,314.5,251.6,289.34,298.78,298.78,298.78,289.34,314.5
CC-Lab,687590,GC BY DNA PROBE,300,87590,57.96,46.37,53.32,55.06,55.06,55.06,53.32,57.96
CC-Lab,687591,GONORRHOEAE AMPLIFIED DETECTION,300,87591,20.37,16.3,18.74,19.35,19.35,19.35,18.74,20.37
CC-Lab,687635,SARS COV-2/2019,300,87635,123.6,98.88,113.71,117.42,117.42,117.42,113.71,123.6
CC-Lab,687651,STREP ASSAY PCR,300,87651,161.72,129.38,148.78,153.63,153.63,153.63,148.78,161.72
CC-Lab,687661,"AMP PROBE""",300,87661,171.31,137.05,157.61,162.74,162.74,162.74,157.61,171.31
CC-Lab,687798,DETECTION BY PCR NOS,300,87798,212.8,170.24,195.78,202.16,202.16,202.16,195.78,212.8
CC-Lab,687799,DETECT AGENT BY NA QUANT EACH ORG,300,87799,547.48,437.98,503.68,520.11,520.11,520.11,503.68,547.48
CC-Lab,687801,EXTRACTABLE NUCLEIC ACID  PCR,300,87801,237.8,190.24,218.78,225.91,225.91,225.91,218.78,237.8
CC-Lab,687804,INFECTIOUS ANTIGEN DETEDTION BY IMM,300,87804,107.11,85.69,98.54,101.75,101.75,101.75,98.54,107.11
CC-Lab,687807,INFECTIOUS ANTIGEN RSV,300,87807,105.69,84.55,97.23,100.41,100.41,100.41,97.23,105.69
CC-Lab,687880,STREP SCREEN,300,87880,88.51,70.81,81.43,84.08,84.08,84.08,81.43,88.51
CC-Lab,687899,"STREPTOCOCCUS PNEUMONIAC, URINE",300,87899,47.84,38.27,44.01,45.45,45.45,45.45,44.01,47.84
CC-Lab,687902,HEPATITIS C GENOTYPE,300,87902,714.52,571.62,657.36,678.79,678.79,678.79,657.36,714.52
CC-Lab,688104,BODY FLUID/PATHOLOGY,300,88104,67.9,54.32,62.47,64.51,64.51,64.51,62.47,67.9
CC-Lab,688108,CYTOSPIN/PATHOLOGY,300,88108,88.36,70.69,81.29,83.94,83.94,83.94,81.29,88.36
CC-Lab,688147,CYTOPATHOLOGY/AGINITIS AUTOMATED,300,88147,71.98,57.58,66.22,68.38,68.38,68.38,66.22,71.98
CC-Lab,688150,PAP SMEAR,300,88150,28.13,22.5,25.88,26.72,26.72,26.72,25.88,28.13
CC-Lab,688300,GROSS/PATHOLOGY,300,88300,34.66,27.73,31.89,32.93,32.93,32.93,31.89,34.66
CC-Lab,688302,MICROID/PATHOLOGY,300,88302,73.87,59.1,67.96,70.18,70.18,70.18,67.96,73.87
CC-Lab,688304,BASIC/PATHOLOGY,300,88304,96.26,77.01,88.56,91.45,91.45,91.45,88.56,96.26
CC-Lab,688305,MULTI/PATHOLOGY,300,88305,135.52,108.42,124.68,128.74,128.74,128.74,124.68,135.52
