Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE
11001940_7,FUROSEMIDE INJ UP TO 20MG (10MG/ML 2ML),Outpatient,636,J1940,Furosemide injection,,0,7,5.95,5.95,6.86,6.65,6.07,6.07,6.07,6.86,6.86,6.65
11001956_7,"INJECTION LEVOFLOXACIN, 250 MG",Outpatient,636,J1956,Levofloxacin injection,,0,14,11.9,2.78,13.72,13.3,2.78,2.78,2.78,13.72,13.72,13.3
11002001_7,INJ LIDOCAINE HCI 10 MG (XYLOCAINE),Outpatient,636,J2001,Lidocaine injection,,0,1,0.85,0.02,0.98,0.95,0.02,0.02,0.02,0.98,0.98,0.95
11002060_7,ATIVAN/LORAZEPAM INJ 2MG,Outpatient,636,J2060,Lorazepam injection,,0,4,3.4,0.89,3.92,3.8,0.89,0.89,0.89,3.92,3.92,3.8
11002175_7,DEMEROL INJECTION PER 100 MG,Outpatient,636,J2175,Meperidine hydrochl /100 mg,,0,28,23.8,6.37,27.44,26.6,6.37,6.37,6.37,27.44,27.44,26.6
11002180_7,DEMEROL & PHENERGAN UP TO 50 MG INJECTIO,Outpatient,636,J2180,Meperidine/promethazine inj,,0,35,29.75,29.75,35,33.25,33.25,33.95,35,34.3,34.3,33.25
11002270_7,MORPHINE SULFATE UP TO 10MG,Outpatient,636,J2270,Morphine sulfate injection,,0,13,11.05,2.31,12.74,12.35,2.31,2.31,2.31,12.74,12.74,12.35
11002300_7,NUBAIN 10 MG NALBUPHINE HCI 10 MG,Outpatient,636,J2300,Inj nalbuphine hydrochloride,,0,4,3.4,3,3.92,3.8,3,3,3,3.92,3.92,3.8
11002405_7,"RX ZOFRAN, PER 1 MG 4MG/2ML VIAL",Outpatient,636,J2405,Ondansetron hcl injection,,0,1,0.85,0.11,0.98,0.95,0.11,0.11,0.11,0.98,0.98,0.95
11002505_7,INJ PEGFILGRASTIM 6MG (NEULASTA),Outpatient,636,J2505,"Injection, pegfilgrastim 6mg",,0,5224,4440.4,3957.13,5119.52,4962.8,3957.13,3957.13,3957.13,5119.52,5119.52,4962.8
11002550_7,RX PHENERGAN INJ UP TO 50MG,Outpatient,636,J2550,Promethazine hcl injection,,0,6,5.1,1.99,5.88,5.7,1.99,1.99,1.99,5.88,5.88,5.7
11002696_7,RX CEFTRIAXONE INJ PER 250MG 0.5G VIAL,Outpatient,636,J0696,Ceftriaxone sodium injection,,0,3,2.55,0.86,2.94,2.85,0.86,0.86,0.86,2.94,2.94,2.85
11002765_7,"INJECTION, REGLAN UP TO 10 MG",Outpatient,636,J2765,Metoclopramide hcl injection,,0,4,3.4,0.92,3.92,3.8,0.92,0.92,0.92,3.92,3.92,3.8
11002910_7,SOLGANAL INJECTION UP TO 50 MG,Outpatient,636,J2910,Aurothioglucose injeciton,,0,20,17,17,20,19,19,19.4,20,19.6,19.6,19
11002920_7,RX SOLU-MEDROL INJ UP TO 40MG 1ML  VIAL,Outpatient,636,J2920,Methylprednisolone injection,,0,11,9.35,2.61,10.78,10.45,2.61,2.61,2.61,10.78,10.78,10.45
11002930_7,RX METHYLPRDNSLN SODIUM SUCCINATE 125M,Outpatient,636,J2930,Methylprednisolone injection,,0,21,17.85,3.78,20.58,19.95,3.78,3.78,3.78,20.58,20.58,19.95
11003030_7,RX IMITREX SUMATRIPTAN INJ 6 MG,Outpatient,636,J3030,Sumatriptan succinate / 6 mg,,0,51,43.35,42.73,49.98,48.45,42.73,42.73,42.73,49.98,49.98,48.45
11003130_7,TESTOSTERONE UP TO 200MG,Outpatient,636,J3121,Inj testostero enanthate 1mg,,0,14,11.9,0.07,13.72,13.3,0.07,0.07,0.07,13.72,13.72,13.3
11003350_7,MARCAINE 2CC,Outpatient,521,J3350,Urea injection,,0,6,5.1,5.1,6,5.7,5.7,5.82,6,5.88,5.88,5.7
11003360_7,RX VALLIUM INJECTION UP TO 5 MG,Outpatient,636,J3360,Diazepam injection,,0,69,58.65,5.86,67.62,65.55,5.86,5.86,5.86,67.62,67.62,65.55
11003420_7,RX B12 INJ UP TO 1000 MCG,Outpatient,636,J3420,Vitamin b12 injection,,0,12,10.2,4.22,11.76,11.4,4.22,4.22,4.22,11.76,11.76,11.4
11003430_7,VIT K PER 1 MG,Outpatient,636,J3430,Vitamin k phytonadione inj,,0,4,3.4,3.4,3.92,3.8,3.74,3.74,3.74,3.92,3.92,3.8
11003490_7,UNCLASSIFIED DRUGS,Outpatient,636,J3490,Drugs unclassified injection,,0,10,8.5,8.5,10,9.5,9.5,9.7,10,9.8,9.8,9.5
11007060_7,D 5 PERCENT 500 ML IV,Outpatient,258,J7060,5% dextrose/water,,0,16,13.6,1.63,15.68,15.2,1.63,1.63,1.63,15.68,15.68,15.2
11007120_7,RINGERS LACTAE IF UP TO  1000CC,Outpatient,258,J7120,Ringers lactate infusion,,0,18,15.3,1.66,17.64,17.1,1.66,1.66,1.66,17.64,17.64,17.1
11007298_7,LEVONORGESTREL IU 52MG 5 YR,Outpatient,636,J7298,"Mirena, 52 mg",,0,1061,901.85,901.85,1061,1007.95,1007.95,1029.17,1061,1039.78,1039.78,1007.95
11007300_7,IUD COPPER  PARAGUARD T380A,Outpatient,636,J7300,Intraut copper contraceptive,,0,1617,1374.45,926.12,1584.66,1536.15,926.12,926.12,926.12,1584.66,1584.66,1536.15
11007301_7,LEVONORGESTREL IU 13.5 MG,Outpatient,636,J7301,"Skyla, 13.5 mg",,0,595,505.75,505.75,814.98,565.25,814.98,814.98,814.98,583.1,583.1,565.25
11007321_7,HYALGAN/SUPARTZ INJ PER DOSE,Outpatient,636,J7321,Hyalgan or supartz inj dose,,0,200,170,100.64,196,190,100.64,100.64,100.64,196,196,190
11007323_7,EUFLEXXA PER DOSE,Outpatient,636,J7323,Euflexxa inj per dose,,0,231,196.35,175.04,226.38,219.45,175.04,175.04,175.04,226.38,226.38,219.45
11007325_7,RX SYNVISC-ONE 1MG SDV,Outpatient,636,J7325,Synvisc or synvisc-one,,0,1130,960.5,14.42,1107.4,1073.5,14.42,14.42,14.42,1107.4,1107.4,1073.5
11007613_7,RX ALBUTEROL NON-COMP UNIT 3ML VIAL,Outpatient,636,J7613,Albuterol non-comp unit,,0,1,0.85,0.07,0.98,0.95,0.07,0.07,0.07,0.98,0.98,0.95
11007620_7,RX ALBUTEROL SULFATE 3ML VIAL,Outpatient,636,J7620,Albuterol ipratrop non-comp,,0,1,0.85,0.24,0.98,0.95,0.24,0.24,0.24,0.98,0.98,0.95
11007633_7,BUDESONIDE NON-COMP INHAL SOL PER 0.25MG,Outpatient,636,J7633,Budesonide non-comp con,,0,15,12.75,5.03,14.7,14.25,5.03,5.03,5.03,14.7,14.7,14.25
11007645_7,IPRATROPIUM BRONIDE THRU DME,Outpatient,636,J7645,Ipratropium bromide comp,,0,6,5.1,5.1,6,5.7,5.7,5.82,6,5.88,5.88,5.7
110100_1,DELIVERY SERVICE LEVEL 1,Inpatient,720,,,,0,1090,926.5,926.5,1090,1035.5,1035.5,1057.3,1090,1068.2,1068.2,1035.5
110100_1,DELIVERY SERVICE LEVEL 1,Outpatient,720,,,,0,1090,926.5,926.5,1090,1035.5,1035.5,1057.3,1090,1068.2,1068.2,1035.5
110101_1,DELIVERY SERVICE LEVEL 2,Inpatient,720,,,,0,1227,1042.95,1042.95,1227,1165.65,1165.65,1190.19,1227,1202.46,1202.46,1165.65
110101_1,DELIVERY SERVICE LEVEL 2,Outpatient,720,,,,0,1227,1042.95,1042.95,1227,1165.65,1165.65,1190.19,1227,1202.46,1202.46,1165.65
110199_1,ATTEND AT DELIVERY & INIT STABILIZE NB,Inpatient,720,99464,Attendance at delivery (when requested by the delivering physician or other qualified health care professional) and initial stabilization of newborn,,0,571,485.35,485.35,571,542.45,542.45,553.87,571,559.58,559.58,542.45
110199_1,ATTEND AT DELIVERY & INIT STABILIZE NB,Outpatient,720,99464,Attendance at delivery (when requested by the delivering physician or other qualified health care professional) and initial stabilization of newborn,,0,571,485.35,485.35,571,542.45,542.45,553.87,571,559.58,559.58,542.45
11021885_7,RX KETOROLAC PER 15 MG 2ML 60MG VIAL,Outpatient,636,J1885,Ketorolac tromethamine inj,,0,3,2.55,0.6,2.94,2.85,0.6,0.6,0.6,2.94,2.94,2.85
11022920_7,SOLU-MEDROL INJ UP TO 40MG 125MG VIAL,Outpatient,636,J2920,Methylprednisolone injection,,0,4,3.4,2.61,3.92,3.8,2.61,2.61,2.61,3.92,3.92,3.8
11023301_7,RX KENALOG INJ PER 10MG 40MG/ML SDV,Outpatient,636,J3301,Triamcinolone acet inj nos,,0,3,2.55,2.3,2.94,2.85,2.3,2.3,2.3,2.94,2.94,2.85
110300_1,FETAL MONITOR-ROUTINE,Inpatient,920,59050,"Fetal monitoring during labor by consulting physician (ie, non-attending physician) with written report; supervision and interpretation",,0,202,171.7,171.7,202,191.9,191.9,195.94,202,197.96,197.96,191.9
110300_1,FETAL MONITOR-ROUTINE,Outpatient,920,59050,"Fetal monitoring during labor by consulting physician (ie, non-attending physician) with written report; supervision and interpretation",,0,202,171.7,171.7,202,191.9,191.9,195.94,202,197.96,197.96,191.9
110301_1,FETAL NON-STRESS TEST,Ambulatory Surgical,920,59025,Fetal non-stress test,,0,401,340.85,30.91,401,380.95,30.91,30.91,30.91,392.98,392.98,380.95
110301_1,FETAL NON-STRESS TEST,Inpatient,920,59025,Fetal non-stress test,,0,401,340.85,30.91,401,380.95,380.95,388.97,401,392.98,392.98,380.95
11201810_7,KNEE BRACE W/METAL HINGES,Outpatient,274,L1810,Ko elastic with joints,,0,229,194.65,94.58,224.42,N/A,94.58,94.58,94.58,224.42,224.42,217.55
11201906_7,ANKLE BRACING SYSTEM-ASCEND,Outpatient,274,L1906,Afo multilig ank sup pre ots,,0,364,309.4,150.21,356.72,N/A,150.21,150.21,150.21,356.72,356.72,345.8
11203908_7,ELASTIC WRIST,Outpatient,274,L3908,Who cock-up nonmolde pre ots,,0,133,113.05,54.92,130.34,N/A,54.92,54.92,54.92,130.34,130.34,126.35
11203999_7,CLAVICLE BRACE,Outpatient,521,L3999,Upper limb orthosis nos,,0,12,10.2,10.2,12,11.4,11.4,11.64,12,11.76,11.76,11.4
11204350_7,AIRCAST STANDARD,Outpatient,274,L4350,Ankle control ortho pre ots,,0,203,172.55,83.74,198.94,N/A,83.74,83.74,83.74,198.94,198.94,192.85
114981_1,INSERTION OF CERVICAL DILATOR,Ambulatory Surgical,720,59200,"Insertion of cervical dilator (eg, laminaria, prostaglandin) (separate procedure)",,0,321,272.85,39.24,321,304.95,39.24,39.24,39.24,314.58,314.58,304.95
114981_1,INSERTION OF CERVICAL DILATOR,Inpatient,720,59200,"Insertion of cervical dilator (eg, laminaria, prostaglandin) (separate procedure)",,0,321,272.85,39.24,321,304.95,304.95,311.37,321,314.58,314.58,304.95
11700091_7,SCREENING PAP,Outpatient,521,Q0091,Obtaining screen pap smear,,0,90,76.5,76.5,90,85.5,85.5,87.3,90,88.2,88.2,85.5
11700114_7,FERN TEST,Outpatient,521,Q0114,Fern test,,0,24,20.4,13.15,23.52,22.8,13.15,13.15,13.15,23.52,23.52,22.8
11700144_7,"AZITHROMYCIN DIHYDRATE,ORAL 1GM",Outpatient,521,Q0144,"Azithromycin dihydrate, oral",,0,39,33.15,32.57,38.22,37.05,32.57,32.57,32.57,38.22,38.22,37.05
11702025_7,TELEHEALTH RHC DISTANCE SITE FEE,Outpatient,521,G2025,Dis site tele svcs rhc/fqhc,,0,138,117.3,117.3,138,131.1,131.1,133.86,138,135.24,135.24,131.1
11702039_7,NOS FLU  VACC 3YRS &> IM NOT OTHWSE SPEC,Outpatient,521,Q2039,"Influenza virus vaccine, nos",,0,58,49.3,49.3,58,55.1,55.1,56.26,58,56.84,56.84,55.1
11703014_7,TELEHEALTH FACILITY FEE,Outpatient,780,Q3014,Telehealth facility fee,,0,42,35.7,35.7,42,39.9,39.9,40.74,42,41.16,41.16,39.9
11704006_7,"CAST SUPPLIES, LONG ARM ADULT FIBER",Outpatient,521,Q4006,Cast sup long arm adult fbrg,,0,76,64.6,30.33,74.48,72.2,30.33,30.33,30.33,74.48,74.48,72.2
11704008_7,CAST SUPPLIES LONG ARM PED(0-10) FIBER,Outpatient,521,Q4008,Cast sup long arm ped fbrgls,,0,50,42.5,15.16,49,47.5,15.16,15.16,15.16,49,49,47.5
11704010_7,CAST SUPPLIES SHORT ARM ADULT FIBER,Outpatient,521,Q4010,Cast sup sht arm adult fbrgl,,0,54,45.9,20.22,52.92,51.3,20.22,20.22,20.22,52.92,52.92,51.3
11704012_7,SHORT ARM CAST CHILD,Outpatient,521,Q4012,Cast sup sht arm ped fbrglas,,0,32,27.2,10.13,31.36,30.4,10.13,10.13,10.13,31.36,31.36,30.4
11704013_7,CAST SUP GAUNTLET PLASTER,Outpatient,521,Q4013,Cast sup gauntlet plaster,,0,40,34,16.36,39.2,38,16.36,16.36,16.36,39.2,39.2,38
11704014_7,CAST SUP GAUNTLET FIBERGLASS,Outpatient,521,Q4014,Cast sup gauntlet fiberglass,,0,67,56.95,27.58,65.66,63.65,27.58,27.58,27.58,65.66,65.66,63.65
11704016_7,CAST SUP GAUNTLET PED FBRGLS,Outpatient,521,Q4016,Cast sup gauntlet ped fbrgls,,0,33,28.05,13.79,32.34,31.35,13.79,13.79,13.79,32.34,32.34,31.35
11704018_7,CAST SUPPLIES LONG ARM SPLINT ADULT FIB,Outpatient,521,Q4018,Cast sup lng arm splint fbrg,,0,57,48.45,15.07,55.86,54.15,15.07,15.07,15.07,55.86,55.86,54.15
11704020_7,CAST SUPPLIES LONG ARM SPLINT PEDIA FIB,Outpatient,521,Q4020,Cast sup lng arm splnt ped f,,0,23,19.55,7.56,22.54,21.85,7.56,7.56,7.56,22.54,22.54,21.85
11704021_7,CAST SUP SHT ARM SPLINT PLST,Outpatient,521,Q4021,Cast sup sht arm splint plst,,0,40,34,7,39.2,38,7,7,7,39.2,39.2,38
11704022_7,"CAST SUPPLIES, SHORT ARM SPL ADULT FIBER",Outpatient,521,Q4022,Cast sup sht arm splint fbrg,,0,40,34,12.62,39.2,38,12.62,12.62,12.62,39.2,39.2,38
11704023_7,CAST SUP SHT ARM SPLNT PED P,Outpatient,521,Q4023,Cast sup sht arm splnt ped p,,0,23,19.55,3.52,22.54,21.85,3.52,3.52,3.52,22.54,22.54,21.85
11704024_7,CAST SUPPLIES SHORT ARM SPLINT PEDI FIB,Outpatient,521,Q4024,Cast sup sht arm splnt ped f,,0,23,19.55,6.33,22.54,21.85,6.33,6.33,6.33,22.54,22.54,21.85
11704032_7,CAST SUP LNG LEG PED FBRGLS,Outpatient,521,Q4032,Cast sup lng leg ped fbrgls,,0,96,81.6,39.5,94.08,91.2,39.5,39.5,39.5,94.08,94.08,91.2
11704038_7,CAST SUPPLIES HORT LEG CAST ADULT FIBER,Outpatient,521,Q4038,Cast sup shrt leg fiberglass,,0,104,88.4,42.77,101.92,98.8,42.77,42.77,42.77,101.92,101.92,98.8
11704040_7,CAST SUPPLIES SHORT LEG CAST PEDI FIBER,Outpatient,521,Q4040,Cast sup shrt leg ped fbrgls,,0,66,56.1,21.39,64.68,62.7,21.39,21.39,21.39,64.68,64.68,62.7
11704046_7,CAST SUPPLIES SHORT LEG SPLINT ADULT FIB,Outpatient,521,Q4046,Cast sup sht leg splnt fbrgl,,0,76,64.6,19.38,74.48,72.2,19.38,19.38,19.38,74.48,74.48,72.2
11704048_7,SHORT LEG SPLINT CHILD,Outpatient,521,Q4048,Cast sup sht leg splnt ped f,,0,54,45.9,9.7,52.92,51.3,9.7,9.7,9.7,52.92,52.92,51.3
11704049_7,SUPPLIES FOR FINGER CAST/SPLINT,Outpatient,521,Q4049,"Finger splint, static",,0,18,15.3,2.19,17.64,17.1,2.19,2.19,2.19,17.64,17.64,17.1
11900028_7,"INJECTION, PEPCID, 20 MG",Outpatient,521,S0028,"Injection, famotidine, 20 mg",,0,3,2.55,0.96,2.94,2.85,0.96,0.96,0.96,2.94,2.94,2.85
11900166_7,"INJECTION, ZYPREXA per 2.5MG",Outpatient,521,S0166,Inj olanzapine 2.5mg,,0,9,7.65,7.65,8.82,8.55,7.82,7.82,7.82,8.82,8.82,8.55
133604_1,CONSUMER/FAMILY INTENSIVE SUPPORT,Inpatient,943,T2025,"Waiver service, nos",,0,35,29.75,29.75,35,33.25,33.25,33.95,35,34.3,34.3,33.25
133604_1,CONSUMER/FAMILY INTENSIVE SUPPORT,Outpatient,943,T2025,"Waiver service, nos",,0,35,29.75,29.75,35,33.25,33.25,33.95,35,34.3,34.3,33.25
140705_1,BASIC LIFE SUPPORT EMERGENCY TRANSPORT,Inpatient,540,A0429,Bls-emergency,,0,1244,1057.4,1057.4,1244,1181.8,1181.8,1206.68,1244,1219.12,1219.12,1181.8
140705_1,BASIC LIFE SUPPORT EMERGENCY TRANSPORT,Outpatient,540,A0429,Bls-emergency,,0,1244,1057.4,1057.4,1244,1181.8,1181.8,1206.68,1244,1219.12,1219.12,1181.8
140706_1,BASIC LIFE SUPPORT NONEMERGENCY TRANSPOR,Inpatient,540,A0428,Bls,,0,830,705.5,705.5,830,788.5,788.5,805.1,830,813.4,813.4,788.5
140706_1,BASIC LIFE SUPPORT NONEMERGENCY TRANSPOR,Outpatient,540,A0428,Bls,,0,830,705.5,705.5,830,788.5,788.5,805.1,830,813.4,813.4,788.5
140708_1,GROUND MILEAGE,Inpatient,540,A0425,Ground mileage,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
140708_1,GROUND MILEAGE,Outpatient,540,A0425,Ground mileage,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
140715_1,ADVANCED LIFE SUPPORT NONEMERGENCY TRANS,Inpatient,540,A0426,Als 1,,0,1391,1182.35,1182.35,1391,1321.45,1321.45,1349.27,1391,1363.18,1363.18,1321.45
140715_1,ADVANCED LIFE SUPPORT NONEMERGENCY TRANS,Outpatient,540,A0426,Als 1,,0,1391,1182.35,1182.35,1391,1321.45,1321.45,1349.27,1391,1363.18,1363.18,1321.45
140716_1,ADVANCED LIFE SUPPORT EMERGENCY TRANSPOR,Inpatient,540,A0427,Als1-emergency,,0,1469,1248.65,1248.65,1469,1395.55,1395.55,1424.93,1469,1439.62,1439.62,1395.55
140716_1,ADVANCED LIFE SUPPORT EMERGENCY TRANSPOR,Outpatient,540,A0427,Als1-emergency,,0,1469,1248.65,1248.65,1469,1395.55,1395.55,1424.93,1469,1439.62,1439.62,1395.55
140718_1,ADVANCED LIFE SUPPORT 2,Inpatient,540,A0433,Als 2,,0,2435,2069.75,2069.75,2435,2313.25,2313.25,2361.95,2435,2386.3,2386.3,2313.25
140718_1,ADVANCED LIFE SUPPORT 2,Outpatient,540,A0433,Als 2,,0,2435,2069.75,2069.75,2435,2313.25,2313.25,2361.95,2435,2386.3,2386.3,2313.25
140719_1,SPEC TRANSPORT,Inpatient,540,A0434,Specialty care transport,,0,2723,2314.55,2314.55,2723,2586.85,2586.85,2641.31,2723,2668.54,2668.54,2586.85
140719_1,SPEC TRANSPORT,Outpatient,540,A0434,Specialty care transport,,0,2723,2314.55,2314.55,2723,2586.85,2586.85,2641.31,2723,2668.54,2668.54,2586.85
140720_1,ALS GROUND MILEAGE,Inpatient,540,A0425,Ground mileage,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
140720_1,ALS GROUND MILEAGE,Outpatient,540,A0425,Ground mileage,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
140721_1,BLS GROUND MILEAGE,Inpatient,540,A0425,Ground mileage,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
140721_1,BLS GROUND MILEAGE,Outpatient,540,A0425,Ground mileage,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
15165_1,SPINAL PUNCTURE LUMBAR DIAG,Ambulatory Surgical,761,62270,"Spinal puncture, lumbar, diagnostic",,0,792,673.2,673.2,792,752.4,752.4,768.24,792,776.16,776.16,752.4
15165_1,SPINAL PUNCTURE LUMBAR DIAG,Inpatient,761,62270,"Spinal puncture, lumbar, diagnostic",,0,792,673.2,673.2,792,752.4,752.4,768.24,792,776.16,776.16,752.4
183600_1,CR INITIAL ASSESSMENT & EXAM,Inpatient,943,93797,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session),,0,255,216.75,216.75,255,242.25,242.25,247.35,255,249.9,249.9,242.25
183600_1,CR INITIAL ASSESSMENT & EXAM,Outpatient,943,93797,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session),,0,255,216.75,216.75,255,242.25,242.25,247.35,255,249.9,249.9,242.25
183601_1,CR EXERCISE SESSION W CONTIN MONITORING,Inpatient,943,93798,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session),,0,354,300.9,300.9,354,336.3,336.3,343.38,354,346.92,346.92,336.3
183601_1,CR EXERCISE SESSION W CONTIN MONITORING,Outpatient,943,93798,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session),,0,354,300.9,300.9,354,336.3,336.3,343.38,354,346.92,346.92,336.3
183603_1,CR THERAPY SESSION WO CONTIN MONITORING,Inpatient,943,93797,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session),,0,255,216.75,216.75,255,242.25,242.25,247.35,255,249.9,249.9,242.25
183603_1,CR THERAPY SESSION WO CONTIN MONITORING,Outpatient,943,93797,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session),,0,255,216.75,216.75,255,242.25,242.25,247.35,255,249.9,249.9,242.25
183607_1,PERIPHERAL VASCULAR REHAB,Inpatient,420,93668,"Peripheral arterial disease (PAD) rehabilitation, per session",,0,139,118.15,118.15,139,132.05,132.05,134.83,139,136.22,136.22,132.05
183607_1,PERIPHERAL VASCULAR REHAB,Outpatient,420,93668,"Peripheral arterial disease (PAD) rehabilitation, per session",,0,139,118.15,118.15,139,132.05,132.05,134.83,139,136.22,136.22,132.05
194300_1,COLONOSCOPY FLEX OR RIGID,Ambulatory Surgical,750,45399,"Unlisted procedure, colon",,0,745,633.25,633.25,745,707.75,707.75,722.65,745,730.1,730.1,707.75
194300_1,COLONOSCOPY FLEX OR RIGID,Inpatient,750,45399,"Unlisted procedure, colon",,0,745,633.25,633.25,745,707.75,707.75,722.65,745,730.1,730.1,707.75
194301_1,COLONOSCOPY FLEX W REMOVAL FB,Ambulatory Surgical,750,45379,"Colonoscopy, flexible; with removal of foreign body(s)",,0,1390,1181.5,1181.5,1390,1320.5,1320.5,1348.3,1390,1362.2,1362.2,1320.5
194301_1,COLONOSCOPY FLEX W REMOVAL FB,Inpatient,750,45379,"Colonoscopy, flexible; with removal of foreign body(s)",,0,1390,1181.5,1181.5,1390,1320.5,1320.5,1348.3,1390,1362.2,1362.2,1320.5
194302_1,COLONOSCOPY FLEX W/BX I/M,Ambulatory Surgical,750,45380,"Colonoscopy, flexible; with biopsy, single or multiple",,0,3209,2727.65,2727.65,3209,3048.55,3048.55,3112.73,3209,3144.82,3144.82,3048.55
194302_1,COLONOSCOPY FLEX W/BX I/M,Inpatient,750,45380,"Colonoscopy, flexible; with biopsy, single or multiple",,0,3209,2727.65,2727.65,3209,3048.55,3048.55,3112.73,3209,3144.82,3144.82,3048.55
194303_1,COLONOSCOPY FLEX W CONT BLEED,Ambulatory Surgical,750,45382,"Colonoscopy, flexible; with control of bleeding, any method",,0,3494,2969.9,2969.9,3494,3319.3,3319.3,3389.18,3494,3424.12,3424.12,3319.3
194303_1,COLONOSCOPY FLEX W CONT BLEED,Inpatient,750,45382,"Colonoscopy, flexible; with control of bleeding, any method",,0,3494,2969.9,2969.9,3494,3319.3,3319.3,3389.18,3494,3424.12,3424.12,3319.3
