Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE,hospital
10085013_7,HEMATOCRIT,Outpatient,521,85013,Blood count; spun microhematocrit,,0,18,15.3,9.45,17.64,17.1,9.45,9.45,9.45,17.64,17.64,17.1,Pondera_Medical_Center
10085610_7,PROTHROMBIN TIME,Outpatient,521,85610,Prothrombin time,,0,30,25.5,5.79,29.4,28.5,5.79,5.79,5.79,29.4,29.4,28.5,Pondera_Medical_Center
10086308_7,"IMMUNOLOGY, MONOSPOT",Outpatient,521,86308,Heterophile antibodies; screening,,0,33,28.05,6.99,32.34,31.35,6.99,6.99,6.99,32.34,32.34,31.35,Pondera_Medical_Center
10086580_7,TUBERCULOSIS INTRADERMAL TEST,Outpatient,300,86580,"Skin test; tuberculosis, intradermal",,0,23,19.55,15.16,22.54,21.85,15.16,15.16,15.16,22.54,22.54,21.85,Pondera_Medical_Center
10087081_7,STREP TEST,Outpatient,521,87081,"Culture, presumptive, pathogenic organisms, screening only",,0,50,42.5,8.95,49,47.5,8.95,8.95,8.95,49,49,47.5,Pondera_Medical_Center
10087110_7,CHLANYDIA CULTURE,Outpatient,521,87110,"Culture, chlamydia, any source",,0,89,75.65,26.46,87.22,84.55,26.46,26.46,26.46,87.22,87.22,84.55,Pondera_Medical_Center
10087210_7,WET MOUNT,Outpatient,300,87210,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",,0,35,29.75,7.86,34.3,33.25,7.86,7.86,7.86,34.3,34.3,33.25,Pondera_Medical_Center
10087220_7,TISSUE EXAMINATION BY KOH SLIDE,Outpatient,521,87220,"Tissue examination by KOH slide of samples from skin, hair, or nails for fungi or ectoparasite ova or mites (eg, scabies)",,0,24,20.4,5.76,23.52,22.8,5.76,5.76,5.76,23.52,23.52,22.8,Pondera_Medical_Center
10087252_7,TISSUE CULTURE INOCULATION,Outpatient,521,87252,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",,0,179,152.15,35.19,175.42,170.05,35.19,35.19,35.19,175.42,175.42,170.05,Pondera_Medical_Center
10087430_7,STREPTOCOCCUS RAPID STREP GROUP A,Outpatient,521,87430,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Streptococcus, group A",,0,42,35.7,22.69,41.16,39.9,22.69,22.69,22.69,41.16,41.16,39.9,Pondera_Medical_Center
10087502_7,RAPID FLU,Outpatient,300,87502,"Infectious agent detection by nucleic acid (DNA or RNA); influenza virus, for multiple types or sub-types, includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, first 2 types or sub-types",,0,210,178.5,129.33,205.8,199.5,129.33,129.33,129.33,205.8,205.8,199.5,Pondera_Medical_Center
10087651_7,"STREP A, DNA, AMP PROBE",Outpatient,300,87651,"Infectious agent detection by nucleic acid (DNA or RNA); Streptococcus, group A, amplified probe technique",,0,95,80.75,47.37,93.1,90.25,47.37,47.37,47.37,93.1,93.1,90.25,Pondera_Medical_Center
10087880_7,RAPID STREP,Outpatient,300,87880,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",,0,46,39.1,22.32,45.08,43.7,22.32,22.32,22.32,45.08,45.08,43.7,Pondera_Medical_Center
10087899_7,INFECTIOUS AGENT DETECTION NOT SPECIFIED,Outpatient,521,87899,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; not otherwise specified",,0,40,34,21.69,39.2,38,21.69,21.69,21.69,39.2,39.2,38,Pondera_Medical_Center
10088141_7,CYTO SMEAR CERVICAL/VAGIN PHYS INTERP,Outpatient,521,88141,"Cytopathology, cervical or vaginal (any reporting system), requiring interpretation by physician",,0,118,100.3,42.57,115.64,112.1,42.57,42.57,42.57,115.64,115.64,112.1,Pondera_Medical_Center
10088142_7,CYTOPATHOLOGY THIN PREP,Outpatient,521,88142,"Cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation; manual screening under physician supervision",,0,90,76.5,27.35,88.2,85.5,27.35,27.35,27.35,88.2,88.2,85.5,Pondera_Medical_Center
10088155_7,CYTOPATHOLOGY W/HORMONAL EVAL,Outpatient,521,88155,"Cytopathology, slides, cervical or vaginal, definitive hormonal evaluation (eg, maturation index, karyopyknotic index, estrogenic index) (List separately in addition to code[s] for other technical and interpretation services)",,0,46,39.1,19.78,45.08,43.7,19.78,19.78,19.78,45.08,45.08,43.7,Pondera_Medical_Center
10088302_7,LEVEL 2 SURGICAL PATH GROSS & MICRO,Outpatient,521,88302,"Level II - Surgical pathology, gross and microscopic examination Appendix, incidental Fallopian tube, sterilization Fingers/toes, amputation, traumatic Foreskin, newborn Hernia sac, any location Hydrocele sac Nerve Skin, plastic repair Sympathetic ganglion Testis, castration Vaginal mucosa, incidental Vas deferens, sterilization",,0,148,125.8,39.07,145.04,140.6,39.07,39.07,39.07,145.04,145.04,140.6,Pondera_Medical_Center
10088304_7,SKIN LESION PATHOLOGY,Outpatient,521,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",,0,126,107.1,48.41,123.48,119.7,48.41,48.41,48.41,123.48,123.48,119.7,Pondera_Medical_Center
10088305_7,LEVEL IV SURGICAL PATHOLOGY,Outpatient,521,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,209,177.65,51.9,204.82,198.55,51.9,51.9,51.9,204.82,204.82,198.55,Pondera_Medical_Center
10088307_7,LEVEL V SURGICAL PATH GROSS & MICRO,Outpatient,521,88307,"Level V - Surgical pathology, gross and microscopic examination Adrenal, resection Bone - biopsy/curettings Bone fragment(s), pathologic fracture Brain, biopsy Brain/meninges, tumor resection Breast, excision of lesion, requiring microscopic evaluation of surgical margins Breast, mastectomy - partial/simple Cervix, conization Colon, segmental resection, other than for tumor Extremity, amputation, non-traumatic Eye, enucleation Kidney, partial/total nephrectomy Larynx, partial/total resection Liver, biopsy - needle/wedge Liver, partial resection Lung, wedge biopsy Lymph nodes, regional resection Mediastinum, mass Myocardium, biopsy Odontogenic tumor Ovary with or without tube, neoplastic Pancreas, biopsy Placenta, third trimester Prostate, except radical resection Salivary gland Sentinel lymph node Small intestine, resection, other than for tumor Soft tissue mass (except lipoma) - biopsy/simple excision Stomach - subtotal/total resection, other than for tumor Testis, biopsy Thymus, tumor Thyroid, total/lobe Ureter, resection Urinary bladder, TUR Uterus, with or without tubes and ovaries, other than neoplastic/prolapse",,0,677,575.45,314.93,663.46,643.15,314.93,314.93,314.93,663.46,663.46,643.15,Pondera_Medical_Center
10088312_7,SPECIAL STAINS,Outpatient,521,88312,"Special stain including interpretation and report; Group I for microorganisms (eg, acid fast, methenamine silver)",,0,250,212.5,128.3,245,237.5,128.3,128.3,128.3,245,245,237.5,Pondera_Medical_Center
10088313_7,"SPECIAL STAIN, GROUP II",Outpatient,521,88313,"Special stain including interpretation and report; Group II, all other (eg, iron, trichrome), except stain for microorganisms, stains for enzyme constituents, or immunocytochemistry and immunohistochemistry",,0,178,151.3,104.39,174.44,169.1,104.39,104.39,104.39,174.44,174.44,169.1,Pondera_Medical_Center
10090375_7,"RABIES IG, IM/SC",Outpatient,636,90375,"Rabies immune globulin (RIg), human, for intramuscular and/or subcutaneous use",,0,407,345.95,275.75,398.86,386.65,275.75,275.75,275.75,398.86,398.86,386.65,Pondera_Medical_Center
10090378_7,"RSV-IgIM, 50 mg",Outpatient,636,90378,"Respiratory syncytial virus, monoclonal antibody, recombinant, for intramuscular use, 50 mg, each",,0,1650,1402.5,1375.01,1617,1567.5,1375.01,1375.01,1375.01,1617,1617,1567.5,Pondera_Medical_Center
10090460_7,IMMUNE ADMIN THRU 18 YRS 1ST COMPONENT,Outpatient,771,90460,"Immunization administration through 18 years of age via any route of administration, with counseling by physician or other qualified health care professional; first or only component of each vaccine or toxoid administered",,0,65,55.25,55.25,65,61.75,61.75,63.05,65,63.7,63.7,61.75,Pondera_Medical_Center
10090461_7,IMMUNE ADMIN THRU 18 YRS EA ADDL COMPONE,Outpatient,771,90461,"Immunization administration through 18 years of age via any route of administration, with counseling by physician or other qualified health care professional; each additional vaccine or toxoid component administered (List separately in addition to code for primary procedure)",,0,33,28.05,28.05,33,31.35,31.35,32.01,33,32.34,32.34,31.35,Pondera_Medical_Center
10090471_7,IMMUNIZATION ADMIN 1 VACCINE,Outpatient,771,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,65,55.25,55.25,65,61.75,61.75,63.05,65,63.7,63.7,61.75,Pondera_Medical_Center
10090472_7,IMMUNIZATION ADMIN EA ADDL VACCINE,Outpatient,771,90472,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); each additional vaccine (single or combination vaccine/toxoid) (List separately in addition to code for primary procedure)",,0,33,28.05,28.05,33,31.35,31.35,32.01,33,32.34,32.34,31.35,Pondera_Medical_Center
10090473_7,IMMUNE ADMIN ORAL/NASAL,Outpatient,521,90473,Immunization administration by intranasal or oral route; 1 vaccine (single or combination vaccine/toxoid),,0,65,55.25,55.25,65,61.75,61.75,63.05,65,63.7,63.7,61.75,Pondera_Medical_Center
10090474_7,IMMUNE ADMIN ORAL/NASAL ADDL,Outpatient,521,90474,Immunization administration by intranasal or oral route; each additional vaccine (single or combination vaccine/toxoid) (List separately in addition to code for primary procedure),,0,37,31.45,31.45,37,35.15,35.15,35.89,37,36.26,36.26,35.15,Pondera_Medical_Center
10090632_7,RX HEPATITIS A VACCINE ADULT DOSE,Outpatient,636,90632,"Hepatitis A vaccine (HepA), adult dosage, for intramuscular use",,0,129,109.65,64.8,126.42,122.55,64.8,64.8,64.8,126.42,126.42,122.55,Pondera_Medical_Center
10090633_7,RX HEPATITIS A VACCINE PED DOSE,Outpatient,636,90633,"Hepatitis A vaccine (HepA), pediatric/adolescent dosage-2 dose schedule, for intramuscular use",,0,75,63.75,35.86,73.5,71.25,35.86,35.86,35.86,73.5,73.5,71.25,Pondera_Medical_Center
10090636_7,TWINRIX HEP A & B COMBO,Outpatient,521,90636,"Hepatitis A and hepatitis B vaccine (HepA-HepB), adult dosage, for intramuscular use",,0,161,136.85,112.29,157.78,152.95,112.29,112.29,112.29,157.78,157.78,152.95,Pondera_Medical_Center
10090647_7,HIB PRP-OMP VACCINE 3 DOSE IM,Outpatient,521,90647,"Haemophilus influenzae type b vaccine (Hib), PRP-OMP conjugate, 3 dose schedule, for intramuscular use",,0,50,42.5,28.53,49,47.5,28.53,28.53,28.53,49,49,47.5,Pondera_Medical_Center
10090649_7,RX HPV VACCINE,Outpatient,636,90649,"Human Papillomavirus vaccine, types 6, 11, 16, 18, quadrivalent (4vHPV), 3 dose schedule, for intramuscular use",,0,359,305.15,184.07,351.82,341.05,184.07,184.07,184.07,351.82,351.82,341.05,Pondera_Medical_Center
10090651_7,9VHPV VACCINE 3 DOSE IM,Outpatient,636,90651,"Human Papillomavirus vaccine types 6, 11, 16, 18, 31, 33, 45, 52, 58, nonavalent (9vHPV), 2 or 3 dose schedule, for intramuscular use",,0,368,312.8,204.23,360.64,349.6,204.23,204.23,204.23,360.64,360.64,349.6,Pondera_Medical_Center
10090655_7,RX FLU VACCINE NO PRESERV 6-35M,Outpatient,521,90655,"Influenza virus vaccine, trivalent (IIV3), split virus, preservative free, 0.25 mL dosage, for intramuscular use",,0,25,21.25,6.62,24.5,23.75,6.62,6.62,6.62,24.5,24.5,23.75,Pondera_Medical_Center
10090657_7,RX INFLUENZA VAC 6-35 MONTHS,Outpatient,636,90657,"Influenza virus vaccine, trivalent (IIV3), split virus, 0.25 mL dosage, for intramuscular use",,0,65,55.25,6.62,63.7,61.75,6.62,6.62,6.62,63.7,63.7,61.75,Pondera_Medical_Center
10090658_7,INFLUENZA VAC (SPLIT VIRUS) 3 YRS AND UP,Outpatient,521,90658,"Influenza virus vaccine, trivalent (IIV3), split virus, 0.5 mL dosage, for intramuscular use",,0,30,25.5,13.24,29.4,28.5,13.24,13.24,13.24,29.4,29.4,28.5,Pondera_Medical_Center
10090660_7,INFLUENZA VIRUS VACCINE/INTRANASAL USE,Outpatient,521,90660,"Influenza virus vaccine, trivalent, live (LAIV3), for intranasal use",,0,44,37.4,37.4,44,41.8,41.8,42.68,44,43.12,43.12,41.8,Pondera_Medical_Center
10090661_7,RX FLU VACC CELL CULT PRSV FREE,Outpatient,521,90661,"Influenza virus vaccine, trivalent (ccIIV3), derived from cell cultures, subunit, preservative and antibiotic free, 0.5 mL dosage, for intramuscular use",,0,32,27.2,23.82,31.36,30.4,23.82,23.82,23.82,31.36,31.36,30.4,Pondera_Medical_Center
10090662_7,RX FLUZONE HD 0.5ML,Outpatient,636,90662,"Influenza virus vaccine (IIV), split virus, preservative free, enhanced immunogenicity via increased antigen content, for intramuscular use",,0,40,34,34,39.2,38,36.69,36.69,36.69,39.2,39.2,38,Pondera_Medical_Center
10090670_7,RX PNEUMOCOCCAL VACC 13 VALENT,Outpatient,636,90670,"Pneumococcal conjugate vaccine, 13 valent (PCV13), for intramuscular use",,0,349,296.65,169.25,342.02,331.55,169.25,169.25,169.25,342.02,342.02,331.55,Pondera_Medical_Center
10090672_7,RX FLU VACCINE QUAD FLUMIST,Outpatient,636,90672,"Influenza virus vaccine, quadrivalent, live (LAIV4), for intranasal use",,0,45,38.25,28.29,44.1,42.75,28.29,28.29,28.29,44.1,44.1,42.75,Pondera_Medical_Center
10090675_7,RABIES VACCINE FOR IM USE,Outpatient,636,90675,"Rabies vaccine, for intramuscular use",,0,388,329.8,298.39,380.24,368.6,298.39,298.39,298.39,380.24,380.24,368.6,Pondera_Medical_Center
10090680_7,RX ROTAVIRUS VACCINE,Outpatient,636,90680,"Rotavirus vaccine, pentavalent (RV5), 3 dose schedule, live, for oral use",,0,214,181.9,94.09,209.72,203.3,94.09,94.09,94.09,209.72,209.72,203.3,Pondera_Medical_Center
10090682_7,RX FLU VACCINE QUAD FLUBLOK 0.5ML,Outpatient,636,90682,"Influenza virus vaccine, quadrivalent (RIV4), derived from recombinant DNA, hemagglutinin (HA) protein only, preservative and antibiotic free, for intramuscular use",,0,70,59.5,59.5,70,66.5,66.5,67.9,70,68.6,68.6,66.5,Pondera_Medical_Center
10090685_7,RX FLUZONE QUAD 6-35 MO,Outpatient,636,90685,"Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.25 mL dosage, for intramuscular use",,0,20,17,17,26.27,19,26.27,26.27,26.27,19.6,19.6,19,Pondera_Medical_Center
10090686_7,RX FLU VACCINE QUAD FLULAVAL 0.5ML,Outpatient,636,90686,"Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.5 mL dosage, for intramuscular use",,0,40,34,19.77,39.2,38,19.77,19.77,19.77,39.2,39.2,38,Pondera_Medical_Center
