Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_,hospital
5968537_1,68516-5216-02 - albumin human 25% Soln,Outpatient,259,P9047,"Albumin (human), 25%, 50ml",,2,165.63,124.22,96.07,308.07,157.35,308.07,154.04,165.63,96.07,157.35,Trinity_Hospital
5968538_1,00173-0682-24 - albuterol CFC free 90 mcg/inh Aeroso,Inpatient,250,,,,0,273.38,205.04,158.56,508.49,259.71,259.71,254.24,273.38,,259.71,Trinity_Hospital
5968538_1,00173-0682-24 - albuterol CFC free 90 mcg/inh Aeroso,Outpatient,250,,,,0,273.38,205.04,158.56,508.49,259.71,508.49,254.24,273.38,158.56,259.71,Trinity_Hospital
5968539_1,00487-9501-25 - albuterol 2.5 mg/3 mL (0.083%) Soln,Inpatient,250,,,,0,4,3,2.32,7.44,3.8,3.8,3.72,4,,3.8,Trinity_Hospital
5968539_1,00487-9501-25 - albuterol 2.5 mg/3 mL (0.083%) Soln,Outpatient,250,,,,0,4,3,2.32,7.44,3.8,7.44,3.72,4,2.32,3.8,Trinity_Hospital
5968543_1,17478-0067-02 - alfentanil 0.5 mg/mL Soln,Inpatient,259,,,,0,31.56,23.67,18.3,58.7,29.98,29.98,29.35,31.56,,29.98,Trinity_Hospital
5968543_1,17478-0067-02 - alfentanil 0.5 mg/mL Soln,Outpatient,259,,,,0,31.56,23.67,18.3,58.7,29.98,58.7,29.35,31.56,18.3,29.98,Trinity_Hospital
5968546_1,00143-9875-10 - amiodarone 50 mg/mL Soln,Inpatient,259,J0282,Amiodarone hcl,,5,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968546_1,00143-9875-10 - amiodarone 50 mg/mL Soln,Outpatient,259,J0282,Amiodarone hcl,,5,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968547_1,51079-0906-20 - amiodarone 200 mg Tab,Inpatient,250,,,,0,10.14,7.61,5.88,18.86,9.63,9.63,9.43,10.14,,9.63,Trinity_Hospital
5968547_1,51079-0906-20 - amiodarone 200 mg Tab,Outpatient,250,,,,0,10.14,7.61,5.88,18.86,9.63,18.86,9.43,10.14,5.88,9.63,Trinity_Hospital
5968548_1,00904-0201-61 - amitriptyline 25 mg Tab,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968548_1,00904-0201-61 - amitriptyline 25 mg Tab,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968549_1,59762-1530-05 - amLODIPine 5 mg Tab,Inpatient,250,,,,0,5.19,3.89,3.01,9.65,4.93,4.93,4.83,5.19,,4.93,Trinity_Hospital
5968549_1,59762-1530-05 - amLODIPine 5 mg Tab,Outpatient,250,,,,0,5.19,3.89,3.01,9.65,4.93,9.65,4.83,5.19,3.01,4.93,Trinity_Hospital
5968550_1,00093-3107-93 - amoxicillin 250 mg Cap,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968550_1,00093-3107-93 - amoxicillin 250 mg Cap,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968552_1,00781-6041-55 - amoxicillin 250 mg/5 mL Powder,Inpatient,250,,,,0,21.33,16,12.37,39.67,20.26,20.26,19.84,21.33,,20.26,Trinity_Hospital
5968552_1,00781-6041-55 - amoxicillin 250 mg/5 mL Powder,Outpatient,250,,,,0,21.33,16,12.37,39.67,20.26,39.67,19.84,21.33,12.37,20.26,Trinity_Hospital
5968553_1,43598-0204-51 - amoxicillin-clavulanate 250 mg-62.5 mg/5 mL Powder,Inpatient,250,,,,0,217.46,163.1,126.13,404.48,206.59,206.59,202.24,217.46,,206.59,Trinity_Hospital
5968553_1,43598-0204-51 - amoxicillin-clavulanate 250 mg-62.5 mg/5 mL Powder,Outpatient,250,,,,0,217.46,163.1,126.13,404.48,206.59,404.48,202.24,217.46,126.13,206.59,Trinity_Hospital
5968554_1,66685-1001-01 - amoxicillin-clavulanate 875 mg-125 mg Tab,Inpatient,250,,,,0,14.7,11.03,8.53,27.34,13.97,13.97,13.67,14.7,,13.97,Trinity_Hospital
5968554_1,66685-1001-01 - amoxicillin-clavulanate 875 mg-125 mg Tab,Outpatient,250,,,,0,14.7,11.03,8.53,27.34,13.97,27.34,13.67,14.7,8.53,13.97,Trinity_Hospital
5968555_1,63323-0389-10 - ampicillin 1 g Inject,Inpatient,259,J0290,Ampicillin 500 mg inj,,2,21.24,15.93,12.32,39.51,20.18,20.18,19.75,21.24,,20.18,Trinity_Hospital
5968555_1,63323-0389-10 - ampicillin 1 g Inject,Outpatient,259,J0290,Ampicillin 500 mg inj,,2,21.24,15.93,12.32,39.51,20.18,39.51,19.75,21.24,12.32,20.18,Trinity_Hospital
5968556_1,63323-0388-10 - ampicillin 500 mg Inject,Inpatient,259,J0290,Ampicillin 500 mg inj,,1,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968556_1,63323-0388-10 - ampicillin 500 mg Inject,Outpatient,259,J0290,Ampicillin 500 mg inj,,1,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968557_1,00049-0014-83 - ampicillin-sulbactam 2 g-1 g Inject,Inpatient,259,J0295,Ampicillin sulbactam 1.5 gm,,2,51.65,38.74,29.96,96.07,49.07,49.07,48.03,51.65,,49.07,Trinity_Hospital
5968557_1,00049-0014-83 - ampicillin-sulbactam 2 g-1 g Inject,Outpatient,259,J0295,Ampicillin sulbactam 1.5 gm,,2,51.65,38.74,29.96,96.07,49.07,96.07,48.03,51.65,29.96,49.07,Trinity_Hospital
596858_1,"Immunofix, Ur",Inpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,202.75,152.06,117.6,377.12,192.61,192.61,188.56,202.75,,192.61,Trinity_Hospital
596858_1,"Immunofix, Ur",Outpatient,302,86335,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",,0,202.75,152.06,117.6,377.12,192.61,377.12,188.56,202.75,117.6,192.61,Trinity_Hospital
596861_1,"Chromium, Serum (Mayo CRS)",Inpatient,301,82495,Chromium,,0,239,179.25,138.62,444.54,227.05,227.05,222.27,239,,227.05,Trinity_Hospital
596861_1,"Chromium, Serum (Mayo CRS)",Outpatient,301,82495,Chromium,,0,239,179.25,138.62,444.54,227.05,444.54,222.27,239,138.62,227.05,Trinity_Hospital
5968625_1,63739-0434-01 - aspirin 81 mg Chew t,Inpatient,250,,,,0,2,1.5,1.16,3.72,1.9,1.9,1.86,2,,1.9,Trinity_Hospital
5968625_1,63739-0434-01 - aspirin 81 mg Chew t,Outpatient,250,,,,0,2,1.5,1.16,3.72,1.9,3.72,1.86,2,1.16,1.9,Trinity_Hospital
5968626_1,51079-0684-20 - atenolol 50 mg Tab,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968626_1,51079-0684-20 - atenolol 50 mg Tab,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968627_1,24208-0750-60 - atropine ophthalmic 1% Soln,Inpatient,250,,,,0,71.36,53.52,41.39,132.73,67.79,67.79,66.36,71.36,,67.79,Trinity_Hospital
5968627_1,24208-0750-60 - atropine ophthalmic 1% Soln,Outpatient,250,,,,0,71.36,53.52,41.39,132.73,67.79,132.73,66.36,71.36,41.39,67.79,Trinity_Hospital
5968628_1,00517-0401-25 - atropine 0.4 mg/mL Soln,Inpatient,636,J0461,Atropine sulfate injection,,40,27.68,20.76,16.05,51.48,26.3,26.3,25.74,27.68,,26.3,Trinity_Hospital
5968628_1,00517-0401-25 - atropine 0.4 mg/mL Soln,Outpatient,636,J0461,Atropine sulfate injection,,40,27.68,20.76,16.05,51.48,26.3,51.48,25.74,27.68,16.05,26.3,Trinity_Hospital
5968629_1,00548-3339-00 - atropine 0.1 mg/mL Soln,Inpatient,259,J0461,Atropine sulfate injection,,100,22.14,16.61,12.84,41.18,21.03,21.03,20.59,22.14,,21.03,Trinity_Hospital
5968629_1,00548-3339-00 - atropine 0.1 mg/mL Soln,Outpatient,259,J0461,Atropine sulfate injection,,100,22.14,16.61,12.84,41.18,21.03,41.18,20.59,22.14,12.84,21.03,Trinity_Hospital
5968630_1,00069-3150-83 - azithromycin 500 mg Inject,Inpatient,259,J0456,Azithromycin,,1,21.6,16.2,12.53,40.18,20.52,20.52,20.09,21.6,,20.52,Trinity_Hospital
5968630_1,00069-3150-83 - azithromycin 500 mg Inject,Outpatient,259,J0456,Azithromycin,,1,21.6,16.2,12.53,40.18,20.52,40.18,20.09,21.6,12.53,20.52,Trinity_Hospital
5968634_1,50111-0787-66 - azithromycin 250 mg Tab,Inpatient,250,,,,0,23.34,17.51,13.54,43.41,22.17,22.17,21.71,23.34,,22.17,Trinity_Hospital
5968634_1,50111-0787-66 - azithromycin 250 mg Tab,Outpatient,250,,,,0,23.34,17.51,13.54,43.41,22.17,43.41,21.71,23.34,13.54,22.17,Trinity_Hospital
5968646_1,59762-3130-01 - azithromycin 200 mg/5 mL Powder,Inpatient,250,,,,0,104.64,78.48,60.69,194.63,99.41,99.41,97.32,104.64,,99.41,Trinity_Hospital
5968646_1,59762-3130-01 - azithromycin 200 mg/5 mL Powder,Outpatient,250,,,,0,104.64,78.48,60.69,194.63,99.41,194.63,97.32,104.64,60.69,99.41,Trinity_Hospital
5968647_1,00168-0111-09 - bacitracin topical zinc 500 units/g Ointme,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968647_1,00168-0111-09 - bacitracin topical zinc 500 units/g Ointme,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968648_1,51672-2075-02 - bacitracin topical 500 units/g Ointme,Inpatient,250,,,,0,21.48,16.11,12.46,39.95,20.41,20.41,19.98,21.48,,20.41,Trinity_Hospital
5968648_1,51672-2075-02 - bacitracin topical 500 units/g Ointme,Outpatient,250,,,,0,21.48,16.11,12.46,39.95,20.41,39.95,19.98,21.48,12.46,20.41,Trinity_Hospital
5968649_1,48102-0007-35 - bacitracin ophthalmic 500 units/g Ointme,Inpatient,259,,,,0,149.78,112.34,86.87,278.59,142.29,142.29,139.3,149.78,,142.29,Trinity_Hospital
5968649_1,48102-0007-35 - bacitracin ophthalmic 500 units/g Ointme,Outpatient,259,,,,0,149.78,112.34,86.87,278.59,142.29,278.59,139.3,149.78,86.87,142.29,Trinity_Hospital
5968650_1,66213-0423-16 - atropine/hyoscyamine/PB/scopolamine 0.0194 mg-0.1037 mg-16.2 mg-0.0065 mg/5 mL Elixi,Inpatient,250,,,,0,66.09,49.57,38.33,122.93,62.79,62.79,61.46,66.09,,62.79,Trinity_Hospital
5968650_1,66213-0423-16 - atropine/hyoscyamine/PB/scopolamine 0.0194 mg-0.1037 mg-16.2 mg-0.0065 mg/5 mL Elixi,Outpatient,250,,,,0,66.09,49.57,38.33,122.93,62.79,122.93,61.46,66.09,38.33,62.79,Trinity_Hospital
5968651_1,63029-8504-01 - benzocaine topical 20% Spray,Inpatient,250,,,,0,16.32,12.24,9.47,30.36,15.5,15.5,15.18,16.32,,15.5,Trinity_Hospital
5968651_1,63029-8504-01 - benzocaine topical 20% Spray,Outpatient,250,,,,0,16.32,12.24,9.47,30.36,15.5,30.36,15.18,16.32,9.47,15.5,Trinity_Hospital
5968652_1,00283-0679-02 - benzocaine topical 20% Spray,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968652_1,00283-0679-02 - benzocaine topical 20% Spray,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968653_1,00517-0720-01 - betamethasone 6 mg/mL Susp,Inpatient,259,J0702,Betamethasone acet&sod phosp,,2,37.73,28.3,21.88,70.18,35.84,35.84,35.09,37.73,,35.84,Trinity_Hospital
5968653_1,00517-0720-01 - betamethasone 6 mg/mL Susp,Outpatient,259,J0702,Betamethasone acet&sod phosp,,2,37.73,28.3,21.88,70.18,35.84,70.18,35.09,37.73,21.88,35.84,Trinity_Hospital
5968654_1,00713-0109-12 - bisacodyl 10 mg Supp,Inpatient,250,,,,0,4,3,2.32,7.44,3.8,3.8,3.72,4,,3.8,Trinity_Hospital
5968654_1,00713-0109-12 - bisacodyl 10 mg Supp,Outpatient,250,,,,0,4,3,2.32,7.44,3.8,7.44,3.72,4,2.32,3.8,Trinity_Hospital
5968655_1,00904-7927-61 - bisacodyl 5 mg EC Tab,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968655_1,00904-7927-61 - bisacodyl 5 mg EC Tab,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968656_1,49348-0777-34 - brompheniramine-phenylephrine 1 mg-2.5 mg/5 mL Liquid,Inpatient,250,,,,0,13.7,10.28,7.95,25.48,13.02,13.02,12.74,13.7,,13.02,Trinity_Hospital
5968656_1,49348-0777-34 - brompheniramine-phenylephrine 1 mg-2.5 mg/5 mL Liquid,Outpatient,250,,,,0,13.7,10.28,7.95,25.48,13.02,25.48,12.74,13.7,7.95,13.02,Trinity_Hospital
5968657_1,00409-1412-04 - bumetanide 0.25 mg/mL Soln,Inpatient,259,S0171,Bumetanide 0.5 mg,,4,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968657_1,00409-1412-04 - bumetanide 0.25 mg/mL Soln,Outpatient,259,S0171,Bumetanide 0.5 mg,,4,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968659_1,00409-1163-01 - bupivacaine 0.5% Soln,Inpatient,259,S0020,"Injection, bupivicaine hydro",,1.66,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968659_1,00409-1163-01 - bupivacaine 0.5% Soln,Outpatient,259,S0020,"Injection, bupivicaine hydro",,1.66,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968660_1,00186-1033-01 - bupivacaine 0.5% preservative-free Soln,Inpatient,259,S0020,"Injection, bupivicaine hydro",,1,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968660_1,00186-1033-01 - bupivacaine 0.5% preservative-free Soln,Outpatient,259,S0020,"Injection, bupivicaine hydro",,1,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968661_1,"63323-0462-31 - bupivacaine-EPINEPHrine 0.5%-1:200,000 preservative-free Soln",Inpatient,259,,,,0,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968661_1,"63323-0462-31 - bupivacaine-EPINEPHrine 0.5%-1:200,000 preservative-free Soln",Outpatient,259,,,,0,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968665_1,00548-3304-00 - calcium chloride 100 mg/mL Soln,Inpatient,259,J3490,Drugs unclassified injection,,1,26.47,19.85,15.35,49.23,25.15,25.15,24.62,26.47,,25.15,Trinity_Hospital
5968665_1,00548-3304-00 - calcium chloride 100 mg/mL Soln,Outpatient,259,J3490,Drugs unclassified injection,,1,26.47,19.85,15.35,49.23,25.15,49.23,24.62,26.47,15.35,25.15,Trinity_Hospital
5968666_1,63323-0311-10 - calcium gluconate 100 mg/mL Soln,Inpatient,259,J0610,Calcium gluconate injection,,1,19.44,14.58,11.28,36.16,18.47,18.47,18.08,19.44,,18.47,Trinity_Hospital
5968666_1,63323-0311-10 - calcium gluconate 100 mg/mL Soln,Outpatient,259,J0610,Calcium gluconate injection,,1,19.44,14.58,11.28,36.16,18.47,36.16,18.08,19.44,11.28,18.47,Trinity_Hospital
5968667_1,00006-3862-03 - aprepitant 125 mg-80 mg Kit,Inpatient,250,J8501,Oral aprepitant,,57,901.55,676.16,522.9,1676.88,856.47,856.47,838.44,901.55,,856.47,Trinity_Hospital
5968667_1,00006-3862-03 - aprepitant 125 mg-80 mg Kit,Outpatient,250,J8501,Oral aprepitant,,57,901.55,676.16,522.9,1676.88,856.47,1676.88,838.44,901.55,522.9,856.47,Trinity_Hospital
5968669_1,00904-3220-35 - carbamide peroxide otic 6.5% Soln,Inpatient,250,,,,0,7.44,5.58,4.32,13.84,7.07,7.07,6.92,7.44,,7.07,Trinity_Hospital
5968669_1,00904-3220-35 - carbamide peroxide otic 6.5% Soln,Outpatient,250,,,,0,7.44,5.58,4.32,13.84,7.07,13.84,6.92,7.44,4.32,7.07,Trinity_Hospital
596867_1,Hepatitis B Surface Antigen Confirmation (Mayo HBAG),Inpatient,306,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,55.1,176.7,90.25,90.25,88.35,95,,90.25,Trinity_Hospital
596867_1,Hepatitis B Surface Antigen Confirmation (Mayo HBAG),Outpatient,306,87340,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",,0,95,71.25,55.1,176.7,90.25,176.7,88.35,95,55.1,90.25,Trinity_Hospital
5968670_1,00009-0856-08 - carboprost 250 mcg/mL Soln,Inpatient,259,,,,0,485.79,364.34,281.76,903.57,461.5,461.5,451.78,485.79,,461.5,Trinity_Hospital
5968670_1,00009-0856-08 - carboprost 250 mcg/mL Soln,Outpatient,259,,,,0,485.79,364.34,281.76,903.57,461.5,903.57,451.78,485.79,281.76,461.5,Trinity_Hospital
5968671_1,51079-0930-20 - carvedilol 6.25 mg Tab,Inpatient,250,,,,0,6.4,4.8,3.71,11.9,6.08,6.08,5.95,6.4,,6.08,Trinity_Hospital
5968671_1,51079-0930-20 - carvedilol 6.25 mg Tab,Outpatient,250,,,,0,6.4,4.8,3.71,11.9,6.08,11.9,5.95,6.4,3.71,6.08,Trinity_Hospital
5968672_1,00409-0805-01 - ceFAZolin 1 g Inject,Inpatient,636,J0690,Cefazolin sodium injection,,2,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968672_1,00409-0805-01 - ceFAZolin 1 g Inject,Outpatient,636,J0690,Cefazolin sodium injection,,2,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968673_1,63323-0340-20 - cefepime 2 g Inject,Inpatient,259,J0692,Cefepime hcl for injection,,4,35.43,26.57,20.55,65.9,33.66,33.66,32.95,35.43,,33.66,Trinity_Hospital
5968673_1,63323-0340-20 - cefepime 2 g Inject,Outpatient,259,J0692,Cefepime hcl for injection,,4,35.43,26.57,20.55,65.9,33.66,65.9,32.95,35.43,20.55,33.66,Trinity_Hospital
5968674_1,63323-0341-25 - cefOXitin 1 g Inject,Inpatient,259,J0694,Cefoxitin sodium injection,,1,22.97,17.23,13.32,42.72,21.82,21.82,21.36,22.97,,21.82,Trinity_Hospital
5968674_1,63323-0341-25 - cefOXitin 1 g Inject,Outpatient,259,J0694,Cefoxitin sodium injection,,1,22.97,17.23,13.32,42.72,21.82,42.72,21.36,22.97,13.32,21.82,Trinity_Hospital
5968675_1,63323-0346-10 - cefTRIAXone 1 g Inject,Inpatient,259,J0696,Ceftriaxone sodium injection,,4,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968675_1,63323-0346-10 - cefTRIAXone 1 g Inject,Outpatient,259,J0696,Ceftriaxone sodium injection,,4,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968676_1,00409-7337-01 - cefTRIAXone 250 mg Inject,Inpatient,259,J0696,Ceftriaxone sodium injection,,1,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968676_1,00409-7337-01 - cefTRIAXone 250 mg Inject,Outpatient,259,J0696,Ceftriaxone sodium injection,,1,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968678_1,00093-3145-01 - cephalexin 250 mg Cap,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968678_1,00093-3145-01 - cephalexin 250 mg Cap,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968680_1,00093-4177-73 - cephalexin 250 mg/5 mL Powder,Inpatient,250,,,,0,86.25,64.69,50.03,160.43,81.94,81.94,80.21,86.25,,81.94,Trinity_Hospital
5968680_1,00093-4177-73 - cephalexin 250 mg/5 mL Powder,Outpatient,250,,,,0,86.25,64.69,50.03,160.43,81.94,160.43,80.21,86.25,50.03,81.94,Trinity_Hospital
5968681_1,52380-1272-04 - chlorhexidine topical 4% Soap,Inpatient,250,,,,0,19.83,14.87,11.5,36.88,18.84,18.84,18.44,19.83,,18.84,Trinity_Hospital
5968681_1,52380-1272-04 - chlorhexidine topical 4% Soap,Outpatient,250,,,,0,19.83,14.87,11.5,36.88,18.84,36.88,18.44,19.83,11.5,18.84,Trinity_Hospital
5968682_1,00641-1397-35 - chlorproMAZINE 25 mg/mL Soln,Inpatient,259,J3230,Chlorpromazine hcl injection,,1,104,78,60.32,193.44,98.8,98.8,96.72,104,,98.8,Trinity_Hospital
5968682_1,00641-1397-35 - chlorproMAZINE 25 mg/mL Soln,Outpatient,259,J3230,Chlorpromazine hcl injection,,1,104,78,60.32,193.44,98.8,193.44,96.72,104,60.32,98.8,Trinity_Hospital
5968831_1,68084-0069-01 - ciprofloxacin 250 mg Tab,Inpatient,250,,,,0,16.38,12.29,9.5,30.47,15.56,15.56,15.23,16.38,,15.56,Trinity_Hospital
5968831_1,68084-0069-01 - ciprofloxacin 250 mg Tab,Outpatient,250,,,,0,16.38,12.29,9.5,30.47,15.56,30.47,15.23,16.38,9.5,15.56,Trinity_Hospital
5968832_1,49348-0696-49 - magnesium citrate 1.745 g/30 mL Liquid,Inpatient,250,,,,0,4.22,3.17,2.45,7.85,4.01,4.01,3.92,4.22,,4.01,Trinity_Hospital
5968832_1,49348-0696-49 - magnesium citrate 1.745 g/30 mL Liquid,Outpatient,250,,,,0,4.22,3.17,2.45,7.85,4.01,7.85,3.92,4.22,2.45,4.01,Trinity_Hospital
5968833_1,63739-0059-10 - clindamycin 150 mg Cap,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968833_1,63739-0059-10 - clindamycin 150 mg Cap,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968835_1,00009-0775-26 - clindamycin 150 mg/mL Soln,Inpatient,259,S0077,"Injection, clindamycin phosp",,2,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968835_1,00009-0775-26 - clindamycin 150 mg/mL Soln,Outpatient,259,S0077,"Injection, clindamycin phosp",,2,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968836_1,00009-0902-18 - clindamycin 150 mg/mL Soln,Inpatient,259,S0077,"Injection, clindamycin phosp",,3,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
5968836_1,00009-0902-18 - clindamycin 150 mg/mL Soln,Outpatient,259,S0077,"Injection, clindamycin phosp",,3,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
5968838_1,51079-0299-20 - cloNIDine 0.1 mg Tab,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968838_1,51079-0299-20 - cloNIDine 0.1 mg Tab,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968839_1,63653-1171-03 - clopidogrel 75 mg Tab,Inpatient,250,,,,0,7.16,5.37,4.15,13.32,6.8,6.8,6.66,7.16,,6.8,Trinity_Hospital
5968839_1,63653-1171-03 - clopidogrel 75 mg Tab,Outpatient,250,,,,0,7.16,5.37,4.15,13.32,6.8,13.32,6.66,7.16,4.15,6.8,Trinity_Hospital
5968840_1,45802-0434-11 - clotrimazole topical 1% Cream,Inpatient,250,,,,0,25.77,19.33,14.95,47.93,24.48,24.48,23.97,25.77,,24.48,Trinity_Hospital
5968840_1,45802-0434-11 - clotrimazole topical 1% Cream,Outpatient,250,,,,0,25.77,19.33,14.95,47.93,24.48,47.93,23.97,25.77,14.95,24.48,Trinity_Hospital
5968845_1,00517-0031-25 - cyanocobalamin 1000 mcg/mL Soln,Inpatient,259,J3420,Vitamin b12 injection,,1,26.22,19.67,15.21,48.77,24.91,24.91,24.38,26.22,,24.91,Trinity_Hospital
5968845_1,00517-0031-25 - cyanocobalamin 1000 mcg/mL Soln,Outpatient,259,J3420,Vitamin b12 injection,,1,26.22,19.67,15.21,48.77,24.91,48.77,24.38,26.22,15.21,24.91,Trinity_Hospital
5968846_1,51079-0644-20 - cyclobenzaprine 10 mg Tab,Inpatient,250,,,,0,3,2.25,1.74,5.58,2.85,2.85,2.79,3,,2.85,Trinity_Hospital
5968846_1,51079-0644-20 - cyclobenzaprine 10 mg Tab,Outpatient,250,,,,0,3,2.25,1.74,5.58,2.85,5.58,2.79,3,1.74,2.85,Trinity_Hospital
5968847_1,24208-0735-01 - cyclopentolate ophthalmic 1% Soln,Inpatient,250,,,,0,48.99,36.74,28.41,91.12,46.54,46.54,45.56,48.99,,46.54,Trinity_Hospital
5968847_1,24208-0735-01 - cyclopentolate ophthalmic 1% Soln,Outpatient,250,,,,0,48.99,36.74,28.41,91.12,46.54,91.12,45.56,48.99,28.41,46.54,Trinity_Hospital
5968848_1,00548-5900-00 - cosyntropin 0.25 mg Inject,Inpatient,259,J0834,"Inj., cosyntropin, 0.25 mg",,1,191.84,143.88,111.27,356.82,182.25,182.25,178.41,191.84,,182.25,Trinity_Hospital
