Run Date: 1/11/2022 2:58:27 PM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,hospital
64,,30901 - Simple control of nose bleed,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,1,327.36,Community_Hospital_of_Anaconda
,2.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,1,264.09,Community_Hospital_of_Anaconda
,3.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,19.8,Community_Hospital_of_Anaconda
,4.0,SIMPLE CONTROL OF NOSE BLEED,450,30901,1,239,Community_Hospital_of_Anaconda
,5.0,EMERGENCY DEPARTMENT VISIT FOR PROBLEM OF MODERATE SEVERITY,450,99283,1,476,Community_Hospital_of_Anaconda
,6.0,MISCELLANEOUS DRUGS,637,A9270,1,87.87,Community_Hospital_of_Anaconda
,7.0,SIMPLE CONTROL OF NOSE BLEED,981,30901,1,210.1,Community_Hospital_of_Anaconda
,8.0,EMERGENCY DEPARTMENT VISIT FOR PROBLEM OF MODERATE SEVERITY,981,99283,1,188.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,1812.42,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,989.88,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,1812.42,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,1131.29,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,1560.47,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,989.88,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,1812.42,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,1499.35,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,1343.41,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
65,,31231 - Diagnostic exam of nasal passages using an endoscope,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,DIAGNOSTIC EXAM OF NASAL PASSAGES USING AN ENDOSCOPE,983,31231,1,475.27,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,475.27,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,103.74,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,475.27,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,427.74,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,475.27,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,103.74,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
66,,31500 - Emergent insertion of breathing tube into windpipe using an endoscope,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, 1 HOUR OR LESS",260,96365,1,423.39,Community_Hospital_of_Anaconda
,2.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, EACH ADDITIONAL HOUR",260,96366,1,99.33,Community_Hospital_of_Anaconda
,3.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, ADDITIONAL SEQUENTIAL INFUSION, 1 HOUR OR LESS",260,96367,1,130.29,Community_Hospital_of_Anaconda
,4.0,INJECTION OF DRUG OR SUBSTANCE INTO VEIN,260,96374,1,155.25,Community_Hospital_of_Anaconda
,5.0,INJECTION OF ADDITIONAL NEW DRUG OR SUBSTANCE INTO VEIN,260,96375,3,432.14,Community_Hospital_of_Anaconda
,6.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,5,784.28,Community_Hospital_of_Anaconda
,7.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,3,510.2,Community_Hospital_of_Anaconda
,8.0,CATH W/DRAINAGE 2-WAY SILCNE,272,A4315,1,113.3,Community_Hospital_of_Anaconda
,9.0,TRACH/LARYN TUBE CUFFED,272,A7521,1,18.7,Community_Hospital_of_Anaconda
,10.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,76.75,Community_Hospital_of_Anaconda
,11.0,ARTERY PUNCTURE COLLECTION OF BLOOD SAMPLE,300,36600,1,98.1,Community_Hospital_of_Anaconda
,12.0,"BLOOD TEST, COMPREHENSIVE GROUP OF BLOOD CHEMICALS",300,80053,1,252.6,Community_Hospital_of_Anaconda
,13.0,"BLOOD TEST, CLOTTING TIME",300,85610,1,23.78,Community_Hospital_of_Anaconda
,14.0,BLOOD GASES MEASUREMENT,301,82803,1,345.96,Community_Hospital_of_Anaconda
,15.0,LACTIC ACID LEVEL,301,83605,1,90.63,Community_Hospital_of_Anaconda
,16.0,MAGNESIUM LEVEL,301,83735,1,72.3,Community_Hospital_of_Anaconda
,17.0,NATRIURETIC PEPTIDE (HEART AND BLOOD VESSEL PROTEIN) LEVEL,301,83880,1,195.13,Community_Hospital_of_Anaconda
,18.0,"TROPONIN (PROTEIN) ANALYSIS, QUANTITATIVE",301,84484,1,235.8,Community_Hospital_of_Anaconda
,19.0,MEASUREMENT C-REACTIVE PROTEIN FOR DETECTION OF INFECTION OR INFLAMMATION,302,86140,1,52.7,Community_Hospital_of_Anaconda
,20.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST AND AUTOMATED DIFFERENTIAL WHITE BLOOD CELL COUNT",305,85025,1,83.64,Community_Hospital_of_Anaconda
,21.0,BACTERIAL BLOOD CULTURE,306,87040,2,480.5,Community_Hospital_of_Anaconda
,22.0,AMPLIFED DNA OR RNA PROBE DETECTION OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 (COVID-19) ANTIGEN,306,87635,1,80.18,Community_Hospital_of_Anaconda
,23.0,"MANUAL URINALYSIS TEST WITH EXAMINATION USING MICROSCOPE, AUTOMATED",307,81001,1,44.1,Community_Hospital_of_Anaconda
,24.0,"X-RAY OF CHEST, 1 VIEW",324,71045,2,286.8,Community_Hospital_of_Anaconda
,25.0,CT SCAN HEAD OR BRAIN WITHOUT CONTRAST,351,70450,1,1358.4,Community_Hospital_of_Anaconda
,26.0,CT SCAN OF BLOOD VESSELS OF CHEST WITH CONTRAST,352,71275,1,2590,Community_Hospital_of_Anaconda
,27.0,EMERGENT INSERTION OF BREATHING TUBE INTO WINDPIPE USING AN ENDOSCOPE,361,31500,1,358.1,Community_Hospital_of_Anaconda
,28.0,INITIAL HOSPITAL INPATIENT OR OBSERVATION VENTILATION ASSISTANCE AND MANAGEMENT,410,94002,1,395.53,Community_Hospital_of_Anaconda
,29.0,SIMPLE INSERTION OF TEMPORARY BLADDER TUBE,450,51702,1,154.4,Community_Hospital_of_Anaconda
,30.0,"CRITICAL CARE, FIRST 30-74 MINUTES",450,99291,1,794.33,Community_Hospital_of_Anaconda
,31.0,"CRITICAL CARE, EACH ADDITIONAL 30 MINUTES",450,99292,1,1044.75,Community_Hospital_of_Anaconda
,32.0,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING,636,,5,381.63,Community_Hospital_of_Anaconda
,33.0,"INJ, PROPOFOL, 10 MG",636,J2704,205,171.62,Community_Hospital_of_Anaconda
,34.0,FENTANYL CITRATE INJECTION,636,J3010,14,46.9,Community_Hospital_of_Anaconda
,35.0,NORMAL SALINE SOLUTION INFUS,636,J7030,1,92.5,Community_Hospital_of_Anaconda
,36.0,NORMAL SALINE SOLUTION INFUS,636,J7040,1,84.08,Community_Hospital_of_Anaconda
,37.0,NORMAL SALINE SOLUTION INFUS,636,J7050,5,273.87,Community_Hospital_of_Anaconda
,38.0,RINGERS LACTATE INFUSION,636,J7120,1,85.3,Community_Hospital_of_Anaconda
,39.0,"LOCM 300-399MG/ML IODINE,1ML",636,Q9967,96,0,Community_Hospital_of_Anaconda
,40.0,ROUTINE ELECTROCARDIOGRAM (ECG) USING AT LEAST 12 LEADS WITH TRACING,730,93005,1,255.3,Community_Hospital_of_Anaconda
,41.0,EMERGENT INSERTION OF BREATHING TUBE INTO WINDPIPE USING AN ENDOSCOPE,964,31500,1,607.9,Community_Hospital_of_Anaconda
,42.0,EMERGENCY DEPARTMENT VISIT FOR LIFE THREATENING OR FUNCTIONING SEVERITY,981,99285,1,387,Community_Hospital_of_Anaconda
,43.0,"CRITICAL CARE, FIRST 30-74 MINUTES",981,99291,1,967.71,Community_Hospital_of_Anaconda
,44.0,"CRITICAL CARE, EACH ADDITIONAL 30 MINUTES",981,99292,2,708.24,Community_Hospital_of_Anaconda
,45.0,ROUTINE ELECTROCARDIOGRAM (ECG) USING AT LEAST 12 LEADS WITH INTERPRETATION AND REPORT ONLY,985,93010,2,83.71,Community_Hospital_of_Anaconda
,46.0,PATIENT CONVENIENCE ITEMS - GENERAL CLASSIFICATION,990,,12,0,Community_Hospital_of_Anaconda
,47.0,TEST TO MEASURE OXYGEN LEVEL IN BLOOD USING EAR OR FINGER DEVICE,990,94760,7,0,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,15927.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,9220.78,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,15927.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,9934.62,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,13675.76,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,9220.78,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,15927.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,13408.07,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,12513.91,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
67,,32555 - Aspiration of fluid from chest cavity using imaging guidance,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,ROOM & BOARD - PRIVATE (ONE BED) - GENERAL CLASSIFICATION,110,,6,10296.6,Community_Hospital_of_Anaconda
,2.0,INTENSIVE CARE UNIT - GENERAL CLASSIFICATION,200,,4,16198,Community_Hospital_of_Anaconda
,3.0,PHARMACY - GENERAL CLASSIFICATION,250,,154,1351.39,Community_Hospital_of_Anaconda
,4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,9,1873.42,Community_Hospital_of_Anaconda
,5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,3,818.74,Community_Hospital_of_Anaconda
,6.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,7,144.4,Community_Hospital_of_Anaconda
,7.0,"BLOOD TEST, BASIC GROUP OF BLOOD CHEMICALS (CALCIUM, TOTAL)",300,80048,8,1043.88,Community_Hospital_of_Anaconda
,8.0,"BLOOD TEST, COMPREHENSIVE GROUP OF BLOOD CHEMICALS",300,80053,1,306.52,Community_Hospital_of_Anaconda
,9.0,"BLOOD TEST, CLOTTING TIME",300,85610,2,42.66,Community_Hospital_of_Anaconda
,10.0,GLUCOSE (SUGAR) LEVEL ON BODY FLUID,301,82945,1,48.2,Community_Hospital_of_Anaconda
,11.0,MAGNESIUM LEVEL,301,83735,3,153.64,Community_Hospital_of_Anaconda
,12.0,"TOTAL PROTEIN LEVEL, BODY FLUID",301,84157,1,60.25,Community_Hospital_of_Anaconda
,13.0,"BLOOD TEST, THYROID STIMULATING HORMONE (TSH)",301,84443,1,104.67,Community_Hospital_of_Anaconda
,14.0,"TROPONIN (PROTEIN) ANALYSIS, QUANTITATIVE",301,84484,3,501.2,Community_Hospital_of_Anaconda
,15.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST AND AUTOMATED DIFFERENTIAL WHITE BLOOD CELL COUNT",305,85025,2,138.62,Community_Hospital_of_Anaconda
,16.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST",305,85027,3,200.56,Community_Hospital_of_Anaconda
,17.0,"BACTERIAL CULTURE, ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC",306,87070,1,64.27,Community_Hospital_of_Anaconda
,18.0,SPECIAL GRAM OR GIEMSA STAIN FOR MICROORGANISM,306,87205,1,63.77,Community_Hospital_of_Anaconda
,19.0,"MANUAL URINALYSIS TEST WITH EXAMINATION USING MICROSCOPE, AUTOMATED",307,81001,1,43.67,Community_Hospital_of_Anaconda
,20.0,"PATHOLOGY EXAMINATION OF TISSUE USING A MICROSCOPE, INTERMEDIATE COMPLEXITY",310,88305,1,199.2,Community_Hospital_of_Anaconda
,21.0,BODY FLUID CELL COUNT WITH CELL IDENTIFICATION,310,89051,1,116.38,Community_Hospital_of_Anaconda
,22.0,"CELL EXAMINATION OF SPECIMEN, CONCENTRATION TECHNIQUE",311,88108,1,337.5,Community_Hospital_of_Anaconda
,23.0,"X-RAY OF CHEST, 1 VIEW",324,71045,2,359.74,Community_Hospital_of_Anaconda
,24.0,"X-RAY OF CHEST, 2 VIEWS",324,71046,2,530.7,Community_Hospital_of_Anaconda
,25.0,CT SCAN OF CHEST WITHOUT CONTRAST,352,71250,1,1098.8,Community_Hospital_of_Anaconda
,26.0,ASPIRATION OF FLUID FROM CHEST CAVITY USING IMAGING GUIDANCE,361,32555,1,630.5,Community_Hospital_of_Anaconda
,27.0,INHALATION TREATMENT FOR AIRWAY OBSTRUCTION OR SPUTUM PRODUCTION,412,94640,19,1617.33,Community_Hospital_of_Anaconda
,28.0,"THERAPY PROCEDURE FOR WALKING TRAINING, EACH 15 MINUTES",420,97116,6,491.75,Community_Hospital_of_Anaconda
,29.0,THERAPY PROCEDURE USING FUNCTIONAL ACTIVITIES,420,97530,5,399,Community_Hospital_of_Anaconda
,30.0,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING,636,,21,1036.45,Community_Hospital_of_Anaconda
,31.0,INJ ENOXAPARIN SODIUM,636,J1650,33,261.92,Community_Hospital_of_Anaconda
,32.0,INSULIN INJECTION,636,J1815,100,163,Community_Hospital_of_Anaconda
,33.0,ONDANSETRON HCL INJECTION,636,J2405,4,8.61,Community_Hospital_of_Anaconda
,34.0,INJ MAGNESIUM SULFATE,636,J3475,9,151.83,Community_Hospital_of_Anaconda
,35.0,NORMAL SALINE SOLUTION INFUS,636,J7030,2,115.76,Community_Hospital_of_Anaconda
,36.0,NORMAL SALINE SOLUTION INFUS,636,J7050,26,1422.77,Community_Hospital_of_Anaconda
,37.0,ALBUTEROL NON-COMP UNIT,636,J7613,6,16.52,Community_Hospital_of_Anaconda
,38.0,ALBUTEROL IPRATROP NON-COMP,636,J7620,15,129.41,Community_Hospital_of_Anaconda
,39.0,ROUTINE ELECTROCARDIOGRAM (ECG) USING AT LEAST 12 LEADS WITH TRACING,730,93005,3,487.95,Community_Hospital_of_Anaconda
,40.0,ASPIRATION OF FLUID FROM CHEST CAVITY USING IMAGING GUIDANCE,975,32555,1,352.4,Community_Hospital_of_Anaconda
,41.0,ROUTINE ELECTROCARDIOGRAM (ECG) USING AT LEAST 12 LEADS WITH INTERPRETATION AND REPORT ONLY,985,93010,3,110.7,Community_Hospital_of_Anaconda
,42.0,"FOLLOW-UP HOSPITAL INPATIENT CARE PER DAY, TYPICALLY 15 MINUTES",987,99231,2,347.93,Community_Hospital_of_Anaconda
,43.0,"FOLLOW-UP HOSPITAL INPATIENT CARE PER DAY, TYPICALLY 25 MINUTES",987,99232,3,861.45,Community_Hospital_of_Anaconda
,44.0,"FOLLOW-UP HOSPITAL INPATIENT CARE PER DAY, TYPICALLY 35 MINUTES",987,99233,3,1170.67,Community_Hospital_of_Anaconda
,45.0,"HOSPITAL DISCHARGE DAY MANAGEMENT, MORE THAN 30 MINUTES",987,99239,1,323.8,Community_Hospital_of_Anaconda
,46.0,"CRITICAL CARE, FIRST 30-74 MINUTES",987,99291,4,3149.53,Community_Hospital_of_Anaconda
,47.0,PATIENT CONVENIENCE ITEMS - GENERAL CLASSIFICATION,990,,5,0,Community_Hospital_of_Anaconda
,48.0,BLOOD GLUCOSE (SUGAR) TEST PERFORMED BY HAND-HELD INSTRUMENT,990,82962,19,0,Community_Hospital_of_Anaconda
,49.0,TEST TO MEASURE OXYGEN LEVEL IN BLOOD USING EAR OR FINGER DEVICE,990,94760,21,0,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,49346.03,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,30120.68,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,49346.03,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,32607.79,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,42259.95,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,30120.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,49346.03,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,42477.65,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,40878.07,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
68,,36430 - Transfusion of blood or blood products,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,TRANSFUSION OF BLOOD OR BLOOD PRODUCTS,391,36430,1,891.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,891.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,624.26,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,891.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,713.44,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,758.03,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,624.26,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,891.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,820.46,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,847.21,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
69,,36556 - Insertion of non-tunneled central venous tube for infusion (5 years or older),,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,ROOM & BOARD - PRIVATE (ONE BED) - GENERAL CLASSIFICATION,110,,5,8415.2,Community_Hospital_of_Anaconda
,2.0,INTENSIVE CARE UNIT - GENERAL CLASSIFICATION,200,,3,13843.36,Community_Hospital_of_Anaconda
,3.0,PHARMACY - GENERAL CLASSIFICATION,250,,72,639.94,Community_Hospital_of_Anaconda
,4.0,"INFUSION INTO A VEIN FOR HYDRATION, EACH ADDITIONAL HOUR",260,96361,1,179.9,Community_Hospital_of_Anaconda
,5.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, 1 HOUR OR LESS",260,96365,1,427.67,Community_Hospital_of_Anaconda
,6.0,"INFUSION INTO A VEIN FOR THERAPY, PREVENTION, OR DIAGNOSIS, ADDITIONAL SEQUENTIAL INFUSION, 1 HOUR OR LESS",260,96367,1,136.8,Community_Hospital_of_Anaconda
,7.0,INJECTION OF ADDITIONAL NEW DRUG OR SUBSTANCE INTO VEIN,260,96375,2,262.17,Community_Hospital_of_Anaconda
,8.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY,271,,9,1595.75,Community_Hospital_of_Anaconda
,9.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,272,,14,3563.41,Community_Hospital_of_Anaconda
,10.0,CATH W/DRAINAGE 2-WAY SILCNE,272,A4315,1,126.36,Community_Hospital_of_Anaconda
,11.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,30,1417.72,Community_Hospital_of_Anaconda
,12.0,ARTERY PUNCTURE COLLECTION OF BLOOD SAMPLE,300,36600,4,241.87,Community_Hospital_of_Anaconda
,13.0,"BLOOD TEST, BASIC GROUP OF BLOOD CHEMICALS (CALCIUM, TOTAL)",300,80048,9,1150,Community_Hospital_of_Anaconda
,14.0,"BLOOD TEST, COMPREHENSIVE GROUP OF BLOOD CHEMICALS",300,80053,4,884.38,Community_Hospital_of_Anaconda
,15.0,"BLOOD TEST, CLOTTING TIME",300,85610,1,37.81,Community_Hospital_of_Anaconda
,16.0,"EVALUATION OF ANTIMICROBIAL DRUG (ANTIBIOTIC, ANTIFUNGAL, ANTIVIRAL), MICRODILUTION OR AGAR DILUTION",300,87186,1,134.7,Community_Hospital_of_Anaconda
,17.0,VANCOMYCIN (ANTIBIOTIC) LEVEL,301,80202,1,198.2,Community_Hospital_of_Anaconda
,18.0,"TESTING FOR PRESENCE OF DRUG, READ BY DIRECT OBSERVATION",301,80305,1,215.66,Community_Hospital_of_Anaconda
,19.0,"CREATINE KINASE (CARDIAC ENZYME) LEVEL, TOTAL",301,82550,3,227.73,Community_Hospital_of_Anaconda
,20.0,BLOOD GASES MEASUREMENT,301,82803,4,852.98,Community_Hospital_of_Anaconda
,21.0,"BLOOD GASES MEASUREMENT, WITH O2 SATURATION",301,82805,4,881.88,Community_Hospital_of_Anaconda
,22.0,LACTIC ACID LEVEL,301,83605,4,324.89,Community_Hospital_of_Anaconda
,23.0,LIPASE (FAT ENZYME) LEVEL,301,83690,1,92.63,Community_Hospital_of_Anaconda
,24.0,MAGNESIUM LEVEL,301,83735,4,235.79,Community_Hospital_of_Anaconda
,25.0,NATRIURETIC PEPTIDE (HEART AND BLOOD VESSEL PROTEIN) LEVEL,301,83880,1,208.13,Community_Hospital_of_Anaconda
,26.0,PHOSPHATE LEVEL,301,84100,6,343.14,Community_Hospital_of_Anaconda
,27.0,"BLOOD TEST, THYROID STIMULATING HORMONE (TSH)",301,84443,1,133.13,Community_Hospital_of_Anaconda
,28.0,"TROPONIN (PROTEIN) ANALYSIS, QUANTITATIVE",301,84484,4,586.84,Community_Hospital_of_Anaconda
,29.0,MEASUREMENT C-REACTIVE PROTEIN FOR DETECTION OF INFECTION OR INFLAMMATION,302,86140,1,63.08,Community_Hospital_of_Anaconda
,30.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST AND AUTOMATED DIFFERENTIAL WHITE BLOOD CELL COUNT",305,85025,4,242.35,Community_Hospital_of_Anaconda
,31.0,"COMPLETE BLOOD CELL COUNT (RED CELLS, WHITE BLOOD CELL, PLATELETS), AUTOMATED TEST",305,85027,2,124.03,Community_Hospital_of_Anaconda
,32.0,"COAGULATION ASSESSMENT BLOOD TEST, PLASMA OR WHOLE BLOOD",305,85730,3,244.04,Community_Hospital_of_Anaconda
,33.0,BACTERIAL BLOOD CULTURE,306,87040,2,429.65,Community_Hospital_of_Anaconda
,34.0,"BACTERIAL CULTURE, ANY OTHER SOURCE EXCEPT URINE, BLOOD OR STOOL, AEROBIC",306,87070,1,55.98,Community_Hospital_of_Anaconda
,35.0,BACTERIAL CULTURE FOR AEROBIC ISOLATES,306,87077,1,32.9,Community_Hospital_of_Anaconda
,36.0,"BACTERIAL COLONY COUNT, URINE",306,87086,1,39.55,Community_Hospital_of_Anaconda
,37.0,SPECIAL GRAM OR GIEMSA STAIN FOR MICROORGANISM,306,87205,1,55.98,Community_Hospital_of_Anaconda
,38.0,AMPLIFED DNA OR RNA PROBE DETECTION OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 (COVID-19) ANTIGEN,306,87635,1,106.9,Community_Hospital_of_Anaconda
,39.0,"MANUAL URINALYSIS TEST WITH EXAMINATION USING MICROSCOPE, AUTOMATED",307,81001,1,55.89,Community_Hospital_of_Anaconda
,40.0,"X-RAY OF CHEST, 1 VIEW",324,71045,2,381.79,Community_Hospital_of_Anaconda
,41.0,CT SCAN HEAD OR BRAIN WITHOUT CONTRAST,351,70450,1,1885.92,Community_Hospital_of_Anaconda
