BIG HORN HOSPITAL ASSOCIATION,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,hospital
5040605,VICRYL 2-0 J739D,,2019-10-21 00:00:00,,Central Supply,,126.7,101.36,32.942,122.899,120.365,% OF CHARGE,126.7,% OF CHARGES,93.758,% OF CHARGES,114.03,% OF CHARGES,101.36000000000001,% OF CHARGES,122.899,% OF CHARGES,122.899,% OF CHARGES,101.36000000000001,% OF CHARGE,120.365,% OF CHARGE,120.365,% OF CHARGE,120.365,% OF CHARGE,120.365,% OF CHARGE,122.899,% OF CHARGE,93.758,% OF CHARGE,93.758,% OF CHARGE,93.758,% OF CHARGE,120.365,% OF CHARGES,120.365,% OF CHARGES,93.758,% OF CHARGES,93.758,% OF CHARGES,120.365,% OF CHARGES,120.365,% OF CHARGE,93.758,% OF CHARGE,67.15100000000001,% OF CHARGE,32.942,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5045445,VICRYL 0-J727D,,2019-10-21 00:00:00,,Central Supply,,126.91,101.52799999999999,32.9966,123.1027,120.5645,% OF CHARGE,126.91,% OF CHARGES,93.9134,% OF CHARGES,114.219,% OF CHARGES,101.528,% OF CHARGES,123.1027,% OF CHARGES,123.1027,% OF CHARGES,101.528,% OF CHARGE,120.5645,% OF CHARGE,120.5645,% OF CHARGE,120.5645,% OF CHARGE,120.5645,% OF CHARGE,123.1027,% OF CHARGE,93.9134,% OF CHARGE,93.9134,% OF CHARGE,93.9134,% OF CHARGE,120.5645,% OF CHARGES,120.5645,% OF CHARGES,93.9134,% OF CHARGES,93.9134,% OF CHARGES,120.5645,% OF CHARGES,120.5645,% OF CHARGE,93.9134,% OF CHARGE,67.2623,% OF CHARGE,32.9966,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5044235,VICRYL 0-J740D,,2019-10-21 00:00:00,,Central Supply,,127.19,101.752,33.0694,123.37429999999999,120.83049999999999,% OF CHARGE,127.19,% OF CHARGES,94.1206,% OF CHARGES,114.471,% OF CHARGES,101.75200000000001,% OF CHARGES,123.37429999999999,% OF CHARGES,123.37429999999999,% OF CHARGES,101.75200000000001,% OF CHARGE,120.83049999999999,% OF CHARGE,120.83049999999999,% OF CHARGE,120.83049999999999,% OF CHARGE,120.83049999999999,% OF CHARGE,123.37429999999999,% OF CHARGE,94.1206,% OF CHARGE,94.1206,% OF CHARGE,94.1206,% OF CHARGE,120.83049999999999,% OF CHARGES,120.83049999999999,% OF CHARGES,94.1206,% OF CHARGES,94.1206,% OF CHARGES,120.83049999999999,% OF CHARGES,120.83049999999999,% OF CHARGE,94.1206,% OF CHARGE,67.4107,% OF CHARGE,33.0694,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5041140,EXCEL CX21D O,,2019-10-21 00:00:00,,Central Supply,,127.4,101.92,33.124,123.578,121.03,% OF CHARGE,127.4,% OF CHARGES,94.276,% OF CHARGES,114.66000000000001,% OF CHARGES,101.92000000000002,% OF CHARGES,123.578,% OF CHARGES,123.578,% OF CHARGES,101.92000000000002,% OF CHARGE,121.03,% OF CHARGE,121.03,% OF CHARGE,121.03,% OF CHARGE,121.03,% OF CHARGE,123.578,% OF CHARGE,94.276,% OF CHARGE,94.276,% OF CHARGE,94.276,% OF CHARGE,121.03,% OF CHARGES,121.03,% OF CHARGES,94.276,% OF CHARGES,94.276,% OF CHARGES,121.03,% OF CHARGES,121.03,% OF CHARGE,94.276,% OF CHARGE,67.522,% OF CHARGE,33.124,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5043583,KIT/WOUND SUCTION,,2017-06-01 00:00:00,,Central Supply,,127.5,102,33.15,123.675,121.125,% OF CHARGE,127.5,% OF CHARGES,94.35,% OF CHARGES,114.75,% OF CHARGES,102,% OF CHARGES,123.675,% OF CHARGES,123.675,% OF CHARGES,102,% OF CHARGE,121.125,% OF CHARGE,121.125,% OF CHARGE,121.125,% OF CHARGE,121.125,% OF CHARGE,123.675,% OF CHARGE,94.35,% OF CHARGE,94.35,% OF CHARGE,94.35,% OF CHARGE,121.125,% OF CHARGES,121.125,% OF CHARGES,94.35,% OF CHARGES,94.35,% OF CHARGES,121.125,% OF CHARGES,121.125,% OF CHARGE,94.35,% OF CHARGE,67.575,% OF CHARGE,33.15,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5001284,TUBE/KANGAROO,,2017-06-01 00:00:00,,Central Supply,,129.95,103.96,33.787,126.05149999999999,123.45249999999999,% OF CHARGE,129.95,% OF CHARGES,96.163,% OF CHARGES,116.955,% OF CHARGES,103.96,% OF CHARGES,126.05149999999999,% OF CHARGES,126.05149999999999,% OF CHARGES,103.96,% OF CHARGE,123.45249999999999,% OF CHARGE,123.45249999999999,% OF CHARGE,123.45249999999999,% OF CHARGE,123.45249999999999,% OF CHARGE,126.05149999999999,% OF CHARGE,96.163,% OF CHARGE,96.163,% OF CHARGE,96.163,% OF CHARGE,123.45249999999999,% OF CHARGES,123.45249999999999,% OF CHARGES,96.163,% OF CHARGES,96.163,% OF CHARGES,123.45249999999999,% OF CHARGES,123.45249999999999,% OF CHARGE,96.163,% OF CHARGE,68.87349999999999,% OF CHARGE,33.787,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5005477,RESUSITATOR NEO-TEE,,2017-06-01 00:00:00,,Central Supply,,132.42,105.93599999999999,34.429199999999994,128.4474,125.79899999999998,% OF CHARGE,132.42,% OF CHARGES,97.9908,% OF CHARGES,119.178,% OF CHARGES,105.93599999999999,% OF CHARGES,128.4474,% OF CHARGES,128.4474,% OF CHARGES,105.93599999999999,% OF CHARGE,125.79899999999998,% OF CHARGE,125.79899999999998,% OF CHARGE,125.79899999999998,% OF CHARGE,125.79899999999998,% OF CHARGE,128.4474,% OF CHARGE,97.9908,% OF CHARGE,97.9908,% OF CHARGE,97.9908,% OF CHARGE,125.79899999999998,% OF CHARGES,125.79899999999998,% OF CHARGES,97.9908,% OF CHARGES,97.9908,% OF CHARGES,125.79899999999998,% OF CHARGES,125.79899999999998,% OF CHARGE,97.9908,% OF CHARGE,70.1826,% OF CHARGE,34.429199999999994,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5041157,SILK 7-0 766G,,2019-10-21 00:00:00,,Central Supply,,138.53,110.824,36.0178,134.3741,131.6035,% OF CHARGE,138.53,% OF CHARGES,102.51219999999999,% OF CHARGES,124.677,% OF CHARGES,110.82400000000001,% OF CHARGES,134.3741,% OF CHARGES,134.3741,% OF CHARGES,110.82400000000001,% OF CHARGE,131.6035,% OF CHARGE,131.6035,% OF CHARGE,131.6035,% OF CHARGE,131.6035,% OF CHARGE,134.3741,% OF CHARGE,102.51219999999999,% OF CHARGE,102.51219999999999,% OF CHARGE,102.51219999999999,% OF CHARGE,131.6035,% OF CHARGES,131.6035,% OF CHARGES,102.51219999999999,% OF CHARGES,102.51219999999999,% OF CHARGES,131.6035,% OF CHARGES,131.6035,% OF CHARGE,102.51219999999999,% OF CHARGE,73.4209,% OF CHARGE,36.0178,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5040175,EXTRACTORS OB,,2017-06-01 00:00:00,,Central Supply,,142.3,113.84,36.998000000000005,138.031,135.185,% OF CHARGE,142.3,% OF CHARGES,105.302,% OF CHARGES,128.07000000000002,% OF CHARGES,113.84000000000002,% OF CHARGES,138.031,% OF CHARGES,138.031,% OF CHARGES,113.84000000000002,% OF CHARGE,135.185,% OF CHARGE,135.185,% OF CHARGE,135.185,% OF CHARGE,135.185,% OF CHARGE,138.031,% OF CHARGE,105.302,% OF CHARGE,105.302,% OF CHARGE,105.302,% OF CHARGE,135.185,% OF CHARGES,135.185,% OF CHARGES,105.302,% OF CHARGES,105.302,% OF CHARGES,135.185,% OF CHARGES,135.185,% OF CHARGE,105.302,% OF CHARGE,75.41900000000001,% OF CHARGE,36.998000000000005,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5044938,DERMA WOUND/TUB,,2017-06-01 00:00:00,,Central Supply,,151.6,121.28,39.416,147.052,144.01999999999998,% OF CHARGE,151.6,% OF CHARGES,112.184,% OF CHARGES,136.44,% OF CHARGES,121.28,% OF CHARGES,147.052,% OF CHARGES,147.052,% OF CHARGES,121.28,% OF CHARGE,144.01999999999998,% OF CHARGE,144.01999999999998,% OF CHARGE,144.01999999999998,% OF CHARGE,144.01999999999998,% OF CHARGE,147.052,% OF CHARGE,112.184,% OF CHARGE,112.184,% OF CHARGE,112.184,% OF CHARGE,144.01999999999998,% OF CHARGES,144.01999999999998,% OF CHARGES,112.184,% OF CHARGES,112.184,% OF CHARGES,144.01999999999998,% OF CHARGES,144.01999999999998,% OF CHARGE,112.184,% OF CHARGE,80.348,% OF CHARGE,39.416,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5001623,ARM SLEEVE (ALL SIZES),,2017-06-01 00:00:00,,Central Supply,,152.41,121.928,39.6266,147.83769999999998,144.7895,% OF CHARGE,152.41,% OF CHARGES,112.7834,% OF CHARGES,137.169,% OF CHARGES,121.928,% OF CHARGES,147.83769999999998,% OF CHARGES,147.83769999999998,% OF CHARGES,121.928,% OF CHARGE,144.7895,% OF CHARGE,144.7895,% OF CHARGE,144.7895,% OF CHARGE,144.7895,% OF CHARGE,147.83769999999998,% OF CHARGE,112.7834,% OF CHARGE,112.7834,% OF CHARGE,112.7834,% OF CHARGE,144.7895,% OF CHARGES,144.7895,% OF CHARGES,112.7834,% OF CHARGES,112.7834,% OF CHARGES,144.7895,% OF CHARGES,144.7895,% OF CHARGE,112.7834,% OF CHARGE,80.7773,% OF CHARGE,39.6266,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5045638,INFANT COLLAR W/TRACH,,2018-11-26 00:00:00,,Central Supply,,155.88,124.704,40.5288,151.2036,148.08599999999998,% OF CHARGE,155.88,% OF CHARGES,115.35119999999999,% OF CHARGES,140.292,% OF CHARGES,124.70400000000001,% OF CHARGES,151.2036,% OF CHARGES,151.2036,% OF CHARGES,124.70400000000001,% OF CHARGE,148.08599999999998,% OF CHARGE,148.08599999999998,% OF CHARGE,148.08599999999998,% OF CHARGE,148.08599999999998,% OF CHARGE,151.2036,% OF CHARGE,115.35119999999999,% OF CHARGE,115.35119999999999,% OF CHARGE,115.35119999999999,% OF CHARGE,148.08599999999998,% OF CHARGES,148.08599999999998,% OF CHARGES,115.35119999999999,% OF CHARGES,115.35119999999999,% OF CHARGES,148.08599999999998,% OF CHARGES,148.08599999999998,% OF CHARGE,115.35119999999999,% OF CHARGE,82.6164,% OF CHARGE,40.5288,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5044284,MANOMETER,,2017-06-01 00:00:00,,Central Supply,,158.2,126.55999999999999,41.132,153.45399999999998,150.29,% OF CHARGE,158.2,% OF CHARGES,117.06799999999998,% OF CHARGES,142.38,% OF CHARGES,126.56,% OF CHARGES,153.45399999999998,% OF CHARGES,153.45399999999998,% OF CHARGES,126.56,% OF CHARGE,150.29,% OF CHARGE,150.29,% OF CHARGE,150.29,% OF CHARGE,150.29,% OF CHARGE,153.45399999999998,% OF CHARGE,117.06799999999998,% OF CHARGE,117.06799999999998,% OF CHARGE,117.06799999999998,% OF CHARGE,150.29,% OF CHARGES,150.29,% OF CHARGES,117.06799999999998,% OF CHARGES,117.06799999999998,% OF CHARGES,150.29,% OF CHARGES,150.29,% OF CHARGE,117.06799999999998,% OF CHARGE,83.846,% OF CHARGE,41.132,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5041777,HEMODRAIN,,2017-06-01 00:00:00,,Central Supply,,162.5,130,42.25,157.625,154.375,% OF CHARGE,162.5,% OF CHARGES,120.25,% OF CHARGES,146.25,% OF CHARGES,130,% OF CHARGES,157.625,% OF CHARGES,157.625,% OF CHARGES,130,% OF CHARGE,154.375,% OF CHARGE,154.375,% OF CHARGE,154.375,% OF CHARGE,154.375,% OF CHARGE,157.625,% OF CHARGE,120.25,% OF CHARGE,120.25,% OF CHARGE,120.25,% OF CHARGE,154.375,% OF CHARGES,154.375,% OF CHARGES,120.25,% OF CHARGES,120.25,% OF CHARGES,154.375,% OF CHARGES,154.375,% OF CHARGE,120.25,% OF CHARGE,86.125,% OF CHARGE,42.25,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5001763,CAST BOOT/TALL XL,,2017-06-01 00:00:00,,Central Supply,,163.6,130.88,42.536,158.69199999999998,155.42,% OF CHARGE,163.6,% OF CHARGES,121.064,% OF CHARGES,147.24,% OF CHARGES,130.88,% OF CHARGES,158.69199999999998,% OF CHARGES,158.69199999999998,% OF CHARGES,130.88,% OF CHARGE,155.42,% OF CHARGE,155.42,% OF CHARGE,155.42,% OF CHARGE,155.42,% OF CHARGE,158.69199999999998,% OF CHARGE,121.064,% OF CHARGE,121.064,% OF CHARGE,121.064,% OF CHARGE,155.42,% OF CHARGES,155.42,% OF CHARGES,121.064,% OF CHARGES,121.064,% OF CHARGES,155.42,% OF CHARGES,155.42,% OF CHARGE,121.064,% OF CHARGE,86.708,% OF CHARGE,42.536,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5042593,DRESSING/SILVASORB,,2017-06-01 00:00:00,,Central Supply,,172.02,137.616,44.7252,166.8594,163.419,% OF CHARGE,172.02,% OF CHARGES,127.29480000000001,% OF CHARGES,154.818,% OF CHARGES,137.616,% OF CHARGES,166.8594,% OF CHARGES,166.8594,% OF CHARGES,137.616,% OF CHARGE,163.419,% OF CHARGE,163.419,% OF CHARGE,163.419,% OF CHARGE,163.419,% OF CHARGE,166.8594,% OF CHARGE,127.29480000000001,% OF CHARGE,127.29480000000001,% OF CHARGE,127.29480000000001,% OF CHARGE,163.419,% OF CHARGES,163.419,% OF CHARGES,127.29480000000001,% OF CHARGES,127.29480000000001,% OF CHARGES,163.419,% OF CHARGES,163.419,% OF CHARGE,127.29480000000001,% OF CHARGE,91.17060000000001,% OF CHARGE,44.7252,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5040043,TUBE/GASTROSTOMY,,2017-06-01 00:00:00,,Central Supply,,180.2,144.16,46.852,174.79399999999998,171.18999999999997,% OF CHARGE,180.2,% OF CHARGES,133.34799999999998,% OF CHARGES,162.18,% OF CHARGES,144.16,% OF CHARGES,174.79399999999998,% OF CHARGES,174.79399999999998,% OF CHARGES,144.16,% OF CHARGE,171.18999999999997,% OF CHARGE,171.18999999999997,% OF CHARGE,171.18999999999997,% OF CHARGE,171.18999999999997,% OF CHARGE,174.79399999999998,% OF CHARGE,133.34799999999998,% OF CHARGE,133.34799999999998,% OF CHARGE,133.34799999999998,% OF CHARGE,171.18999999999997,% OF CHARGES,171.18999999999997,% OF CHARGES,133.34799999999998,% OF CHARGES,133.34799999999998,% OF CHARGES,171.18999999999997,% OF CHARGES,171.18999999999997,% OF CHARGE,133.34799999999998,% OF CHARGE,95.506,% OF CHARGE,46.852,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5041348,LIGATING LOOP,,2017-06-01 00:00:00,,Central Supply,,181.85,145.48,47.281,176.3945,172.7575,% OF CHARGE,181.85,% OF CHARGES,134.569,% OF CHARGES,163.665,% OF CHARGES,145.48,% OF CHARGES,176.3945,% OF CHARGES,176.3945,% OF CHARGES,145.48,% OF CHARGE,172.7575,% OF CHARGE,172.7575,% OF CHARGE,172.7575,% OF CHARGE,172.7575,% OF CHARGE,176.3945,% OF CHARGE,134.569,% OF CHARGE,134.569,% OF CHARGE,134.569,% OF CHARGE,172.7575,% OF CHARGES,172.7575,% OF CHARGES,134.569,% OF CHARGES,134.569,% OF CHARGES,172.7575,% OF CHARGES,172.7575,% OF CHARGE,134.569,% OF CHARGE,96.3805,% OF CHARGE,47.281,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5000138,SPLINT/SPICA THUMB,,2017-06-01 00:00:00,,Central Supply,,201.45,161.16,52.376999999999995,195.4065,191.37749999999997,% OF CHARGE,201.45,% OF CHARGES,149.07299999999998,% OF CHARGES,181.305,% OF CHARGES,161.16,% OF CHARGES,195.4065,% OF CHARGES,195.4065,% OF CHARGES,161.16,% OF CHARGE,191.37749999999997,% OF CHARGE,191.37749999999997,% OF CHARGE,191.37749999999997,% OF CHARGE,191.37749999999997,% OF CHARGE,195.4065,% OF CHARGE,149.07299999999998,% OF CHARGE,149.07299999999998,% OF CHARGE,149.07299999999998,% OF CHARGE,191.37749999999997,% OF CHARGES,191.37749999999997,% OF CHARGES,149.07299999999998,% OF CHARGES,149.07299999999998,% OF CHARGES,191.37749999999997,% OF CHARGES,191.37749999999997,% OF CHARGE,149.07299999999998,% OF CHARGE,106.7685,% OF CHARGE,52.376999999999995,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5001508,ENDO 4.0 SCALLOPED BLADE,,2017-06-01 00:00:00,,Central Supply,,204.45,163.56,53.157,198.3165,194.2275,% OF CHARGE,204.45,% OF CHARGES,151.29299999999998,% OF CHARGES,184.005,% OF CHARGES,163.56,% OF CHARGES,198.3165,% OF CHARGES,198.3165,% OF CHARGES,163.56,% OF CHARGE,194.2275,% OF CHARGE,194.2275,% OF CHARGE,194.2275,% OF CHARGE,194.2275,% OF CHARGE,198.3165,% OF CHARGE,151.29299999999998,% OF CHARGE,151.29299999999998,% OF CHARGE,151.29299999999998,% OF CHARGE,194.2275,% OF CHARGES,194.2275,% OF CHARGES,151.29299999999998,% OF CHARGES,151.29299999999998,% OF CHARGES,194.2275,% OF CHARGES,194.2275,% OF CHARGE,151.29299999999998,% OF CHARGE,108.3585,% OF CHARGE,53.157,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5040753,TUBE/TRACHEOSTOMY,,2017-06-01 00:00:00,,Central Supply,,205.21,164.168,53.354600000000005,199.0537,194.9495,% OF CHARGE,205.21,% OF CHARGES,151.8554,% OF CHARGES,184.68900000000002,% OF CHARGES,164.168,% OF CHARGES,199.0537,% OF CHARGES,199.0537,% OF CHARGES,164.168,% OF CHARGE,194.9495,% OF CHARGE,194.9495,% OF CHARGE,194.9495,% OF CHARGE,194.9495,% OF CHARGE,199.0537,% OF CHARGE,151.8554,% OF CHARGE,151.8554,% OF CHARGE,151.8554,% OF CHARGE,194.9495,% OF CHARGES,194.9495,% OF CHARGES,151.8554,% OF CHARGES,151.8554,% OF CHARGES,194.9495,% OF CHARGES,194.9495,% OF CHARGE,151.8554,% OF CHARGE,108.7613,% OF CHARGE,53.354600000000005,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5043286,VICRYL 0-JTN2G,,2017-06-01 00:00:00,,Central Supply,,224.15,179.32,58.279,217.4255,212.9425,% OF CHARGE,224.15,% OF CHARGES,165.871,% OF CHARGES,201.735,% OF CHARGES,179.32000000000002,% OF CHARGES,217.4255,% OF CHARGES,217.4255,% OF CHARGES,179.32000000000002,% OF CHARGE,212.9425,% OF CHARGE,212.9425,% OF CHARGE,212.9425,% OF CHARGE,212.9425,% OF CHARGE,217.4255,% OF CHARGE,165.871,% OF CHARGE,165.871,% OF CHARGE,165.871,% OF CHARGE,212.9425,% OF CHARGES,212.9425,% OF CHARGES,165.871,% OF CHARGES,165.871,% OF CHARGES,212.9425,% OF CHARGES,212.9425,% OF CHARGE,165.871,% OF CHARGE,118.79950000000001,% OF CHARGE,58.279,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5001821,FLEX-HINGE KNEE SUPPORTS,,2017-06-01 00:00:00,,Central Supply,,226.75,181.4,58.955000000000005,219.9475,215.4125,% OF CHARGE,226.75,% OF CHARGES,167.795,% OF CHARGES,204.07500000000002,% OF CHARGES,181.4,% OF CHARGES,219.9475,% OF CHARGES,219.9475,% OF CHARGES,181.4,% OF CHARGE,215.4125,% OF CHARGE,215.4125,% OF CHARGE,215.4125,% OF CHARGE,215.4125,% OF CHARGE,219.9475,% OF CHARGE,167.795,% OF CHARGE,167.795,% OF CHARGE,167.795,% OF CHARGE,215.4125,% OF CHARGES,215.4125,% OF CHARGES,167.795,% OF CHARGES,167.795,% OF CHARGES,215.4125,% OF CHARGES,215.4125,% OF CHARGE,167.795,% OF CHARGE,120.17750000000001,% OF CHARGE,58.955000000000005,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5042585,KIT/CENTRAL LINE (ADULT),,2017-06-01 00:00:00,,Central Supply,,230.95,184.76,60.047,224.02149999999997,219.40249999999997,% OF CHARGE,230.95,% OF CHARGES,170.903,% OF CHARGES,207.855,% OF CHARGES,184.76,% OF CHARGES,224.02149999999997,% OF CHARGES,224.02149999999997,% OF CHARGES,184.76,% OF CHARGE,219.40249999999997,% OF CHARGE,219.40249999999997,% OF CHARGE,219.40249999999997,% OF CHARGE,219.40249999999997,% OF CHARGE,224.02149999999997,% OF CHARGE,170.903,% OF CHARGE,170.903,% OF CHARGE,170.903,% OF CHARGE,219.40249999999997,% OF CHARGES,219.40249999999997,% OF CHARGES,170.903,% OF CHARGES,170.903,% OF CHARGES,219.40249999999997,% OF CHARGES,219.40249999999997,% OF CHARGE,170.903,% OF CHARGE,122.4035,% OF CHARGE,60.047,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5043674,KIT/BURN,,2017-06-01 00:00:00,,Central Supply,,237.85,190.28,61.841,230.7145,225.95749999999998,% OF CHARGE,237.85,% OF CHARGES,176.009,% OF CHARGES,214.065,% OF CHARGES,190.28,% OF CHARGES,230.7145,% OF CHARGES,230.7145,% OF CHARGES,190.28,% OF CHARGE,225.95749999999998,% OF CHARGE,225.95749999999998,% OF CHARGE,225.95749999999998,% OF CHARGE,225.95749999999998,% OF CHARGE,230.7145,% OF CHARGE,176.009,% OF CHARGE,176.009,% OF CHARGE,176.009,% OF CHARGE,225.95749999999998,% OF CHARGES,225.95749999999998,% OF CHARGES,176.009,% OF CHARGES,176.009,% OF CHARGES,225.95749999999998,% OF CHARGES,225.95749999999998,% OF CHARGE,176.009,% OF CHARGE,126.0605,% OF CHARGE,61.841,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5040795,TOPCUT SCISSOR TIPS,,2017-06-01 00:00:00,,Central Supply,,238.35,190.68,61.971000000000004,231.1995,226.43249999999998,% OF CHARGE,238.35,% OF CHARGES,176.379,% OF CHARGES,214.515,% OF CHARGES,190.68,% OF CHARGES,231.1995,% OF CHARGES,231.1995,% OF CHARGES,190.68,% OF CHARGE,226.43249999999998,% OF CHARGE,226.43249999999998,% OF CHARGE,226.43249999999998,% OF CHARGE,226.43249999999998,% OF CHARGE,231.1995,% OF CHARGE,176.379,% OF CHARGE,176.379,% OF CHARGE,176.379,% OF CHARGE,226.43249999999998,% OF CHARGES,226.43249999999998,% OF CHARGES,176.379,% OF CHARGES,176.379,% OF CHARGES,226.43249999999998,% OF CHARGES,226.43249999999998,% OF CHARGE,176.379,% OF CHARGE,126.3255,% OF CHARGE,61.971000000000004,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5045644,GLIDESCOPE SPECTRUM/S4,,2019-06-06 00:00:00,,Central Supply,,240,192,62.400000000000006,232.79999999999998,228,% OF CHARGE,240,% OF CHARGES,177.6,% OF CHARGES,216,% OF CHARGES,192,% OF CHARGES,232.79999999999998,% OF CHARGES,232.79999999999998,% OF CHARGES,192,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,232.79999999999998,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,228,% OF CHARGES,228,% OF CHARGES,177.6,% OF CHARGES,177.6,% OF CHARGES,228,% OF CHARGES,228,% OF CHARGE,177.6,% OF CHARGE,127.2,% OF CHARGE,62.400000000000006,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5045643,GLIDESCOPE SPECTRUM/S3,,2019-06-06 00:00:00,,Central Supply,,240,192,62.400000000000006,232.79999999999998,228,% OF CHARGE,240,% OF CHARGES,177.6,% OF CHARGES,216,% OF CHARGES,192,% OF CHARGES,232.79999999999998,% OF CHARGES,232.79999999999998,% OF CHARGES,192,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,232.79999999999998,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,228,% OF CHARGES,228,% OF CHARGES,177.6,% OF CHARGES,177.6,% OF CHARGES,228,% OF CHARGES,228,% OF CHARGE,177.6,% OF CHARGE,127.2,% OF CHARGE,62.400000000000006,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5045642,GLIDESCOPE SPECTRUM/S2,,2019-06-06 00:00:00,,Central Supply,,240,192,62.400000000000006,232.79999999999998,228,% OF CHARGE,240,% OF CHARGES,177.6,% OF CHARGES,216,% OF CHARGES,192,% OF CHARGES,232.79999999999998,% OF CHARGES,232.79999999999998,% OF CHARGES,192,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,232.79999999999998,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,228,% OF CHARGES,228,% OF CHARGES,177.6,% OF CHARGES,177.6,% OF CHARGES,228,% OF CHARGES,228,% OF CHARGE,177.6,% OF CHARGE,127.2,% OF CHARGE,62.400000000000006,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5045641,GLIDESCOPE SPECTRUM/SI,,2019-06-06 00:00:00,,Central Supply,,240,192,62.400000000000006,232.79999999999998,228,% OF CHARGE,240,% OF CHARGES,177.6,% OF CHARGES,216,% OF CHARGES,192,% OF CHARGES,232.79999999999998,% OF CHARGES,232.79999999999998,% OF CHARGES,192,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,228,% OF CHARGE,232.79999999999998,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,177.6,% OF CHARGE,228,% OF CHARGES,228,% OF CHARGES,177.6,% OF CHARGES,177.6,% OF CHARGES,228,% OF CHARGES,228,% OF CHARGE,177.6,% OF CHARGE,127.2,% OF CHARGE,62.400000000000006,% OF CHARGE,Big_Horn_County_Memorial_Hospital
5044375,NEEDLE/CLEAR CATH,,2017-06-01 00:00:00,,Central Supply,,248.55,198.84,64.623,241.0935,236.1225,% OF CHARGE,248.55,% OF CHARGES,183.927,% OF CHARGES,223.69500000000002,% OF CHARGES,198.84000000000003,% OF CHARGES,241.0935,% OF CHARGES,241.0935,% OF CHARGES,198.84000000000003,% OF CHARGE,236.1225,% OF CHARGE,236.1225,% OF CHARGE,236.1225,% OF CHARGE,236.1225,% OF CHARGE,241.0935,% OF CHARGE,183.927,% OF CHARGE,183.927,% OF CHARGE,183.927,% OF CHARGE,236.1225,% OF CHARGES,236.1225,% OF CHARGES,183.927,% OF CHARGES,183.927,% OF CHARGES,236.1225,% OF CHARGES,236.1225,% OF CHARGE,183.927,% OF CHARGE,131.7315,% OF CHARGE,64.623,% OF CHARGE,Big_Horn_County_Memorial_Hospital
