Location,Dept Number,Charge Code,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Minimum Contracted price,Maximum Contracted Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,InterWest,Pacific Source,Mountain Health Co-Op PPO,Mountain Health Co-Op HPN,United Medicare,hospital
BTMC,6360,12328,DILANTIN 100mg/2ml(PHENYTOIN) (50MG),259,J1165,9.0,5.4,1.28,9.0,9.0,1.28,1.28,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,12356,AMIDATE (Etomidate) 40mg/20ml (2mg),259,J3490,120.0,72.0,95.4,120.0,120.0,114.0,114.0,108.0,95.4,114.0,114.0,115.2,116.4,104.4,90.0,Benefis_Teton_Medical_Center
BTMC,6360,12369,SPIROLACTONE 25mg(ALDACTONE),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,12370,ARICEPT 5mg(DONEPEZIL),250,,44.0,26.4,34.98,44.0,44.0,41.8,41.8,39.6,34.98,41.8,41.8,42.24,42.68,38.28,33.0,Benefis_Teton_Medical_Center
BTMC,6360,12371,DIOVAN 80mg(VALSARTAN),250,,18.0,10.8,14.31,18.0,18.0,17.1,17.1,16.2,14.31,17.1,17.1,17.28,17.46,15.66,13.5,Benefis_Teton_Medical_Center
BTMC,6360,12373,SYNTHROID .075mg(LEVOTHYROXINE),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,12450,DONNATAL ELIX. ds.(BELLADONNA),250,J8499,153.5,92.1,122.03,153.5,153.5,145.83,145.83,138.15,122.03,145.83,145.83,147.36,148.9,133.55,115.13,Benefis_Teton_Medical_Center
BTMC,6360,12459,MORPHINE 8mg/ml,636,,23.0,13.8,18.29,23.0,23.0,21.85,21.85,20.7,18.29,21.85,21.85,22.08,22.31,20.01,17.25,Benefis_Teton_Medical_Center
BTMC,6360,12469,ALBUTEROL PREMIX .083% 2.5mg/3ml,250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,12489,ZESTRIL 20mg tab (LISINOPRIL),250,J8499,6.0,3.6,4.77,6.0,6.0,5.7,5.7,5.4,4.77,5.7,5.7,5.76,5.82,5.22,4.5,Benefis_Teton_Medical_Center
BTMC,6360,1249,VITAMIN ONE-A-DAY W/IRON(MULTIVIAMIN),250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,12493,SYNTHROID 0.150mg(LEVOTHYROXINE),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,125,HEPARIN FLUSH 10u/5ml SYRINGE,259,J1642,9.0,5.4,0.42,9.0,9.0,0.42,0.42,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,12518,DULCOLAX 5mg(BISCODYL),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,12526,DULCOLAX 10mg supp.(biscodyl),250,,22.0,13.2,17.49,22.0,22.0,20.9,20.9,19.8,17.49,20.9,20.9,21.12,21.34,19.14,16.5,Benefis_Teton_Medical_Center
BTMC,6360,12567,GLUTOSE 45 tube(GLUCOSE),250,,58.0,34.8,46.11,58.0,58.0,55.1,55.1,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,6360,12589,MINOCYCLINE 100mg(DYNACIN),250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,12658,GLUCOTROL ER 5mg(GLIPIZIDE),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,12716,EPINEPHRINE 1:10000 abbj1mg/10ml (0.1MG),636,J0171,38.0,22.8,0.3,38.0,38.0,0.3,0.3,34.2,30.21,36.1,36.1,36.48,36.86,33.06,28.5,Benefis_Teton_Medical_Center
BTMC,6360,12803,PEN VK 500MG(PENICILLIM V POT),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,12896,FENTANYL 0.05mg/ml 100mcg/2ml (0.1MG),636,J3010,15.0,9.0,1.26,15.0,15.0,1.26,1.26,13.5,11.93,14.25,14.25,14.4,14.55,13.05,11.25,Benefis_Teton_Medical_Center
BTMC,6360,12914,FLEXERIL 10mg(CYCLOBENZAPRINE),250,J8499,6.0,3.6,4.77,6.0,6.0,5.7,5.7,5.4,4.77,5.7,5.7,5.76,5.82,5.22,4.5,Benefis_Teton_Medical_Center
BTMC,6360,12922,IMODIUM 2mg cap(loperamide),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,12930,INAPSINE 5mg/2mll(droperidol),259,,10.0,6.0,7.95,10.0,10.0,9.5,9.5,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,6360,12935,LIPITOR 10mg(ATORVASTATIN),250,,25.0,15.0,19.88,25.0,25.0,23.75,23.75,22.5,19.88,23.75,23.75,24.0,24.25,21.75,18.75,Benefis_Teton_Medical_Center
BTMC,6360,12936,LIPITOR 20mg(ATORVASTATIN),250,,35.0,21.0,27.83,35.0,35.0,33.25,33.25,31.5,27.83,33.25,33.25,33.6,33.95,30.45,26.25,Benefis_Teton_Medical_Center
BTMC,6360,12955,FOLIC ACID 5mg/10ml(VIT B9/FOLATE) (5mg),259,J3490,18.0,10.8,14.31,18.0,18.0,17.1,17.1,16.2,14.31,17.1,17.1,17.28,17.46,15.66,13.5,Benefis_Teton_Medical_Center
BTMC,6360,12963,RELAFEN 500mg(nabutone),250,,9.0,5.4,7.16,9.0,9.0,8.55,8.55,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,12986,INDERAL 10mg(PROPANOLOL),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,1300151,ESMOLOL IN NACL 2500 MG//250 mL BAG,259,J3490,879.5,527.7,699.2,879.5,879.5,835.53,835.53,791.55,699.2,835.53,835.53,844.32,853.12,765.17,659.63,Benefis_Teton_Medical_Center
BTMC,6360,13007,NICODERM PATCH 7mg(NICOTINE),250,,28.0,16.8,22.26,28.0,28.0,26.6,26.6,25.2,22.26,26.6,26.6,26.88,27.16,24.36,21.0,Benefis_Teton_Medical_Center
BTMC,6360,1302801,HYDRALAZINE 20mg/ml SDV,636,J0360,79.0,47.4,5.46,79.0,79.0,5.46,5.46,71.1,62.81,75.05,75.05,75.84,76.63,68.73,59.25,Benefis_Teton_Medical_Center
BTMC,6360,13094,SLOW K 8meq(POTASSIUM),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,13151,KEFLEX 500mg(CEPHALEXIN),250,J8499,8.0,4.8,6.36,8.0,8.0,7.6,7.6,7.2,6.36,7.6,7.6,7.68,7.76,6.96,6.0,Benefis_Teton_Medical_Center
BTMC,6360,13169,HALDOL 5mg/ml(HALOPERIDOL),636,J1630,90.0,54.0,6.23,90.0,90.0,6.23,6.23,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6360,13193,KENALOG oint. 15gr.(TRIAMCINOLONE),250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,13227,HEPARIN 1000usp/ml,636,J1644,33.5,20.1,0.39,33.5,33.5,0.39,0.39,30.15,26.63,31.83,31.83,32.16,32.5,29.15,25.13,Benefis_Teton_Medical_Center
BTMC,6360,13228,HEPARIN 5000usp/ml (1000 un),636,J1644,36.0,21.6,0.39,36.0,36.0,0.39,0.39,32.4,28.62,34.2,34.2,34.56,34.92,31.32,27.0,Benefis_Teton_Medical_Center
BTMC,6360,1323955,KETALAR (KETAMINE) 50mg/mL 10 mL,259,,25.0,15.0,19.88,25.0,25.0,23.75,23.75,22.5,19.88,23.75,23.75,24.0,24.25,21.75,18.75,Benefis_Teton_Medical_Center
BTMC,6360,13295,NEXTERONE (CORDARONE) 150MG/100mL (30MG),636,J0282,91.0,54.6,0.91,91.0,91.0,0.91,0.91,81.9,72.35,86.45,86.45,87.36,88.27,79.17,68.25,Benefis_Teton_Medical_Center
BTMC,6360,13296,AMIODARONE 200mg(CORDARONE),250,,19.0,11.4,15.11,19.0,19.0,18.05,18.05,17.1,15.11,18.05,18.05,18.24,18.43,16.53,14.25,Benefis_Teton_Medical_Center
BTMC,6360,13297,AMIODARONE 150mg/3mL (CORDARONE) (30MG),636,J0282,9.0,5.4,0.91,9.0,9.0,0.91,0.91,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,13347,DEPO-PROVERA150mg/1mL (1mg),636,J1050,168.5,101.1,0.67,168.5,168.5,0.67,0.67,151.65,133.96,160.08,160.08,161.76,163.45,146.6,126.38,Benefis_Teton_Medical_Center
BTMC,6360,13350,ERTAPENEM NF 1 GM (INVANZ),636,J1335,239.0,143.4,81.31,239.0,239.0,81.31,81.31,215.1,190.01,227.05,227.05,229.44,231.83,207.93,179.25,Benefis_Teton_Medical_Center
BTMC,6360,134320,GLYCERINE SUPPOSITORY,250,,22.0,13.2,17.49,22.0,22.0,20.9,20.9,19.8,17.49,20.9,20.9,21.12,21.34,19.14,16.5,Benefis_Teton_Medical_Center
BTMC,6360,13490,INDERAL 1mg/ml(PROPRANOLOL),636,J1800,71.0,42.6,6.56,71.0,71.0,6.56,6.56,63.9,56.45,67.45,67.45,68.16,68.87,61.77,53.25,Benefis_Teton_Medical_Center
BTMC,6360,13508,INDOCIN 25mg(NF)INDOMETHACIN,250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,13509,INDOCIN 50mg(NF)INDOMETHACIN,250,,8.0,4.8,6.36,8.0,8.0,7.6,7.6,7.2,6.36,7.6,7.6,7.68,7.76,6.96,6.0,Benefis_Teton_Medical_Center
BTMC,6360,13540,IPECAC SYRUP btl.,250,,9.0,5.4,7.16,9.0,9.0,8.55,8.55,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,13584,LASIX 20mg(FUROSEMIDE),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,13607,MICRO-K EXTENTABS 10meq(POTASSIUM),250,J8499,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,1362540,TERBUTALINE 1mg/ml SDV,636,J3105,11.0,6.6,8.75,11.0,11.0,10.69,10.69,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,6360,13698,KEFLEX 250mg (cephalexin),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,13813,LANOXIN .25mg(DIGOXIN),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,13862,LASIX 40mg(FUROSEMIDE),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,13871,LASIX IV 20mg/2ml(furosemide),636,J1940,9.0,5.4,7.16,10.62,9.0,10.62,10.62,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,13987,XYLOCAINE 2gram/250ml D5W (10MG),636,J2001,93.0,55.8,0.04,93.0,93.0,0.04,0.04,83.7,73.94,88.35,88.35,89.28,90.21,80.91,69.75,Benefis_Teton_Medical_Center
BTMC,6360,13998,LIDOCAINE 2% 100mg/5ml abbj. (10MG),636,J2001,29.0,17.4,0.04,29.0,29.0,0.04,0.04,26.1,23.06,27.55,27.55,27.84,28.13,25.23,21.75,Benefis_Teton_Medical_Center
BTMC,6360,14011,NITROBID oint.ds.,250,,28.0,16.8,22.26,28.0,28.0,26.6,26.6,25.2,22.26,26.6,26.6,26.88,27.16,24.36,21.0,Benefis_Teton_Medical_Center
BTMC,6360,14050,NITROSTAT SBL. 1/150gr(GLYCERYL TRIN),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14052,BYSTOLIC 5 MG NF (NEBIVOLO),250,,21.0,12.6,16.7,21.0,21.0,19.95,19.95,18.9,16.7,19.95,19.95,20.16,20.37,18.27,15.75,Benefis_Teton_Medical_Center
BTMC,6360,14084,LOMOTIL 2.5mg(diphenoxylate/atropine),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14091,LOPRESSOR 5mg/5ml(metoprolol),259,J3490,10.0,6.0,7.95,10.0,10.0,9.5,9.5,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,6360,14092,LOPRESSOR 50mg tab(metoprolol tartrate),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14101,LOTRIMIN POWDER btl.,250,,50.0,30.0,39.75,50.0,50.0,47.5,47.5,45.0,39.75,47.5,47.5,48.0,48.5,43.5,37.5,Benefis_Teton_Medical_Center
BTMC,6360,14103,LEXAPRO 10mg(ESCITALOPRAM),250,,24.0,14.4,19.08,24.0,24.0,22.8,22.8,21.6,19.08,22.8,22.8,23.04,23.28,20.88,18.0,Benefis_Teton_Medical_Center
BTMC,6360,14104,LEXAPRO 20mg(ESCITALPRAM),250,,25.0,15.0,19.88,25.0,25.0,23.75,23.75,22.5,19.88,23.75,23.75,24.0,24.25,21.75,18.75,Benefis_Teton_Medical_Center
BTMC,6360,14209,MANNITOL 25% 12.5mg/50ml(OSMITROL),636,J2150,40.0,24.0,3.87,40.0,40.0,3.87,3.87,36.0,31.8,38.0,38.0,38.4,38.8,34.8,30.0,Benefis_Teton_Medical_Center
BTMC,6360,14390,INJECTAFER 750 MG/15 mL NF,636,J1439,3591.0,2154.6,2.36,3591.0,3591.0,2.36,2.36,3231.9,2854.85,3411.45,3411.45,3447.36,3483.27,3124.17,2693.25,Benefis_Teton_Medical_Center
BTMC,6360,14398,XOPENEX .63mg/3ml(LEVABUTEROL),250,,17.0,10.2,13.52,17.0,17.0,16.15,16.15,15.3,13.52,16.15,16.15,16.32,16.49,14.79,12.75,Benefis_Teton_Medical_Center
BTMC,6360,14401,CALAN 240mg SR (verapamil),250,,10.0,6.0,7.95,10.0,10.0,9.5,9.5,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,6360,14423,MILK OF MAGds.,250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14430,"MILK OF MAG,BTL.",250,,11.0,6.6,8.75,11.0,11.0,10.45,10.45,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,6360,14431,MINERAL OIL ds.,250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,1443423,VENOFER 20MG/ML 10ML NF (1MG),636,J1756,268.5,161.1,0.47,268.5,268.5,0.47,0.47,241.65,213.46,255.08,255.08,257.76,260.45,233.6,201.38,Benefis_Teton_Medical_Center
BTMC,6360,14449,MINIPRESS 1mg NF (PRAZOSIN),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14450,MINIPRESS 2mg(NF)PRAZOSIN,250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,14451,MINIPRESS 5MG CAPSULE (PRAZOSIN),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14514,MORPHINE 10mg/ml syr.,636,J2270,12.0,7.2,4.04,12.0,12.0,4.04,4.04,10.8,9.54,11.4,11.4,11.52,11.64,10.44,9.0,Benefis_Teton_Medical_Center
BTMC,6360,1458,PROZAC 20mg(FLUOXETINE),250,,16.0,9.6,12.72,16.0,16.0,15.2,15.2,14.4,12.72,15.2,15.2,15.36,15.52,13.92,12.0,Benefis_Teton_Medical_Center
BTMC,6360,1459,VANCOMYCIN 1 gram IV (500 MG),636,J3370,54.0,32.4,4.59,54.0,54.0,4.59,4.59,48.6,42.93,51.3,51.3,51.84,52.38,46.98,40.5,Benefis_Teton_Medical_Center
BTMC,6360,14590,PRIVIGEN IV SOL 20 GM/ 200 mL (500MG),636,J1459,2288.0,1372.8,72.63,2288.0,2288.0,72.63,72.63,2059.2,1818.96,2173.6,2173.6,2196.48,2219.36,1990.56,1716.0,Benefis_Teton_Medical_Center
BTMC,6360,14596,COZAAR 50mg(LOSARTAN),250,J8499,17.0,10.2,13.52,17.0,17.0,16.15,16.15,15.3,13.52,16.15,16.15,16.32,16.49,14.79,12.75,Benefis_Teton_Medical_Center
BTMC,6360,14598,MEPHYTON 5mg tab(VIT.K),250,,17.0,10.2,13.52,17.0,17.0,16.15,16.15,15.3,13.52,16.15,16.15,16.32,16.49,14.79,12.75,Benefis_Teton_Medical_Center
BTMC,6360,14621,PHENERGAN 25mg(PROMETHAZINE),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14639,ZOVIRAX 800mg(ACYLOVIR),250,,22.0,13.2,17.49,22.0,22.0,20.9,20.9,19.8,17.49,20.9,20.9,21.12,21.34,19.14,16.5,Benefis_Teton_Medical_Center
BTMC,6360,14687,MACRODANTIN 50mg(NOTROFURANTOIN MACRO),250,,6.0,3.6,4.77,6.0,6.0,5.7,5.7,5.4,4.77,5.7,5.7,5.76,5.82,5.22,4.5,Benefis_Teton_Medical_Center
BTMC,6360,14688,MACROBID 100mg(NITROFURANTOIN MICRO),250,,18.0,10.8,14.31,18.0,18.0,17.1,17.1,16.2,14.31,17.1,17.1,17.28,17.46,15.66,13.5,Benefis_Teton_Medical_Center
BTMC,6360,1469,EMLA CREAM 2.5% ds.(LIDO/PRILOC),250,,28.0,16.8,22.26,28.0,28.0,26.6,26.6,25.2,22.26,26.6,26.6,26.88,27.16,24.36,21.0,Benefis_Teton_Medical_Center
BTMC,6360,14693,ALLEGRA 180mg(fexofenadine),250,,13.0,7.8,10.34,13.0,13.0,12.35,12.35,11.7,10.34,12.35,12.35,12.48,12.61,11.31,9.75,Benefis_Teton_Medical_Center
BTMC,6360,14789,NEURONTIN 300mg(gabapentin),250,,8.0,4.8,6.36,8.0,8.0,7.6,7.6,7.2,6.36,7.6,7.6,7.68,7.76,6.96,6.0,Benefis_Teton_Medical_Center
BTMC,6360,14795,PREDNISONE 10mg(DELTASONE) (1MG),250,J7512,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,14897,TAMOXIFEN 10mg(NOLVADEX),250,,11.0,6.6,8.75,11.0,11.0,10.45,10.45,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,6360,1491240,ESMOLOL 100 MG/ 10 mL,259,J3490,60.5,36.3,48.1,60.5,60.5,57.48,57.48,54.45,48.1,57.48,57.48,58.08,58.69,52.64,45.38,Benefis_Teton_Medical_Center
BTMC,6360,14936,WELLBUTRIN 100mg,250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,14963,CARDURA 4mg tab ((doxazosin mesylate),250,,5.0,3.0,3.98,5.0,5.0,4.75,4.75,4.5,3.98,4.75,4.75,4.8,4.85,4.35,3.75,Benefis_Teton_Medical_Center
BTMC,6360,1497,FENTANYL 50mcg/ml 2ml amp. (0.1MG),636,J3010,9.0,5.4,1.26,9.0,9.0,1.26,1.26,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,14976,PHENTOLAMINE 5mg/ml IV (REGITINE),636,J2760,1688.0,1012.8,354.38,1688.0,1688.0,354.38,354.38,1519.2,1341.96,1603.6,1603.6,1620.48,1637.36,1468.56,1266.0,Benefis_Teton_Medical_Center
BTMC,6360,15002,SILVADENE 50GRAM,250,J3490,99.5,59.7,79.1,99.5,99.5,94.53,94.53,89.55,79.1,94.53,94.53,95.52,96.52,86.57,74.63,Benefis_Teton_Medical_Center
BTMC,6360,15082,PRILOSEC OTC 20mg (omeprazole),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,1511,TERAZOSIN (NF) 5 MG CAP (hytrin),636,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15214,REGLAN 10mg/2ml(metoclopramide),636,J2765,9.0,5.4,1.61,9.0,9.0,1.61,1.61,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,15287,REGALN 10mg(METOCLOPRAMIDE),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,1534773,FISH OIL 1000mg (NONSTOCK),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15479,PHENERGAN 25mg/ml(PROMETHAZINE),636,J2550,11.0,6.6,3.48,11.0,11.0,3.48,3.48,9.9,8.75,10.45,10.45,10.56,10.67,9.57,8.25,Benefis_Teton_Medical_Center
BTMC,6360,15489,NORVASC 5mg(amlodipine),250,,10.0,6.0,7.95,10.0,10.0,9.5,9.5,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,6360,15490,NORVASC 10mg(AMLODIPINE),250,J8499,13.0,7.8,10.34,13.0,13.0,12.35,12.35,11.7,10.34,12.35,12.35,12.48,12.61,11.31,9.75,Benefis_Teton_Medical_Center
BTMC,6360,15496,"NYSTATIN POWDER 30gr bt.100,00units",250,,28.0,16.8,22.26,28.0,28.0,26.6,26.6,25.2,22.26,26.6,26.6,26.88,27.16,24.36,21.0,Benefis_Teton_Medical_Center
BTMC,6360,15529,"ROBITUSSIN AC, ds. (GUAIFEN/CODEINE)",250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15530,ROBITUSSIN AC 4oz btl.,250,,23.0,13.8,18.29,23.0,23.0,21.85,21.85,20.7,18.29,21.85,21.85,22.08,22.31,20.01,17.25,Benefis_Teton_Medical_Center
BTMC,6360,15531,ROBITUSSIN AC  dose 10ml,250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15632,PREVNAR 13,636,90670,297.5,178.5,236.51,297.5,297.5,296.19,296.19,267.75,236.51,282.63,282.63,285.6,288.58,258.83,223.13,Benefis_Teton_Medical_Center
BTMC,6360,15637,SYNTHROID 0.088mg(LEVOTHYROXINE),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15651,KCl 20meq/10ml(POTASSIUM CHLOR) (2 MEQ),636,J3480,9.0,5.4,0.3,9.0,9.0,0.3,0.3,8.1,7.16,8.55,8.55,8.64,8.73,7.83,6.75,Benefis_Teton_Medical_Center
BTMC,6360,15696,ACTOS 15mg(PIOGLITAZONE),250,,36.0,21.6,28.62,36.0,36.0,34.2,34.2,32.4,28.62,34.2,34.2,34.56,34.92,31.32,27.0,Benefis_Teton_Medical_Center
BTMC,6360,15698,ALLOPURINOL 100mg(zyloprim),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15727,PREDNISONE 20mg(DELTASONE) (1MG),250,J7512,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15793,ADVIL JR. 100mg tab,250,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benefis_Teton_Medical_Center
BTMC,6360,15880,SOLUMEDROL 1gm/8ml(methylprenisolone),636,J2930,122.0,73.2,6.62,122.0,122.0,6.62,6.62,109.8,96.99,115.9,115.9,117.12,118.34,106.14,91.5,Benefis_Teton_Medical_Center
BTMC,6360,15891,SYNTHROID 0.05mg(LEVOTHYROXINE),250,J8499,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
BTMC,6360,15892,SYNTHROID 0.125mg(LEVOTHYROXINE),250,,4.0,2.4,3.18,4.0,4.0,3.8,3.8,3.6,3.18,3.8,3.8,3.84,3.88,3.48,3.0,Benefis_Teton_Medical_Center
