Charge Code,Charge Code Description,Proc Code,Rate,hospital
2440176,COMPAZINE 5mg TAB,Q0164,5.00,The_Ruby_Valley_Hospital
2440177,COMPAZINE 10mg TAB,,4.00,The_Ruby_Valley_Hospital
2440178,COMPAZINE 21/2mg SUPPOSITORY,,11.00,The_Ruby_Valley_Hospital
2440179,COMPAZINE 5mg SUPPOSITORY,,11.00,The_Ruby_Valley_Hospital
2440180,COMPAZINE 25mg SUPPOSITORY,,29.00,The_Ruby_Valley_Hospital
2440181,COMPAZINE SPANTULE,,17.00,The_Ruby_Valley_Hospital
2440182,CORARD 40mg TAB,,5.00,The_Ruby_Valley_Hospital
2440183,ROMAZICON.2MG IV,,54.00,The_Ruby_Valley_Hospital
2440184,CORTISPORIN OPTH GTTS 7.5ML BOTTLE,,162.00,The_Ruby_Valley_Hospital
2440185,COUMADIN 2.5MG TAB,,5.00,The_Ruby_Valley_Hospital
2440186,COUMADIN  3MG TAB,,10.00,The_Ruby_Valley_Hospital
2440187,COUMADIN 5MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440188,COUMADIN 7MG TAB,,12.00,The_Ruby_Valley_Hospital
2440189,COUMADIN 10MG TAB,,12.00,The_Ruby_Valley_Hospital
2440190,CYCLOCORT CREAM 3OZ TUBE,,107.00,The_Ruby_Valley_Hospital
2440191,Heparin 50units/5ml,J1642,12.00,The_Ruby_Valley_Hospital
2440192,HYDROCODONE 10/325 TAB,J3490,5.50,The_Ruby_Valley_Hospital
2440193,Voltaren 75mg,J3490,5.00,The_Ruby_Valley_Hospital
2440194,CYTOVAN 50MG TAB,,12.00,The_Ruby_Valley_Hospital
2440195,CECLOR 250MG 150ML BOTTLE,,249.00,The_Ruby_Valley_Hospital
2440196,CEFACLOR 125MG 150ML BOTTLE,,123.00,The_Ruby_Valley_Hospital
2440197,NACL 0.9% 50 ml,A4216,6.00,The_Ruby_Valley_Hospital
2440198,DARVOCET N,,4.00,The_Ruby_Valley_Hospital
2440199,DECADRON 1MG IM,J1100,10.50,The_Ruby_Valley_Hospital
2440200,DECADRON 6/8MG IM,J1100,12.00,The_Ruby_Valley_Hospital
2440201,DECADRON 20MG IM,J1100,7.50,The_Ruby_Valley_Hospital
2440202,DILTIAZEM 25 MG IV,,99.00,The_Ruby_Valley_Hospital
2440203,DECADRON 4MG TAB,J8540,5.00,The_Ruby_Valley_Hospital
2440204,DECADRON 20MG TAB,J1100,12.00,The_Ruby_Valley_Hospital
2440205,DECADRON 40MG TAB,J1100,23.00,The_Ruby_Valley_Hospital
2440206,albuterol inh 2.5/3ml,J7609,5.00,The_Ruby_Valley_Hospital
2440207,Lidocaine 2% MDV 20ml,J2001,0.00,The_Ruby_Valley_Hospital
2440208,DEPO PROVERA IM,J1050,313.50,The_Ruby_Valley_Hospital
2440209,DEMEROL 50MG IM,,10.00,The_Ruby_Valley_Hospital
2440210,DEMEROL 75MG IM,,10.00,The_Ruby_Valley_Hospital
2440211,DEMEROL 100MG IM,J2175,20.00,The_Ruby_Valley_Hospital
2440212,Clonidine patch 0.1mg,J3490,106.50,The_Ruby_Valley_Hospital
2440213,DEMEROL 25MG IM,,10.00,The_Ruby_Valley_Hospital
2440214,DEPO MEDROL 40MG/ML,J2920,23.50,The_Ruby_Valley_Hospital
2440215,DESITIN OINT 4.25OZ TUBE,,34.00,The_Ruby_Valley_Hospital
2440216,DESITIN OINT APPLICATION,,4.00,The_Ruby_Valley_Hospital
2440217,DESYREL 50MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440218,DESYREL 75MG TAB,,10.00,The_Ruby_Valley_Hospital
2440219,DESYREL 100MG TAB,,10.00,The_Ruby_Valley_Hospital
2440220,DEXTROSE 50% 50CC/AMP IM,J7799,34.00,The_Ruby_Valley_Hospital
2440221,DIABENESE 100MG TAB,,4.00,The_Ruby_Valley_Hospital
2440222,DIABENESE 250MG TAB,,5.00,The_Ruby_Valley_Hospital
2440223,Sterile Water 10ml,A4216,13.50,The_Ruby_Valley_Hospital
2440224,DICLOXACILLIN 100MG TAB,,12.00,The_Ruby_Valley_Hospital
2440225,DICLOXACILLIN 200MG TAB,,23.00,The_Ruby_Valley_Hospital
2440226,DICLOCACILLIN 250MG TAB,,4.00,The_Ruby_Valley_Hospital
2440227,DICLOCACILLIN 50MG TAB,,10.00,The_Ruby_Valley_Hospital
2440228,DIETHYLSTILBESTEROL TAB,,4.00,The_Ruby_Valley_Hospital
2440229,DILANTIN 50MG IM,J1165,17.00,The_Ruby_Valley_Hospital
2440230,DILANTIN 250 MG IV,J1165,7.00,The_Ruby_Valley_Hospital
2440231,DILANTIN 500MG IM LOADING DOSE,,49.00,The_Ruby_Valley_Hospital
2440232,DILANTIN 50MG TAB,,4.00,The_Ruby_Valley_Hospital
2440233,DILANTIN ER 100MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440234,DILANTIN 200mg TAB,,4.00,The_Ruby_Valley_Hospital
2440235,DILANTIN 500mg TAB,,11.00,The_Ruby_Valley_Hospital
2440236,DIP-TET BOOSTER ADULT OR PED,J1670,88.00,The_Ruby_Valley_Hospital
2440237,DILANTIN 2ML IM,,12.00,The_Ruby_Valley_Hospital
2440238,DIAZEPAM 5MG TABS,J3490,5.00,The_Ruby_Valley_Hospital
2440239,DIAZEPAM 5MG/ML,J3360,15.50,The_Ruby_Valley_Hospital
2440240,DOME BORO TAB,,5.00,The_Ruby_Valley_Hospital
2440241,DOPAMINE 200mg IM,,12.00,The_Ruby_Valley_Hospital
2440242,DOXIDAN TAB,,4.00,The_Ruby_Valley_Hospital
2440243,IV NACL W 20meq pot,J3480,14.00,The_Ruby_Valley_Hospital
2440244,VANCOMYCIN ORAL SOLUTION 500MG,J3370,31.00,The_Ruby_Valley_Hospital
2440247,DULCOLAX TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440248,DULCOLAX SUPPOSITORIES,J3490,5.00,The_Ruby_Valley_Hospital
2440249,DURICEF 500mg TAB,,31.00,The_Ruby_Valley_Hospital
2440250,DURICEF 1gm TAB,,31.00,The_Ruby_Valley_Hospital
2440251,DYAZIDE TAB 37.5 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440252,DALMANE 15mg TAB,,4.00,The_Ruby_Valley_Hospital
2440253,DOLOBID 500mg TAB,,10.00,The_Ruby_Valley_Hospital
2440254,DONNATAL ELIXER 7.5ML  GI COCKTAIL,J3490,5.00,The_Ruby_Valley_Hospital
2440255,ECOTRIN 325 MG,,4.00,The_Ruby_Valley_Hospital
2440256,EES CHEWABLE TAB,,5.00,The_Ruby_Valley_Hospital
2440257,EES 400mg TAB,,4.00,The_Ruby_Valley_Hospital
2440258,ELASE OINTMENT / TREATMENT,,4.00,The_Ruby_Valley_Hospital
2440259,ELAVIL 10mg TAB/25 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440260,ENDURON 5mg TAB,,4.00,The_Ruby_Valley_Hospital
2440261,ENSURE SUPPLEMENT/CAN,,11.00,The_Ruby_Valley_Hospital
2440262,ENTERIC TABS,,4.00,The_Ruby_Valley_Hospital
2440263,EPINEPHRIN 1:1000/AMP,J0171,56.00,The_Ruby_Valley_Hospital
2440264,"EPINEPHRINE .2MG,.3MG,.4MG,.5MG",J0171,544.00,The_Ruby_Valley_Hospital
2440265,"EPINEPHRINE 1:10,000/SYRINGE",J0171,19.50,The_Ruby_Valley_Hospital
2440266,ERYC 200mg TAB,,10.00,The_Ruby_Valley_Hospital
2440267,ERYC 500mg TAB,,11.00,The_Ruby_Valley_Hospital
2440268,EES 250mg TAB,,5.00,The_Ruby_Valley_Hospital
2440269,EES 500mg TAB,,4.00,The_Ruby_Valley_Hospital
2440270,EX-LAX TAB,,4.00,The_Ruby_Valley_Hospital
2440271,FELDENE TAB,,5.00,The_Ruby_Valley_Hospital
2440272,FEOSOL TAB,,4.00,The_Ruby_Valley_Hospital
2440273,FEOSOL SPANSULE,,4.00,The_Ruby_Valley_Hospital
2440274,FEOSOL PLUS,,4.00,The_Ruby_Valley_Hospital
2440275,FERRO-GRAD 500 TAB,,4.00,The_Ruby_Valley_Hospital
2440276,FERRUS SULFATE (FESO4),,4.00,The_Ruby_Valley_Hospital
2440277,FLAGYL 500 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440278,FLAGYL 375mg IM,,44.00,The_Ruby_Valley_Hospital
2440279,FLAGYL 500mg IM,J3490,7.00,The_Ruby_Valley_Hospital
2440280,FLAGYL 750mg IM,,86.00,The_Ruby_Valley_Hospital
2440281,FLAGYL 250mg TAB,J3490,5.50,The_Ruby_Valley_Hospital
2440282,FLEXERIL 10mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440283,CEFTRIAXONE 1GM IVPB,J0696,56.00,The_Ruby_Valley_Hospital
2440284,GANTINAL .5gm TAB,,4.00,The_Ruby_Valley_Hospital
2440285,GAVISCON TAB,,4.00,The_Ruby_Valley_Hospital
2440286,MAALOX (ADDITIVE),J3490,5.00,The_Ruby_Valley_Hospital
2440287,NS 1000ML IVSLN (ADDITIVE),J7030,20.50,The_Ruby_Valley_Hospital
2440288,PROMETHAZINE 25MG IM,J2550,7.50,The_Ruby_Valley_Hospital
2440289,LACTULOSE SOL 15ml CUP,J3490,5.00,The_Ruby_Valley_Hospital
2440290,FLOXIN TAB 400MG,,44.00,The_Ruby_Valley_Hospital
2440291,GLUCOPHAGE 500 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440292,ELIQUIS (apixaban) 5mg Tab,J3490,30.50,The_Ruby_Valley_Hospital
2440293,GEOPEN IM,,34.00,The_Ruby_Valley_Hospital
2440294,GLUCOTROL 5MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440295,GLUCOGON 1 MG/ML,J1610,640.50,The_Ruby_Valley_Hospital
2440296,GLYCERINE ADULT SUPPOSITORY,J3490,5.00,The_Ruby_Valley_Hospital
2440297,GENTAMYCIN 70MG IM,,24.00,The_Ruby_Valley_Hospital
2440298,GENTAMYCIN 100 MG IM,,17.00,The_Ruby_Valley_Hospital
2440299,GENTAMYCIN 50MG IM,,11.00,The_Ruby_Valley_Hospital
2440300,GENTAMYCIN 80mg IM,J1580,5.00,The_Ruby_Valley_Hospital
2440301,LAXATIVE (NATURES REMEDY),,4.00,The_Ruby_Valley_Hospital
2440302,Humalog Inj,J1815,25.50,The_Ruby_Valley_Hospital
2440303,Fentanyl 100mcg/2ml VIAL,J3010,5.00,The_Ruby_Valley_Hospital
2440304,HALCION 0.125MG TAB,,4.00,The_Ruby_Valley_Hospital
2440305,HALDOL 1MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440306,HALDOL 2.5mg TAB,,5.00,The_Ruby_Valley_Hospital
2440307,HALEY'S MO 1oz,,4.00,The_Ruby_Valley_Hospital
2440308,HEPARIN  5000 UNITS,J1644,44.00,The_Ruby_Valley_Hospital
2440309,Fentanyl 250mcg/5ml,J3010,5.00,The_Ruby_Valley_Hospital
2440310,HEPARIN (AMPULE) 5000 UNITS,,17.00,The_Ruby_Valley_Hospital
2440311,HEPARIN  1000 UNITS,J1644,4.00,The_Ruby_Valley_Hospital
2440312,HEPARIN 15000 UNITS,,18.00,The_Ruby_Valley_Hospital
2440313,HEPARIN 25000 UNITS,J1644,32.00,The_Ruby_Valley_Hospital
2440314,HEPARIN FLUSH 100units/ml,J1642,0.00,The_Ruby_Valley_Hospital
2440315,LEVAQUIN 500MG IV,J1956,23.50,The_Ruby_Valley_Hospital
2440316,LEVAQUIN 500 MG TAB,J3490,60.50,The_Ruby_Valley_Hospital
2440317,HYDODIUREL 25 mg TAB,,4.00,The_Ruby_Valley_Hospital
2440318,HYDROCHLOROTHIAZIDE (HCTZ) 12.5 mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440319,HYDROCHLORATHIAZIDE (HCTZ) TAB 37.5,,5.00,The_Ruby_Valley_Hospital
2440320,HYDROGEN PEROXIDE APPL,,0.00,The_Ruby_Valley_Hospital
2440321,HYDROCORTISONE 1% 28.4GM TUBE,J3490,13.00,The_Ruby_Valley_Hospital
2440322,HYDROCORTISONE 1%/APPLICATION,,4.00,The_Ruby_Valley_Hospital
2440323,HYGROTAN 50mg TAB,,4.00,The_Ruby_Valley_Hospital
2440324,Naloxone 2mg/2ml,J2310,127.00,The_Ruby_Valley_Hospital
2440325,HYPERTET,,34.00,The_Ruby_Valley_Hospital
2440326,HYTRIN TAB (1MG),J3490,5.00,The_Ruby_Valley_Hospital
2440327,IV SOL 1000CC,J7030,20.50,The_Ruby_Valley_Hospital
2440328,IV SOLUTION NACL 100CC,J7050,8.50,The_Ruby_Valley_Hospital
2440329,KCL 10mg IV ADDITIVE,,12.00,The_Ruby_Valley_Hospital
2440330,KCL 20mg IV ADDITIVE,J3480,9.00,The_Ruby_Valley_Hospital
2440331,KCL 30mg IV ADDITIVE,,44.00,The_Ruby_Valley_Hospital
2440332,KCL 40mg IV ADDITIVE,,54.00,The_Ruby_Valley_Hospital
2440333,MVI (MULTIVITAMIN IV ADDITIVE),J3490,39.00,The_Ruby_Valley_Hospital
2440334,ILOTYCIN OPTH OINT,,30.00,The_Ruby_Valley_Hospital
2440335,IMODIUM  2mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440336,IMMUNE GLOBULIN 1cc IM,,12.00,The_Ruby_Valley_Hospital
2440337,INAPSINE 5MG/2ML IM,,5.00,The_Ruby_Valley_Hospital
2440338,INDERAL 10mg TAB,,4.00,The_Ruby_Valley_Hospital
2440339,INDERAL 20mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440340,INDERAL 40mg TAB,,4.00,The_Ruby_Valley_Hospital
2440341,INDERAL 80mg TAB,,10.00,The_Ruby_Valley_Hospital
2440342,REMDESIVIR 100MG INJ,J3490,874.00,The_Ruby_Valley_Hospital
2440343,MIDODRINE 2.5MG TAB,J3490,5.50,The_Ruby_Valley_Hospital
2440344,INDOCIN 25mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440345,INDOCIN 50mg TAB,,10.00,The_Ruby_Valley_Hospital
2440346,INDOCIN SR 75mg TAB,,18.00,The_Ruby_Valley_Hospital
2440347,INDOCIN 50mg SUPP,,11.00,The_Ruby_Valley_Hospital
2440348,IINFERON (IRON) /ml,,53.00,The_Ruby_Valley_Hospital
2440349,ZITHROMAX 250 MG Z-PAK TAB,J3490,149.50,The_Ruby_Valley_Hospital
2440350,INSULIN 5 UNIT Humulin R,J1815,5.00,The_Ruby_Valley_Hospital
2440351,IODINE TINCTURE / APPLICATION,,0.00,The_Ruby_Valley_Hospital
2440352,IPECAC 15cc UNIT DOSE,,11.00,The_Ruby_Valley_Hospital
2440353,ISORDIL 10mg/40mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440354,SIMETHICONE CAP 125 MG,J3490,5.00,The_Ruby_Valley_Hospital
2440355,HYDROCORTISONE 2.5% 30GM TUBE,,37.00,The_Ruby_Valley_Hospital
2440356,HYDROCORTISONE 2.5% APPLICATION,,4.00,The_Ruby_Valley_Hospital
2440357,POTASSIUM CL 20 MEQ TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440358,KAOPECTATE / DOSE,,4.00,The_Ruby_Valley_Hospital
2440359,IMDUR 30MG TAB,J3490,5.50,The_Ruby_Valley_Hospital
2440360,KEFLEX 250mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440361,KEFLEX ORAL SUSP 250/5ml (BOTTLE),J3490,92.00,The_Ruby_Valley_Hospital
2440362,KEFZOL 250mg IM,,19.00,The_Ruby_Valley_Hospital
2440363,KEFZOL 500mg IM,,23.00,The_Ruby_Valley_Hospital
2440364,KENALOG CREAN .1% (80gm TUBE),,30.00,The_Ruby_Valley_Hospital
2440365,KENALOG 20mg IM,J3301,19.00,The_Ruby_Valley_Hospital
2440366,KENALOG 40mg IM,J3301,36.00,The_Ruby_Valley_Hospital
2440367,KENALOG 60mg IM,J3301,50.00,The_Ruby_Valley_Hospital
2440368,KENALOG CREAN .1% (15gm TUBE),,33.00,The_Ruby_Valley_Hospital
2440369,K-LYTE TAB,,11.00,The_Ruby_Valley_Hospital
2440370,K-TAB 10mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440371,K-TAB 20mg TAB,,10.00,The_Ruby_Valley_Hospital
2440372,K-TAB 30mg TAB,,12.00,The_Ruby_Valley_Hospital
2440373,K-TAB 40mg TAB,,17.00,The_Ruby_Valley_Hospital
2440374,VASELINE MEDICATED JELLY 1.75 OZ,,12.00,The_Ruby_Valley_Hospital
2440375,CLONAZEPAM .5MG TAB,,4.00,The_Ruby_Valley_Hospital
2440376,XYLOCAINE JELLY APPLICATION,,4.00,The_Ruby_Valley_Hospital
2440377,LANOXIN 0.125mg IM,,18.00,The_Ruby_Valley_Hospital
2440378,LANOXIN .5mg IV,J1160,24.00,The_Ruby_Valley_Hospital
2440379,LANOXICAP .2MG TAB,,4.00,The_Ruby_Valley_Hospital
2440380,LASIX 60MG IM,,55.00,The_Ruby_Valley_Hospital
2440381,LANOXIN .125mg TAB,J3490,8.50,The_Ruby_Valley_Hospital
2440382,LANOXIN .75MG TAB,,4.00,The_Ruby_Valley_Hospital
2440383,LANOXIN .25MG TAB,,4.00,The_Ruby_Valley_Hospital
2440384,LANOXIN 0.5MG TAB,,4.00,The_Ruby_Valley_Hospital
2440385,LASIX 10MG IM,,18.00,The_Ruby_Valley_Hospital
2440386,LASIX 20MG IM,J1940,25.00,The_Ruby_Valley_Hospital
2440387,LASIX 40MG IM,J1940,11.50,The_Ruby_Valley_Hospital
2440388,LASIX 80MG IM,,67.00,The_Ruby_Valley_Hospital
2440389,LASIX 120MG IM,,104.00,The_Ruby_Valley_Hospital
2440390,LASIX 160MG IM,,140.00,The_Ruby_Valley_Hospital
2440391,LASIX 30MG TAB,,4.00,The_Ruby_Valley_Hospital
2440392,LASIX 40MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440393,LASIX 120MG TAB,,10.00,The_Ruby_Valley_Hospital
2440394,LIBRAX TAB,,5.00,The_Ruby_Valley_Hospital
2440395,LIBRIUM 10MG TABS,,5.00,The_Ruby_Valley_Hospital
2440396,LIDOCAINE 50MG BOLUS,,61.00,The_Ruby_Valley_Hospital
2440397,LIDOCAINE 75MG BOLUS,,94.00,The_Ruby_Valley_Hospital
2440398,LIDOCAINE 1GR BOLUS,,24.00,The_Ruby_Valley_Hospital
2440399,LIDOCAINE 2GR BOLUS,,37.00,The_Ruby_Valley_Hospital
2440400,LINCOCIN 1CC IM,,19.00,The_Ruby_Valley_Hospital
2440401,LIDOCAINE VISCOUS 2%,J3490,5.00,The_Ruby_Valley_Hospital
2440402,LOMOTIL (1) TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440403,LOMOTIL (2) TABS,,5.00,The_Ruby_Valley_Hospital
2440404,LOPRESSOR 5MG TABS,,4.00,The_Ruby_Valley_Hospital
2440405,LOPRESSOR 100MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440406,LOPRESSOR 50MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440407,MAALOX,,5.00,The_Ruby_Valley_Hospital
2440408,MACRODANTIN 50MG TAB,,10.00,The_Ruby_Valley_Hospital
2440409,MACROBID (NITROFURANTOIN) 100MG TAB,J3490,11.50,The_Ruby_Valley_Hospital
2440410,MAGNESIUM CITRATE / DOSE,J3490,6.00,The_Ruby_Valley_Hospital
2440411,MAGNESIUM SULFATE 500MG,J3475,7.00,The_Ruby_Valley_Hospital
2440412,MAAMOL CREAM/TUBE,,61.00,The_Ruby_Valley_Hospital
2440413,MAG TAB SR,,4.00,The_Ruby_Valley_Hospital
2440414,MAGCITRATE 10OZ BOTTLE,,20.00,The_Ruby_Valley_Hospital
2440415,MAXIDE TAB,,10.00,The_Ruby_Valley_Hospital
2440416,MEDROL PAK,J7509,96.50,The_Ruby_Valley_Hospital
2440417,MECLOMEN 50MG TAB,,5.00,The_Ruby_Valley_Hospital
2440418,MECLOMEN 100MG TAB,,11.00,The_Ruby_Valley_Hospital
2440419,MEDROL 4MG TAB,,5.00,The_Ruby_Valley_Hospital
2440420,MEFOXIN 1 GM/AMP IM,,56.00,The_Ruby_Valley_Hospital
2440421,MEFOXIN 2 GM/AMP IM,,99.00,The_Ruby_Valley_Hospital
2440422,Bumetanide 0.25mg/ml 4ml SDV,J3490,11.00,The_Ruby_Valley_Hospital
2440423,CALCIUM TAB [600MG + D 400],J3490,5.00,The_Ruby_Valley_Hospital
2440424,MEPERGAN 25MG/ML (1CC) IM,,19.00,The_Ruby_Valley_Hospital
2440425,MEPERGAN 50MG IM,,34.00,The_Ruby_Valley_Hospital
2440426,CITRACAL,,4.00,The_Ruby_Valley_Hospital
2440427,METAMUCIL,J3490,5.00,The_Ruby_Valley_Hospital
2440428,METAPROTERNOL SULFATE 4%,,5.00,The_Ruby_Valley_Hospital
2440429,METHERGIN .2MG IM/1V,J2210,76.00,The_Ruby_Valley_Hospital
2440430,METHERGIN 37.5MG IM,,18.00,The_Ruby_Valley_Hospital
2440431,METHERGIN 50MG IM,,19.00,The_Ruby_Valley_Hospital
2440432,METHERGIN 0.2MG TAB,,4.00,The_Ruby_Valley_Hospital
2440433,FLOXIN TAB 300 MG,,33.00,The_Ruby_Valley_Hospital
2440434,METHOTREXATE 15MG/20MG IM,,19.00,The_Ruby_Valley_Hospital
2440435,METHACIN IM / DOSE,,433.00,The_Ruby_Valley_Hospital
2440436,MEVACOR 20mg,,24.00,The_Ruby_Valley_Hospital
2440437,MICRO K 10mg TAB,,11.00,The_Ruby_Valley_Hospital
2440438,MICRO K 20 mg (2 TABS),,20.00,The_Ruby_Valley_Hospital
2440439,MICRONASE 3 MG TAB,,4.00,The_Ruby_Valley_Hospital
2440440,MILK OF MAGNESIA / DOSE,J3490,7.50,The_Ruby_Valley_Hospital
2440441,PRINIVIL 40mg TAB,,6.00,The_Ruby_Valley_Hospital
2440442,MINIPRESS 1MG TAB,,4.00,The_Ruby_Valley_Hospital
2440443,MICRONASE 20 TAB,,17.00,The_Ruby_Valley_Hospital
2440444,MICRONASE 5mg TAB,,4.00,The_Ruby_Valley_Hospital
2440445,MINERAL OIL / DOSE,,4.00,The_Ruby_Valley_Hospital
2440446,GUAIFENESIN 200MG/10ML 118ML BOTTLE,J3490,5.00,The_Ruby_Valley_Hospital
2440447,OSMIROL 20% IN H2O 500 ML,,104.00,The_Ruby_Valley_Hospital
2440448,MODURETIC 5/50 TAB,,5.00,The_Ruby_Valley_Hospital
2440449,MONOSTAT CREAM / TUBE,,97.00,The_Ruby_Valley_Hospital
2440450,VASOTEC 20MG TAB,,18.00,The_Ruby_Valley_Hospital
2440451,COMBIVENT (Ipratrop/Alb) MDI,,870.00,The_Ruby_Valley_Hospital
2440452,PULMICORT (Budesonide MDI) 180mcg,,685.50,The_Ruby_Valley_Hospital
2440453,MORPHINE ORAL SOL PFS 10MG/0.5ML,,8.50,The_Ruby_Valley_Hospital
2440454,MORPHINE SULFATE 2 mg,J2274,8.00,The_Ruby_Valley_Hospital
2440455,MOTRIN 400mg TAB,,4.00,The_Ruby_Valley_Hospital
2440456,MOTRIN 600mg TAB,,4.00,The_Ruby_Valley_Hospital
2440457,MOTRIN 200mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440458,MUCO MIST / BOTTLE,J7608,48.00,The_Ruby_Valley_Hospital
2440459,MYLANTA / DOSE,J3490,5.00,The_Ruby_Valley_Hospital
2440460,MYLICON TAB,,4.00,The_Ruby_Valley_Hospital
2440461,PEPTO-BISMOL/DOSE,,4.00,The_Ruby_Valley_Hospital
2440462,NAFCILLIN 2GM IM,,19.00,The_Ruby_Valley_Hospital
2440463,MORPHINE SULFATE 10MG TAB,,4.00,The_Ruby_Valley_Hospital
2440464,ATIVAN .5MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440465,ATIVAN 2MG carpuject,J2060,11.50,The_Ruby_Valley_Hospital
2440466,ATIVAN 1MG IM/IV,J2060,13.00,The_Ruby_Valley_Hospital
2440467,NALOXONE 4MG/10ML MDV CRASH CART,J3490,46.00,The_Ruby_Valley_Hospital
2440468,MOTRIN PEDIATRIC LIQ DOSE,J3490,5.00,The_Ruby_Valley_Hospital
2440471,Zinc Gluconate Tab 50 mg,J3490,0.00,The_Ruby_Valley_Hospital
2440473,NEOSPORIN OINT / PACKET,,4.00,The_Ruby_Valley_Hospital
2440474,NEOSPORIN OINTMENT / TUBE,,49.00,The_Ruby_Valley_Hospital
2440475,NEOSPORIN OINTMENT / APPLICATION,,4.00,The_Ruby_Valley_Hospital
2440476,NEOSPORIN OPTH OINT (1/8 OZ TUBE),,150.00,The_Ruby_Valley_Hospital
2440477,NEOSYNEPHRINE 1%/DOSE,,5.00,The_Ruby_Valley_Hospital
2440478,DUODERM HYDROGEL/30GM TUBE,,55.00,The_Ruby_Valley_Hospital
2440479,NEXIUM 20 MG,,37.00,The_Ruby_Valley_Hospital
2440481,NITROGLYCERIN PATCH 0.1 MG,J3490,8.50,The_Ruby_Valley_Hospital
2440482,NITROPASTE / APPLICATION,J3490,9.00,The_Ruby_Valley_Hospital
2440483,NITROSTAT gr 1/150 TAB,,10.00,The_Ruby_Valley_Hospital
2440484,NITROSTAT/Bottle 0.4mg TAB,J3490,82.50,The_Ruby_Valley_Hospital
2440485,NEURONTIN 300MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2440488,NOROXIN TAB,,33.00,The_Ruby_Valley_Hospital
2440489,EMETROL 4OZ BOTTLE,,33.00,The_Ruby_Valley_Hospital
2440491,EMLA CREAM/DOSE,J3490,26.00,The_Ruby_Valley_Hospital
2440492,NUPERCAINAL OINT,,34.00,The_Ruby_Valley_Hospital
2440493,NYSTATIN POWDER,J3490,88.00,The_Ruby_Valley_Hospital
2440494,ORAGRAFIN TAB,,11.00,The_Ruby_Valley_Hospital
2440495,ORAGANIDIN ELIX 5ml,,44.00,The_Ruby_Valley_Hospital
2440496,NYSTATIN MOUTH SOLUTION,J3490,5.00,The_Ruby_Valley_Hospital
2440497,OsCAL TAB 250mg,,4.00,The_Ruby_Valley_Hospital
2440498,OsCAL 500 MG TAB,,4.00,The_Ruby_Valley_Hospital
2440499,GIUATUSS COUGH SYRUP 1 DOSE,,12.00,The_Ruby_Valley_Hospital
2440500,PEDIAZOLE 150mg BOTTLE,,111.00,The_Ruby_Valley_Hospital
2440501,PEPCID 40mg TAB,,0.00,The_Ruby_Valley_Hospital
2440502,PEDIAPRED BOTTLE,,60.00,The_Ruby_Valley_Hospital
2440503,PEDIALYTE,,18.00,The_Ruby_Valley_Hospital
2440504,PERCODON TAB,,10.00,The_Ruby_Valley_Hospital
2440505,PERCOCET TAB (5/325 MG),J3490,5.00,The_Ruby_Valley_Hospital
2440506,GATORADE,,12.00,The_Ruby_Valley_Hospital
2440507,PERIACTIN 2mg TAB,,5.00,The_Ruby_Valley_Hospital
2440508,PERI-COLACE TAB,,4.00,The_Ruby_Valley_Hospital
2440509,PEPCID 20mg TAB,J3490,8.00,The_Ruby_Valley_Hospital
2440510,PEDIAPRED DOSE,J7510,13.50,The_Ruby_Valley_Hospital
2440511,PERITRATE SA 80 TAB,,4.00,The_Ruby_Valley_Hospital
2440512,ALKA SELTZER,,0.00,The_Ruby_Valley_Hospital
2440513,NAFCILLIN 10 GM INJ,J3490,442.00,The_Ruby_Valley_Hospital
2440514,NAFCILLIN 2GM INJ,J3490,83.50,The_Ruby_Valley_Hospital
2440515,STERILE WATER 100ML,A4216,16.00,The_Ruby_Valley_Hospital
2440516,PHENERGAN 25mg IM,,26.00,The_Ruby_Valley_Hospital
2440517,PHENERGAN 50mg IM,J2550,10.00,The_Ruby_Valley_Hospital
