Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL,hospital
4000345,REF LAB IMMUNOELECTROPHORESIS SERUM,Outpatient,301,86320,Immunoelectrophoresis; serum,,0,306,244.8,244.8,306,290.7,253.98,253.98,253.98,253.98,290.7,296.82,296.82,281.52,290.7,299.88,306,269.28,299.88,296.82,,Pioneer_Medical_Center
4000352,"REF LAB CARDIOLIPIN AB, IGG",Inpatient,300,86147,"Cardiolipin (phospholipid) antibody, each Ig class",,0,137,109.6,109.6,137,130.15,119.19,119.19,119.19,119.19,130.15,132.89,132.89,130.15,130.15,134.26,137,120.56,134.26,132.89,,Pioneer_Medical_Center
4000352,"REF LAB CARDIOLIPIN AB, IGG",Outpatient,300,86147,"Cardiolipin (phospholipid) antibody, each Ig class",,0,137,109.6,109.6,137,130.15,113.71,113.71,113.71,113.71,130.15,132.89,132.89,126.04,130.15,134.26,137,120.56,134.26,132.89,,Pioneer_Medical_Center
4000360,REF LAB GENTAMICIN PEAK AND TROUGH,Inpatient,301,80170,Gentamicin,,0,231,184.8,184.8,231,219.45,200.97,200.97,200.97,200.97,219.45,224.07,224.07,219.45,219.45,226.38,231,203.28,226.38,224.07,,Pioneer_Medical_Center
4000360,REF LAB GENTAMICIN PEAK AND TROUGH,Outpatient,301,80170,Gentamicin,,0,231,184.8,184.8,231,219.45,191.73,191.73,191.73,191.73,219.45,224.07,224.07,212.52,219.45,226.38,231,203.28,226.38,224.07,,Pioneer_Medical_Center
4000378,REF LAB ANA SCREEN,Inpatient,302,86038,Antinuclear antibodies (ANA),,0,176,140.8,140.8,176,167.2,153.12,153.12,153.12,153.12,167.2,170.72,170.72,167.2,167.2,172.48,176,154.88,172.48,170.72,,Pioneer_Medical_Center
4000378,REF LAB ANA SCREEN,Outpatient,302,86038,Antinuclear antibodies (ANA),,0,176,140.8,140.8,176,167.2,146.08,146.08,146.08,146.08,167.2,170.72,170.72,161.92,167.2,172.48,176,154.88,172.48,170.72,,Pioneer_Medical_Center
4000386,REF LAB IMMUNOFIXATION ELECTROPHORE,Inpatient,301,86334,Immunofixation electrophoresis; serum,,0,273,218.4,218.4,273,259.35,237.51,237.51,237.51,237.51,259.35,264.81,264.81,259.35,259.35,267.54,273,240.24,267.54,264.81,,Pioneer_Medical_Center
4000386,REF LAB IMMUNOFIXATION ELECTROPHORE,Outpatient,301,86334,Immunofixation electrophoresis; serum,,0,273,218.4,218.4,273,259.35,226.59,226.59,226.59,226.59,259.35,264.81,264.81,251.16,259.35,267.54,273,240.24,267.54,264.81,,Pioneer_Medical_Center
4000394,REF LAB FIBRINOGEN,Inpatient,301,85384,Fibrinogen; activity,,0,163,130.4,130.4,163,154.85,141.81,141.81,141.81,141.81,154.85,158.11,158.11,154.85,154.85,159.74,163,143.44,159.74,158.11,,Pioneer_Medical_Center
4000394,REF LAB FIBRINOGEN,Outpatient,301,85384,Fibrinogen; activity,,0,163,130.4,130.4,163,154.85,135.29,135.29,135.29,135.29,154.85,158.11,158.11,149.96,154.85,159.74,163,143.44,159.74,158.11,,Pioneer_Medical_Center
4000402,AST/SGOT,Inpatient,301,84450,Transferase; aspartate amino (AST) (SGOT),,0,57,45.6,45.6,57,54.15,49.59,49.59,49.59,49.59,54.15,55.29,55.29,54.15,54.15,55.86,57,50.16,55.86,55.29,,Pioneer_Medical_Center
4000402,AST/SGOT,Outpatient,301,84450,Transferase; aspartate amino (AST) (SGOT),,0,57,45.6,45.6,57,54.15,47.31,47.31,47.31,47.31,54.15,55.29,55.29,52.44,54.15,55.86,57,50.16,55.86,55.29,,Pioneer_Medical_Center
4000410,REF LAB TBG,Inpatient,301,84442,Thyroxine binding globulin (TBG),,0,147,117.6,117.6,147,139.65,127.89,127.89,127.89,127.89,139.65,142.59,142.59,139.65,139.65,144.06,147,129.36,144.06,142.59,,Pioneer_Medical_Center
4000410,REF LAB TBG,Outpatient,301,84442,Thyroxine binding globulin (TBG),,0,147,117.6,117.6,147,139.65,122.01,122.01,122.01,122.01,139.65,142.59,142.59,135.24,139.65,144.06,147,129.36,144.06,142.59,,Pioneer_Medical_Center
4000451,REF LAB B12,Inpatient,301,82607,Cyanocobalamin (Vitamin B-12),,0,220,176,176,220,209,191.4,191.4,191.4,191.4,209,213.4,213.4,209,209,215.6,220,193.6,215.6,213.4,,Pioneer_Medical_Center
4000451,REF LAB B12,Outpatient,301,82607,Cyanocobalamin (Vitamin B-12),,0,220,176,176,220,209,182.6,182.6,182.6,182.6,209,213.4,213.4,202.4,209,215.6,220,193.6,215.6,213.4,,Pioneer_Medical_Center
4000477,REF LAB BETA HCG 4,Inpatient,302,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,200,160,160,200,190,174,174,174,174,190,194,194,190,190,196,200,176,196,194,,Pioneer_Medical_Center
4000477,REF LAB BETA HCG 4,Outpatient,302,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,200,160,160,200,190,166,166,166,166,190,194,194,184,190,196,200,176,196,194,,Pioneer_Medical_Center
4000501,BLEEDING TIME,Inpatient,305,85002,Bleeding time,,0,80,64,64,80,76,69.6,69.6,69.6,69.6,76,77.6,77.6,76,76,78.4,80,70.4,78.4,77.6,,Pioneer_Medical_Center
4000501,BLEEDING TIME,Outpatient,305,85002,Bleeding time,,0,80,64,64,80,76,66.4,66.4,66.4,66.4,76,77.6,77.6,73.6,76,78.4,80,70.4,78.4,77.6,,Pioneer_Medical_Center
4000519,REF LAB HEPATIC FUNCTION PANEL,Inpatient,300,80076,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)",,0,146,116.8,116.8,146,138.7,127.02,127.02,127.02,127.02,138.7,141.62,141.62,138.7,138.7,143.08,146,128.48,143.08,141.62,,Pioneer_Medical_Center
4000519,REF LAB HEPATIC FUNCTION PANEL,Outpatient,300,80076,"Hepatic function panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Bilirubin, direct (82248) Phosphatase, alkaline (84075) Protein, total (84155) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450)",,0,146,116.8,116.8,146,138.7,121.18,121.18,121.18,121.18,138.7,141.62,141.62,134.32,138.7,143.08,146,128.48,143.08,141.62,,Pioneer_Medical_Center
4000600,BUN,Inpatient,301,84520,Urea nitrogen; quantitative,,0,60,48,48,60,57,52.2,52.2,52.2,52.2,57,58.2,58.2,57,57,58.8,60,52.8,58.8,58.2,,Pioneer_Medical_Center
4000600,BUN,Outpatient,301,84520,Urea nitrogen; quantitative,,0,60,48,48,60,57,49.8,49.8,49.8,49.8,57,58.2,58.2,55.2,57,58.8,60,52.8,58.8,58.2,,Pioneer_Medical_Center
4000618,CALCIUM,Inpatient,301,82310,Calcium; total,,0,63,50.4,50.4,63,59.85,54.81,54.81,54.81,54.81,59.85,61.11,61.11,59.85,59.85,61.74,63,55.44,61.74,61.11,,Pioneer_Medical_Center
4000618,CALCIUM,Outpatient,301,82310,Calcium; total,,0,63,50.4,50.4,63,59.85,52.29,52.29,52.29,52.29,59.85,61.11,61.11,57.96,59.85,61.74,63,55.44,61.74,61.11,,Pioneer_Medical_Center
4000626,REF LAB CEA,Inpatient,300,82378,Carcinoembryonic antigen (CEA),,0,286,228.8,228.8,286,271.7,248.82,248.82,248.82,248.82,271.7,277.42,277.42,271.7,271.7,280.28,286,251.68,280.28,277.42,,Pioneer_Medical_Center
4000626,REF LAB CEA,Outpatient,300,82378,Carcinoembryonic antigen (CEA),,0,286,228.8,228.8,286,271.7,237.38,237.38,237.38,237.38,271.7,277.42,277.42,263.12,271.7,280.28,286,251.68,280.28,277.42,,Pioneer_Medical_Center
4000709,CBC W/AUTOMATED DIFF,Inpatient,305,85025,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",,0,97,77.6,77.6,97,92.15,84.39,84.39,84.39,84.39,92.15,94.09,94.09,92.15,92.15,95.06,97,85.36,95.06,94.09,,Pioneer_Medical_Center
4000709,CBC W/AUTOMATED DIFF,Outpatient,305,85025,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",,0,97,77.6,77.6,97,92.15,80.51,80.51,80.51,80.51,92.15,94.09,94.09,89.24,92.15,95.06,97,85.36,95.06,94.09,,Pioneer_Medical_Center
4000725,METABOLIC PANEL COMPREHENSIVE,Inpatient,301,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,156,124.8,124.8,156,148.2,135.72,135.72,135.72,135.72,148.2,151.32,151.32,148.2,148.2,152.88,156,137.28,152.88,151.32,,Pioneer_Medical_Center
4000725,METABOLIC PANEL COMPREHENSIVE,Outpatient,301,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,156,124.8,124.8,156,148.2,129.48,129.48,129.48,129.48,148.2,151.32,151.32,143.52,148.2,152.88,156,137.28,152.88,151.32,,Pioneer_Medical_Center
4000733,CO2,Inpatient,301,82374,Carbon dioxide (bicarbonate),,0,304,243.2,243.2,304,288.8,264.48,264.48,264.48,264.48,288.8,294.88,294.88,288.8,288.8,297.92,304,267.52,297.92,294.88,,Pioneer_Medical_Center
4000733,CO2,Outpatient,301,82374,Carbon dioxide (bicarbonate),,0,304,243.2,243.2,304,288.8,252.32,252.32,252.32,252.32,288.8,294.88,294.88,279.68,288.8,297.92,304,267.52,297.92,294.88,,Pioneer_Medical_Center
4000758,STATE/CHLAMYDIA CULTURE,Inpatient,306,87110,"Culture, chlamydia, any source",,0,152,121.6,121.6,152,144.4,132.24,132.24,132.24,132.24,144.4,147.44,147.44,144.4,144.4,148.96,152,133.76,148.96,147.44,,Pioneer_Medical_Center
4000758,STATE/CHLAMYDIA CULTURE,Outpatient,306,87110,"Culture, chlamydia, any source",,0,152,121.6,121.6,152,144.4,126.16,126.16,126.16,126.16,144.4,147.44,147.44,139.84,144.4,148.96,152,133.76,148.96,147.44,,Pioneer_Medical_Center
4000766,REF LAB SMEAR AFB,Inpatient,306,87206,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",,0,91,72.8,72.8,91,86.45,79.17,79.17,79.17,79.17,86.45,88.27,88.27,86.45,86.45,89.18,91,80.08,89.18,88.27,,Pioneer_Medical_Center
4000766,REF LAB SMEAR AFB,Outpatient,306,87206,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",,0,91,72.8,72.8,91,86.45,75.53,75.53,75.53,75.53,86.45,88.27,88.27,83.72,86.45,89.18,91,80.08,89.18,88.27,,Pioneer_Medical_Center
4000774,REF LAB CULTURE MYOBACTERIAL,Inpatient,306,87118,"Culture, mycobacterial, definitive identification, each isolate",,0,124,99.2,99.2,124,117.8,107.88,107.88,107.88,107.88,117.8,120.28,120.28,117.8,117.8,121.52,124,109.12,121.52,120.28,,Pioneer_Medical_Center
4000774,REF LAB CULTURE MYOBACTERIAL,Outpatient,306,87118,"Culture, mycobacterial, definitive identification, each isolate",,0,124,99.2,99.2,124,117.8,102.92,102.92,102.92,102.92,117.8,120.28,120.28,114.08,117.8,121.52,124,109.12,121.52,120.28,,Pioneer_Medical_Center
4000782,REF LAB PROTEIN FLUID,Inpatient,301,84160,"Protein, total, by refractometry, any source",,0,34,27.2,27.2,34,32.3,29.58,29.58,29.58,29.58,32.3,32.98,32.98,32.3,32.3,33.32,34,29.92,33.32,32.98,,Pioneer_Medical_Center
4000782,REF LAB PROTEIN FLUID,Outpatient,301,84160,"Protein, total, by refractometry, any source",,0,34,27.2,27.2,34,32.3,28.22,28.22,28.22,28.22,32.3,32.98,32.98,31.28,32.3,33.32,34,29.92,33.32,32.98,,Pioneer_Medical_Center
4000790,REF LAB AMYLASE BODY FLUID,Inpatient,301,82150,Amylase,,0,110,88,88,110,104.5,95.7,95.7,95.7,95.7,104.5,106.7,106.7,104.5,104.5,107.8,110,96.8,107.8,106.7,,Pioneer_Medical_Center
4000790,REF LAB AMYLASE BODY FLUID,Outpatient,301,82150,Amylase,,0,110,88,88,110,104.5,91.3,91.3,91.3,91.3,104.5,106.7,106.7,101.2,104.5,107.8,110,96.8,107.8,106.7,,Pioneer_Medical_Center
4000808,CHLORIDE,Inpatient,301,82435,Chloride; blood,,0,56,44.8,44.8,56,53.2,48.72,48.72,48.72,48.72,53.2,54.32,54.32,53.2,53.2,54.88,56,49.28,54.88,54.32,,Pioneer_Medical_Center
4000808,CHLORIDE,Outpatient,301,82435,Chloride; blood,,0,56,44.8,44.8,56,53.2,46.48,46.48,46.48,46.48,53.2,54.32,54.32,51.52,53.2,54.88,56,49.28,54.88,54.32,,Pioneer_Medical_Center
4000907,CHOLESTEROL,Inpatient,301,82465,"Cholesterol, serum or whole blood, total",,0,56,44.8,44.8,56,53.2,48.72,48.72,48.72,48.72,53.2,54.32,54.32,53.2,53.2,54.88,56,49.28,54.88,54.32,,Pioneer_Medical_Center
4000907,CHOLESTEROL,Outpatient,301,82465,"Cholesterol, serum or whole blood, total",,0,56,44.8,44.8,56,53.2,46.48,46.48,46.48,46.48,53.2,54.32,54.32,51.52,53.2,54.88,56,49.28,54.88,54.32,,Pioneer_Medical_Center
4000915,REF LAB DIRECT LDL,Inpatient,301,83721,"Lipoprotein, direct measurement; LDL cholesterol",,0,104,83.2,83.2,104,98.8,90.48,90.48,90.48,90.48,98.8,100.88,100.88,98.8,98.8,101.92,104,91.52,101.92,100.88,,Pioneer_Medical_Center
4000915,REF LAB DIRECT LDL,Outpatient,301,83721,"Lipoprotein, direct measurement; LDL cholesterol",,0,104,83.2,83.2,104,98.8,86.32,86.32,86.32,86.32,98.8,100.88,100.88,95.68,98.8,101.92,104,91.52,101.92,100.88,,Pioneer_Medical_Center
4001004,CKMB (ISOENZYMES),Inpatient,301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,185,148,148,185,175.75,160.95,160.95,160.95,160.95,175.75,179.45,179.45,175.75,175.75,181.3,185,162.8,181.3,179.45,,Pioneer_Medical_Center
4001004,CKMB (ISOENZYMES),Outpatient,301,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,185,148,148,185,175.75,153.55,153.55,153.55,153.55,175.75,179.45,179.45,170.2,175.75,181.3,185,162.8,181.3,179.45,,Pioneer_Medical_Center
4001012,REF LAB LYME TITRE,Inpatient,301,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,247,197.6,197.6,247,234.65,214.89,214.89,214.89,214.89,234.65,239.59,239.59,234.65,234.65,242.06,247,217.36,242.06,239.59,,Pioneer_Medical_Center
4001012,REF LAB LYME TITRE,Outpatient,301,86618,Antibody; Borrelia burgdorferi (Lyme disease),,0,247,197.6,197.6,247,234.65,205.01,205.01,205.01,205.01,234.65,239.59,239.59,227.24,234.65,242.06,247,217.36,242.06,239.59,,Pioneer_Medical_Center
4001020,STATE/CHLAMYDIA TRACHOMATIS,Inpatient,306,87491,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",,0,152,121.6,121.6,152,144.4,132.24,132.24,132.24,132.24,144.4,147.44,147.44,144.4,144.4,148.96,152,133.76,148.96,147.44,,Pioneer_Medical_Center
4001020,STATE/CHLAMYDIA TRACHOMATIS,Outpatient,306,87491,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",,0,152,121.6,121.6,152,144.4,126.16,126.16,126.16,126.16,144.4,147.44,147.44,139.84,144.4,148.96,152,133.76,148.96,147.44,,Pioneer_Medical_Center
4001053,REF LAB C DIFF,Inpatient,306,87324,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Clostridium difficile toxin(s)",,0,167,133.6,133.6,167,158.65,145.29,145.29,145.29,145.29,158.65,161.99,161.99,158.65,158.65,163.66,167,146.96,163.66,161.99,,Pioneer_Medical_Center
4001053,REF LAB C DIFF,Outpatient,306,87324,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Clostridium difficile toxin(s)",,0,167,133.6,133.6,167,158.65,138.61,138.61,138.61,138.61,158.65,161.99,161.99,153.64,158.65,163.66,167,146.96,163.66,161.99,,Pioneer_Medical_Center
4001061,REF LAB C4,Inpatient,302,86160,"Complement; antigen, each component",,0,205,164,164,205,194.75,178.35,178.35,178.35,178.35,194.75,198.85,198.85,194.75,194.75,200.9,205,180.4,200.9,198.85,,Pioneer_Medical_Center
4001061,REF LAB C4,Outpatient,302,86160,"Complement; antigen, each component",,0,205,164,164,205,194.75,170.15,170.15,170.15,170.15,194.75,198.85,198.85,188.6,194.75,200.9,205,180.4,200.9,198.85,,Pioneer_Medical_Center
4001079,REF LAB COMP 5 BLOOD,Inpatient,302,86162,Complement; total hemolytic (CH50),,0,308,246.4,246.4,308,292.6,267.96,267.96,267.96,267.96,292.6,298.76,298.76,292.6,292.6,301.84,308,271.04,301.84,298.76,,Pioneer_Medical_Center
4001079,REF LAB COMP 5 BLOOD,Outpatient,302,86162,Complement; total hemolytic (CH50),,0,308,246.4,246.4,308,292.6,255.64,255.64,255.64,255.64,292.6,298.76,298.76,283.36,292.6,301.84,308,271.04,301.84,298.76,,Pioneer_Medical_Center
4001095,REF LAB COLD AGGLUTININ,Inpatient,302,86157,Cold agglutinin; titer,,0,115,92,92,115,109.25,100.05,100.05,100.05,100.05,109.25,111.55,111.55,109.25,109.25,112.7,115,101.2,112.7,111.55,,Pioneer_Medical_Center
4001095,REF LAB COLD AGGLUTININ,Outpatient,302,86157,Cold agglutinin; titer,,0,115,92,92,115,109.25,95.45,95.45,95.45,95.45,109.25,111.55,111.55,105.8,109.25,112.7,115,101.2,112.7,111.55,,Pioneer_Medical_Center
4001103,CPK TOTAL,Inpatient,301,82550,"Creatine kinase (CK), (CPK); total",,0,104,83.2,83.2,104,98.8,90.48,90.48,90.48,90.48,98.8,100.88,100.88,98.8,98.8,101.92,104,91.52,101.92,100.88,,Pioneer_Medical_Center
4001103,CPK TOTAL,Outpatient,301,82550,"Creatine kinase (CK), (CPK); total",,0,104,83.2,83.2,104,98.8,86.32,86.32,86.32,86.32,98.8,100.88,100.88,95.68,98.8,101.92,104,91.52,101.92,100.88,,Pioneer_Medical_Center
4001111,REF LAB AMP NUCLEIC ACID,Inpatient,301,83898,,,0,271,216.8,216.8,271,257.45,235.77,235.77,235.77,235.77,257.45,262.87,262.87,257.45,257.45,265.58,271,238.48,265.58,262.87,,Pioneer_Medical_Center
4001111,REF LAB AMP NUCLEIC ACID,Outpatient,301,83898,,,0,271,216.8,216.8,271,257.45,224.93,224.93,224.93,224.93,257.45,262.87,262.87,249.32,257.45,265.58,271,238.48,265.58,262.87,,Pioneer_Medical_Center
4001129,REF LAB FACTOR VIII 1 STAGE,Inpatient,305,85240,"Clotting; factor VIII (AHG), 1-stage",,0,308,246.4,246.4,308,292.6,267.96,267.96,267.96,267.96,292.6,298.76,298.76,292.6,292.6,301.84,308,271.04,301.84,298.76,,Pioneer_Medical_Center
4001129,REF LAB FACTOR VIII 1 STAGE,Outpatient,305,85240,"Clotting; factor VIII (AHG), 1-stage",,0,308,246.4,246.4,308,292.6,255.64,255.64,255.64,255.64,292.6,298.76,298.76,283.36,292.6,301.84,308,271.04,301.84,298.76,,Pioneer_Medical_Center
4001137,REF LAB LEAD LEVEL,Inpatient,301,83655,Lead,,0,129,103.2,103.2,129,122.55,112.23,112.23,112.23,112.23,122.55,125.13,125.13,122.55,122.55,126.42,129,113.52,126.42,125.13,,Pioneer_Medical_Center
4001137,REF LAB LEAD LEVEL,Outpatient,301,83655,Lead,,0,129,103.2,103.2,129,122.55,107.07,107.07,107.07,107.07,122.55,125.13,125.13,118.68,122.55,126.42,129,113.52,126.42,125.13,,Pioneer_Medical_Center
4001145,REF LAB ALPHA ANTITRYPSIN,Inpatient,301,82103,Alpha-1-antitrypsin; total,,0,165,132,132,165,156.75,143.55,143.55,143.55,143.55,156.75,160.05,160.05,156.75,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4001145,REF LAB ALPHA ANTITRYPSIN,Outpatient,301,82103,Alpha-1-antitrypsin; total,,0,165,132,132,165,156.75,136.95,136.95,136.95,136.95,156.75,160.05,160.05,151.8,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4001152,RENAL PANEL,Inpatient,301,80069,"Renal function panel This panel must include the following: Albumin (82040) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphorus inorganic (phosphate) (84100) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",,0,165,132,132,165,156.75,143.55,143.55,143.55,143.55,156.75,160.05,160.05,156.75,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4001152,RENAL PANEL,Outpatient,301,80069,"Renal function panel This panel must include the following: Albumin (82040) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphorus inorganic (phosphate) (84100) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",,0,165,132,132,165,156.75,136.95,136.95,136.95,136.95,156.75,160.05,160.05,151.8,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4001160,REF LAB HEP A ANTIBODY,Inpatient,301,86708,Hepatitis A antibody (HAAb),,0,182,145.6,145.6,182,172.9,158.34,158.34,158.34,158.34,172.9,176.54,176.54,172.9,172.9,178.36,182,160.16,178.36,176.54,,Pioneer_Medical_Center
4001160,REF LAB HEP A ANTIBODY,Outpatient,301,86708,Hepatitis A antibody (HAAb),,0,182,145.6,145.6,182,172.9,151.06,151.06,151.06,151.06,172.9,176.54,176.54,167.44,172.9,178.36,182,160.16,178.36,176.54,,Pioneer_Medical_Center
4001178,REF LAB PROGRAF,Inpatient,301,80197,Tacrolimus,,0,188,150.4,150.4,188,178.6,163.56,163.56,163.56,163.56,178.6,182.36,182.36,178.6,178.6,184.24,188,165.44,184.24,182.36,,Pioneer_Medical_Center
