DESCRIPTION,CDM,PRICE,hospital
PKU,4702213,57.55,Beartooth_Billings_Clinic
OCCULT BLOOD-OTHER,4702221,36.25,Beartooth_Billings_Clinic
OCCULT BLOOD-STOOL,4702239,33.95,Beartooth_Billings_Clinic
"ORGANISM ID,ANAEROBIC",4702247,84.4,Beartooth_Billings_Clinic
OSMOLALITY-SERUM,4702254,69.05,Beartooth_Billings_Clinic
OSMOLALITY-URINE,4702262,71.1,Beartooth_Billings_Clinic
OVA & PARASITES (O&P),4702270,92.9,Beartooth_Billings_Clinic
OXALATE/BLOOD OR URINE,4702288,134.5,Beartooth_Billings_Clinic
PARATHYROID HORMONE,4702304,365.1,Beartooth_Billings_Clinic
PHENOBARBITOL-SERUM,4702320,119.7,Beartooth_Billings_Clinic
PHENYTOIN-SERUM,4702338,138.35,Beartooth_Billings_Clinic
"PHLEBOTOMY,THERAPEUTIC",4702353,592.0,Beartooth_Billings_Clinic
"PHOSPHATAS,ALKALINE,ISOEN",4702361,154.45,Beartooth_Billings_Clinic
PHOSPHORUS-URINE,4702379,54.1,Beartooth_Billings_Clinic
"PHOSPHORUS,SERUM",4702387,49.6,Beartooth_Billings_Clinic
PINWORM PREP,4702395,44.55,Beartooth_Billings_Clinic
PLATELET COUNT,4702403,49.85,Beartooth_Billings_Clinic
PLATELET NEUTRAL,4702411,55.95,Beartooth_Billings_Clinic
POTASSIUM-URINE,4702429,45.0,Beartooth_Billings_Clinic
POTASSIUM BLOOD,4702437,51.25,Beartooth_Billings_Clinic
PREALBUMIN,4702445,152.45,Beartooth_Billings_Clinic
PREGNANCY TEST-URINE,4702452,41.35,Beartooth_Billings_Clinic
HCG- QUALITATIVE,4702460,83.5,Beartooth_Billings_Clinic
PROCAINAMIDE W/METABOLITE,4702486,175.0,Beartooth_Billings_Clinic
PROGESTERONE-SERUM,4702494,217.75,Beartooth_Billings_Clinic
PROLACTIN,4702502,202.45,Beartooth_Billings_Clinic
PSA MEDICARE SCREEN G0103,4702510,192.05,Beartooth_Billings_Clinic
"PROTEIN,URINE, QUANT.",4702528,38.35,Beartooth_Billings_Clinic
PROTEIN C ANTIGEN,4702536,125.45,Beartooth_Billings_Clinic
PROTEIN ELECTROPHORESIS,4702544,112.2,Beartooth_Billings_Clinic
PROTEIN S ANTIGEN (FREE),4702551,159.95,Beartooth_Billings_Clinic
PROTEINASE 3AB,4702569,120.45,Beartooth_Billings_Clinic
PROTIME MIX FRA,4702577,41.15,Beartooth_Billings_Clinic
PSA PROS SPEC ANT 84153,4702585,192.05,Beartooth_Billings_Clinic
PSA-FREE 84154,4702593,192.05,Beartooth_Billings_Clinic
PT (PROTIME) 85610,4702601,35.1,Beartooth_Billings_Clinic
PROTIEN S ANTIGEN (TOTAL),4702619,120.95,Beartooth_Billings_Clinic
PTT,4702627,62.75,Beartooth_Billings_Clinic
"Q-FEVER , IGG",4702635,126.55,Beartooth_Billings_Clinic
QUINIDINE,4702643,152.5,Beartooth_Billings_Clinic
RAPID GROUP A STREP,4702650,125.2,Beartooth_Billings_Clinic
BASIC METABOLIC PANEL,4702668,88.4,Beartooth_Billings_Clinic
RENAL FUNCTION PANEL,4702676,90.7,Beartooth_Billings_Clinic
REPTILASE TIME,4702684,102.9,Beartooth_Billings_Clinic
RESP SYNCYTIAL VIRUS ANTI,4702692,125.2,Beartooth_Billings_Clinic
RETICULOCYTE COUNT,4702700,61.2,Beartooth_Billings_Clinic
RF (RHEUMATOID FACTOR),4702718,89.45,Beartooth_Billings_Clinic
RH TYPE - ONLY,4702726,198.1,Beartooth_Billings_Clinic
ROCKY MTN SPT FEVER AB,4702734,125.9,Beartooth_Billings_Clinic
ROTAVIRIS,4702742,125.2,Beartooth_Billings_Clinic
RPR,4702759,44.55,Beartooth_Billings_Clinic
RUBELLA,4702767,118.05,Beartooth_Billings_Clinic
RH IMMUNE GLOBULIN,4702775,140.7,Beartooth_Billings_Clinic
SALICYLATES -ASA,4702783,71.95,Beartooth_Billings_Clinic
SEDIMENT SMEARS/FLUIDS,4702791,198.1,Beartooth_Billings_Clinic
SODIUM-URINE,4702825,50.85,Beartooth_Billings_Clinic
"SODIUM,BLOOD",4702833,50.15,Beartooth_Billings_Clinic
"SPECIAL STAIN,MICROORGANI",4702841,310.05,Beartooth_Billings_Clinic
SPECIAL STAIN/METABOLITES,4702858,310.05,Beartooth_Billings_Clinic
SSA ANTIGEN,4702866,187.25,Beartooth_Billings_Clinic
SSB ANTIGEN,4702874,187.25,Beartooth_Billings_Clinic
T3 UPTAKE,4702882,67.6,Beartooth_Billings_Clinic
T3-FREE,4702890,176.9,Beartooth_Billings_Clinic
T3-TOTAL,4702908,148.05,Beartooth_Billings_Clinic
T4 (THYROXINE),4702916,71.9,Beartooth_Billings_Clinic
T4-FREE,4702924,89.6,Beartooth_Billings_Clinic
TESTOSTERONE-SERUM,4702932,124.05,Beartooth_Billings_Clinic
"TESTOSTERONE,FREE",4702940,265.8,Beartooth_Billings_Clinic
THEOPHYLLINE,4702957,157.55,Beartooth_Billings_Clinic
THROM TIME,4702965,60.35,Beartooth_Billings_Clinic
THROM TIME MIX,4702973,38.75,Beartooth_Billings_Clinic
THYROGLOBULIN AB'S,4702981,166.05,Beartooth_Billings_Clinic
"THYROBLOBULIN,SERUM",4702999,167.7,Beartooth_Billings_Clinic
TOBRAMYCIN LEVEL,4703005,168.2,Beartooth_Billings_Clinic
TOTAL PROTEIN,4703013,38.35,Beartooth_Billings_Clinic
MICROSOMAL ANTIBODIES TPO,4703021,151.95,Beartooth_Billings_Clinic
TRANSFERRIN,4703039,133.25,Beartooth_Billings_Clinic
TRIGLYCERIDES,4703047,60.1,Beartooth_Billings_Clinic
TROPONIN I,4703054,176.8,Beartooth_Billings_Clinic
TSH,4703062,175.4,Beartooth_Billings_Clinic
URIC ACID,4703070,47.2,Beartooth_Billings_Clinic
URIC ACID URINE,4703088,49.65,Beartooth_Billings_Clinic
URINALYSIS-AUTO DIP/MICRO,4703096,44.55,Beartooth_Billings_Clinic
URINALYSIS-DIP ONLY-AUTO,4703104,25.0,Beartooth_Billings_Clinic
URINALYSIS-DIP-MANUAL,4703112,28.45,Beartooth_Billings_Clinic
URINE-MICROSCOPIC ONLY,4703120,38.4,Beartooth_Billings_Clinic
VALPROIC ACID,4703138,141.45,Beartooth_Billings_Clinic
VANCOMYCIN LEVEL,4703146,141.45,Beartooth_Billings_Clinic
VARICELLA ZOSTER AB,4703153,113.95,Beartooth_Billings_Clinic
VIRAL CULTURE,4703161,260.6,Beartooth_Billings_Clinic
VIRUS-FLOURESCENT STAIN,4703179,56.1,Beartooth_Billings_Clinic
VITAMIN B-12,4703187,157.4,Beartooth_Billings_Clinic
VITAMIN B-6,4703195,248.45,Beartooth_Billings_Clinic
VMA-URINE,4703203,161.8,Beartooth_Billings_Clinic
VOL MEAS/24 HR URINE,4703211,31.35,Beartooth_Billings_Clinic
WBC/RBC-STOOL,4703229,47.65,Beartooth_Billings_Clinic
WET MOUNT,4703237,47.65,Beartooth_Billings_Clinic
PH-BODY FLUID,4703245,37.4,Beartooth_Billings_Clinic
ADDITIONAL CELLS,4703302,198.2,Beartooth_Billings_Clinic
CHROM ANALYSIS - FRAGILE X,4703310,1300.9,Beartooth_Billings_Clinic
LYMPH CULTURE,4703377,1216.05,Beartooth_Billings_Clinic
ENDOMYSIAL ANTIBODIES,4703385,125.9,Beartooth_Billings_Clinic
"GLIADIN ANTIBODIES,IGG",4703393,120.45,Beartooth_Billings_Clinic
"GLIADIN ANTIBODIES,IGA",4703401,120.45,Beartooth_Billings_Clinic
"COMPLEMENT,C4",4703427,125.4,Beartooth_Billings_Clinic
"COMPLEMENT,TOTAL HEMOLYTIC CH50",4703435,201.15,Beartooth_Billings_Clinic
C-1 ESTERASE INHIBITOR,4703443,125.4,Beartooth_Billings_Clinic
FETAL FIBRONECTIN (FNN),4703450,672.35,Beartooth_Billings_Clinic
FACTOR XI (PTA),4703468,186.9,Beartooth_Billings_Clinic
FACTOR XII (HAGEMAN),4703476,202.05,Beartooth_Billings_Clinic
FACTOR IX (PTC OR CHRISTMAS),4703484,198.85,Beartooth_Billings_Clinic
KLEIHAUER-BETKE (HEMOGLOBIN RBC FET,4703492,80.85,Beartooth_Billings_Clinic
ALLERGEN SPECIFIC IGE,4703518,30.2,Beartooth_Billings_Clinic
HANTAVIRUS IGM ABS,4703526,115.7,Beartooth_Billings_Clinic
HANTAVIRUS IGG ABS,4703534,115.7,Beartooth_Billings_Clinic
"BLOOD SMEAR,MANUAL DIFFERENTIAL",4703559,38.4,Beartooth_Billings_Clinic
D-DIMER (FIBRIN DEGRADATION),4703567,106.35,Beartooth_Billings_Clinic
BNP (NATRIUTETIC PEPTIDE),4703575,354.3,Beartooth_Billings_Clinic
CMV AB (IGG),4703583,118.05,Beartooth_Billings_Clinic
GALACTOSE PKU,4703591,219.9,Beartooth_Billings_Clinic
"Q FEVER, IG M",4703609,126.55,Beartooth_Billings_Clinic
PROTEIN ELECTROPHERESIS-INTERP,4703617,112.2,Beartooth_Billings_Clinic
"THYROXINE,PKU",4703625,67.6,Beartooth_Billings_Clinic
CA 19-9,4703641,217.2,Beartooth_Billings_Clinic
ALDOLASE,4703658,101.4,Beartooth_Billings_Clinic
SMOOTH MUSCLE AB,4703666,125.9,Beartooth_Billings_Clinic
ORGANIC ACID QUAL.- EACH SPECIMEN,4703674,171.9,Beartooth_Billings_Clinic
CERULOPLASMIN,4703682,94.95,Beartooth_Billings_Clinic
"AMINO ACIDS, SERUM (OHSU)",4703690,176.15,Beartooth_Billings_Clinic
"AMINO ACIDS, URINE",4703708,176.15,Beartooth_Billings_Clinic
COPPER SERUM,4703716,129.55,Beartooth_Billings_Clinic
RUBEOLA IGG AB,4703724,134.5,Beartooth_Billings_Clinic
AMINO ACIDS; MULTIPLE QUAL,4703740,144.75,Beartooth_Billings_Clinic
"CYSTINE & HOMOCYSTINE, URINE",4703757,85.35,Beartooth_Billings_Clinic
BETA Z MICROGLOBULIN,4703765,169.0,Beartooth_Billings_Clinic
WEST NILE VIRUS,4703781,135.2,Beartooth_Billings_Clinic
GENERAL HEALTH PANEL,4703799,194.95,Beartooth_Billings_Clinic
CA 27-29,4703807,217.2,Beartooth_Billings_Clinic
GIARDIA ANTIGEN,4703823,125.2,Beartooth_Billings_Clinic
"CLOS DIFF AG, EIA",4703831,125.2,Beartooth_Billings_Clinic
ADSORPTION,4703856,175.35,Beartooth_Billings_Clinic
C-PEPTIDE,4703864,170.15,Beartooth_Billings_Clinic
PERTUSSIS PCR,4703872,732.6,Beartooth_Billings_Clinic
"ZINC, URINE",4703880,100.75,Beartooth_Billings_Clinic
MERCURY BLOOD,4703898,169.75,Beartooth_Billings_Clinic
CRP HIGH SENSITIVITY,4703906,135.2,Beartooth_Billings_Clinic
CA 15-3,4703914,217.2,Beartooth_Billings_Clinic
EBV - NUC. AG,4703922,159.75,Beartooth_Billings_Clinic
"EBV, VIRAL CAPSID IGG",4703930,189.4,Beartooth_Billings_Clinic
"EBV, VIRAL CAPSID IGM",4703948,189.4,Beartooth_Billings_Clinic
CHROMATOGRAPHY INC MASS SPECTROMETY,4703955,188.6,Beartooth_Billings_Clinic
RH PHENOTYPE,4703963,198.1,Beartooth_Billings_Clinic
PEG AB ID,4703971,1359.7,Beartooth_Billings_Clinic
NEAT AB ID,4703989,1359.7,Beartooth_Billings_Clinic
FICIN AB ID,4703997,1359.7,Beartooth_Billings_Clinic
"ELUTION, AB",4704003,668.85,Beartooth_Billings_Clinic
EXTENDED PHENOTYPE,4704011,668.85,Beartooth_Billings_Clinic
LYME DIS - WESTERN BLOT,4704029,161.65,Beartooth_Billings_Clinic
OXCARBAZEPINE METABOLITE,4704045,142.9,Beartooth_Billings_Clinic
CD41CD8 ABSOLUTE COUNT,4704052,490.4,Beartooth_Billings_Clinic
T-CELLS TOTAL COUNT,4704060,393.7,Beartooth_Billings_Clinic
B-CELLS TOTAL COUNT,4704078,393.7,Beartooth_Billings_Clinic
NATURAL KILLER CELLS TOTAL COUNT,4704086,393.7,Beartooth_Billings_Clinic
FRUCTOSAMINE LEVEL,4704516,121.5,Beartooth_Billings_Clinic
ACTH STIMULATION PANEL,4704524,340.35,Beartooth_Billings_Clinic
THYROID STIMULATING ABS (TSI),4704540,530.9,Beartooth_Billings_Clinic
TRH 1 HR,4704557,526.05,Beartooth_Billings_Clinic
TRH 2 HR,4704565,701.35,Beartooth_Billings_Clinic
TOXOPLASMA AB IGM,4704573,150.35,Beartooth_Billings_Clinic
TOXOPLASMA AB IGG,4704581,118.05,Beartooth_Billings_Clinic
HEPATITIS C RNA QUANT,4704599,537.5,Beartooth_Billings_Clinic
"DRUG SCREEN, PRESUMPTIVE",4704607,147.3,Beartooth_Billings_Clinic
PTH - RELATED PEPTIDE,4704649,136.9,Beartooth_Billings_Clinic
NICOTINE & METABOLITES URINE,4704656,240.1,Beartooth_Billings_Clinic
DEHYDROEPIANDROSTERONE,4704664,232.15,Beartooth_Billings_Clinic
"PLATELET ANTIBODY, SERUM",4704672,191.8,Beartooth_Billings_Clinic
VDRL BLOOD SEROLOGY-QUALITATIVE,4704680,44.55,Beartooth_Billings_Clinic
VDRL BLOOD SEROLOGY-QUANTITATIVE,4704698,46.1,Beartooth_Billings_Clinic
BLOOD SMEAR INTERPRETATION,4704706,178.6,Beartooth_Billings_Clinic
"MYOGLOBIN, URINE",4704714,144.95,Beartooth_Billings_Clinic
"THIAMIN (VITAMIN B1), WB",4704722,187.8,Beartooth_Billings_Clinic
LAMOTRIGINE,4704730,121.2,Beartooth_Billings_Clinic
TISSUE TRANSGLUTAMINASE AB IGG,4704748,102.0,Beartooth_Billings_Clinic
HAPTOGLOBIN SCREEN,4704755,134.5,Beartooth_Billings_Clinic
HEMOGLOBIN S SCRN BLOOD SICKLE CELL,4704763,58.15,Beartooth_Billings_Clinic
METHYLMALONIC ACID URINE,4704789,147.8,Beartooth_Billings_Clinic
"VITAMIN D, 25 HYDROXY,",4704797,261.85,Beartooth_Billings_Clinic
"PORPHYRINS, QUANTITATIVE, URINE",4704813,141.1,Beartooth_Billings_Clinic
METHYLMALONIC ACID QUANTITATIVE SER,4704821,149.35,Beartooth_Billings_Clinic
NOROVIRUS DIRECT DETECTION STOOL,4704854,313.8,Beartooth_Billings_Clinic
"CYTOPATHOLOGY, URINE",4704862,310.05,Beartooth_Billings_Clinic
"PORPHYRINS, PLASMA PROFILE",4704870,63.25,Beartooth_Billings_Clinic
GLUCOSE 2HR POSTPRANDIAL/PLASMA/SER,4704888,44.3,Beartooth_Billings_Clinic
ANCA (SCREEN),4704896,106.55,Beartooth_Billings_Clinic
SERUM C3,4704904,106.15,Beartooth_Billings_Clinic
BETA CROSSLAPS (BETA-CTX),4704912,135.45,Beartooth_Billings_Clinic
"NTX-TELOPEPTIDE, U",4704920,135.45,Beartooth_Billings_Clinic
DHEA-S,4704938,196.65,Beartooth_Billings_Clinic
"ALPHA 1, ANTITRYPSIN, SERUM",4704946,118.85,Beartooth_Billings_Clinic
COCCIDIOIDES ANTIBODY SERUM,4704953,101.5,Beartooth_Billings_Clinic
SEX HORMONE BINDING GLOBULIN SHBG,4704961,192.25,Beartooth_Billings_Clinic
VAP CHOLESTEROL,4704979,219.6,Beartooth_Billings_Clinic
17-HYDROXYPROGESTERONE,4704987,240.3,Beartooth_Billings_Clinic
COCCIDIOIDOMYCOSIS,4704995,101.5,Beartooth_Billings_Clinic
HEP C GENOTYPE,4705000,2276.95,Beartooth_Billings_Clinic
HCV AMPLIFICATION,4705018,310.35,Beartooth_Billings_Clinic
TISSUE TRANSGLUTAMINASE AB IGA,4705026,102.0,Beartooth_Billings_Clinic
BORDETELLA PERTUSSIS PCR,4705034,310.35,Beartooth_Billings_Clinic
SEX HORMONE BINDING GLOBULIN,4705042,192.25,Beartooth_Billings_Clinic
CRYOFIBRINOGEN,4705059,75.9,Beartooth_Billings_Clinic
CRYOGLOBULIN,4705067,57.2,Beartooth_Billings_Clinic
FACTOR V ACTIVIITY,4705075,156.1,Beartooth_Billings_Clinic
"FECAL FAT, QUANT",4705083,148.6,Beartooth_Billings_Clinic
FTA-ABS,4705091,117.05,Beartooth_Billings_Clinic
INFLUENZA A IGG,4705109,119.85,Beartooth_Billings_Clinic
INFLUENZA A IGM,4705117,119.85,Beartooth_Billings_Clinic
"RENIN ACTIVITY, PLASMA",4705125,194.5,Beartooth_Billings_Clinic
SOMATOMEDIN C,4705133,188.05,Beartooth_Billings_Clinic
CHLAMYDIA PNEUMONIAE IGM,4705141,112.2,Beartooth_Billings_Clinic
C PSITTACI IGG,4705158,104.6,Beartooth_Billings_Clinic
C PSITTACI IGM,4705166,112.2,Beartooth_Billings_Clinic
C TRACHOMATIS IGG,4705174,104.6,Beartooth_Billings_Clinic
C TRACHOMATIS IGM,4705182,112.2,Beartooth_Billings_Clinic
FACTOR V LEIDEN INTERP,4705190,540.45,Beartooth_Billings_Clinic
HSV II AB IGG,4705257,171.2,Beartooth_Billings_Clinic
"CMV DNA QUANT PCR, BID",4705265,522.05,Beartooth_Billings_Clinic
EBV DNA DETECTION PCR,4705273,378.85,Beartooth_Billings_Clinic
CMV DNA QUANT BY PCR,4705299,378.85,Beartooth_Billings_Clinic
HIV TYPE 1 RNA QUANT,4705307,752.65,Beartooth_Billings_Clinic
CHLAMYDIA PAP,4705315,310.35,Beartooth_Billings_Clinic
NEISSERIA PAP,4705323,310.35,Beartooth_Billings_Clinic
E COLI 0157 CULT,4705331,83.5,Beartooth_Billings_Clinic
SHIGELLA SALMONELLA,4705349,83.5,Beartooth_Billings_Clinic
NEIS DNA PROBE AMP,4705356,310.35,Beartooth_Billings_Clinic
CONCENTRATION AFB,4705364,59.0,Beartooth_Billings_Clinic
"AMINOACIDOPATHIES, PKU",4705372,149.1,Beartooth_Billings_Clinic
"BIOTINIDASE, PKU",4705380,149.1,Beartooth_Billings_Clinic
"CONGENITAL ADRENAL HYPERPLASIA, PKU",4705398,240.3,Beartooth_Billings_Clinic
"CYSTIC FIBROSIS (IRT), PKU",4705406,102.0,Beartooth_Billings_Clinic
"FATTY AND ORGANIC ACIDS, PKU",4705414,149.1,Beartooth_Billings_Clinic
"HEMOGLOBINOPATHY SCREEN, PKU",4705422,113.85,Beartooth_Billings_Clinic
"TSH, PKU",4705430,110.75,Beartooth_Billings_Clinic
"HEMOGLOBINOPATHIES HPLC, PKU",4705448,148.6,Beartooth_Billings_Clinic
TESTOSTERONE - SERUM,4705505,228.35,Beartooth_Billings_Clinic
HEP B ANTIGEN (HBSAG),4705513,85.65,Beartooth_Billings_Clinic
LYME AB SERUM,4705521,150.65,Beartooth_Billings_Clinic
OCCULT BLOOD STOOL POC,4705539,33.95,Beartooth_Billings_Clinic
COMPLEX STAIN (TRICHROME),4705547,159.0,Beartooth_Billings_Clinic
"ALDOSTERONE, URINE",4705554,360.4,Beartooth_Billings_Clinic
"METANEPHRINES, FRACT 24HR URINE",4705562,149.8,Beartooth_Billings_Clinic
CULTURE SKIN,4705570,77.4,Beartooth_Billings_Clinic
CULTURE SPUTUM,4705588,77.4,Beartooth_Billings_Clinic
"WEST NILE VIRUS, IGG, SERUM",4705596,99.9,Beartooth_Billings_Clinic
WEST NILE VIRUS IGM SERUM,4705604,149.0,Beartooth_Billings_Clinic
DNA DOUBLE STRAND ANTIBOODY SERUM,4705612,121.5,Beartooth_Billings_Clinic
"OCCULT BLOOD, IMMUNO STOOL 1-3 DETE",4705620,140.7,Beartooth_Billings_Clinic
"MICROALBUMIN, UR RANDOM",4705638,51.1,Beartooth_Billings_Clinic
MUMPS IGG IGM,4705646,115.35,Beartooth_Billings_Clinic
"5' NUCLEOTIDASE, SERUM",4705653,98.65,Beartooth_Billings_Clinic
LUPUS PTT SUBSTITUTION STACLOT,4705661,57.2,Beartooth_Billings_Clinic
LUPUS ANTICOAGULANT PANEL,4705679,253.25,Beartooth_Billings_Clinic
HERPES SIMPLEX PCR,4705687,310.35,Beartooth_Billings_Clinic
MITOCHONDRIAL AB,4705695,102.0,Beartooth_Billings_Clinic
DRVVT CONFIRMATION,4705703,99.85,Beartooth_Billings_Clinic
SSB (LA) 86235,4705711,158.6,Beartooth_Billings_Clinic
SSA (RO) 86235,4705729,158.6,Beartooth_Billings_Clinic
JO-1 ANTIBODY 86235,4705737,158.6,Beartooth_Billings_Clinic
SCL 70 AB 86235,4705745,158.6,Beartooth_Billings_Clinic
SM-RNP AB 86235,4705752,158.6,Beartooth_Billings_Clinic
SM (SMITH) AB 86235,4705760,158.6,Beartooth_Billings_Clinic
ORGANISM ID - AEROBIC,4705778,71.4,Beartooth_Billings_Clinic
"BILE ACIDS, TOTAL",4705786,151.45,Beartooth_Billings_Clinic
WBC,4705794,22.45,Beartooth_Billings_Clinic
SMEAR REVIEW HEME,4705810,30.4,Beartooth_Billings_Clinic
CULTURE GENITAL HERPES,4705828,220.7,Beartooth_Billings_Clinic
"ANTIMULLERIAN HORMONE, SERUM",4705836,162.8,Beartooth_Billings_Clinic
HSV AB IGM,4705844,99.9,Beartooth_Billings_Clinic
"HSV TYPE II AB, IGG",4705851,171.2,Beartooth_Billings_Clinic
"HSV TYPE I AB, IGG",4705869,116.7,Beartooth_Billings_Clinic
RAPID NH,4706024,71.4,Beartooth_Billings_Clinic
CRYPTOSPORIDIUM ANTIGEN,4706032,147.8,Beartooth_Billings_Clinic
"LEGIONELLA AG, UR",4706040,150.5,Beartooth_Billings_Clinic
"STREP PNEUMO, UR",4706057,116.9,Beartooth_Billings_Clinic
THYROGLOBULIN ANTIBODY SCREEN,4706065,140.7,Beartooth_Billings_Clinic
MICRO ALBUMIN/CREATININE RATIO,4706073,51.1,Beartooth_Billings_Clinic
NEISSERIA GONORRHEA AMP PR TECHNI,4706081,310.35,Beartooth_Billings_Clinic
HEAVY METAL-CADMIUM,4706099,204.65,Beartooth_Billings_Clinic
HEAVY METAL-ARSENIC,4706107,167.8,Beartooth_Billings_Clinic
HEAVY METAL-MERCURY BLB,4706115,143.75,Beartooth_Billings_Clinic
HEAVY METAL-LEAD,4706123,107.05,Beartooth_Billings_Clinic
C1Q COMPLEMENT,4706131,106.15,Beartooth_Billings_Clinic
CULTURE LESION HERPES,4706149,220.7,Beartooth_Billings_Clinic
BBC URINALYSIS W/MICRO,4706156,21.05,Beartooth_Billings_Clinic
BBC COAGULATION PANEL,4706164,56.25,Beartooth_Billings_Clinic
BBC COMPREHENSIVE PANEL,4706172,42.25,Beartooth_Billings_Clinic
BBC PRE-OP PANEL,4706180,35.25,Beartooth_Billings_Clinic
BBC CBC,4706198,21.05,Beartooth_Billings_Clinic
BBC CBC W/MACHINE DIFF,4706206,28.15,Beartooth_Billings_Clinic
BBC CBC W/MANUEL DIFF,4706214,42.25,Beartooth_Billings_Clinic
BBC TSH,4706222,28.15,Beartooth_Billings_Clinic
BBC AFTER HOURS,4706230,84.4,Beartooth_Billings_Clinic
BBC SENIOR PANEL,4706248,56.25,Beartooth_Billings_Clinic
CYCLIC CITRULLINATED PEPTIDE AB,4706255,102.0,Beartooth_Billings_Clinic
CHROMUGRANIN A,4706263,184.05,Beartooth_Billings_Clinic
CULTURE STOOL SALMONELLA SHIGELLA,4706271,83.5,Beartooth_Billings_Clinic
PH-VENOUS,4706289,74.85,Beartooth_Billings_Clinic
"IMMUNOGLOBULIN G, BLOOD",4706297,80.55,Beartooth_Billings_Clinic
"MICROALBUMIN, UR / OHR",4706305,51.1,Beartooth_Billings_Clinic
CULTURE STOOL NEISSERIA,4706313,52.1,Beartooth_Billings_Clinic
STAPH AUREUS PCR,4706321,310.35,Beartooth_Billings_Clinic
MRCA PCR,4706339,310.35,Beartooth_Billings_Clinic
GLUCOSE 6 PDH,4706347,85.8,Beartooth_Billings_Clinic
CULTURE - DEVICE,4706354,77.4,Beartooth_Billings_Clinic
"IGE, SERUM",4706362,145.65,Beartooth_Billings_Clinic
INTERP POLYSPECIFIC DAT,4706370,363.2,Beartooth_Billings_Clinic
"OCCULT BLOOD, STOOL, DIAGNOSTIC",4706388,39.8,Beartooth_Billings_Clinic
C DIFF TOXIN BY PCR,4706396,310.35,Beartooth_Billings_Clinic
TESTOSTERONE BIOAVAILABILITY,4706404,225.2,Beartooth_Billings_Clinic
TESTOSTERONE TOTAL,4706412,228.35,Beartooth_Billings_Clinic
"TSH, SENSITIVE (MAYO 8939)",4706438,148.6,Beartooth_Billings_Clinic
HCV REFLEX HCV RT-PCR QUANT,4706446,106.2,Beartooth_Billings_Clinic
VITAMIN A,4706453,102.65,Beartooth_Billings_Clinic
YEAST IDENTIFICATION (VITEK),4706461,53.15,Beartooth_Billings_Clinic
CROSS MATCH AHG REGIONAL,4706487,668.85,Beartooth_Billings_Clinic
ANCA REFLEX PANEL,4706495,106.55,Beartooth_Billings_Clinic
LDL MEASURED,4706503,86.3,Beartooth_Billings_Clinic
REGULAR HELICOBACTER PYLORI BIOPSY,4706511,89.3,Beartooth_Billings_Clinic
C S F DIFF TUBE 4,4706529,48.7,Beartooth_Billings_Clinic
ALPHA FETO PROTEIN CSF,4706537,184.05,Beartooth_Billings_Clinic
"CSF DIFF, TUBE 4",4706545,48.7,Beartooth_Billings_Clinic
"ALPHA FETO PROTEIN, CSF",4706552,184.05,Beartooth_Billings_Clinic
INSULIN ANTIBODIES,4706560,189.3,Beartooth_Billings_Clinic
HEP PROF B CHRONIC,4706578,119.4,Beartooth_Billings_Clinic
"CULT BLOOD X2, PERIPHERAL",4706586,36.4,Beartooth_Billings_Clinic
"IMMUNOGLOBULIN A, BLOOD",4706594,117.7,Beartooth_Billings_Clinic
BLOOD GAS DRAW-VENOUS,4706602,250.95,Beartooth_Billings_Clinic
ANTI SS DNA (MAYO 80484),4706610,183.25,Beartooth_Billings_Clinic
"BLOOD GAS PANEL, VENOUS",4706628,250.95,Beartooth_Billings_Clinic
"AFP 4, AFP",4706636,187.85,Beartooth_Billings_Clinic
"AFP 4, BETA HCG",4706644,181.55,Beartooth_Billings_Clinic
"AFP 4, UE3/ESTRIOL",4706651,269.25,Beartooth_Billings_Clinic
"AFP 4, INHIBIN A",4706669,175.3,Beartooth_Billings_Clinic
BLOOD GAS DRAW-VENOUS,4706677,21.9,Beartooth_Billings_Clinic
"HEPATITIC C VIRUS GENOTYPE, SERUM",4706685,2276.95,Beartooth_Billings_Clinic
CRITHIDIA IFA,4706693,121.5,Beartooth_Billings_Clinic
CARDIOLIPIN ANTIBODY PANEL,4706701,225.05,Beartooth_Billings_Clinic
CARDIOLIPIN IGG,4706719,142.15,Beartooth_Billings_Clinic
CARDIOLIPIN IGM,4706727,142.15,Beartooth_Billings_Clinic
PROTEIN C ACTIVITY,4706735,122.3,Beartooth_Billings_Clinic
ANTITHROMBIN 3 FUNCTIONAL,4706743,109.0,Beartooth_Billings_Clinic
"HPYLORI AG, FECES",4706750,149.0,Beartooth_Billings_Clinic
HEREDITARY HEMOCHROMATOSIS,4706768,578.15,Beartooth_Billings_Clinic
ANGIOTENSIN CONVERTING ENZYME,4706792,129.15,Beartooth_Billings_Clinic
CHARGE MOLD FUNGAL ID,4706800,181.55,Beartooth_Billings_Clinic
ENA ANTIBODY PANEL,4706818,121.5,Beartooth_Billings_Clinic
"ZZ C3, C4 COMPLEMENT-ANA PANEL",4706826,106.15,Beartooth_Billings_Clinic
FIBRINOGEN LEVEL,4706842,75.1,Beartooth_Billings_Clinic
"MTHFR MUTATION, BLOOD",4706859,386.05,Beartooth_Billings_Clinic
CHLAM RNA AMP,4706867,97.7,Beartooth_Billings_Clinic
"TULARENSIS, FRANCISELLA ANTIBODY",4706875,150.3,Beartooth_Billings_Clinic
"HPYLORI AG, FECES",4706891,112.7,Beartooth_Billings_Clinic
