BILL_ITEM_ID,LONG_DESCRIPTION,ACTIVITY_TYPE,CPT-4,GMC Global AP Price Schedule,GMC Urgent Care Price Schedule,Glendive Hosp Office Visit Price Schedule,Glendive Medical Center Base Price Schedule,Prof GMC Base Price Schedule,Prof GMC Hosp Office Visit Price Schedule,Prof GMC Urgent Care Price Sched,hospital
6039575,26850 Arthrodesis Metacarpophalangeal Jt W/Wo Int Fixj,IP Profee,26850,,,,,2718.0,,,Glendive_Medical_Center
5451904,26860 Arthrd Iphal Jt +-Int Fixj,IP Profee,26860,,,,,2230.0,,,Glendive_Medical_Center
5451908,26910 Amp Mtcrpl W/Fngr/Thmb 1 +-Inteross Tr,IP Profee,26910,,,,,2833.0,,,Glendive_Medical_Center
5451910,26951 Amp F/Th 1/2 Jt/Phalanx 1 W/Neurect W/Dir Clsr,IP Profee,26951,,,,,2566.0,,,Glendive_Medical_Center
5451912,26952 Amp F/Th 1/2 Jt/Phalanx 1 W/Neurect Local Flap,IP Profee,26952,,,,,2534.0,,,Glendive_Medical_Center
5451914,26990 I&D Pelvis/Hip Jt Area Dp Absc/Hmtma,IP Profee,26990,,,,,2529.0,,,Glendive_Medical_Center
5451916,26991 I&D Pelvis/Hip Jt Area Infct Bursa,IP Profee,26991,,,,,2031.0,,,Glendive_Medical_Center
5451918,26992 Incision Bone Cortex Pelvis&/Hip Joint,IP Profee,26992,,,,,3826.0,,,Glendive_Medical_Center
5451926,27030 Arthrotomy Hip W/Drainage,IP Profee,27030,,,,,3634.0,,,Glendive_Medical_Center
5451928,27033 Arthrotomy Hip Exploration/Removal Foreign Body,IP Profee,27033,,,,,3768.0,,,Glendive_Medical_Center
5440911,27043 Exc hip pelvis les sc > 3 cm,IP Profee,27043,,,,,1818.0,,,Glendive_Medical_Center
5451940,27054 Arthrotomy W/Synovectomy Hip Joint,IP Profee,27054,,,,,2655.0,,,Glendive_Medical_Center
5451942,27062 Excision Trochanteric Bursa/Calcification,IP Profee,27062,,,,,1754.0,,,Glendive_Medical_Center
5451960,27091 Rmvl Hip Prosth Comp W/Tot Hip Prosth Mma,IP Profee,27091,,,,,6187.0,,,Glendive_Medical_Center
5451966,27096 Injection Si Joint Arthrography&/Anes/Steroid,IP Profee,27096,,,,,550.0,,,Glendive_Medical_Center
5451968,27120 Acetabuloplasty,IP Profee,27120,,,,,5033.0,,,Glendive_Medical_Center
5451970,27122 Acetabuloplasty Resection Femoral Head,IP Profee,27122,,,,,4264.0,,,Glendive_Medical_Center
5451972,27125 Hemiarthroplasty Hip Partial,IP Profee,27125,,,,,4384.0,,,Glendive_Medical_Center
5451974,27130 Arthrp Acetblr/Prox Fem Prostc Agrft/Algrft,IP Profee,27130,,,,,5254.0,,,Glendive_Medical_Center
5451976,27132 Conv Previous Hip Tot Hip Arthrp +-Agrft/Algrft,IP Profee,27132,,,,,6492.0,,,Glendive_Medical_Center
5451978,27134 Revj Tot Hip Arthrp Bth +-Agrft/Algrft,IP Profee,27134,,,,,7422.0,,,Glendive_Medical_Center
5451980,27137 Revj Tot Hip Arthrp Actblr Only +-Agrft/Algrft,IP Profee,27137,,,,,5704.0,,,Glendive_Medical_Center
5451982,27138 Revj Tot Hip Arthrp Fem Only +-Algrft,IP Profee,27138,,,,,5930.0,,,Glendive_Medical_Center
6890925,27197 CLSD TX PELVIC RING FX,IP Profee,27197,,,,,493.0,,,Glendive_Medical_Center
7033764,27200 Closed treatment of coccygeal fracture,IP Profee,27200,,,,,724.0,,,Glendive_Medical_Center
5451996,27215 Optx Iliac Tubrst Avls/Wing Fx Fixj If Prfrmd,IP Profee,27215,,,,,2337.0,,,Glendive_Medical_Center
5452004,27220 Cltx Acetabulum Hip/Sockt Fx W/O Mnpj,IP Profee,27220,,,,,1639.0,,,Glendive_Medical_Center
5452006,27222 Cltx Acetabulum Hip/Sockt Fx Mnpj +-Skel Tracj,IP Profee,27222,,,,,3769.0,,,Glendive_Medical_Center
5657361,27230P Cltx Fem Fx Prox End Nck W/O Mnpj,IP Profee,27230,,,,,1833.0,,,Glendive_Medical_Center
5452014,27235 Prq Skel Fixj Fem Fx Prox End Nck,IP Profee,27235,,,,,3515.0,,,Glendive_Medical_Center
5452016,27236 Optx Fem Fx Prox End Nck Int Fixj/Prostc Rplcmt,IP Profee,27236,,,,,4627.0,,,Glendive_Medical_Center
6975725,27238 TX FX FEMORAL TROCHANTERIC W/O MANIP CLOSED,IP Profee,27238,,,,,1793.0,,,Glendive_Medical_Center
5452018,27240 Cltx Intr/Peri/Sbtrchntc Fem Fx W/Mnpj,IP Profee,27240,,,,,3690.0,,,Glendive_Medical_Center
5452020,27244 Tx Inter/Pr/Subtrchntric Fem Fx Screw Implt,IP Profee,27244,,,,,4762.0,,,Glendive_Medical_Center
5452022,27245 Tx Inter/Pr/Subtrchntric Fem Fx Imed Impltscrew,IP Profee,27245,,,,,4757.0,,,Glendive_Medical_Center
5452024,27246 Cltx Grter Trchntric Fx W/O Mnpj,IP Profee,27246,,,,,1490.0,,,Glendive_Medical_Center
5452026,27248 Open Treatment Greater Trochanteric Fracture,IP Profee,27248,,,,,2890.0,,,Glendive_Medical_Center
5452028,27250 Cltx Hip Dislc Traumtc W/O Anes,IP Profee,27250,,,,,714.0,,,Glendive_Medical_Center
5452030,27252 Cltx Hip Dislc Traumtc Req Anes,IP Profee,27252,,,,,2924.0,,,Glendive_Medical_Center
5452032,27253 Optx Hip Dislc Traumtc W/O Int Fixj,IP Profee,27253,,,,,3647.0,,,Glendive_Medical_Center
5452038,27266 Cltx Post Hip Arthrp Dislc Req Anes,IP Profee,27266,,,,,2251.0,,,Glendive_Medical_Center
5452048,27280 Arthrodesis Sacroiliac Joint W/Obtaining Graft,IP Profee,27280,,,,,5255.0,,,Glendive_Medical_Center
5452058,27303 Inc Dp W/Opng B1 Cortex Femur/Kne,IP Profee,27303,,,,,2480.0,,,Glendive_Medical_Center
5452064,27310 Arthrt Kne W/Expl Drg/Rmvl Fb,IP Profee,27310,,,,,2829.0,,,Glendive_Medical_Center
5452068,27324 Biopsy Soft Tissue Thigh/Knee Area Deep,IP Profee,27324,,,,,1561.0,,,Glendive_Medical_Center
5452074,27328 Exc Tumor Soft Tissue Thigh/Knee Subfasc <5Cm,IP Profee,27328,,,,,2415.0,,,Glendive_Medical_Center
5452080,27331 Arthrt Kne W/Jt Expl Bx/Rmvl Loose/Fb,IP Profee,27331,,,,,1833.0,,,Glendive_Medical_Center
5440920,27337 Exc thigh/knee les sc > 3 cm,IP Profee,27337,,,,,1623.0,,,Glendive_Medical_Center
5440923,27339 Exc thigh/knee tum deep >5cm,IP Profee,27339,,,,,2927.0,,,Glendive_Medical_Center
5452088,27340 Excision Prepatellar Bursa,IP Profee,27340,,,,,1434.0,,,Glendive_Medical_Center
5452090,27345 Excision Synovial Cyst Popliteal Space,IP Profee,27345,,,,,1868.0,,,Glendive_Medical_Center
5452094,27350 Patellectomy/Hemipatellectomy,IP Profee,27350,,,,,2523.0,,,Glendive_Medical_Center
5452096,27355 Excision/Curettage Cyst/Tumor Femur,IP Profee,27355,,,,,2338.0,,,Glendive_Medical_Center
5452098,27360 Prtl Exc B1 Femur Prox Tibia&/Fibula,IP Profee,27360,,,,,3394.0,,,Glendive_Medical_Center
5452100,27372 Removal Foreign Body Deep Thigh/Knee,IP Profee,27372,,,,,1553.0,,,Glendive_Medical_Center
5452102,27380 Suture Infrapatellar Tendon Primary,IP Profee,27380,,,,,2349.0,,,Glendive_Medical_Center
5452104,27381 Sutr Infrapatellar Tdn 2 Rcnstj W/Fscal/Tdn Grf,IP Profee,27381,,,,,3129.0,,,Glendive_Medical_Center
5452106,27385 Suture Quadriceps/Hamstring Rupture Primary,IP Profee,27385,,,,,2275.0,,,Glendive_Medical_Center
5452108,27386 Sutr Quadriceps/Hamstring Musc Rpt 2 Rcnstj,IP Profee,27386,,,,,3268.0,,,Glendive_Medical_Center
5452114,27405 Rpr Primary Torn Ligm&/Capsule Knee Collateral,IP Profee,27405,,,,,2613.0,,,Glendive_Medical_Center
5452120,27415 Osteochondral Allograft Knee Open,IP Profee,27415,,,,,5316.0,,,Glendive_Medical_Center
5452124,27418 Anterior Tibial Tubercleplasty,IP Profee,27418,,,,,3205.0,,,Glendive_Medical_Center
5452126,27420 Rcnstj Dislocating Patella,IP Profee,27420,,,,,2877.0,,,Glendive_Medical_Center
5452128,27422 Rcnstj Dislc Patella W/Xtnsr Relignmt&/Musc Rls,IP Profee,27422,,,,,2878.0,,,Glendive_Medical_Center
7348813,27424 Revision/Removal of Kneecap,IP Profee,27424,,,,,2893.0,,,Glendive_Medical_Center
5452130,27425 Lateral Retinacular Release Open,IP Profee,27425,,,,,1737.0,,,Glendive_Medical_Center
5452132,27427 Ligamentous Reconstruction Knee Extra-Articular,IP Profee,27427,,,,,2751.0,,,Glendive_Medical_Center
5452142,27438 Arthroplasty Patella W/Prosthesis,IP Profee,27438,,,,,3258.0,,,Glendive_Medical_Center
7348815,27442 Arthroplasty Fem Condyles/Tibial Plateau Knee,IP Profee,27442,,,,,3377.0,,,Glendive_Medical_Center
5452146,27446 Arthrp Knee Condyle&Plateau Medial/Lat Cmprt,IP Profee,27446,,,,,4488.0,,,Glendive_Medical_Center
5452162,27486 Revj Tot Kne Arthrp +-Algrft 1 Comp,IP Profee,27486,,,,,5451.0,,,Glendive_Medical_Center
5452164,27487 Revj Tot Kne Arthrp Fem&Entire Tibl Comp,IP Profee,27487,,,,,6818.0,,,Glendive_Medical_Center
5452166,27488 Rmvl Prosth Tot Kne Prosth Mma +-Insj Spacer,IP Profee,27488,,,,,4650.0,,,Glendive_Medical_Center
5452168,27495 Proph Tx N/P/Pltwr +-Mma Femur,IP Profee,27495,,,,,4368.0,,,Glendive_Medical_Center
5452176,27500 Closed Tx Femoral Shaft Fx W/O Manipulation,IP Profee,27500,,,,,1856.0,,,Glendive_Medical_Center
7348820,27501P Cl Tx SC/TC Femur Fx WO Manip RP,IP Profee,27501,,,,,1922.0,,,Glendive_Medical_Center
5452182,27506 Optx Fem Shft Fx W/Insj Imed Implt +-Screw,IP Profee,27506,,,,,5178.0,,,Glendive_Medical_Center
5452184,27507 Optx Fem Shft Fx W/Plate/Screws +-Cerclage,IP Profee,27507,,,,,3761.0,,,Glendive_Medical_Center
5452186,27508 Cltx Fem Fx Dstl End Medial/Lat Condyle W/O Mnpj,IP Profee,27508,,,,,1916.0,,,Glendive_Medical_Center
5452192,27511 Open Tx Femoral Supracondylar Fracture W/O Xtn,IP Profee,27511,,,,,3871.0,,,Glendive_Medical_Center
5452194,27513 Open Tx Femoral Supracondylar Fracture W Xtn,IP Profee,27513,,,,,4812.0,,,Glendive_Medical_Center
5452196,27514 Open Tx Femoral Fracture Distal Med/Lat Condyle,IP Profee,27514,,,,,3751.0,,,Glendive_Medical_Center
5452200,27520 Closed Tx Patellar Fracture W/O Manipulation,IP Profee,27520,,,,,1144.0,,,Glendive_Medical_Center
5452202,27524 Optx Patllr Fx W/Int Fixj/Patllc&Soft Tiss Rpr,IP Profee,27524,,,,,2912.0,,,Glendive_Medical_Center
5452204,27530 Cltx Tibl Fx Prox W/O Mnpj,IP Profee,27530,,,,,1092.0,,,Glendive_Medical_Center
6233850,27532 Cltx Tibial Fx Proximal W/Wo Manj W/Skel Tracj,IP Profee,27532,,,,,2228.0,,,Glendive_Medical_Center
5452206,27535 Open Tx Tibial Fracture Proximal Unicondylar,IP Profee,27535,,,,,3479.0,,,Glendive_Medical_Center
5452208,27536 Optx Tibl Fx Prox Bicondylar +-Int Fixj,IP Profee,27536,,,,,4602.0,,,Glendive_Medical_Center
5452210,27540 Open Tx Intercondylar Spine/Tubrst Fracture Knee,IP Profee,27540,,,,,3134.0,,,Glendive_Medical_Center
5452212,27550 Closed Tx Knee Dislocation W/O Anesthesia,IP Profee,27550,,,,,1871.0,,,Glendive_Medical_Center
5452214,27552 Closed Tx Knee Dislocation W/Anesthesia,IP Profee,27552,,,,,2431.0,,,Glendive_Medical_Center
5452220,27558 Open Tx Knee Dislocation W Repair/Reconstruction,IP Profee,27558,,,,,4627.0,,,Glendive_Medical_Center
5452226,27570 Manipulation Knee Joint Under General Anesthesia,IP Profee,27570,,,,,582.0,,,Glendive_Medical_Center
5452230,27590 Amputation Thigh Through Femur Any Level,IP Profee,27590,,,,,3085.0,,,Glendive_Medical_Center
5452244,27600 Dcmprn Fasct Leg Ant&/Lat Cmprts Only,IP Profee,27600,,,,,1569.0,,,Glendive_Medical_Center
5452248,27602 Dcmprn Fasct Leg Ant&/Lat&Pst Cmprt,IP Profee,27602,,,,,1880.0,,,Glendive_Medical_Center
5452250,27603 Incision&Drainage Leg/Ankle Abscess/Hematoma,IP Profee,27603,,,,,1505.0,,,Glendive_Medical_Center
5452252,27604 Incision&Drainage Leg/Ankle Infected Bursa,IP Profee,27604,,,,,1288.0,,,Glendive_Medical_Center
5452254,27605 Tenotomy Prq Achilles Tendon Spx Local Anes,IP Profee,27605,,,,,716.0,,,Glendive_Medical_Center
5452256,27606 Tenotomy Prq Achilles Tendon Spx General Anes,IP Profee,27606,,,,,1071.0,,,Glendive_Medical_Center
5452258,27607 Incision Leg/Ankle,IP Profee,27607,,,,,2340.0,,,Glendive_Medical_Center
5452260,27610 Arthrotomy Ankle W/Expl Drainage/Removal Fb,IP Profee,27610,,,,,2507.0,,,Glendive_Medical_Center
7017702,27612 Arthrotomy Ankle Posterior Caps Release,IP Profee,27612,,,,,2155.0,,,Glendive_Medical_Center
7348821,27615 Resect Leg/Ankle Tum <5 CM,IP Profee,27615,,,,,3973.0,,,Glendive_Medical_Center
5452268,27619P Exc Tumor Soft Tissue Leg/Ankle Subfascial <3Cm,IP Profee,27619,,,,,1784.0,,,Glendive_Medical_Center
5452276,27635 Excision/Curettage Bone Cyst/Tumor Tibia/Fibula,IP Profee,27635,,,,,2247.0,,,Glendive_Medical_Center
5452284,27650 Repair Primary Open/Prq Ruptured Achilles Tendon,IP Profee,27650,,,,,2539.0,,,Glendive_Medical_Center
5452286,27652 Rpr Primary Open/Prq Ruptured Achilles W/Graft,IP Profee,27652,,,,,2567.0,,,Glendive_Medical_Center
5452288,27654 Repair Secondary Achilles Tendon +-Graft,IP Profee,27654,,,,,2752.0,,,Glendive_Medical_Center
5452290,27658 Repair Flexor Tendon Leg Primary W/O Graft Each,IP Profee,27658,,,,,1424.0,,,Glendive_Medical_Center
5452292,27659 Rpr Flexor Tendon Leg Secondary W/O Graft Each,IP Profee,27659,,,,,1814.0,,,Glendive_Medical_Center
5452296,27675 Rpr Dislocating Peroneal Tendon W/O Fib Osteot,IP Profee,27675,,,,,1895.0,,,Glendive_Medical_Center
5452300,27680 Tenolysis Flxr/Xtnsr Tendon Leg&/Ankle 1 Each,IP Profee,27680,,,,,1637.0,,,Glendive_Medical_Center
5452302,27681 Tnols Flxr/Xtnsr Tdn Leg&/Ankle Mlt Tdn,IP Profee,27681,,,,,1998.0,,,Glendive_Medical_Center
5452304,27685 Lngth/Shrt Tdn Leg/Ankle 1 Tdn Spx,IP Profee,27685,,,,,1790.0,,,Glendive_Medical_Center
5452314,27695 Rpr Primary Disrupted Ligament Ankle Collateral,IP Profee,27695,,,,,1830.0,,,Glendive_Medical_Center
5452316,27696 Rpr Prim Disrupted Ligm Ankle Bth Coltrl Ligms,IP Profee,27696,,,,,2156.0,,,Glendive_Medical_Center
5452318,27698 Repair Secondary Disrupted Ligament Ankle Coltrl,IP Profee,27698,,,,,2464.0,,,Glendive_Medical_Center
5452324,27720 Repair Nonunion/Malunion Tibia W/O Graft,IP Profee,27720,,,,,3388.0,,,Glendive_Medical_Center
5452326,27724 Rpr Non/Mal Tibia W/Iliac/Oth Agrft,IP Profee,27724,,,,,4882.0,,,Glendive_Medical_Center
5452330,27726 Repair Fibula Nonunion/Malunion W Int Fixation,IP Profee,27726,,,,,3706.0,,,Glendive_Medical_Center
7348822,27745 Reimforce Tibia,IP Profee,27745,,,,,2943.0,,,Glendive_Medical_Center
5452336,27750 Cltx Tibl Shft Fx W/O Mnpj,IP Profee,27750,,,,,1230.0,,,Glendive_Medical_Center
5452338,27752 Cltx Tibl Shft Fx W/Mnpj +-Skel Tracj,IP Profee,27752,,,,,1901.0,,,Glendive_Medical_Center
5452340,27756 Prq Skel Fixj Tibl Shft Fx,IP Profee,27756,,,,,2220.0,,,Glendive_Medical_Center
5452342,27758 Optx Tibl Shft Fx W/Plate/Screws +-Cerclage,IP Profee,27758,,,,,3461.0,,,Glendive_Medical_Center
5452346,27760 Cltx Medial Malls Fx W/O Mnpj,IP Profee,27760,,,,,1181.0,,,Glendive_Medical_Center
5452348,27762 Cltx Medial Malls Fx W/Mnpj +-Skn/Skel Tracj,IP Profee,27762,,,,,1674.0,,,Glendive_Medical_Center
5452350,27766 Open Treatment Medial Malleolus Fracture,IP Profee,27766,,,,,2333.0,,,Glendive_Medical_Center
5452352,27767 Closed Treatment Pst Malleolus Fracture W/O Mnpj,IP Profee,27767,,,,,1099.0,,,Glendive_Medical_Center
5452356,27769 Open Treatment Posterior Malleolus Fracture,IP Profee,27769,,,,,2821.0,,,Glendive_Medical_Center
5452358,27780 Cltx Prox Fibula/Shft Fx W/O Mnpj,IP Profee,27780,,,,,1083.0,,,Glendive_Medical_Center
7348823,27781 27781 CLSD Treatment of Proximal Fibula or  Shft FX; W/ MANI,IP Profee,27781,,,,,1537.0,,,Glendive_Medical_Center
5452360,27784 Open Treatment Proximal Fibula/Shaft Fracture,IP Profee,27784,,,,,2748.0,,,Glendive_Medical_Center
5452362,27786 Cltx Dstl Fibular Fx Lat Malls W/O Mnpj,IP Profee,27786,,,,,1106.0,,,Glendive_Medical_Center
5452366,27792 Open Tx Distal Fibular Fracture Lat Malleolus,IP Profee,27792,,,,,2500.0,,,Glendive_Medical_Center
5452368,27808 Closed Tx Bimalleolar Ankle Fracture W/O Mnpj,IP Profee,27808,,,,,1166.0,,,Glendive_Medical_Center
5452370,27810 Closed Tx Bimalleolar Ankle Fracture W Mnpj,IP Profee,27810,,,,,1635.0,,,Glendive_Medical_Center
5452372,27814 Open Treatment Bimalleolar Ankle Fracture,IP Profee,27814,,,,,2965.0,,,Glendive_Medical_Center
5452378,27822 Open Tx Trimalleolar Ankle Fx W/O Fixj Pst Lip,IP Profee,27822,,,,,3347.0,,,Glendive_Medical_Center
5452380,27823 Open Tx Trimalleolar Ankle Fx W Fixj Pst Lip,IP Profee,27823,,,,,3787.0,,,Glendive_Medical_Center
5452382,27824 Cltx Fx W8 Brg Artclr Prtn Dstl Tibia W/O Mnpj,IP Profee,27824,,,,,1173.0,,,Glendive_Medical_Center
5452384,27825P Cltx Fx W8 Brg Artclr Prtn Dstl Tib W/Skel Tracj,IP Profee,27825,,,,,1910.0,,,Glendive_Medical_Center
5452386,27826 Open Treatment Fracture Distal Tibia Fibula,IP Profee,27826,,,,,3290.0,,,Glendive_Medical_Center
5452388,27827 Open Treatment Fracture Distal Tibia Only,IP Profee,27827,,,,,4295.0,,,Glendive_Medical_Center
5452390,27828 Open Treatment Fracture Distal Tibia & Fibula,IP Profee,27828,,,,,5105.0,,,Glendive_Medical_Center
5452392,27829 Open Tx Distal Tibiofibular Joint Disruption,IP Profee,27829,,,,,2707.0,,,Glendive_Medical_Center
5452396,27840 Closed Tx Ankle Dislocation W/O Anesthesia,IP Profee,27840,,,,,1453.0,,,Glendive_Medical_Center
5452402,27848 Optx Ankle Dislc W/Rpr/Int/Xtrnl Fixj,IP Profee,27848,,,,,3091.0,,,Glendive_Medical_Center
5452404,27870 Arthrodesis Ankle Open,IP Profee,27870,,,,,3954.0,,,Glendive_Medical_Center
5452406,27880 Amputation Leg Through Tibia&Fibula,IP Profee,27880,,,,,3531.0,,,Glendive_Medical_Center
5452412,27886 Amp Leg Thru Tibia&Fibula Re-Amputation,IP Profee,27886,,,,,2541.0,,,Glendive_Medical_Center
5452424,28001 Incision&Drainage Bursa Foot,IP Profee,28001,,,,,662.0,,,Glendive_Medical_Center
5452426,28002 I&D Belw Fsca Foot 1 Bursal Space,IP Profee,28002,,,,,1234.0,,,Glendive_Medical_Center
5452428,28003 I&D Belw Fsca Foot Mlt Areas,IP Profee,28003,,,,,2163.0,,,Glendive_Medical_Center
5452430,28005 Incision Bone Cortex Foot,IP Profee,28005,,,,,2230.0,,,Glendive_Medical_Center
5452440,28035 Release Tarsal Tunnel,IP Profee,28035,,,,,1368.0,,,Glendive_Medical_Center
5452442,28043P Excision Tumor Soft Tissue Foot/Toe Subq <1.5Cm,IP Profee,28043,,,,,1008.0,,,Glendive_Medical_Center
5452444,28045 Exc Tumor Soft Tissue Foot/Toe Subfasc <1.5Cm,IP Profee,28045,,,,,1336.0,,,Glendive_Medical_Center
7348827,28054 Biopsy of Toe Joint Lining,IP Profee,28054,,,,,905.0,,,Glendive_Medical_Center
5452448,28060 Fasciectomy Plantar Fascia Partial Spx,IP Profee,28060,,,,,1388.0,,,Glendive_Medical_Center
5452454,28080 Excision Interdigital Morton Neuroma Single Each,IP Profee,28080,,,,,1423.0,,,Glendive_Medical_Center
5452456,28090 Exc Lesion Tendon Sheath/Capsule W/Synvct Foot,IP Profee,28090,,,,,1202.0,,,Glendive_Medical_Center
5452458,28092 Exc Lesion Tendon Sheath/Capsule W/Synvct Toe Ea,IP Profee,28092,,,,,1039.0,,,Glendive_Medical_Center
5452460,28100P Excision/Curettage Cyst/Tumor Talus/Calcaneus,IP Profee,28100,,,,,1605.0,,,Glendive_Medical_Center
5452464,28104 Exc/Curtg Cst/B9 Tum Tarsal/Metar,IP Profee,28104,,,,,1367.0,,,Glendive_Medical_Center
5666638,28108P Exc/Curtg Cst/B9 Tum Phalanges Foot,IP Profee,28108,,,,,1111.0,,,Glendive_Medical_Center
5452468,28111 Ostectomy Complete 1St Metatarsal Head,IP Profee,28111,,,,,1250.0,,,Glendive_Medical_Center
5452472,28113 Ostectomy Complete 5Th Metatarsal Head,IP Profee,28113,,,,,1632.0,,,Glendive_Medical_Center
5452480,28119 Ostectomy Calcaneus Spur +-Plntar Fscal Rls,IP Profee,28119,,,,,1392.0,,,Glendive_Medical_Center
5452482,28120 Prtl Exc B1 Talus/Calcaneus,IP Profee,28120,,,,,1920.0,,,Glendive_Medical_Center
5452484,28122 Prtl Exc B1 Tarsal/Metar B1 Xcp Talus/Calcaneus,IP Profee,28122,,,,,1691.0,,,Glendive_Medical_Center
5452488,28126 Resection Partial/Complete Phalangeal Base Each,IP Profee,28126,,,,,953.0,,,Glendive_Medical_Center
5452490,28140 Metatarsectomy,IP Profee,28140,,,,,1683.0,,,Glendive_Medical_Center
5452498,28192 Removal Foreign Body Foot Deep,IP Profee,28192,,,,,1207.0,,,Glendive_Medical_Center
5671469,28200P Rpr Tdn Flxr Foot 1/2 W/O Fr Grf Ea Tdn,IP Profee,28200,,,,,1250.0,,,Glendive_Medical_Center
5452504,28208 Rpr Tdn Xtnsr Foot 1/2 Ea Tdn,IP Profee,28208,,,,,1221.0,,,Glendive_Medical_Center
5452506,28220 Tenolysis Flexor Foot Single Tendon,IP Profee,28220,,,,,1168.0,,,Glendive_Medical_Center
5452512,28232 Tx Opn Tdn Flxr Toe 1 Tdn Spx,IP Profee,28232,,,,,931.0,,,Glendive_Medical_Center
5452514,28234 Tenotomy Open Extensor Foot/Toe Each Tendon,IP Profee,28234,,,,,1021.0,,,Glendive_Medical_Center
5452516,28238P Rcnstj Pst Tibl Tdn W/Exc Accessory Tarsl Navclr,IP Profee,28238,,,,,1872.0,,,Glendive_Medical_Center
5452518,28240P Tenotomy Lengthening/Rls Abductor Hallucis Musc,IP Profee,28240,,,,,1134.0,,,Glendive_Medical_Center
5452522,28270 Capsul Mttarphlngl Jt +-Tenorrhaphy Ea Jt Spx,IP Profee,28270,,,,,1292.0,,,Glendive_Medical_Center
5452526,28285 Correction Hammertoe,IP Profee,28285,,,,,1466.0,,,Glendive_Medical_Center
5452528,28288 Ostc Prtl Exostc/Condylc Metar Head,IP Profee,28288,,,,,1670.0,,,Glendive_Medical_Center
5452534,28292 Keller/Mcbride/Mayo Procedure,IP Profee,28292,,,,,1867.0,,,Glendive_Medical_Center
6859503,28295 Corr Hallux Valgus W/Sesmdc W/Prox Metar Osteot,IP Profee,28295,,,,,2165.0,,,Glendive_Medical_Center
5452540,28296 Corrj Hallux Valgus +-Sesmdc W/Metar Osteot,IP Profee,28296,,,,,1985.0,,,Glendive_Medical_Center
5452544,28298 Corrj Hallux Valgus +-Sesmdc Phalanx Osteot,IP Profee,28298,,,,,1922.0,,,Glendive_Medical_Center
6679215,28306 Osteot +-Lngth Shrt/Corrj 1St Metar,IP Profee,28306,,,,,1548.0,,,Glendive_Medical_Center
6870808,28312 OSTEOT SHORT TOE ANY,IP Profee,28312,,,,,1222.0,,,Glendive_Medical_Center
5452560,28322 Rpr Non/Mal Metar +-B1 Grf,IP Profee,28322,,,,,2219.0,,,Glendive_Medical_Center
5452564,28400 Closed Tx Calcaneal Fracture W/O Manipulation,IP Profee,28400,,,,,878.0,,,Glendive_Medical_Center
5452568,28415 Open Treatment Calcaneal Fracture,IP Profee,28415,,,,,4326.0,,,Glendive_Medical_Center
5452572,28430 Closed Tx Talus Fracture W/O Manipulation,IP Profee,28430,,,,,808.0,,,Glendive_Medical_Center
5452576,28445 Open Treatment Talus Fracture,IP Profee,28445,,,,,4008.0,,,Glendive_Medical_Center
5452580,28450 Tx Tarsal B1 Fx Xcp Talus&Calcn W/O Mnpj,IP Profee,28450,,,,,733.0,,,Glendive_Medical_Center
5452584,28465 Open Tx Tarsal Fracture Xcp Talus &Calcaneus Ea,IP Profee,28465,,,,,2436.0,,,Glendive_Medical_Center
5452586,28470P Closed Tx Metatarsal Fracture W/O Manipulation,IP Profee,28470,,,,,784.0,,,Glendive_Medical_Center
7348828,28475 Cltx Metar Fx W/Mnp,IP Profee,28475,,,,,874.0,,,Glendive_Medical_Center
5452588,28476 Prq Skel Fixj Metar Fx W/Mnpj,IP Profee,28476,,,,,1415.0,,,Glendive_Medical_Center
5452590,28485 Open Treatment Metatarsal Fracture Each,IP Profee,28485,,,,,2129.0,,,Glendive_Medical_Center
5452592,28490 Cltx Fx Grt Toe Phlx/Phlg W/O Mnpj,IP Profee,28490,,,,,476.0,,,Glendive_Medical_Center
5666630,28496P Prq Skel Fixj Fx Grt Toe Phlx/Phlg W/Mnpj,IP Profee,28496,,,,,929.0,,,Glendive_Medical_Center
5452594,28505 Open Tx Fracture Great Toe/Phalanx/Phalanges,IP Profee,28505,,,,,1919.0,,,Glendive_Medical_Center
5452596,28510 Cltx Fx Phlx/Phlg Oth/Thn Grt Toe W/O Mnpj,IP Profee,28510,,,,,457.0,,,Glendive_Medical_Center
5452600,28525 Open Tx Fracture Phalanx/Phalanges Not Great Toe,IP Profee,28525,,,,,1556.0,,,Glendive_Medical_Center
6831315,28575 Closed treatment of talotarsal joint dislocation; requiring anesthesia,IP Profee,28575,,,,,1282.0,,,Glendive_Medical_Center
5452604,28605 Closed Tx Tarsometatarsal Dislocation W/Anes,IP Profee,28605,,,,,1148.0,,,Glendive_Medical_Center
